
					Các Thủ Lãnh 1				|
Sau một ít lâu, người trở lại đặng cưới nàng; đi vòng lại xem cái thây sư tử, thấy trong xác nó có một đoàn ong và mật.|過 了 些 日 子 、 再 下 去 要 娶 那 女 子 、 轉 向 道 旁 要 看 死 獅 、 見 有 一 群 蜂 子 和 蜜 在 死 獅 之 內 、
Người bụm mật trong tay, vừa ăn vừa đi. Đến gần cha mẹ, người đưa cho cha mẹ ăn, nhưng chẳng thuật lại rằng mình đã thấy mật đó trong thây sư tử.|就 用 手 取 蜜 、 且 喫 且 走 、 到 了 父 母 那 裡 、 給 他 父 母 、 他 們 也 喫 了 ． 只 是 沒 有 告 訴 這 蜜 是 從 死 獅 之 內 取 來 的 。
Cha người đi xuống nhà người nữ ấy, và tại đó Sam-sôn bày ra một tiệc. Ay là thường tục của các gã thanh niên hay làm.|他 父 親 下 去 見 女 子 ． 參 孫 在 那 裡 設 擺 筵 宴 、 因 為 向 來 少 年 人 都 有 這 個 規 矩 。
Vừa thấy chàng, người ta bèn mời ba mươi gã thanh niên để kết bạn cùng chàng.|眾 人 看 見 參 孫 、 就 請 了 三 十 個 人 陪 伴 他 。
Sam-sôn nói: Tôi sẽ ra cho anh em một câu đố; nếu trong bảy ngày tiệc, anh em giải nó ra, thì tôi sẽ thưởng anh em ba mươi cái áo trong và ba mươi bộ áo lễ;|參 孫 對 他 們 說 、 我 給 你 們 出 一 個 謎 語 、 你 們 在 七 日 筵 宴 之 內 、 若 能 猜 出 意 思 告 訴 我 、 我 就 給 你 們 三 十 件 裡 衣 、 三 十 套 衣 裳 ．
còn nếu anh em không giải nó ra được, thì anh em phải nộp cho tôi ba mươi cái áo trong, và ba mươi bộ áo lễ. Chúng đáp rằng: Hãy ra câu đố anh cho chúng tôi nghe.|你 們 若 不 能 猜 出 意 思 告 訴 我 、 你 們 就 給 我 三 十 件 裡 衣 、 三 十 套 衣 裳 ． 他 們 說 、 請 將 謎 語 說 給 我 們 聽 。
Vậy, chàng ra cho chúng rằng: Của ăn từ giống ăn mà ra; vật ngọt từ giống mạnh mà ra. Trong ba ngày chúng không giải được câu đố.|參 孫 對 他 們 說 、 喫 的 從 喫 者 出 來 、 甜 的 從 強 者 出 來 ． 他 們 三 日 不 能 猜 出 謎 語 的 意 思 。
Đến ngày thứ bảy, chúng nói cùng vợ Sam-sôn rằng: Hãy dụ chồng nàng giải đáp câu đố cho chúng ta; bằng chẳng, chúng ta sẽ đốt nàng và nhà cha nàng. Có phải để bóc lột chúng ta mà các ngươi thỉnh chúng ta chăng?|到 第 七 天 、 他 們 對 參 孫 的 妻 說 、 你 誆 哄 你 丈 夫 、 探 出 謎 語 的 意 思 告 訴 我 們 、 免 得 我 們 用 火 燒 你 和 你 父 家 ． 你 們 請 了 我 們 來 、 是 要 奪 我 們 所 有 的 麼 。
Vợ Sam-sôn khóc trước mặt người mà rằng: Quả thật, chàng ghét tôi, chẳng thương tôi chút nào: chàng đã ra một câu đố cho người dân sự tôi, mà không có giải nghĩa cho tôi. Người đáp: Kìa, ta không có giải nghĩa cho cha mẹ ta thay, mà ta lại phải, mà ta lại giải nghĩa cho nàng sao?|參 孫 的 妻 在 丈 夫 面 前 啼 哭 說 、 你 是 恨 我 、 不 是 愛 我 、 你 給 我 本 國 的 人 出 謎 語 、 卻 沒 有 將 意 思 告 訴 我 ． 參 孫 回 答 說 、 連 我 父 母 我 都 沒 有 告 訴 、 豈 可 告 訴 你 呢 。
Trong bảy ngày ăn tiệc nàng cứ khóc như vậy trước mặt người. Qua ngày thứ bảy, người giải nghĩa cho nàng, bởi vì nàng làm cực lòng người. Đoạn, nàng giải lại cho người dân sự mình.|七 日 筵 宴 之 內 、 他 在 丈 夫 面 前 啼 哭 、 到 第 七 天 逼 著 他 、 他 纔 將 謎 語 的 意 思 告 訴 他 妻 、 他 妻 就 告 訴 本 國 的 人 。
Vậy, ngày thứ bảy, trước khi mặt trời lặn, người trong thành đến nói cùng chàng rằng: Có gì ngọt hơn mật, có chi mạnh hơn sư tử? Sam-sôn bèn đáp: Nếu các ngươi không cày ruộng bằng bò cái tơ ta, thì các ngươi không giải được câu đố ta.|到 第 七 天 、 日 頭 未 落 以 前 、 那 城 裡 的 人 對 參 孫 說 、 有 甚 麼 比 蜜 還 甜 呢 、 有 甚 麼 比 獅 子 還 強 呢 ． 參 孫 對 他 們 說 、 你 們 若 非 用 我 的 母 牛 犢 耕 地 、 就 猜 不 出 我 謎 語 的 意 思 來 。
Bấy giờ Thần của Đức Giê-hô-va cảm động người; người đi xuống Ach-ca-lôn, giết ba mươi người, cướp lấy áo xống của chúng nó, thưởng cho những người giải được câu đố; đoạn, người nổi giận phừng phừng trở về nhà cha mình.|耶 和 華 的 靈 大 大 感 動 參 孫 、 他 就 下 到 亞 實 基 倫 擊 殺 了 三 十 個 人 、 奪 了 他 們 的 衣 裳 、 將 衣 裳 給 了 猜 出 謎 語 的 人 ． 參 孫 發 怒 、 就 上 父 家 去 了 。
Vợ Sam-sôn bị gả cho một người trai trẻ mà chàng đã chọn làm bạn.|參 孫 的 妻 便 歸 了 參 孫 的 陪 伴 、 就 是 作 過 他 朋 友 的 。

					Các Thủ Lãnh 15				|
						士師記 15					
Sau ít lâu, nhằm mùa gặt lúa mì, Sam-sôn đi thăm vợ mình, đem cho nàng một con dê con, và nói rằng: Tôi muốn đi đến cùng vợ tôi trong phòng nàng. Nhưng cha nàng không cho phép người vào,|過 了 些 日 子 、 到 割 麥 子 的 時 候 、 參 孫 帶 著 一 隻 山 羊 羔 去 看 他 的 妻 、 說 、 我 要 進 內 室 見 我 的 妻 ． 他 岳 父 不 容 他 進 去 、
bèn nói rằng: Ta ngờ ngươi ghét nó, nên ta đã gả nó cho bạn của ngươi. Em gái nó há chẳng lịch sự hơn nó sao? Vậy, hay lấy em nó thế cho.|說 、 我 估 定 你 是 極 其 恨 他 、 因 此 我 將 他 給 了 你 的 陪 伴 ． 他 的 妹 子 不 是 比 他 還 美 麗 麼 、 你 可 以 娶 來 代 替 他 罷 。
Sam-sôn đáp rằng: Nếu lần nầy ta làm hại cho dân Phi-li-tin, thì ta cũng vô tội.|參 孫 說 、 這 回 我 加 害 於 非 利 士 人 不 算 有 罪 。
Vậy, Sam-sôn đi bắt ba trăm con chó rừng, cũng lấy những đuốc, rồi cột đuôi mỗi hai con lại, và cột đuốc giữa hai đuôi.|於 是 參 孫 去 捉 了 三 百 隻 狐 狸 〔 或 作 野 狗 〕 、 將 狐 狸 尾 巴 一 對 一 對 地 捆 上 、 將 火 把 捆 在 兩 條 尾 巴 中 間 、
Người đốt đuốc, thả chó rừng vào trong lúa mì của dân Phi-li-tin. Như vậy, người đốt lúa mì đã bó cùng lúa mì chưa gặt, và các vườn ô-li-ve.|點 ? 火 把 、 就 放 狐 狸 進 入 非 利 士 人 站 著 的 禾 稼 、 將 堆 集 的 禾 捆 、 和 未 割 的 禾 稼 、 並 橄 欖 園 盡 都 燒 了 。
Dân Phi-li-tin hỏi: Ai làm điều đó? Người ta đáp: Sam-sôn, rể của người Thim-na, bởi vì người Thim-na bắt vợ hắn mà gả cho một người bạn của hắn. Dân Phi-li-tin bèn đi lên, thiêu nàng luôn với cha nàng trong lửa.|非 利 士 人 說 、 這 事 是 誰 作 的 呢 ． 有 人 說 、 是 亭 拿 人 的 女 婿 參 孫 、 因 為 他 岳 父 將 他 的 妻 給 了 他 的 陪 伴 ． 於 是 非 利 士 人 上 去 、 用 火 燒 了 婦 人 和 他 的 父 親 。
Sam-sôn nói: Nếu các ngươi làm như vậy, thì ta quyết hẳn báo thù các ngươi rồi mới chịu an nghỉ.|參 孫 對 非 利 士 人 說 、 你 們 既 然 這 樣 行 、 我 必 向 你 們 報 仇 纔 肯 罷 休 。
Người đánh chúng nó bị thua bệ cả thể. Đoạn, người đi xuống và ở tại hang đá Ê-tam.|參 孫 就 大 大 擊 殺 他 們 、 連 腿 帶 腰 都 砍 斷 了 ． 他 便 下 去 住 在 以 坦 磐 的 穴 內 。
Bấy giờ, dân Phi-li-tin đi lên, đóng trại tại Giu-đa, và tràn ra đến Lê-chi.|非 利 士 人 上 去 安 營 在 猶 大 、 布 散 在 利 希 。
Người Giu-đa nói cùng chúng rằng: Cớ sao các ngươi lên đánh chúng ta? Chúng đáp: Chúng ta lên đây, ấy đặng trói Sam-sôn: chúng ta sẽ đãi hắn y như hắn đã đãi chúng ta!|猶 大 人 說 、 你 們 為 何 上 來 攻 擊 我 們 呢 ． 他 們 說 、 我 們 上 來 是 要 捆 綁 參 孫 、 他 向 我 們 怎 樣 行 、 我 們 也 要 向 他 怎 樣 行 。
Ba ngàn người Giu-đa bèn xuống hang đá Ê-tam mà nói cùng Sam-sôn rằng: Ngươi há chẳng biết dân Phi-li-tin là chủ chúng ta ư? Vậy, sao ngươi đã làm điều đó cho chúng ta? Người đáp: Ta đãi chúng nó như chính chúng nó đãi ta.|於 是 有 三 千 猶 大 人 下 到 以 坦 磐 的 穴 內 、 對 參 孫 說 、 非 利 士 人 轄 制 我 們 、 你 不 知 道 麼 ． 你 向 我 們 行 的 是 甚 麼 事 呢 。 他 回 答 說 、 他 們 向 我 怎 樣 行 、 我 也 要 向 他 們 怎 樣 行 。
Chúng lại nói rằng: Chúng ta xuống đặng trói ngươi, để nộp ngươi vào tay dân Phi-li-tin. Sam-sôn tiếp: Hãy thề cùng ta rằng các ngươi chẳng giết ta.|猶 大 人 對 他 說 、 我 們 下 來 是 要 捆 綁 你 、 將 你 交 在 非 利 士 人 手 中 ． 參 孫 說 、 你 們 要 向 我 起 誓 、 應 承 你 們 自 己 不 害 死 我 。
Chúng đáp rằng: Không, chúng ta chỉ muốn trói ngươi, nộp vào tay dân Phi-li-tin, chớ chẳng muốn giết ngươi đâu. Vậy, chúng bèn trói người bằng hai sợi dây mới, và dắc ra khỏi hang đá.|他 們 說 、 我 們 斷 不 殺 你 、 只 要 將 你 捆 綁 交 在 非 利 士 人 手 中 ． 於 是 用 兩 條 新 繩 捆 綁 參 孫 、 將 他 從 以 坦 磐 帶 上 去 。
Khi đến Lê-chi, dân Phi-li-tin ra đón người và la tiếng reo mừng. Song Thần của Đức Giê-hô-va cảm động Sam-sôn, những dây cột cánh tay người trở thành như chỉ gai bị lửa đốt, tàn rớt khỏi tay người.|參 孫 到 了 利 希 、 非 利 士 人 都 迎 著 喧 嚷 ． 耶 和 華 的 靈 大 大 感 動 參 孫 、 他 臂 上 的 繩 就 像 火 燒 的 麻 一 樣 、 他 的 綁 繩 都 從 他 手 上 脫 落 下 來 。
Gặp được một cái hàm lừa con mới tinh, người bèn giơ tay lượm lấy, và dùng nó đánh một ngàn người.|他 見 一 塊 未 乾 的 驢 腮 骨 、 就 伸 手 拾 起 來 用 以 擊 殺 一 千 人 。
Bấy giờ, Sam-sôn nói rằng: Với một hàm lừa, giết chất thây từng đống! Với một hàm lừa, ta đánh một ngàn người!|參 孫 說 、 我 用 驢 腮 骨 殺 人 成 堆 、 用 驢 腮 骨 殺 了 一 千 人 。
Khi người đã nói xong, bèn ném cái hàm lừa khỏi tay mình, và đặt tên chổ đó là Ra-mát-Lê-chi.|說 完 這 話 、 就 把 那 腮 骨 從 手 裡 拋 出 去 了 ． 那 地 便 叫 拉 末 利 希 。
Bởi người bị khát nước quá đỗi, bèn cầu khẩn Đức Giê-hô-va, mà rằng: Chúa đã ban cho tôi tớ Chúa sự giải cứu lớn lao nầy; hồ dễ nào bây giờ tôi phải chết khát, và sa vào tay những kẻ không chịu cắt bì sao?|參 孫 甚 覺 口 渴 、 就 求 告 耶 和 華 說 、 你 既 藉 僕 人 的 手 施 行 這 麼 大 的 拯 救 、 豈 可 任 我 渴 死 、 落 在 未 受 割 禮 的 人 手 中 呢 。
Đức Chúa Trời liền chẻ hòn đá bộng ở tại Lê-chi, có nước chảy ra; Sam-sôn uống, thì tâm thần người hồi tỉnh, và lòng mạnh mẽ lại. Bởi đó cho nên người ta đặt tên cái suối nầy là En-Ha-cô-rê cho đến ngày nay. Suối ấy ở tại Lê-chi.|　 神 就 使 利 希 的 窪 處 裂 開 、 有 水 從 其 中 湧 出 來 、 參 孫 喝 了 精 神 復 原 ． 因 此 那 泉 名 叫 隱 哈 歌 利 、 那 泉 直 到 今 日 還 在 利 希 。
Nhằm thời kỳ dân Phi-li-tin quản hạt Y-sơ-ra-ên, thì Sam-sôn làm quan xét nơi Y-sơ-ra-ên trọn hai mươi năm.|當 非 利 士 人 轄 制 以 色 列 人 的 時 候 、 參 孫 作 以 色 列 的 士 師 二 十 年 。

					Các Thủ Lãnh 16				|
						士師記 16					
Sam-sôn đi đến Ga-xa, thấy một kỵ nữ ở đó, bèn đi vào nhà nàng.|參 孫 到 了 迦 薩 、 在 那 裡 看 見 一 個 妓 女 、 就 與 他 親 近 。
Người ta thuật lại cho dân Ga-xa rằng: Sam-sôn đã đến đây. Chúng bèn vây người và rình giữ trọn đêm tại cửa thành. Cả đêm ấy, chúng giữ yên lặng, mà rằng: Rựng sáng, chúng ta sẽ giết hắn.|有 人 告 訴 迦 薩 人 說 、 參 孫 到 這 裡 來 了 ． 他 們 就 把 他 團 團 圍 住 、 終 夜 在 城 門 悄 悄 埋 伏 、 說 、 等 到 天 亮 我 們 便 殺 他 。
Sam-sôn ở ngủ cho đến khuya. Lối khuya, người thức dậy, nắm hai cánh cửa thành và hai cây trụ, nhổ nó lên luôn với cây then, vác trên vai, và đem lên chót núi đối ngang Hếp-rôn.|參 孫 睡 到 半 夜 、 起 來 、 將 城 門 的 門 扇 、 門 框 、 門 閂 、 一 齊 拆 下 來 、 扛 在 肩 上 、 扛 到 希 伯 崙 前 的 山 頂 上 。
Sau đó, người yêu mến một người nữ trong trũng Sô-réc, tên là Đa-li-la.|後 來 參 孫 在 梭 烈 谷 喜 愛 一 個 婦 人 、 名 叫 大 利 拉 。
Các quan trưởng Phi-li-tin đến nhà nàng, mà rằng: Hãy rán dụ dỗ hắn, hầu cho biết bởi đâu hắn có sức mạnh lớn lao kia, và chúng ta phải làm thế nào cho được thắng hơn, trói và bắt hắn phục. Chúng ta ai nấy sẽ thưởng cho nàng mười một trăm miếng bạc.|非 利 士 人 的 首 領 上 去 見 那 婦 人 、 對 他 說 、 求 你 誆 哄 參 孫 、 探 探 他 因 何 有 這 麼 大 的 力 氣 、 我 們 用 何 法 能 勝 他 、 捆 綁 剋 制 他 、 我 們 就 每 人 給 你 一 千 一 百 舍 客 勒 銀 子 。
Đa-li-la nói cùng Sam-sôn rằng: Tôi xin chàng hãy nói cho tôi biết bởi đâu chàng có sức mạnh lớn lao, và phải dùng chi trói chàng đặng bắt phục chàng?|大 利 拉 對 參 孫 說 、 求 你 告 訴 我 、 你 因 何 有 這 麼 大 的 力 氣 、 當 用 何 法 捆 綁 剋 制 你 。
Sam-sôn đáp: Nếu người ta trói tôi bằng bảy sợi dây cung tươi và còn ướt, thì tôi sẽ trở nên yếu đuối như một người khác.|參 孫 回 答 說 、 人 若 用 七 條 未 乾 的 青 繩 子 捆 綁 我 、 我 就 軟 弱 像 別 人 一 樣 。
Các quan trưởng Phi-li-tin đem cho Đa-li-la bảy sợi dây tươi và còn ướt, nàng lấy trói người.|於 是 非 利 士 人 的 首 領 拿 了 七 條 未 乾 的 青 繩 子 來 、 交 給 婦 人 、 他 就 用 繩 子 捆 綁 參 孫 。
Vả, tại trong phòng ở nhà nàng có binh phục. Nàng nói: Ớ Sam-sôn, người Phi-li-tin xông hãm ngươi! Song người bứt những sợi dây như sợi chỉ gai đứt khi đụng đến lửa. Như vậy, căn nguyên sức mạnh người chẳng tìm ra được.|有 人 豫 先 埋 伏 在 婦 人 的 內 室 裡 ． 婦 人 說 、 參 孫 哪 、 非 利 士 人 拿 你 來 了 。 參 孫 就 掙 斷 繩 子 、 如 掙 斷 經 火 的 麻 線 一 般 ． 這 樣 他 力 氣 的 根 由 人 還 是 不 知 道 。
Đa-li-la nói cùng Sam-sôn rằng: Nầy chàng đã gạt tôi, nói dối cùng tôi. Xin bây giờ hãy tỏ cho tôi phải lấy chi trói chàng?|大 利 拉 對 參 孫 說 、 你 欺 哄 我 、 向 我 說 謊 言 ． 現 在 求 你 告 訴 我 當 用 何 法 捆 綁 你 。
Người đáp: Nếu người ta cột ta bằng dây lớn mới, chưa hề có ai dùng, thì ta sẽ trở nên yếu như một người khác.|參 孫 回 答 說 、 人 若 用 沒 有 使 過 的 新 繩 捆 綁 我 、 我 就 軟 弱 像 別 人 一 樣 。
Vậy, Đa-li-la lấy dây lớn mới, trói Sam-sôn rồi nói rằng: Ớ Sam-sôn, người Phi-li-tin xông hãm ngươi! Vả, có binh đương phục trong một phòng. Nhưng người bức những sợi dây lớn trói cánh tay, y như một sợi chỉ vậy.|大 利 拉 就 用 新 繩 捆 綁 他 、 對 他 說 、 參 孫 哪 、 非 利 士 人 拿 你 來 了 。 有 人 豫 先 埋 伏 在 內 室 裡 ． 參 孫 將 臂 上 的 繩 掙 斷 了 、 如 掙 斷 一 條 線 一 樣 。
Đa-li-la nói cùng Sam-sôn rằng: Chàng gạt tôi và nói dối tôi đến bây giờ. Vậy. xin hãy nói cho tôi biết phải trói chàng bằng chi. Người đáp: Nàng cứ dệt bảy lọn tóc thắt của đầu ta vào trong canh chỉ của nàng.|大 利 拉 對 參 孫 說 、 你 到 如 今 還 是 欺 哄 我 、 向 我 說 謊 言 ． 求 你 告 訴 我 、 當 用 何 法 捆 綁 你 。 參 孫 回 答 說 、 你 若 將 我 頭 上 的 七 條 髮 綹 、 與 緯 線 同 織 就 可 以 了 。
Đa-li-la lấy con sẻ cột chặt lại, rồi la rằng: Ớ, Sam-sôn, người Phi-li-tin xông hãm người! Nhưng người thức dậy, nhổ con sẻ của khung cửi luôn với canh chỉ.|於 是 大 利 拉 將 他 的 髮 綹 與 緯 線 同 織 、 用 橛 子 釘 住 、 對 他 說 、 參 孫 哪 、 非 利 士 人 拿 你 來 了 。 參 孫 從 睡 中 醒 來 、 將 機 上 的 橛 子 、 和 緯 線 、 一 齊 都 拔 出 來 了 。
Bấy giờ, nàng mới nói rằng: Làm sao chàng nói được rằng: Tôi yêu nàng! bởi vì lòng chàng chẳng thành cùng tôi? Chàng đã gạt tôi ba lần, và chẳng nói cho tôi biết bởi đâu có sức lực lớn của chàng.|大 利 拉 對 參 孫 說 、 你 既 不 與 我 同 心 、 怎 麼 說 你 愛 我 呢 ． 你 這 三 次 欺 哄 我 、 沒 有 告 訴 我 、 你 因 何 有 這 麼 大 的 力 氣 。
