
					Xuất Hành 1				|
Ngươi hãy lấy hai viên bích ngọc mà khắc các tên con trai Y-sơ-ra-ên ở trên:|要 取 兩 塊 紅 瑪 瑙 、 在 上 面 刻 以 色 列 兒 子 的 名 字 ．
sáu tên trên viên bích ngọc nầy, sáu tên trên viên bích ngọc kia, tùy theo thứ tự ngày sinh của họ.|六 個 名 字 在 這 塊 寶 石 上 、 六 個 名 字 在 那 塊 寶 石 上 、 都 照 他 們 生 來 的 次 序 。
Phải khắc các tên con trai Y-sơ-ra-ên trên hai viên bích ngọc đó, như cách của thợ khắc con dấu, và khảm trong khuôn bằng vàng.|要 用 刻 寶 石 的 手 工 、 彷 彿 刻 圖 書 、 按 著 以 色 列 兒 子 的 名 字 、 刻 這 兩 塊 寶 石 、 要 鑲 在 金 槽 上 。
Đoạn gắn hai viên bích ngọc đó trên hai đai vai ê-phót, dùng làm ngọc kỷ niệm về con cháu Y-sơ-ra-ên; A-rôn sẽ mang tên của họ trên hai vai mình làm kỷ niệm trước mặt Đức Giê-hô-va.|要 將 這 兩 塊 寶 石 、 安 在 以 弗 得 的 兩 條 肩 帶 上 、 為 以 色 列 人 作 紀 念 石 ． 亞 倫 要 在 兩 肩 上 、 擔 他 們 的 名 字 、 在 耶 和 華 面 前 作 為 紀 念 。
Ngươi cũng hãy làm móc gài bằng vàng,|要 用 金 子 作 二 槽 。
đánh hai sợi dây chuyền nhỏ bằng vàng ròng như hình dây, rồi để chuyền đánh như thế vào móc gài.|又 拿 精 金 、 用 擰 工 彷 彿 擰 繩 子 、 作 兩 條 鍊 子 、 把 這 擰 成 的 鍊 子 搭 在 二 槽 上 。
Bảng đeo ngực về sự xét đoán, ngươi cũng phải làm cho cực xảo, y như ê-phót; tức là bằng kim tuyến, chỉ tím, đỏ điều, đỏ sặm, và vải gai đậu mịn.|你 要 用 巧 匠 的 手 工 、 作 一 個 決 斷 的 胸 牌 ． 要 和 以 弗 得 一 樣 的 作 法 、 用 金 線 和 藍 色 紫 色 朱 紅 色 線 、 並 撚 的 細 麻 作 成 。
Bảng đeo ngực hình vuông và may lót; bề dài một em-ban, bề ngang một em-ban.|這 胸 牌 要 四 方 的 、 疊 為 兩 層 ． 長 一 虎 口 、 寬 一 虎 口 。
Ngươi hãy gắn bốn hàng ngọc vào bảng đeo ngực: hàng thứ nhất gắn ngọc mã não, ngọc hồng bích, và ngọc lục bửu;|要 在 上 面 鑲 寶 石 四 行 ． 第 一 行 是 紅 寶 石 、 紅 璧 璽 、 紅 玉 。
hàng thứ nhì, ngọc phỉ túy, ngọc lam bửu và ngọc kim cương;|第 二 行 是 綠 寶 石 、 藍 寶 石 、 金 鋼 石 。
hàng thứ ba, ngọc hồng bửu, ngọc bạch mã não, và ngọc tử tinh;|第 三 行 是 紫 瑪 瑙 、 白 瑪 瑙 、 紫 晶 。
hàng thứ tư, ngọc huỳnh bích, ngọc hồng mã não, và bích ngọc. Các ngọc nầy sẽ khảm vào khuôn bằng vàng.|第 四 行 是 水 蒼 玉 、 紅 瑪 瑙 、 碧 玉 ． 這 都 要 鑲 在 金 槽 中 。
Số các ngọc đó hết thảy là mười hai viên, tùy theo tên các con trai Y-sơ-ra-ên; trên mỗi viên ngọc sẽ khắc tên của một trong mười hai chi phái Y-sơ-ra-ên, như người ta khắc con dấu vậy.|這 些 寶 石 、 都 要 按 著 以 色 列 十 二 個 兒 子 的 名 字 、 彷 彿 刻 圖 書 、 刻 十 二 個 支 派 的 名 字 。
Ngươi hãy làm các sợi chuyền bằng vàng ròng đánh như hình dây, chuyền trên bảng đeo ngực;|要 在 胸 牌 上 、 用 精 金 擰 成 如 繩 的 鍊 子 。
rồi làm hai khoanh bằng vàng để ở hai góc đầu trên bảng.|在 胸 牌 上 也 要 作 兩 個 金 環 、 安 在 胸 牌 的 兩 頭 。
cùng cột hai sợi chuyền vàng vào hai khoanh nơi hai đầu bảng,|要 把 那 兩 條 擰 成 的 金 鍊 子 、 穿 過 胸 牌 兩 頭 的 環 子 。
và hai đầu sợi chuyền cột vào móc gài, đoạn gắn trên hai đai vai ê-phót về phía đằng trước ngực.|又 要 把 鍊 子 的 那 兩 頭 、 接 在 兩 槽 上 、 安 在 以 弗 得 前 面 肩 帶 上 。
Ngươi cũng hãy làm hai cái khoanh bằng vàng nữa, để vào hai góc đầu dưới của bảng đeo ngực, về phía trong ê-phót.|要 作 兩 個 金 環 、 安 在 胸 牌 的 兩 頭 、 在 以 弗 得 裡 面 的 邊 上 。
Lại làm hai khoanh khác nữa bằng vàng, gắn vào hai đầu dưới đai vai ê-phót ném về phía trước, ở trên đai gần chỗ giáp mối.|又 要 作 兩 個 金 環 、 安 在 以 弗 得 前 面 兩 條 肩 帶 的 下 邊 、 挨 近 相 接 之 處 、 在 以 弗 得 巧 工 織 的 帶 子 以 上 。
Rồi một sợi dây màu tím sẽ cột hai cái khoanh của bảng đeo ngực lại cùng hai cái khoanh ê-phót, hầu cho nó dính với đai, đừng rớt khỏi ê-phót.|要 用 藍 細 帶 子 、 把 胸 牌 的 環 子 與 以 弗 得 的 環 子 繫 住 、 使 胸 牌 貼 在 以 弗 得 巧 工 織 的 帶 子 上 、 不 可 與 以 弗 得 離 縫 。
Thế thì, khi nào A-rôn vào nơi thánh, sẽ mang trên lòng mình tên các con trai Y-sơ-ra-ên nơi bảng đeo ngực về sự xét đoán, đặng giữ làm kỷ niệm luôn luôn trước mặt Đức Giê-hô-va.|亞 倫 進 聖 所 的 時 候 、 要 將 決 斷 胸 牌 、 就 是 刻 著 以 色 列 兒 子 名 字 的 、 帶 在 胸 前 、 在 耶 和 華 面 前 常 作 紀 念 。
Trên bảng đeo ngực của sự xét đoán, ngươi hãy gắn u-rim và thu-mim vào, đặng khi A-rôn đến trước mặt Đức Giê-hô-va thì các món đó sẽ ở trên lòng mình. Ay vậy, trước mặt Đức Giê-hô-va, A-rôn sẽ mang sự xét đoán của con trai Y-sơ-ra-ên trên lòng mình luôn luôn.|又 要 將 烏 陵 、 和 土 明 、 放 在 決 斷 的 胸 牌 裡 ． 亞 倫 進 到 耶 和 華 面 前 的 時 候 、 要 帶 在 胸 前 、 在 耶 和 華 面 前 常 將 以 色 列 人 的 決 斷 牌 帶 在 胸 前 。
Ngươi cũng hãy may áo dài của ê-phót toàn bằng vải tím.|你 要 作 以 弗 得 的 外 袍 、 顏 色 全 是 藍 的 。
Ở giữa áo có một lỗ tròng đầu vào; viền chung quanh, dệt như lỗ áo giáp mặt lưới, để cho khỏi tét.|袍 上 要 為 頭 留 一 領 口 、 口 的 周 圍 織 出 領 邊 來 、 彷 彿 鎧 甲 的 領 口 、 免 得 破 裂 。
Nơi biên dưới hãy thắt trái lựu màu tím, đỏ điều, đỏ sặm, cùng chuông vàng nhỏ đan tréo nhau ở vòng theo viền,|袍 子 周 圍 底 邊 上 、 要 用 藍 色 紫 色 朱 紅 色 線 作 石 榴 、 在 袍 子 周 圍 的 石 榴 中 間 、 要 有 金 鈴 鐺 。
nghĩa là một cái chuông rồi kế một trái lựu, ở vòng khắp chung quanh viền áo.|一 個 金 鈴 鐺 、 一 個 石 榴 、 一 個 金 鈴 鐺 、 一 個 石 榴 、 在 袍 子 周 圍 的 底 邊 上 。
Khi A-rôn hầu việc tế lễ, sẽ mặc áo đó; và khi vào hay ra nơi thánh trước mặt Đức Giê-hô-va, người ta sẽ nghe tiếng chuông vàng nhỏ, và A-rôn khỏi chết vậy.|亞 倫 供 職 的 時 候 、 要 穿 這 袍 子 ． 他 進 聖 所 到 耶 和 華 面 前 、 以 及 出 來 的 時 候 、 袍 上 的 響 聲 必 被 聽 見 、 使 他 不 至 於 死 亡 。
Ngươi cũng hãy làm một cái thẻ bằng vàng ròng, trên đó khắc như người ta khắc con dấu, rằng: Thánh Cho Đức Giê-hô-va.|你 要 用 精 金 作 一 面 牌 、 在 上 面 按 刻 圖 書 之 法 、 刻 著 、 歸 耶 和 華 為 聖 。
Rồi lấy một sợi dây màu tím buộc thẻ đó để trên đằng trước cái mũ.|要 用 一 條 藍 細 帶 子 、 將 牌 繫 在 冠 冕 的 前 面 。
Thẻ đó sẽ ở trên trán A-rôn; A-rôn gánh tội lỗi của dân Y-sơ-ra-ên phạm trong khi họ dâng của lễ thánh; thẻ đó sẽ ở nơi trán A-rôn luôn luôn, để dân sự được đẹp ý Đức Giê-hô-va.|這 牌 必 在 亞 倫 的 額 上 、 亞 倫 要 擔 當 干 犯 聖 物 條 例 的 罪 孽 ． 這 聖 物 是 以 色 列 人 在 一 切 的 聖 禮 物 上 、 所 分 別 為 聖 的 ． 這 牌 要 常 在 他 的 額 上 、 使 他 們 可 以 在 耶 和 華 面 前 蒙 悅 納 。
Ngươi hãy chế một cái áo lá mặc trong bằng vải gai mịn, một cái mũ bằng vải gai mịn và một cái đai thêu.|要 用 雜 色 細 麻 線 織 內 袍 ． 用 細 麻 布 作 冠 冕 ． 又 用 繡 花 的 手 工 作 腰 帶 。
Ngươi cũng hãy chế cho các con trai A-rôn áo lá, đai và mũ, hầu cho họ được vinh hiển và trang sức.|你 要 為 亞 倫 的 兒 子 作 內 袍 、 腰 帶 、 裹 頭 巾 、 為 榮 耀 、 為 華 美 ．
Đoạn, hãy lấy các bộ áo đó mặc cho A-rôn, anh ngươi, cùng các con trai người; hãy xức dầu cho, lập và biệt riêng ra thánh, để họ làm chức tế lễ trước mặt ta.|要 把 這 些 給 你 的 哥 哥 亞 倫 和 他 的 兒 子 穿 戴 ． 又 要 膏 他 們 、 將 他 們 分 別 為 聖 、 好 給 我 供 祭 司 的 職 分 。
Hãy chế cho họ quần lót trong bằng vải gai, đặng che sự lõa lồ, mặc từ ngang lưng quần cho đến bắp vế.|要 給 他 們 作 細 麻 布 褲 子 、 遮 掩 下 體 ． 褲 子 當 從 腰 達 到 大 腿 。
A-rôn cùng các con trai người sẽ mặc quần đó trong khi vào hội mạc hay là đến gần bàn thờ đặng làm việc tế lễ trong nơi thánh, thì chẳng mắc tội và chẳng chết đâu. Ay là một mạng lịnh đời đời cho A-rôn và dòng dõi người.|亞 倫 和 他 兒 子 進 入 會 幕 、 或 就 近 壇 、 在 聖 所 供 職 的 時 候 必 穿 上 、 免 得 擔 罪 而 死 ． 這 要 為 亞 倫 和 他 的 後 裔 作 永 遠 的 定 例 。

					Xuất Hành 29				|
						出埃及記 29					
Đây là điều ngươi sẽ làm đặng biệt riêng A-rôn và con trai người riêng ra thánh, để họ làm chức tế lễ trước mặt ta.|你 使 亞 倫 和 他 兒 子 成 聖 、 給 我 供 祭 司 的 職 分 、 要 如 此 行 ． 取 一 隻 公 牛 犢 、 兩 隻 無 殘 疾 的 公 綿 羊 、
Hãy bắt một con bò tơ đực và hai con chiên đực không tì vít, dùng bột mì thiệt mịn làm bánh không men, bánh nhỏ không men nhồi với dầu, và bánh tráng không men tẩm dầu;|無 酵 餅 、 和 調 油 的 無 酵 餅 、 與 抹 油 的 無 酵 薄 餅 ． 這 都 要 用 細 麥 麵 作 成 。
rồi để các bánh đó trong một giỏ dâng luôn lên cùng bò tơ đực và hai chiên đực.|這 餅 要 裝 在 一 個 筐 子 裡 、 連 筐 子 帶 來 、 又 把 公 牛 和 兩 隻 公 綿 羊 牽 來 。
Đoạn, ngươi sẽ biểu A-rôn cùng các con trai người đến gần nơi cửa hội mạc, rồi lấy nước tắm cho họ.|要 使 亞 倫 和 他 兒 子 到 會 幕 門 口 來 、 用 水 洗 身 。
Kế đó, lấy bộ áo mặc cho A-rôn, tức là áo lá mặc trong, áo dài của ê-phót, ê-phót, và bảng đeo ngực, rồi lấy đai của ê-phót thắt lưng cho người;|要 給 亞 倫 穿 上 內 袍 、 和 以 弗 得 的 外 袍 、 並 以 弗 得 ． 又 帶 上 胸 牌 、 束 上 以 弗 得 巧 工 織 的 帶 子 ．
đoạn đội cái mũ lên đầu và để thẻ thánh trên mũ,|把 冠 冕 戴 在 他 頭 上 、 將 聖 冠 加 在 冠 冕 上 。
cùng lấy dầu xức đổ trên đầu và xức cho người.|就 把 膏 油 倒 在 他 頭 上 膏 他 。
Lại biểu các con trai A-rôn đến gần mặc áo lá cho họ,|要 叫 他 的 兒 子 來 、 給 他 們 穿 上 內 袍 。
rồi lấy đai thắt lưng và đội mũ cho A-rôn cùng các con trai người. Thế thì, chức tế lễ sẽ bởi mạng lịnh định đời đời cho họ. Ngươi lập A-rôn và các con trai người là thế.|給 亞 倫 和 他 兒 子 束 上 腰 帶 、 包 上 裹 頭 巾 、 他 們 就 憑 永 遠 的 定 例 、 得 了 祭 司 的 職 任 ． 又 要 將 亞 倫 和 他 兒 子 分 別 為 聖 。
Đoạn, hãy dắt con bò tơ đực lại gần trước hội mạc, A-rôn cùng các con trai người sẽ nhận tay mình trên đầu con bò đó.|你 要 把 公 牛 牽 到 會 幕 前 、 亞 倫 和 他 兒 子 要 按 手 在 公 牛 的 頭 上 。
Ngươi hãy giết bò đực trước mặt Đức Giê-hô-va, tại nơi cửa hội mạc;|你 要 在 耶 和 華 面 前 、 在 會 幕 門 口 、 宰 這 公 牛 ．
rồi lấy huyết bò đó, nhúng ngón tay vào, bôi các sừng của bàn thờ, và đổ khắp dưới chân bàn thờ.|要 取 些 公 牛 的 血 、 用 指 頭 抹 在 壇 的 四 角 上 、 把 血 都 倒 在 壇 腳 那 裡 。
Cũng hãy lấy hết thảy những mỡ bọc ruột, tấm da mỏng bọc gan, hai trái cật và mỡ trên trái cật, mà đem xông trên bàn thờ.|要 把 一 切 蓋 臟 的 脂 油 、 與 肝 上 的 網 子 、 並 兩 個 腰 子 、 和 腰 子 上 的 脂 油 、 都 燒 在 壇 上 。
Nhưng ở ngoài trại quân hãy thiêu hết thịt, da, và phẩn của con bò đực đó; ấy là một của lễ chuộc tội vậy.|只 是 公 牛 的 皮 、 肉 、 糞 、 都 要 用 火 燒 在 營 外 ． 這 牛 是 贖 罪 祭 。
Ngươi cũng hãy bắt một trong hai con chiên đực, A-rôn và các con trai ngươi sẽ nhận tay mình trên đầu nó;|你 要 牽 一 隻 公 綿 羊 來 、 亞 倫 和 他 兒 子 、 要 按 手 在 這 羊 的 頭 上 。
rồi giết chiên đực đó, lấy huyết mà rưới khắp chung quanh trên bàn thờ.|要 宰 這 羊 、 把 血 灑 在 壇 的 周 圍 。
Kế đó, sả chiên ra từng miếng, rửa sạch bộ lòng và giò đi, rồi để lên trên các miếng đã sả và đầu nó;|要 把 羊 切 成 塊 子 、 洗 淨 五 臟 、 和 腿 、 連 塊 子 帶 頭 、 都 放 在 一 處 。
đoạn xông cả con chiên đực tại trên bàn thờ; ấy là một của lễ thiêu, có mùi thơm dâng cho Đức Giê-hô-va, tức là một của lễ dùng lửa dâng lên cho Đức Giê-hô-va vậy.|要 把 全 羊 燒 在 壇 上 、 是 給 耶 和 華 獻 的 燔 祭 、 是 獻 給 耶 和 華 為 馨 香 的 火 祭 。
Đoạn, ngươi hãy bắt con chiên đực thứ nhì, A-rôn cùng các con trai người sẽ nhận tay mình trên đầu nó;|你 要 將 那 一 隻 公 綿 羊 牽 來 、 亞 倫 和 他 兒 子 、 要 按 手 在 羊 的 頭 上 。
rồi ngươi giết chiên đực đó, lấy huyết bôi nơi trái tai hữu của A-rôn và của các con trai người, trên ngón cái bàn tay mặt và ngón cái bàn chân mặt; huyết còn dư hãy rưới chung quanh trên bàn thờ.|你 要 宰 這 羊 、 取 點 血 、 抹 在 亞 倫 的 右 耳 垂 上 、 和 他 兒 子 的 右 耳 垂 上 ． 又 抹 在 他 們 右 手 的 大 拇 指 上 、 和 右 腳 的 大 拇 指 上 ． 並 要 把 血 灑 在 壇 的 四 圍 。
Ngươi hãy lấy huyết ở nơi bàn thờ và dầu xức mà rảy trên mình và quần áo A-rôn, cùng trên mình và quần áo các con trai người. Như vậy, A-rôn cùng quần áo mình, các con trai người cùng quần áo họ sẽ được biệt riêng ra thánh.|你 要 取 點 膏 油 和 壇 上 的 血 、 彈 在 亞 倫 和 他 的 衣 服 上 、 並 他 兒 子 和 他 兒 子 的 衣 服 上 、 他 們 和 他 們 的 衣 服 、 就 一 同 成 聖 。
Vì cớ chiên đực đó dùng làm lễ truyền chức, nên ngươi hãy lấy mỡ, đuôi, mỡ bọc ruột, tấm da mỏng bọc gan, hai trái cật, cùng mỡ trên trái cật và giò bên hữu,|你 要 取 這 羊 的 脂 油 、 和 肥 尾 巴 、 並 蓋 臟 的 脂 油 、 與 肝 上 的 網 子 、 兩 個 腰 子 、 和 腰 子 上 的 脂 油 、 並 右 腿 。 （ 這 是 承 接 聖 職 所 獻 的 羊 ）
lại lấy luôn một ổ bánh, một bánh nhỏ nhồi với dầu, và một cái bánh tráng ở trong giỏ bánh không men để trước mặt Đức Giê-hô-va;|再 從 耶 和 華 面 前 裝 無 酵 餅 的 筐 子 中 取 一 個 餅 、 一 個 調 油 的 餅 、 和 一 個 薄 餅 ．
rồi ngươi để mấy món đó trong lòng bàn tay A-rôn, và trong lòng bàn tay của các con trai ngươi, mà đưa qua đưa lại trước mặt Đức Giê-hô-va.|都 放 在 亞 倫 的 手 上 、 和 他 兒 子 的 手 上 、 作 為 搖 祭 、 在 耶 和 華 面 前 搖 一 搖 。
Đoạn, hãy lấy ra khỏi bàn tay họ đem xông trên bàn thờ, ở trên của lễ thiêu, để cho có mùi thơm trước mặt Đức Giê-hô-va; ấy là một của lễ dùng lửa dâng lên cho Đức Giê-hô-va.|要 從 他 們 手 中 接 過 來 、 燒 在 耶 和 華 面 前 壇 上 的 燔 祭 上 、 是 獻 給 耶 和 華 為 馨 香 的 火 祭 。
Cũng hãy lấy cái o chiên đực về lễ lập A-rôn mà đưa qua đưa lại trước mặt Đức Giê-hô-va. Ay sẽ về phần ngươi.|你 要 取 亞 倫 承 接 聖 職 所 獻 公 羊 的 胸 、 作 為 搖 祭 、 在 耶 和 華 面 前 搖 一 搖 、 這 就 可 以 作 你 的 分 。
Vậy, ngươi sẽ biệt riêng ra thánh cái o và giò của chiên đực đã dùng làm lễ lập A-rôn cùng các con trai người, tức là o đã đưa qua đưa lại, và giò đã giơ lên.|那 搖 祭 的 胸 、 和 舉 祭 的 腿 、 就 是 承 接 聖 職 所 搖 的 、 所 舉 的 、 是 歸 亞 倫 和 他 兒 子 的 ． 這 些 你 都 要 成 為 聖 、
Lễ vật nầy sẽ do nơi Y-sơ-ra-ên dâng cho A-rôn cùng các con trai người tùy theo mạng lịnh đời đời đã lập, vì là một điều ban cho bởi trong các của lễ thù ân của dân Y-sơ-ra-ên, tức là một của lễ giơ lên mà họ dâng cho Đức Giê-hô-va vậy.|作 亞 倫 和 他 子 孫 從 以 色 列 人 中 永 遠 所 得 的 分 、 因 為 是 舉 祭 ． 這 要 從 以 色 列 人 的 平 安 祭 中 、 作 為 獻 給 耶 和 華 的 舉 祭 。
