
					II Các Vua 1				|
Chúng khinh bỏ hết thảy giới mạnh của Giê-hô-va Đức Chúa Trời mình, tự đúc lấy hai tượng bò con, cùng làm thần tượng A-sê-ra, thờ lạy hết thảy cơ binh trên trời, và thờ phượng Ba-anh.|離 棄 耶 和 華 他 們 　 神 的 一 切 誡 命 、 為 自 己 鑄 了 兩 個 牛 犢 的 像 、 立 了 亞 舍 拉 、 敬 拜 天 上 的 萬 象 、 事 奉 巴 力 ．
Chúng cũng đưa con trai con gái mình qua lửa, dùng tà thuật, tin bói khoa, chuyên làm điều dữ trước mặt Đức Giê-hô-va, để chọc giận Ngài.|又 使 他 們 的 兒 女 經 火 、 用 占 卜 、 行 法 術 、 賣 了 自 己 行 耶 和 華 眼 中 看 為 惡 的 事 、 惹 動 他 的 怒 氣 。
Bởi cớ ấy, Đức Giê-hô-va rất nổi giận dữ cùng dân Y-sơ-ra-ên, xua đùa chúng khỏi trước mặt Ngài; chỉ còn lại chi phái Giu-đa mà thôi.|所 以 耶 和 華 向 以 色 列 人 大 大 發 怒 、 從 自 己 面 前 趕 出 他 們 、 只 剩 下 猶 大 一 個 支 派 。
Chính Giu-đa cũng không vâng giữ các điều răn của Giê-hô-va Đức Chúa trời của họ; bèn đi theo những lệ luật mà Y-sơ-ra-ên đã lập.|猶 大 人 也 不 遵 守 耶 和 華 他 們 　 神 的 誡 命 、 隨 從 以 色 列 人 所 立 的 條 規 。
Thế thì, Đức Giê-hô-va từ bỏ cả dòng dõi Y-sơ-ra-ên, làm khốn khổ họ, và phó họ vào tay các kẻ cướp giựt, cho đến phải lưu đày cách xa mặt Ngài.|耶 和 華 就 厭 棄 以 色 列 全 族 、 使 他 們 受 苦 、 把 他 們 交 在 搶 奪 他 們 的 人 手 中 、 以 致 趕 出 他 們 離 開 自 己 面 前 ．
Y-sơ-ra-ên đã phân rẽ nhà Đa-vít, tôn Giê-rô-bô-am, con trai Nê-bát, làm vua; người quyến dụ Y-sơ-ra-ên bội nghịch Đức Giê-hô-va, và khiến cho họ phạm tội lớn.|將 以 色 列 國 從 大 衛 家 奪 回 ． 他 們 就 立 尼 八 的 兒 子 耶 羅 波 安 作 王 。 耶 羅 波 安 引 誘 以 色 列 人 不 隨 從 耶 和 華 、 陷 在 大 罪 裡 。
Dân Y-sơ-ra-ên đều đi trong hết thảy tội lỗi của Giê-rô-bô-am đã phạm, chẳng từ bỏ chút nào,|以 色 列 人 犯 耶 羅 波 安 所 犯 的 一 切 罪 、 總 不 離 開 ．
cho đến ngày Đức Giê-hô-va đày đuổi họ khỏi trước mặt Ngài, y như Ngài đã phán bởi miệng của các tiên tri, tôi tớ Ngài. Vậy, Y-sơ-ra-ên bị cất khỏi xứ mình, lưu đày qua A-si-ri cho đến ngày nay.|以 致 耶 和 華 從 自 己 面 前 趕 出 他 們 ． 正 如 藉 他 僕 人 眾 先 知 所 說 的 。 這 樣 、 以 色 列 人 從 本 地 被 擄 到 亞 述 、 直 到 今 日 。
Vua A-si-ri đem người ở Ba-by-lôn, Cu-tha, A-va, Ha-mát và Sê-phạt-va-im, đặt ở trong các thành của Sa-ma-ri, thế cho dân Y-sơ-ra-ên. Chúng chiếm lấy nước Sa-ma-ri, và ở trong các thành nó.|亞 述 王 從 巴 比 倫 、 古 他 、 亞 瓦 、 哈 馬 、 和 西 法 瓦 音 遷 移 人 來 、 安 置 在 撒 瑪 利 亞 的 城 邑 、 代 替 以 色 列 人 ． 他 們 就 得 了 撒 瑪 利 亞 、 住 在 其 中 。
Khi chúng bắt đầu trú ngụ tại đó, thì không kính sợ Đức Giê-hô-va, nên Đức Giê-hô-va sai sư tử đến giết mấy người trong bọn chúng.|他 們 纔 住 那 裡 的 時 候 、 不 敬 畏 耶 和 華 ． 所 以 耶 和 華 叫 獅 子 進 入 他 們 中 間 、 咬 死 了 些 人 。
Người ta bèn nói với vua A-si-ri rằng: Các dân mà vua đã đem qua đặt trong các thành của Sa-ma-ri không biết lệ thờ phượng thần của xứ, vì vậy thần đó có sai sư tử đến giết họ, tại họ không biết lệ thờ lạy thần của xứ vậy.|有 人 告 訴 亞 述 王 、 說 、 你 所 遷 移 安 置 在 撒 瑪 利 亞 各 城 的 那 些 民 、 不 知 道 那 地 之 神 的 規 矩 ． 所 以 那 神 叫 獅 子 進 入 他 們 中 間 、 咬 死 他 們 。
Vua A-si-ri liền truyền lịnh rằng: Trong những thầy tế lễ mà các ngươi đã bắt ở đó đem qua đây, các ngươi hãy lấy một người, dẫn về ở tại trong xứ đó đặng dạy lệ thờ lạy thần của xứ.|亞 述 王 就 吩 咐 、 說 、 叫 所 擄 來 的 祭 司 回 去 一 個 、 使 他 住 在 那 裡 、 將 那 地 之 神 的 規 矩 指 教 那 些 民 。
Ay vậy một kẻ trong những thầy tế lễ mà chúng đã bắt ở Sa-ma-ri đem đi trở về, ở tại Bê-tên, và dạy dỗ dân sự phải thờ lạy Đức Giê-hô-va làm sao.|於 是 有 一 個 從 撒 瑪 利 亞 擄 去 的 祭 司 回 來 、 住 在 伯 特 利 、 指 教 他 們 怎 樣 敬 畏 耶 和 華 。
Song mỗi dân tộc đều tạo thần riêng cho mình, đặt nó trong những chùa miễu tại trên các nơi cao mà dân Sa-ma-ri đã dựng lên, tức dân tộc nào đặt thần mình trong thành nấy.|然 而 各 族 之 人 在 所 住 的 城 裡 、 各 為 自 己 製 造 神 像 、 安 置 在 撒 瑪 利 亞 人 所 造 有 邱 壇 的 殿 中 。
Dân Ba-by-lôn tạo hình tượng Su-cốt-Bê-nốt; dân Cút, tạo hình tượng Nẹt-ganh; dân Ha-mát tạo hình tượng A-si-ma;|巴 比 倫 人 造 疏 割 比 訥 像 ． 古 他 人 造 匿 甲 像 ． 哈 馬 人 造 亞 示 瑪 像 ．
dân A-vim tạo hình tượng Níp-ca và Tạt-tác; dân Sê-phạt-va-im thiêu con cái mình trong lửa cho A-tra-mê-léc và A-na-mê-léc, hai thần của dân Sê-phạt-va-im.|亞 瓦 人 造 匿 哈 、 和 他 珥 他 像 ． 西 法 瓦 音 人 用 火 焚 燒 兒 女 、 獻 給 西 法 瓦 音 的 神 亞 得 米 勒 、 和 亞 拿 米 勒 。
Chúng kính sợ Đức Giê-hô-va, nhưng chọn những người trong bọn mình lập làm thầy tế lễ về các nơi cao; những thầy tế lễ ấy vì chúng dâng những của tế lễ tại trong chùa miễu của các nơi cao đó.|他 們 懼 怕 耶 和 華 、 也 從 他 們 中 間 、 立 邱 壇 的 祭 司 、 為 他 們 在 有 邱 壇 的 殿 中 獻 祭 。
Các dân tộc ấy kính sợ Đức Giê-hô-va, song cũng hầu việc các thần mình, theo thói tục của những dân tộc mà họ bị dời ra khỏi đó.|他 們 又 懼 怕 耶 和 華 、 又 事 奉 自 己 的 神 、 從 何 邦 遷 移 、 就 隨 何 邦 的 風 俗 。
Ngày nay, chúng hãy còn làm theo thói tục cũ mình. Chúng không kính sợ Đức Giê-hô-va, chẳng vâng giữ hoặc thói tục, hoặc luật pháp, hay là điều răn truyền cho con cháu Gia-cốp, mà Ngài đặt tên là Y-sơ-ra-ên.|他 們 直 到 如 今 仍 照 先 前 的 風 俗 去 行 、 不 專 心 敬 畏 耶 和 華 、 不 全 守 自 己 的 規 矩 、 典 章 、 也 不 遵 守 耶 和 華 吩 咐 雅 各 後 裔 的 律 法 、 誡 命 ． 雅 各 、 就 是 從 前 耶 和 華 起 名 叫 以 色 列 的 。
Đức Giê-hô-va đã lập giao ước với chúng, truyền dạy chúng rằng: Các ngươi chớ kính sợ các thần khác, chớ thờ lạy, hầu việc chúng nó, và đừng tế lễ chúng nó.|耶 和 華 曾 與 他 們 立 約 、 囑 咐 他 們 、 說 、 不 可 敬 畏 別 神 、 不 可 跪 拜 事 奉 他 、 也 不 可 向 他 獻 祭 ．
Nhưng các ngươi khá kính sợ Đức Giê-hô-va, là Đấng dùng đại năng, và cánh tay giơ thẳng ra, đem các ngươi ra khỏi Ê-díp-tô; Đấng đó các ngươi phải kính sợ thờ lạy, và dâng của lễ cho.|但 那 用 大 能 和 伸 出 來 的 膀 臂 領 你 們 出 埃 及 地 的 耶 和 華 、 你 們 當 敬 畏 、 跪 拜 、 向 他 獻 祭 。
Các luật lệ, điều răn, qui tắc, và mạng lịnh mà Ngài chép cho các ngươi, các ngươi khá gìn giữ làm theo đời đời, chớ nên kính sợ các thần khác.|他 給 你 們 寫 的 律 例 、 典 章 、 律 法 、 誡 命 、 你 們 應 當 永 遠 謹 守 遵 行 、 不 可 敬 畏 別 神 。
Các ngươi chẳng nên quên giao ước mà ta lập với các ngươi; chớ kính sợ các thần khác;|我 耶 和 華 與 你 們 所 立 的 約 你 們 不 可 忘 記 、 也 不 可 敬 畏 別 神 ．
nhưng khá kính sợ, Giê-hô-va Đức Chúa Trời của các ngươi, Ngài sẽ giải cứu các ngươi khỏi tay các kẻ thù nghịch.|但 要 敬 畏 耶 和 華 你 們 的 　 神 ． 他 必 救 你 們 脫 離 一 切 仇 敵 的 手 。
Dầu vậy, các dân tộc ấy không nghe theo, nhưng còn làm theo thói tục cũ của mình.|他 們 卻 不 聽 從 、 仍 照 先 前 的 風 俗 去 行 。
Như vậy, các dân tộc ấy kính sợ Đức Giê-hô-va và cũng hầu việc những hình tượng chạm của mình; tổ phụ chúng nó làm thế nào, thì con cái cháu chắt chúng nó cũng hãy còn làm thế ấy cho đến ngày nay.|如 此 這 些 民 又 懼 怕 耶 和 華 、 又 事 奉 他 們 的 偶 像 ． 他 們 子 子 孫 孫 也 都 照 樣 行 、 效 法 他 們 的 祖 宗 、 直 到 今 日 。

					II Các Vua 18				|
						列王紀下 18					
Năm thứ ba đời Ô-sê, con trai Ê-la, vua Y-sơ-ra-ên, thì Ê-xê-chia, con trai A-cha, vua Giu-đa, lên làm vua.|以 色 列 王 以 拉 的 兒 子 何 細 亞 第 三 年 、 猶 大 王 亞 哈 斯 的 兒 子 希 西 家 登 基 。
Người được hai mươi lăm tuổi khi lên làm vua, và cai trị hai mươi chín năm tại Giê-ru-sa-lem. Mẹ người tên là A-bi, con gái của Xa-cha-ri.|他 登 基 的 時 候 、 年 二 十 五 歲 ． 在 耶 路 撒 冷 作 王 二 十 九 年 ． 他 母 親 名 叫 亞 比 、 是 撒 迦 利 雅 的 女 兒 。
Người làm điều thiện trước mặt Đức Giê-hô-va y như Đa-vít, tổ phụ người, đã làm.|希 西 家 行 耶 和 華 眼 中 看 為 正 的 事 、 效 法 他 祖 大 衛 一 切 所 行 的 。
Người phá hủy các nơi cao, đập bể những trụ thờ, đánh hạ các-sê-ra, và bẻ gãy con rắn đồng mà Môi-se đã làm; bởi vì cho đến khi ấy dân Y-sơ-ra-ên xông hương cho nó người ta gọi hình rắn ấy là Nê-hu-tan.|他 廢 去 邱 壇 、 毀 壞 柱 像 、 砍 下 木 偶 、 打 碎 摩 西 所 造 的 銅 蛇 ． 因 為 到 那 時 以 色 列 人 仍 向 銅 蛇 燒 香 ． 希 西 家 叫 銅 蛇 為 銅 塊 。 〔 或 作 人 稱 銅 蛇 為 銅 像 〕
Ê-xê-chia nhờ cậy nơi Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên; nên trong các vua sau người, hoặc trong những vua trước người, chẳng có một ai giống như người.|希 西 家 倚 靠 耶 和 華 以 色 列 的 　 神 、 在 他 前 後 的 猶 大 列 王 中 沒 有 一 個 及 他 的 。
Người tríu mến Đức Giê-hô-va, không xây bỏ Ngài, song gìn giữ các điều răn mà Đức Giê-hô-va đã truyền cho Môi-se.|因 為 他 專 靠 耶 和 華 、 總 不 離 開 、 謹 守 耶 和 華 所 吩 咐 摩 西 的 誡 命 。
Đức Giê-hô-va ở cùng người; hễ người đi làm sự gì, đều được thành tựu. Người dấy nghịch với vua A-si-ri, không phục vua ấy nữa.|耶 和 華 與 他 同 在 ． 他 無 論 往 何 處 去 、 盡 都 亨 通 ． 他 背 叛 、 不 肯 事 奉 亞 述 王 。
Người hãm đánh xứ dân Phi-li-tin cho đến Ga-xa và địa hạt chung quanh thành, từ tháp vọng canh đến thành kiên cố.|希 西 家 攻 擊 非 利 士 人 、 直 到 迦 薩 、 並 迦 薩 的 四 境 、 從 瞭 望 樓 到 堅 固 城 。
Xảy ra năm thứ tư đời Ê-xê-chia, nhằm năm thứ bảy đời Ô-sê, con trai Ê-la, vua Y-sơ-ra-ên, thì Sanh-ma-na, vua A-si-ri, đi lên đánh Sa-ma-ri và vây nó.|希 西 家 王 第 四 年 、 就 是 以 色 列 王 以 拉 的 兒 子 何 細 亞 第 七 年 、 亞 述 王 撒 縵 以 色 上 來 圍 困 撒 瑪 利 亞 。
Cuối ba năm, người hãm lấy: ấy vậy nhằm năm thứ sáu đời Ê-xê-chia, năm thứ chín đời Ô-sê, vua Y-sơ-ra-ên, thì Sa-ma-ri bị chiếm lấy.|過 了 三 年 就 攻 取 了 城 。 希 西 家 第 六 年 、 以 色 列 王 何 細 亞 第 九 年 、 撒 瑪 利 亞 被 攻 取 了 。
Vua A-si-ri đem dân Y-sơ-ra-ên qua A-si-ri, đặt tại Cha-la và trên bờ Cha-bo, sông xứ Gô-xan, cùng trong các thành của Mê-đi;|亞 述 王 將 以 色 列 人 擄 到 亞 述 、 把 他 們 安 置 在 哈 臘 、 與 歌 散 的 哈 博 河 邊 、 並 瑪 代 人 的 城 邑 ．
ấy vì chúng không có vâng theo lời phán của Giê-hô-va Đức Chúa Trời mình, nhưng bội giao ước Ngài, không khứng nghe, và chẳng làm theo các điều mà Môi-se, tôi tớ của Đức Giê-hô-va, đã truyền cho.|都 因 他 們 不 聽 從 耶 和 華 他 們 　 神 的 話 、 違 背 他 的 約 、 就 是 耶 和 華 僕 人 摩 西 吩 咐 他 們 所 當 守 的 。
Năm thứ mười bốn đời Ê-xê-chia, San-chê-ríp, vua A-si-ri, đến đánh các thành kiên cố của Giu-đa và hãm lấy nó.|希 西 家 王 十 四 年 、 亞 述 王 西 拿 基 立 上 來 攻 擊 猶 大 的 一 切 堅 固 城 、 將 城 攻 取 。
Ê-xê-chia, vua Giu-đa, sai sứ đến La-ki nói với vua A-si-ri rằng: Tôi phạm lỗi. Cầu vua lìa khỏi nước tôi; hễ vua đòi tôi điều gì, tôi sẽ chịu. Vua A-si-ri bắt Ê-xê-chia, vua Giu-đa, phải trả ba trăm ta lâng bạc, và ba mươi ta lâng vàng.|猶 大 王 希 西 家 差 人 往 拉 吉 去 、 見 亞 述 王 、 說 、 我 有 罪 了 、 求 你 離 開 我 ． 凡 你 罰 我 的 、 我 必 承 當 。 於 是 亞 述 王 罰 猶 大 王 希 西 家 銀 子 三 百 他 連 得 、 金 子 三 十 他 連 得 。
Ê-xê-chia nộp cho người các bạc ở trong đền Đức Giê-hô-va và trong kho tàng của cung vua.|希 西 家 就 把 耶 和 華 殿 裡 、 和 王 宮 府 庫 裡 所 有 的 銀 子 、 都 給 了 他 。
Bấy giờ, Ê-xê-chia gỡ vàng của các cửa và cột đền thờ Đức Giê-hô-va mà chính mình người đã cẩn vào, rồi nộp hết cho vua A-si-ri.|那 時 猶 大 王 希 西 家 將 耶 和 華 殿 門 上 的 金 子 、 和 他 自 己 包 在 柱 上 的 金 子 、 都 刮 下 來 、 給 了 亞 述 王 。
Song, vua A-si-ri ở La-ki sai Tạt-tan, Ráp-sa-ri, và Ráp-sa-kê, đem theo một đạo binh mạnh, đến Giê-ru-sa-lem đánh vua Ê-xê-chia. Chúng đi lên Giê-ru-sa-lem và dừng lại tại cống ao trên, ở bên đường ruộng thợ nện.|亞 述 王 從 拉 吉 差 遣 他 珥 探 、 拉 伯 撒 利 、 和 拉 伯 沙 基 率 領 大 軍 、 往 耶 路 撒 冷 、 到 希 西 家 王 那 裡 去 。 他 們 上 到 耶 路 撒 冷 、 就 站 在 上 池 的 水 溝 旁 、 在 漂 布 地 的 大 路 上 。
Đoạn, chúng xin nói chuyện với vua. Ê-li -a-kim, con trai Hinh-kia, quan cai đền, Sép-na, thơ ký, và Giô -a, con của A-sáp, quan thái sử, đều đi ra đến chúng.|他 們 呼 叫 王 的 時 候 、 就 有 希 勒 家 的 兒 子 家 宰 以 利 亞 敬 、 並 書 記 舍 伯 那 、 和 亞 薩 的 兒 子 史 官 約 亞 、 出 來 見 他 們 。
Ráp-sa-kê nói cùng họ rằng: Ta xin các ngươi hãy nói với Ê-xê-chia rằng: Vua A-si-ri, là vua lớn, nói như vầy: Ngươi nhờ cậy ai dường ấy?|拉 伯 沙 基 說 、 你 們 去 告 訴 希 西 家 說 、 亞 述 大 王 如 此 說 、 你 所 倚 靠 的 、 有 甚 麼 可 仗 賴 的 呢 。
Ngươi có nói , mà rằng: Ta có mưu kế, sức mạnh đặng tranh chiến. Vậy, ngươi để lòng tin cậy nơi ai mà dấy loạn cùng ta?|你 說 、 有 打 仗 的 計 謀 和 能 力 、 我 看 不 過 是 虛 話 。 你 到 底 倚 靠 誰 、 纔 背 叛 我 呢 。
Ta thấy rõ điều đó: Ngươi nhờ cậy nơi Ê-díp-tô, thật như nương vào cây sậy gãy; ví ai nương dựa nó, ắt nó sẽ đâm vào tay, xoi lủng ngang qua. Phàm ai nhờ cậy Pha-ra-ôn, vua Ê-díp-tô, thì đều bị như thế.|看 哪 、 你 所 倚 靠 的 埃 及 、 是 那 壓 傷 的 葦 杖 ． 人 若 靠 這 杖 、 就 必 刺 透 他 的 手 ． 埃 及 王 法 老 向 一 切 倚 靠 他 的 人 、 也 是 這 樣 。
Có lẽ các ngươi sẽ nói với ta rằng: Chúng tôi nhờ cậy nơi Giê-hô-va Đức Chúa Trời của chúng tôi. Nhưng há chẳng phải các nơi cao và bàn thờ của Ngài mà Ê-xê-chia có phá hủy, truyền cho Giu-đa và Giê-ru-sa-lem rằng: Các ngươi khá thờ phượng Chúa tại Giê-ru-sa-lem ở trước bàn thờ này, chăng?|你 們 若 對 我 說 、 我 們 倚 靠 耶 和 華 我 們 的 　 神 ． 希 西 家 豈 不 是 將 　 神 的 邱 壇 和 祭 壇 廢 去 ． 且 對 猶 大 和 耶 路 撒 冷 的 人 說 、 你 們 當 在 耶 路 撒 冷 這 壇 前 敬 拜 麼 。
Thế thì, ngươi hãy đánh cuộc với chủ ta, là vua A-si-ri. ta sẽ giao cho ngươi hai ngàn con ngựa, nếu ngươi tìm được quân kỵ để cỡi chúng nó.|現 在 你 把 當 頭 給 我 主 亞 述 王 、 我 給 你 二 千 匹 馬 、 看 你 這 一 面 騎 馬 的 人 彀 不 彀 。
Ay chẳng đặng, thì ngươi làm sao đánh đuổi một quan tướng nhỏ hơn hết của chủ ta đặng? Ngươi cậy nơi Ê-díp-tô đặng kiếm xe và quân kỵ sao!|若 不 然 、 怎 能 打 敗 我 主 臣 僕 中 最 小 的 軍 長 呢 ． 你 竟 倚 靠 埃 及 的 戰 車 馬 兵 麼 。
Há chẳng phải theo lịnh của Đức Giê-hô-va mà loán qua miền đây, đặng phá hủy nó sao? Đức Giê-hô-va thật có phán với ta rằng: Hãy đi lên đánh xứ này, và phá hủy nó.|現 在 我 上 來 攻 擊 毀 滅 這 地 、 豈 沒 有 耶 和 華 的 意 思 麼 。 耶 和 華 吩 咐 我 說 、 你 上 去 攻 擊 毀 滅 這 地 罷 。
