
					II Sa-mu-ên 1				|
Đa-vít và các tôi tớ người cứ đi; còn Si-mê -i đi theo hông núi, đối ngang Đa-vít. Người vừa đi vừa rủa sả Đa-vít, ném đá người, và hất bụi lên.|於 是 大 衛 和 跟 隨 他 的 人 往 前 行 走 ． 示 每 在 大 衛 對 面 山 坡 、 一 面 行 走 、 一 面 咒 罵 、 又 拿 石 頭 砍 他 、 拿 土 揚 他 。
Như vậy, vua và cả dân chúng theo vua đều mệt nhọc, đi đến một nơi, và nghỉ khỏe tại đó.|王 和 跟 隨 他 的 眾 人 、 疲 疲 乏 乏 的 到 了 一 個 地 方 、 就 在 那 裡 歇 息 歇 息 。
Ap-sa-lôm và hết thảy người Y-sơ-ra-ên đều đã vào Giê-ru-sa-lem rồi, và A-hi-tô-phe theo người.|押 沙 龍 和 以 色 列 眾 人 、 來 到 耶 路 撒 冷 、 亞 希 多 弗 也 與 他 同 來 。
Khi Hu-sai, người At-kít, bạn hữu của Đa-vít, đến bên Ap-sa-lôm, thì nói rằng: Vua vạn tuế! vua vạn tuế!|大 衛 的 朋 友 、 亞 基 人 戶 篩 、 去 見 押 沙 龍 、 對 他 說 、 願 王 萬 歲 、 願 王 萬 歲 。
Ap-sa-lôm nói với Hu-sai rằng: Ay có phải là sự nhơn từ mà người dùng đãi bạn ngươi ư? Sao ngươi không đi theo bạn ngươi?|押 沙 龍 問 戶 篩 說 、 這 是 你 恩 待 朋 友 麼 ． 為 甚 麼 不 與 你 的 朋 友 同 去 呢 。
Hu-sai đáp cùng Ap-sa-lôm rằng: Không; tôi sẽ thuộc về ai là người được Đức Giê-hô-va lựa chọn, được dân sự nầy và cả nhà Y-sơ-ra-ên lựa chọn; tôi sẽ ở cùng người đó.|戶 篩 對 押 沙 龍 說 、 不 然 、 耶 和 華 和 這 民 、 並 以 色 列 眾 人 所 揀 選 的 、 我 必 歸 順 他 、 與 他 同 住 。
Vả lại, ai là người tôi sẽ phục sự? Há chẳng phải con trai của vua ư? Tôi sẽ làm tôi tớ ông như đã làm tôi tớ của thân phụ ông vậy.|再 者 、 我 當 服 事 誰 呢 。 豈 不 是 前 王 的 兒 子 麼 。 我 怎 樣 服 事 你 父 親 、 也 必 照 樣 服 事 你 。
Ap-sa-lôm bèn nói cùng A-hi-tô-phe rằng: Hai ngươi hãy mưu cùng nhau đặng định đều chúng ta phải làm.|押 沙 龍 對 亞 希 多 弗 說 、 你 們 出 個 主 意 、 我 們 怎 樣 行 纔 好 。
A-hi-tô-phe đáp cùng Ap-sa-lôm rằng: Hãy đi đến cùng các cung phi của thân phụ ông đã để lại đặng giữ đền. Khi cả Y-sơ-ra-ên hay rằng ông đã sỉ nhục thân phụ ông như vậy, thì hết thảy những người ở cùng ông lại sẽ càng mạnh mẽ hơn.|亞 希 多 弗 對 押 沙 龍 說 、 你 父 所 留 下 看 守 宮 殿 的 妃 嬪 、 你 可 以 與 他 們 親 近 ． 以 色 列 眾 人 聽 見 你 父 親 憎 惡 你 ． 凡 歸 順 你 人 的 手 、 就 更 堅 強 。
Vậy, người ta che cho Ap-sa-lôm một cái trại ở trên sân nóc đền; rồi trước mặt cả Y-sơ-ra-ên, Ap-sa-lôm đi đến cùng các cung phi của cha mình.|於 是 人 為 押 沙 龍 在 宮 殿 的 平 頂 上 、 支 搭 帳 棚 ． 押 沙 龍 在 以 色 列 眾 人 眼 前 、 與 他 父 的 妃 嬪 親 近 。
Vả, trong lúc đó, người ta coi mưu của A-hi-tô-phe như lời phán của chính Đức Chúa Trời. Giá trị các mưu của A-hi-tô-phe, hoặc đối cùng Đa-vít, hoặc đối cùng Ap-sa-lôm, đều là như vậy.|那 時 、 亞 希 多 弗 所 出 的 主 意 、 好 像 人 問 　 神 的 話 一 樣 ． 他 昔 日 給 大 衛 今 日 給 押 沙 龍 所 出 的 主 意 、 都 是 這 樣 。

					II Sa-mu-ên 17				|
						撒母耳記下 17					
A-hi-tô-phe lại nói cùng Ap-sa-lôm rằng: Xin cho phép tôi chọn mười hai ngàn quân. Tôi sẽ kéo ra đuổi theo Đa-vít nội đêm nay.|亞 希 多 弗 又 對 押 沙 龍 說 、 求 你 准 我 挑 選 一 萬 二 千 人 、 今 夜 我 就 起 身 追 趕 大 衛 ．
Tôi sẽ xông vào người trong lúc người mệt mỏi, ngã lòng, và làm cho người kinh khiếp; cả dân chúng đi theo người sẽ chạy trốn, và tôi sẽ giết một mình vua.|趁 他 疲 乏 手 軟 、 我 忽 然 追 上 他 、 使 他 驚 惶 ． 跟 隨 他 的 民 、 必 都 逃 跑 ． 我 就 單 殺 王 一 人 ．
Như vậy, tôi sẽ dẫn cả dân chúng trở về cùng ông; vì sự chết của một mình người mà ông vẫn đuổi theo đó, sẽ khiến cho mọi người trở về; vậy, cả dân chúng sẽ được bình yên.|使 眾 民 都 歸 順 你 ． 你 所 尋 找 的 人 既 然 死 了 、 眾 民 就 如 已 經 歸 順 你 ． 這 樣 、 也 都 平 安 無 事 了 。
Ap-sa-lôm và các trưởng lão Y-sơ-ra-ên đều nhận lời ấy là phải.|押 沙 龍 和 以 色 列 的 長 老 、 都 以 這 話 為 美 。
Song Ap-sa-lôm nói rằng: Hãy vời Hu-sai, người At-kít đến, để chúng ta cũng nghe lời người bàn nữa.|押 沙 龍 說 、 要 召 亞 基 人 戶 篩 來 、 我 們 也 要 聽 他 怎 樣 說 。
Hu-sai đã vào trong đền Ap-sa-lôm, thì Ap-sa-lôm nói cùng người rằng: A-hi-tô-phe đã nói lời như vậy; chúng ta có nên làm theo lời người đã bàn hay chăng?|戶 篩 到 了 押 沙 龍 面 前 、 押 沙 龍 向 他 說 、 亞 希 多 弗 是 如 此 如 此 說 的 ． 我 們 照 著 他 的 話 行 、 可 以 不 可 以 、 若 不 可 、 你 就 說 罷 。
Hu-sai bèn đáp cùng Ap-sa-lôm rằng: Lần nầy, lời bàn của A-hi-tô-phe không được tốt lành.|戶 篩 對 押 沙 龍 說 、 亞 希 多 弗 這 次 所 定 的 謀 不 善 。
Người tiếp rằng: Vua đã biết vua cha và các người của vua cha, là những dõng sĩ, có lòng nóng giận khác nào gấu cái trên rừng bị người ta bắt con nó. Lại nữa, vua cha, là một người thạo việc chiến trận, chắc chẳng ở đêm cùng đạo binh đâu.|戶 篩 又 說 、 你 知 道 你 父 親 和 跟 隨 他 的 人 、 都 是 勇 士 ． 現 在 他 們 心 裡 惱 怒 、 如 同 田 野 丟 崽 子 的 母 熊 一 般 ． 而 且 你 父 親 是 個 戰 士 、 必 不 和 民 一 同 住 宿 。
Quả lúc nầy người ẩn mình trong một hang hố nào hay là trong chỗ nào khác. Nếu khởi tiên, chúng ta bị thua, hết thảy những kẻ nghe sẽ nói rằng: Phe của Ap-sa-lôm đã bị thua.|他 現 今 或 藏 在 坑 中 、 或 在 別 處 ． 若 有 人 首 先 被 殺 、 凡 聽 見 的 必 說 、 跟 隨 押 沙 龍 的 民 被 殺 了 ．
Bây giờ, kẻ mạnh bạo hơn hết, dầu có lòng như sư tử, cũng phải nát gan; vì cả Y-sơ-ra-ên biết rằng vua cha là một tay anh hùng, và những kẻ theo người đều là can đảm.|雖 有 人 膽 大 如 獅 子 、 他 的 心 也 必 消 化 ． 因 為 以 色 列 人 都 知 道 你 父 親 是 英 雄 、 跟 隨 他 的 人 、 也 都 是 勇 士 。
Nên tôi bàn rằng thà hết thảy dân Y-sơ-ra-ên, từ Đan cho đến Bê -e-Sê-ba, hiệp lại chung quanh ông, đông như cát trên bờ biển, thì hơn. Ong sẽ thân hành ra trận.|依 我 之 計 、 不 如 將 以 色 列 眾 人 、 從 但 直 到 別 是 巴 、 如 同 海 邊 的 沙 那 樣 多 、 聚 集 到 你 這 裡 來 ． 你 也 親 自 率 領 他 們 出 戰 。
Vô luận người ở chỗ nào, chúng ta sẽ xông đến người, đáp trên người như sương sa trên đất; trước người và kẻ theo người cũng không thể thoát khỏi được.|這 樣 、 我 們 在 何 處 遇 見 他 、 就 下 到 他 那 裡 、 如 同 露 水 下 在 地 上 一 般 ． 連 他 帶 跟 隨 他 的 人 、 一 個 也 不 留 下 。
Nếu người ẩn mình trong thành nào, cả Y-sơ-ra-ên tất sẽ lấy dây vòng chung quanh thành đó, rồi kéo thành đó xuống đáy khe, đến đỗi người ta không thấy một cục đá nào còn lại.|他 若 進 了 那 一 座 城 、 以 色 列 眾 人 、 必 帶 繩 子 去 、 將 那 城 拉 到 河 裡 、 甚 至 連 一 塊 小 石 頭 、 都 不 剩 下 。
Bấy giờ, Ap-sa-lôm và cả dân Y-sơ-ra-ên đều nói rằng: Mưu của Hu-sai, người At-kít, hay hơn mưu của A-hi-tô-phe. Vả, Đức Giê-hô-va đã định làm bại mưu khôn ngoan của A-hi-tô-phe, hầu giáng sự tai họa trên Ap-sa-lôn vậy.|押 沙 龍 和 以 色 列 眾 人 說 、 亞 基 人 戶 篩 的 計 謀 、 比 亞 希 多 弗 的 計 謀 更 好 ． 這 是 因 耶 和 華 定 意 破 壞 亞 希 多 弗 的 良 謀 、 為 要 降 禍 與 押 沙 龍 。
Bấy giờ, Hu-sai nói cùng hai thầy tế lễ Xa-đốc và A-bia-tha, rằng: A-hi-tô-phe có dâng mưu nọ mưu kia cho Ap-sa-lôm, và cho các trưởng lão Y-sơ-ra-ên, nhưng ta lại dâng mưu khác nầy.|戶 篩 對 祭 司 撒 督 和 亞 比 亞 他 說 、 亞 希 多 弗 為 押 沙 龍 和 以 色 列 的 長 老 所 定 的 計 謀 、 是 如 此 如 此 ． 我 所 定 的 計 謀 、 是 如 此 如 此 。
Vậy bây giờ, hãy mau mau báo tin cho Đa-vít mà rằng: Chớ ở đêm ngoài đồng bằng của sa mạc; hãy đi tới xa hơn, kẻo vua và các người đi theo phải bị tai vạ chăng.|現 在 你 們 要 急 速 打 發 人 去 、 告 訴 大 衛 說 、 今 夜 不 可 住 在 曠 野 的 渡 口 、 務 要 過 河 ． 免 得 王 和 跟 隨 他 的 人 、 都 被 吞 滅 。
Giô-na-than và A-hi-mát đứng tai En-Rô-ghên, không dám vào trong thành, e người ta thấy; một con đòi đến báo tin cho hai người phải báo lại cho vua Đa-vít.|那 時 約 拿 單 和 亞 希 瑪 斯 在 隱 羅 結 那 裡 等 候 不 敢 進 城 、 恐 怕 被 人 看 見 ． 有 一 個 使 女 出 來 、 將 這 話 告 訴 他 們 、 他 們 就 去 報 信 給 大 衛 王 。
Nhưng có một người trai trẻ thấy họ, bèn đến thuật cho Ap-sa-lôm hay. Hai người đã vội vã cùng đi và đến nhà của một người ở Ba-hu-rim; trong sân người có một cái giếng, hai người bèn xuống đó.|然 而 有 一 個 童 子 看 見 他 們 、 就 去 告 訴 押 沙 龍 ． 他 們 急 忙 跑 到 巴 戶 琳 某 人 的 家 裡 ． 那 人 院 中 有 一 口 井 、 他 們 就 下 到 井 裡 。
Vợ của người nầy lấy một cái mền trải trên miệng giếng, trước trên đó người rải phơi lúa mạch, cho người ta không nghi ngờ chi hết.|那 家 的 婦 人 用 蓋 蓋 上 井 口 、 又 在 上 頭 鋪 上 碎 麥 、 事 就 沒 有 洩 漏 。
Các tôi tớ của Ap-sa-lôm đến nhà người nữ nầy mà hỏi rằng: A-hi-mát và Giô-na-than ở đâu? Người nữ đáp rằng: Hai người đã qua suối rồi. Vậy, họ đi theo tìm, song không gặp, bèn trở về Giê-ru-sa-lem.|押 沙 龍 的 僕 人 來 到 那 家 ． 問 婦 人 說 、 亞 希 瑪 斯 和 約 拿 單 在 那 裡 。 婦 人 說 、 他 們 過 了 河 了 。 僕 人 找 他 們 、 找 不 著 、 就 回 耶 路 撒 冷 去 了 。
Sau khi chúng đi rồi, A-hi-mát và Giô-na-than đi lên khỏi giếng, rồi đi báo tin nầy cho Đa-vít, rằng: Hãy chổi dậy, mau qua sông, vì A-hi-tô-phe đã bèn định mưu nầy nghịch cùng vua.|他 們 走 後 、 二 人 從 井 裡 上 來 、 去 告 訴 大 衛 王 說 、 亞 希 多 弗 如 此 如 此 定 計 害 你 ． 你 們 務 要 起 來 、 快 快 過 河 。
Đa-vít bèn chổi dậy, với cả dân theo người, rồi đi qua sông Giô-đanh. Vừa rạng đông, chẳng còn sót một người nào chưa qua sông.|於 是 大 衛 和 跟 隨 他 的 人 、 都 起 來 過 約 但 河 ． 到 了 天 亮 、 無 一 人 不 過 約 但 河 的 。
A-hi-tô-phe thấy người ta không theo mưu của mình, bèn thắng lừa, trở về thành mình, và vào trong nhà người. Sau khi người đã sắp đặt việc mình rồi, thì tự thắt cổ mà chết. Người ta chôn người trong mộ của cha người.|亞 希 多 弗 見 不 依 從 他 的 計 謀 、 就 備 上 驢 、 歸 回 本 城 、 到 了 家 、 留 下 遺 言 、 便 弔 死 了 、 葬 在 他 父 親 的 墳 墓 裡 。
Đương lúc Đa-vít đi đến Ma-ha-na-im, thì Ap-sa-lôm đi ngang qua sông Giô-đanh, có cả đạo quân Y-sơ-ra-ên đi theo.|大 衛 到 了 瑪 哈 念 、 押 沙 龍 和 跟 隨 他 的 以 色 列 人 、 也 都 過 了 約 但 河 。
Ap-sa-lôm đã lập A-ma-sa làm tổng binh thế cho Giô-áp. Vả, A-ma-sa là con trai của một người Y-sơ-ra-ên, tên là Gít-ra, xưa đã ăn ở cùng A-bi-ganh, là con gái của Na-hách, chị của Xê-ru-gia, mẹ của Giô-áp.|押 沙 龍 立 亞 瑪 撒 作 元 帥 代 替 約 押 。 亞 瑪 撒 是 以 實 瑪 利 人 、 〔 又 作 以 色 列 人 〕 以 特 拉 的 兒 子 ． 以 特 拉 曾 與 拿 轄 的 女 兒 亞 比 該 親 近 ． 這 亞 比 該 與 約 押 的 母 親 洗 魯 雅 是 姐 妹 。
Y-sơ-ra-ên đóng trại với Ap-sa-lôm tại trong xứ Ga-la-át.|押 沙 龍 和 以 色 列 人 都 安 營 在 基 列 地 。
Khi Đa-vít đã đến Ma-ha-na-im, thì Sô-bi, con trai Na-hách, quê ở Ráp-ba, là thành của dân Am-môn, với Ma-ki, con trai A-mi-ên ở thành Lô-đê-ba, và Bát-xi-lai, người Ga-la-át, ở thành Rô-ghê-lim, đều đem cho Đa-vít và cho cả dân theo người|大 衛 到 了 瑪 哈 念 、 亞 捫 族 的 拉 巴 人 拿 轄 的 兒 子 朔 比 、 羅 底 巴 人 亞 米 利 的 兒 子 瑪 吉 、 基 列 的 羅 基 琳 人 巴 西 萊 、
những giường, chén, chậu đất, lúa mì, lúa mạch, bột mì, hột rang, đậu, phạn đậu, và các thứ hột rang khác,|帶 著 被 、 褥 、 盆 、 碗 、 瓦 器 、 小 麥 、 大 麥 、 麥 麵 、 炒 穀 、 豆 子 、 紅 豆 、 炒 豆 、
mật ong, mỡ sữa, con chiên, và bánh sữa bò, đặng cho Đa-vít và đạo quân người ăn; vì chúng nói rằng: Dân sự đã đói khát và mệt nhọc trong đồng vắng.|蜂 蜜 、 奶 油 、 綿 羊 、 奶 餅 、 供 給 大 衛 和 跟 隨 他 的 人 喫 ． 他 們 說 、 民 在 曠 野 、 必 飢 渴 困 乏 了 。

					II Sa-mu-ên 18				|
						撒母耳記下 18					
Đa-vít điểm dân sự đi theo mình, rồi đặt ở trước đầu chúng những trưởng của ngàn người, trưởng của trăm người.|大 衛 數 點 跟 隨 他 的 人 、 立 千 夫 長 百 夫 長 率 領 他 們 。
Người chia dân ra làm ba toán, khiến Giô-áp lãnh một toán, A-bi-sai, con của Xê-ru-gia, em của Giô-áp, lãnh một toán, còn Y-tai, người Gát, lãnh một toán. Đoạn, vua nói cùng dân sự rằng: Hẳn ta cũng sẽ đi ra với các ngươi.|大 衛 打 發 軍 兵 出 戰 、 分 為 三 隊 、 一 隊 在 約 押 手 下 、 一 隊 在 洗 魯 雅 的 兒 子 約 押 兄 弟 亞 比 篩 手 下 、 一 隊 在 迦 特 人 以 太 手 下 。 大 衛 對 軍 兵 說 、 我 必 與 你 們 一 同 出 戰 。
Nhưng dân sự thưa rằng: Vua chớ đến, vì nếu chúng tôi chạy trốn, thù nghịch sẽ không lấy làm hệ trọng gì, và dẫu đến đỗi phân nửa chúng tôi có chết đi, thì chúng nó cũng không chú ý đến; còn vua, vua bằng một vạn chúng tôi. Vậy thà vua ở trong thành chực sẵn tiếp cứu chúng tôi thì hơn.|軍 兵 卻 說 、 你 不 可 出 戰 、 若 是 我 們 逃 跑 、 敵 人 必 不 介 意 ． 我 們 陣 亡 一 半 、 敵 人 也 不 介 意 ． 因 為 你 一 人 強 似 我 們 萬 人 ． 你 不 如 在 城 裡 豫 備 幫 助 我 們 。
Vua tiếp rằng: Ta sẽ làm điều chi các ngươi lấy làm phải. Vậy, người đứng tại cửa thành trong khi dân sự kéo đi từng toán trăm và ngàn.|王 向 他 們 說 、 你 們 以 為 怎 樣 好 、 我 就 怎 樣 行 。 於 是 王 站 在 城 門 旁 、 軍 兵 或 百 或 千 的 挨 次 出 去 了 。
Vua truyền lịnh nầy cho Giô-áp, A-bi-sai, và Y-tai mà rằng: Hãy vì cớ ta dong cho Ap-sa-lôm trai trẻ. Cả dân đều nghe lời vua căn dặn cho các trưởng vì Ap-sa-lôn.|王 囑 咐 約 押 、 亞 比 篩 、 以 太 、 說 、 你 們 要 為 我 的 緣 故 、 寬 待 那 少 年 人 押 沙 龍 。 王 為 押 沙 龍 囑 咐 眾 將 的 話 、 兵 都 聽 見 了 。
Dân sự kéo ra đồng, đón quân Y-sơ-ra-ên, giao chiến tại trong rừng Ep-ra-im.|兵 就 出 到 田 野 迎 著 以 色 列 人 、 在 以 法 蓮 樹 林 裡 交 戰 。
Đạo quân Y-sơ-ra-ên bị các tôi tớ của Đa-vít đánh bại; thật ấy là một trận thua lớn, trong ngày đó chết mất hai vạn người.|以 色 列 人 敗 在 大 衛 的 僕 人 面 前 ． 那 日 陣 亡 的 甚 多 、 共 有 二 萬 人 。
Chiến tranh lan khắp miền, và trong ngày đó có nhiều người chết mất trong rừng hơn là chết ở dưới luỡi gươm.|因 為 在 那 裡 四 面 打 仗 ． 死 於 樹 林 的 、 比 死 於 刀 劍 的 更 多 。
Các tôi tớ của Đa-vít gặp Ap-sa-lôm cỡi một con la; con la lủi vào dưới nhành xỏ rế của cây thông lớn, đầu Ap-sa-lôm phải vướng trong nhành, và người bị treo giữa khoảng trời đất; còn con la chở người thì thoát đi khỏi.|押 沙 龍 偶 然 遇 見 大 衛 的 僕 人 。 押 沙 龍 騎 著 騾 子 、 從 大 橡 樹 密 枝 底 下 經 過 、 他 的 頭 髮 被 樹 枝 繞 住 、 就 懸 掛 起 來 ． 所 騎 的 騾 子 便 離 他 去 了 。
Có người thấy điều đó, đến nói cùng Giô-áp rằng: Tôi đã thấy Ap-sa-lôm bị treo trên cây thông.|有 個 人 看 見 、 就 告 訴 約 押 說 、 我 看 見 押 沙 龍 掛 在 橡 樹 上 了 。
