
					Công Vụ Các Sứ đồ 1				|
Tìm không được, bèn kéo Gia-sôn và mấy người anh em đến trước mặt các quan án trong thành, mà la lên rằng: Kìa những tên nầy đã gây thiên hạ nên loạn lạc, nay có đây,|找 不 著 他 們 、 就 把 耶 孫 、 和 幾 個 弟 兄 、 拉 到 地 方 官 那 裡 、 喊 叫 說 、 那 攪 亂 天 下 的 、 也 到 這 裡 來 了 ．
và Gia-sôn đã chứa chúng! Chúng nó hết thảy đều là đồ nghịch mạng Sê-sa, vì nói rằng có một vua khác, là Jêsus.|耶 孫 收 留 他 們 ． 這 些 人 都 違 背 該 撒 的 命 令 、 說 另 有 一 個 王 耶 穌 。
Bấy nhiêu lời đó làm rối động đoàn dân và các quan án.|眾 人 和 地 方 官 、 聽 見 這 話 、 就 驚 慌 了 。
Song khi các quan án đòi Gia-sôn và các người khác bảo lãnh rồi, thì tha cho ra.|於 是 取 了 耶 孫 和 其 餘 之 人 的 保 狀 、 就 釋 放 了 他 們 。
Tức thì, trong ban đêm, anh em khiến Phao-lô và Si-la đi đến thành Bê-rê. Đến nơi rồi, thì vào nhà hội người Giu-đa.|弟 兄 們 、 隨 即 在 夜 間 打 發 保 羅 和 西 拉 往 庇 哩 亞 去 ． 二 人 到 了 、 就 進 入 猶 太 人 的 會 堂 。
Những người nầy có ý hẳn hoi hơn người Tê-sa-lô-ni-ca, đều sẵn lòng chịu lấy đạo, ngày nào cũng tra xem Kinh Thánh, để xét lời giảng có thật chăng.|這 地 方 的 人 、 賢 於 帖 撒 羅 尼 迦 的 人 、 甘 心 領 受 這 道 、 天 天 考 查 聖 經 、 要 曉 得 這 道 是 與 不 是 。
Trong bọn họ có nhiều người tin theo, với mấy người đờn bà Gờ-réc sang trọng, và đờn ông cũng khá đông.|所 以 他 們 中 間 多 有 相 信 的 ． 又 有 希 利 尼 尊 貴 的 婦 女 、 男 子 也 不 少 。
Nhưng khi người Giu-đa ở thành Tê-sa-lô-ni-ca hay Phao-lô cũng truyền đạo Đức Chúa Trời tại thành Bê-rê, bèn đến đó để rải sự xao xiến rối loạn trong dân chúng.|但 帖 撒 羅 尼 迦 的 猶 太 人 、 知 道 保 羅 又 庇 哩 亞 傳 　 神 的 道 、 也 就 往 那 裡 去 、 聳 動 攪 擾 眾 人 。
Tức thì, anh em khiến Phao-lô đi phía biển, còn Si-la với Ti-mô-thê ở lại thành Bê-rê.|當 時 弟 兄 們 便 打 發 保 羅 往 海 邊 去 ． 西 拉 和 提 摩 太 仍 住 在 庇 哩 亞 。
Nhưng người dẫn Phao-lô đưa người đến thành A-thên; rồi trở về, đem lịnh cho Si-la và Ti-mô-thê phải đến cùng người cho gấp.|送 保 羅 的 人 帶 他 到 了 雅 典 ． 既 領 了 保 羅 的 命 、 叫 西 拉 和 提 摩 太 速 速 到 他 這 裡 來 、 就 回 去 了 。
Phao-lô đương đợi hai người tại thành A-thên, động lòng tức giận, vì thấy thành đều đầy những thần tượng.|保 羅 在 雅 典 等 候 他 們 的 時 候 、 看 見 滿 城 都 是 偶 像 、 就 心 裡 著 急 。
Vậy, người biện luận trong nhà hội với người Giu-đa và người mới theo đạo Giu-đa; lại mỗi ngày, với những kẻ nào mình gặp tại nơi chợ.|於 是 在 會 堂 裡 、 與 猶 太 人 、 和 虔 敬 的 人 、 並 每 日 在 市 上 所 遇 見 的 人 辯 論 。
Có mấy nhà triết học về phái Epicuriens và phái Stociens cũng cãi lẽ với người. Kẻ thì hỏi: Người già mép nầy muốn nói gì đó? Người thì nói: Người dường như giảng về các thần ngoại quốc .|還 有 以 彼 古 羅 和 斯 多 亞 兩 門 的 學 士 、 與 他 爭 論 ． 有 的 說 、 這 胡 言 亂 語 的 要 說 甚 麼 ． 有 的 說 、 他 似 乎 是 傳 說 外 邦 鬼 神 的 ． 這 話 是 因 保 羅 傳 講 耶 穌 、 與 復 活 的 道 。
Chúng bắt người, đem đến nơi A-rê-ô-ba, mà hỏi rằng: Chúng tôi có thể biết được đạo mới mà ông dạy đó chăng?|他 們 就 把 他 帶 到 亞 略 巴 古 說 、 你 所 講 的 這 新 道 、 我 們 也 可 以 知 道 麼 ．
Vì chưng ông giảng cho chúng tôi nghe sự lạ. Chúng tôi muốn biết ý nghĩa điều đó là gì.|因 為 你 有 些 奇 怪 的 事 、 傳 到 我 們 耳 中 ． 我 們 願 意 知 道 這 些 事 是 甚 麼 意 思 。
Vả, hết thảy người A-thên và người ngoại quốc ngụ tại thành A-thên chỉ lo nói và nghe việc mới lạ mà thôi.|（ 雅 典 人 、 和 住 在 那 裡 的 客 人 、 都 不 顧 別 的 事 、 只 將 新 聞 說 說 聽 聽 。 ）
Bấy giờ, Phao-lô đứng giữa A-rê-ô-ba, nói rằng: Hỡi người A-thên, phàm việc gì ta cũng thấy các ngươi sốt sắng quá chừng.|保 羅 站 在 亞 略 巴 古 當 中 、 說 、 眾 位 雅 典 人 哪 、 我 看 你 們 凡 事 很 敬 畏 鬼 神 。
Vì khi ta trải khắp thành các ngươi, xem xét khí vật các ngươi dùng thờ phượng, thì thấy một bàn thờ có chạm chữ rằng: Thờ Chúa Không Biết. Vậy, Đấng các ngươi thờ mà không biết đó, là Đấng ta đương rao truyền cho.|我 遊 行 的 時 候 、 觀 看 你 們 所 敬 拜 的 、 遇 見 一 座 壇 、 上 面 寫 著 未 識 之 神 ． 你 們 所 不 認 識 而 敬 拜 的 、 我 現 在 告 訴 你 們 。
Đức Chúa Trời đã dựng nên thế giới và mọi vật trong đó, là Chúa của trời đất, chẳng ngự tại đền thờ bởi tay người ta dựng nên đâu.|創 造 宇 宙 和 其 中 萬 物 的 　 神 、 既 是 天 地 的 主 、 就 不 住 人 手 所 造 的 殿 ．
Ngài cũng chẳng dùng tay người ta hầu việc Ngài dường như có cần đến sự gì, vì Ngài là Đấng ban sự sống, hơi sống, muôn vật cho mọi loài.|也 不 用 人 手 服 事 、 好 像 缺 少 甚 麼 、 自 己 倒 將 生 命 、 氣 息 、 萬 物 、 賜 給 萬 人 。
Ngài đã làm cho muôn dân sanh ra bởi chỉ một người, và khiến ở khắp trên mặt đất, định trước thì giờ đời người ta cùng giới hạn chỗ ở,|他 從 一 本 造 出 萬 族 的 人 、 〔 本 有 古 卷 作 血 脈 〕 住 在 全 地 上 、 並 且 豫 先 定 準 他 們 的 年 限 、 和 所 住 的 疆 界 ．
hầu cho tìm kiếm Đức Chúa Trời, và hết sức rờ tìm cho được, dẫu Ngài chẳng ở xa mỗi một người trong chúng ta.|要 叫 他 們 尋 求 　 神 、 或 者 可 以 揣 摩 而 得 、 其 實 他 離 我 們 各 人 不 遠 ．
Vì tại trong Ngài, chúng ta được sống, động, và có, y như xưa một vài thi nhơn của các ngươi có nói rằng: Chúng ta cũng là dòng dõi của Ngài.|我 們 生 活 、 動 作 、 存 留 、 都 在 乎 他 ． 就 如 你 們 作 詩 的 、 有 人 說 、 我 們 也 是 他 所 生 的 。
Vậy, bởi chúng ta là dòng dõi Đức Chúa Trời, thì chớ nên ngờ rằng Chúa giống như vàng, bạc, hay là đá, bởi công nghệ và tài xảo của người ta chạm trổ nên.|我 們 既 是 　 神 所 生 的 、 就 不 當 以 為 　 神 的 神 性 像 人 用 手 藝 、 心 思 、 所 雕 刻 的 金 、 銀 、 石 。
Vậy thì, Đức Chúa Trời đã bỏ qua các đời ngu muội đó, mà nay biểu hết thảy các người trong mọi nơi đều phải ăn năn,|世 人 蒙 昧 無 知 的 時 候 、 　 神 並 不 監 察 、 如 今 卻 吩 咐 各 處 的 人 都 要 悔 改 。
vì Ngài đã chỉ định một ngày, khi Ngài sẽ lấy sự công bình đoán xét thế gian, bởi Người Ngài đã lập, và Đức Chúa Trời đã khiến Người từ kẻ chết sống lại, để làm chứng chắc về điều đó cho thiên hạ.|因 為 他 已 經 定 了 日 子 、 要 藉 著 他 所 設 立 的 人 、 按 公 義 審 判 天 下 ． 並 且 叫 他 從 死 裡 復 活 、 給 萬 人 作 可 信 的 憑 據 。
Khi chúng nghe nói về sự sống lại của kẻ chết, kẻ thì nhạo báng, người thì nói rằng: Lúc khác chúng ta sẽ nghe ngươi nói về việc đó.|眾 人 聽 見 從 死 裡 復 活 的 話 、 就 有 譏 誚 他 的 ． 又 有 人 說 、 我 們 再 聽 你 講 這 個 罷 。
Vì vậy, Phao-lô từ giữa đám họ bước ra.|於 是 保 羅 從 他 們 當 中 出 去 了 。
Nhưng có mấy kẻ theo người và tin; trong số đó có Đê-ni, là một quan tòa nơi A-rê-ô-ba, và một người đờn bà tên là Đa-ma-ri, cùng các người khác.|但 有 幾 個 人 貼 近 他 、 信 了 主 、 其 中 有 亞 略 巴 古 的 官 丟 尼 修 、 並 一 個 婦 人 、 名 叫 大 馬 哩 、 還 有 別 人 一 同 信 從 。

					Công Vụ Các Sứ đồ 18				|
						使徒行傳 18					
Rồi đó, Phao-lô đi khỏi thành A-thên, mà tới thành Cô-rinh-tô.|這 事 以 後 、 保 羅 離 了 雅 典 、 來 到 哥 林 多 。
Tại đó, người gặp một người Giu-đa, tên là A-qui-la, quê ở xứ Bông, mới từ nước Y-ta-li đến đây với vợ mình là Bê-rít-sin, bởi vì vua Cơ-lốt có chỉ truyền mọi người Giu-đa phải lánh khỏi thành Rô-ma; Phao-lô bèn hiệp với hai người.|遇 見 一 個 猶 太 人 、 名 叫 亞 居 拉 、 他 生 在 本 都 ． 因 為 革 老 丟 命 猶 太 人 都 離 開 羅 馬 、 新 近 帶 著 妻 百 基 拉 、 從 義 大 利 來 ． 保 羅 就 投 奔 了 他 們 。
Vì đồng nghề, nên Phao-lô ở nhà hai người mà làm việc chung nhau; vả, nghề các người đó là may trại.|他 們 本 是 製 造 帳 棚 為 業 ． 保 羅 因 與 他 們 同 業 、 就 和 他 他 們 同 住 作 工 。
Hễ đến ngày Sa-bát, thì Phao-lô giảng luận trong nhà hội, khuyên dỗ người Giu-đa và người Gờ-réc.|每 逢 安 息 日 、 保 羅 在 會 堂 裡 辯 論 、 勸 化 猶 太 人 和 希 利 尼 人 。
Khi Si-la và Ti-mô-thê từ xứ Ma-xê-đoan đến, thì Phao-lô hết lòng chuyên lo về sự giảng dạy, làm chứng với người Giu-đa rằng Đức Chúa Jêsus là Đấng Christ.|西 拉 和 提 摩 太 從 馬 其 頓 來 的 時 候 、 保 羅 為 道 迫 切 、 向 猶 太 人 證 明 耶 穌 是 基 督 。
Nhưng, vì chúng chống cự và khinh dể người, nên người giũ áo mình mà nói rằng: Ước gì máu các ngươi đổ lại trên đầu các ngươi! Còn ta thì tinh sạch; từ đây, ta sẽ đi đến cùng người ngoại.|他 們 既 抗 拒 、 毀 謗 、 保 羅 就 抖 著 衣 裳 說 、 你 們 的 罪 歸 到 你 們 自 己 頭 上 、 〔 罪 原 文 作 血 〕 與 我 無 干 、 〔 原 文 作 我 卻 乾 淨 〕 從 今 以 後 、 我 要 往 外 邦 人 那 裡 去 、
Phao-lô ra khỏi đó, vào nhà một người tên là Ti-ti -u Giút-tu, là kẻ kính sợ Đức Chúa Trời, nhà người giáp với nhà hội.|於 是 離 開 那 裡 、 到 了 一 個 人 的 家 中 、 這 人 名 叫 提 多 猶 士 都 、 是 敬 拜 　 神 的 、 他 的 家 靠 近 會 堂 。
Bấy giờ Cơ-rít-bu, chủ nhà hội, với cả nhà mình đều tin Chúa; lại có nhiều người Cô-rinh-tô từng nghe Phao-lô giảng, cũng tin và chịu phép báp-tem.|管 會 堂 的 基 利 司 布 和 全 家 都 信 了 主 ． 還 有 許 多 哥 林 多 人 聽 了 、 就 相 信 受 洗 。
Ban đêm, Chúa phán cùng Phao-lô trong sự hiện thấy rằng: Đừng sợ chi; song hãy nói và chớ làm thinh;|夜 間 主 在 異 象 中 對 保 羅 說 、 不 要 怕 、 只 管 講 、 不 要 閉 口 ．
ta ở cùng ngươi, chẳng ai tra tay trên ngươi đặng làm hại đâu; vì ta có nhiều người trong thành nầy.|有 我 與 你 同 在 、 必 沒 有 人 下 手 害 你 ． 因 為 在 這 城 裡 我 有 許 多 的 百 姓 。
Phao-lô ở lại đó một năm sáu tháng, dạy đạo Đức Chúa Trời trong đám họ.|保 羅 在 那 裡 住 了 一 年 零 六 個 月 、 將 　 神 的 道 教 訓 他 們 。
Lúc Ga-li-ôn đang làm quan trấn thủ xứ A-chai, người Giu-đa đồng lòng nổi lên nghịch cùng Phao-lô và kéo người đến tòa án,|到 迦 流 作 亞 該 亞 方 伯 的 時 候 、 猶 太 人 同 心 起 來 攻 擊 保 羅 、 拉 他 到 公 堂 、
mà nói rằng: Người nầy xui dân thờ Đức Chúa Trời một cách trái luật pháp.|說 、 這 個 人 勸 人 不 按 著 律 法 敬 拜 　 神 。
Phao-lô vừa toan mở miệng trả lời, thì Ga-li-ôn nói cùng dân Giu-đa rằng: Hãy người Giu-đa, giá như về nỗi trái phép hay tội lỗi gì, thì theo lẽ phải, ta nên nhịn nhục nghe các ngươi.|保 羅 剛 要 開 口 、 迦 流 就 對 猶 太 人 說 、 你 們 這 些 猶 太 人 、 如 果 是 為 冤 枉 、 或 奸 惡 的 事 、 我 理 當 耐 性 聽 你 們 ．
Song nếu biện luận về địa lý, danh hiệu, hay là luật pháp riêng của các ngươi, thì hãy tự xử lấy; ta chẳng khứng xử đoán những việc đó đâu.|但 所 爭 論 的 、 若 是 關 乎 言 語 、 名 目 、 和 你 們 的 律 法 、 你 們 自 己 去 辦 罷 ． 這 樣 的 事 我 不 願 意 審 問 。
Người bèn đuổi chúng ra khỏi tòa án.|就 把 他 們 攆 出 公 堂 。
Bấy giờ, chúng bắt Sốt-then, chủ nhà hội, đánh đòn trước tòa án, nhưng Ga-li-ôn chẳng lo đến việc đó.|眾 人 便 揪 住 管 會 堂 的 所 提 尼 、 在 堂 前 打 他 ． 這 些 事 迦 流 都 不 管 。
Phao-lô lại thành Cô-rinh-tô ít lâu nữa, rồi từ giã anh em, xuống thuyền đi với Bê-rít-sin và A-qui-la qua xứ Sy-ri, sau khi đã chịu cạo đầu tại thành Sen-cơ-rê, vì người có lời thề nguyện.|保 羅 又 住 了 多 日 、 就 辭 別 了 弟 兄 、 坐 船 往 敘 利 亞 去 、 百 基 拉 、 亞 居 拉 和 他 同 去 ． 他 因 為 許 過 願 、 就 在 堅 革 哩 剪 了 頭 髮 。
Kế đó, ba người tới thành Ê-phê-sô, Phao-lô để đồng bạn mình lại đó. Còn người, thì vào nhà hội, nói chuyện với những người Giu-đa;|到 了 以 弗 所 、 保 羅 就 把 他 們 留 在 那 裡 、 自 己 進 了 會 堂 、 和 猶 太 人 辯 論 。
song khi chúng xin ở lại lâu hơn nữa, thì người chẳng khứng.|眾 人 請 他 多 住 些 日 子 、 他 卻 不 允 ．
Người từ giã các người đó mà rằng: Ví Đức Chúa Trời khứng, thì chuyến khác ta sẽ đến nơi các ngươi; rồi người từ thành Ê-phê-sô mà đi.|就 辭 別 他 們 說 、 　 神 若 許 我 、 我 還 要 回 到 你 們 這 裡 ． 於 是 開 船 離 了 以 弗 所 。
Khi đổ bộ tại thành Sê-sa-rê rồi, người đi lên thành Giê-ru-sa-lem, chào mừng Hội thánh, đoạn lại xuống thành An-ti-ốt.|在 該 撒 利 亞 下 了 船 、 就 上 耶 路 撒 冷 去 問 教 會 安 、 隨 後 下 安 提 阿 去 。
Người ở đó ít lâu, rồi lại đi, trải lần lần khắp trong xứ Ga-la-ti và xứ Phi-ri-gi, làm cho hết thảy môn đồ đều vững lòng.|住 了 些 日 子 、 又 離 開 那 裡 、 挨 次 經 過 加 拉 太 和 弗 呂 家 地 方 、 堅 固 眾 門 徒 。
Bấy giờ có một người Giu-đa tên là A-bô-lô, quê tại thành A-léc-xan-tri, là tay khéo nói và hiểu Kinh Thánh, đến thành Ê-phê-sô.|有 一 個 猶 太 人 、 名 叫 亞 波 羅 、 來 到 以 弗 所 ． 他 生 在 亞 力 山 太 、 是 有 學 問 的 、 最 能 講 解 聖 經 。 〔 學 問 或 作 口 才 〕
Người đã học đạo Chúa; nên lấy lòng rất sốt sắng mà giảng và dạy kĩ càng những điều về Đức Chúa Jêsus, dẫu người chỉ biết phép báp-tem của Giăng mà thôi.|這 人 已 經 在 主 的 道 上 受 了 教 訓 、 心 裡 火 熱 、 將 耶 穌 的 事 、 詳 細 講 論 教 訓 人 ． 只 是 他 單 曉 得 約 翰 的 洗 禮 。
Vậy, người khởi sự giảng cách dạn-dĩ trong nhà hội. Bê-rít-sin và A-qui-la nghe giảng, bèn đem người về với mình, giải bày đạo Đức Chúa Trời cho càng kĩ lưỡng hơn nữa.|他 在 會 堂 裡 放 膽 講 道 、 百 基 拉 亞 居 拉 聽 見 、 就 接 他 來 、 將 　 神 的 道 給 他 講 解 更 加 詳 細 。
Người toan sang xứ A-chai, thì anh em giục lòng cho và viết thơ gởi dặn môn đồ phải tiếp đãi người tử tế. Khi tới rồi, người được nhờ ơn Đức Chúa Trời mà bổ ích cho kẻ đã tin theo.|他 想 要 往 亞 該 亞 去 ． 弟 兄 們 就 勉 勵 他 、 並 寫 信 請 門 徒 接 待 他 ． 〔 或 作 弟 兄 們 就 寫 信 勸 門 徒 接 待 他 〕 他 到 了 那 裡 、 多 幫 助 那 蒙 恩 信 主 的 人 ．
