
					Mác 1				|
Lại lấy cây sậy đánh đầu Ngài, nhổ trên Ngài, và quì xuống trước mặt Ngài mà lạy.|又 拿 一 根 葦 子 、 打 他 的 頭 、 吐 唾 沫 在 他 臉 上 屈 膝 拜 他 。
Khi họ đã nhạo cười Ngài như vậy rồi, thì cổi áo điều ra, mặc áo của Ngài lại cho Ngài, và đem ra để đóng đinh trên cây thập tự.|戲 弄 完 了 、 就 給 他 脫 了 紫 袍 、 仍 穿 上 他 自 己 的 衣 服 、 帶 他 出 去 、 要 釘 十 字 架 。
Có một tên Si-môn kia, người thành Sy-ren, là cha A-léc-xan-đơ và Ru-phu, ở ngoài ruộng về, đi ngang qua đó; họ bắt phải vác cây thập tự.|有 一 個 古 利 奈 人 西 門 、 就 是 亞 力 山 大 和 魯 孚 的 父 親 、 從 鄉 下 來 、 經 過 那 地 方 、 他 們 就 勉 強 他 同 去 、 好 背 著 耶 穌 的 十 字 架 。
Họ đem Đức Chúa Jêsus đến nơi kia, gọi là Gô-gô-tha, nghĩa là chỗ Sọ.|他 們 帶 耶 穌 到 了 各 各 他 地 方 、 （ 各 各 他 繙 出 來 、 就 是 髑 髏 地 ）
Họ cho Ngài uống rượu hòa với một dược; song Ngài không uống.|拿 沒 藥 調 和 的 酒 給 耶 穌 、 他 卻 不 受 。
Khi đóng đinh Ngài trên cây thập tự rồi, họ chia áo xống Ngài cho nhau, bắt thăm để biết ai được gì.|於 是 將 他 釘 在 十 字 架 上 、 拈 鬮 分 他 的 衣 服 、 看 是 誰 得 甚 麼 。
Lúc đóng đinh Ngài, là giờ thứ ba.|釘 他 在 十 字 架 上 、 是 巳 初 的 時 候 。
An Ngài có ghi vào cái bảng rằng: Vua dân Giu-đa.|在 上 面 有 他 的 罪 狀 、 寫 的 是 猶 太 人 的 王 。
Cũng có hai đứa ăn cướp bị đóng đinh với Ngài, một đứa tại cây thập tự bên hữu Ngài, một đứa tại cây thập tự bên tả.|他 們 又 把 兩 個 強 盜 、 和 他 同 釘 十 字 架 ． 一 個 在 右 邊 、 一 個 在 左 邊 。 〔 有 古 卷 在 此 有 〕
Như vậy được ứng nghiệm lời Kinh Thánh rằng: Ngài đã bị kể vào hàng kẻ dữ.|〔 這 就 應 了 經 上 的 話 說 『 他 被 列 在 罪 犯 之 中 』 〕
Những kẻ đi ngang qua đó chế báng Ngài, lắc đầu mà nói rằng: Ê! ngươi là kẻ phá đền thờ, và cất lại trong ba ngày,|從 那 裡 經 過 的 人 辱 罵 他 、 搖 著 頭 說 、 咳 、 你 這 拆 毀 聖 殿 、 三 日 又 建 造 起 來 的 ．
hãy cứu lấy mình, xuống khỏi cây thập tự đi!|可 以 救 自 己 從 十 字 架 上 下 來 罷 。
Các thầy tế lễ cả và các thầy thông giáo cũng nói với nhau như vậy, mà nhạo cười Ngài rằng: Hắn đã cứu kẻ khác; mà cứu mình không được!|祭 司 長 和 文 士 也 是 這 樣 戲 弄 他 、 彼 此 說 、 他 救 了 別 人 、 不 能 救 自 己 。
Hỡi Đấng Christ, Vua dân Y-sơ-ra-ên, bây giờ hãy xuống khỏi cây thập tự, để cho chúng ta thấy và tin! Hai đứa bị đóng đinh cùng Ngài cũng nhiếc móc Ngài nữa.|以 色 列 的 王 基 督 、 現 在 可 以 從 十 字 上 下 來 、 叫 我 們 看 見 、 就 信 了 。 那 和 他 同 釘 的 人 也 是 譏 誚 他 。
Đến giờ thứ sáu, khắp đất đều tối tăm mù mịt cho tới giờ thứ chín.|從 午 正 到 申 初 遍 地 都 黑 暗 了 。
Đến giờ thứ chín, Đức Chúa Jêsus kêu lớn tiếng rằng: Ê-lô -i, Ê-lô -i, lam-ma-sa-bách-ta-ni? nghĩa là: Đức Chúa Trời tôi ơi, Đức Chúa Jêsus tôi ơi, sao Ngài lìa bỏ tôi?|申 初 的 時 候 、 耶 穌 大 聲 喊 著 說 、 以 羅 伊 、 以 羅 伊 、 拉 馬 撒 巴 各 大 尼 ． 繙 出 來 、 就 是 我 的 　 神 、 我 的 　 神 、 為 甚 麼 離 棄 我 。
Có mấy người đứng đó nghe vậy, thì nói rằng: Coi kìa, hắn kêu Ê-li.|旁 邊 站 著 的 人 、 有 的 聽 見 就 說 、 看 哪 、 他 叫 以 利 亞 呢 。
Có một người trong bọn họ chạy lấy bông đá thấm đầy giấm, để trên đầu cây sậy, đưa cho Ngài uống, mà nói rằng: Hãy để, chúng ta coi thử Ê-li có đến đem hắn xuống chăng!|有 一 個 人 跑 去 、 把 海 絨 蘸 滿 了 醋 綁 在 葦 子 上 、 送 給 他 喝 、 說 、 且 等 著 、 看 以 利 亞 來 不 來 把 他 取 下 。
Nhưng Đức Chúa Jêsus kêu một tiếng lớn, rồi trút linh hồn.|耶 穌 大 聲 喊 叫 、 氣 就 斷 了 。
Màn trong đền thờ xé ra làm đôi từ trên chí dưới.|殿 裡 的 幔 子 、 從 上 到 下 裂 為 兩 半 。
Thầy đội đứng đối ngang Ngài, thấy Ngài trút linh hồn như vậy, thì nói rằng: Người nầy quả thật là Con Đức Chúa Trời.|對 面 站 著 的 百 夫 長 、 看 見 耶 穌 這 樣 喊 叫 斷 氣 、 〔 有 古 卷 無 喊 叫 二 字 〕 就 說 、 這 人 真 是 　 神 的 兒 子 。
Lại có những đờn bà đứng xa xa mà xem. Trong số ấy có Ma-ri, Ma-đơ-len, Ma-ri là mẹ Gia-cơ nhỏ, và Giô-sê, cùng Sa-lô-mê,|還 有 些 婦 女 、 遠 遠 的 觀 看 ． 內 中 有 抹 大 拉 的 馬 利 亞 、 又 有 小 雅 各 和 約 西 的 母 親 馬 利 亞 、 並 有 撒 羅 米 ．
là ba người đã theo hầu việc Ngài khi Ngài ở xứ Ga-li-lê; cũng có nhiều đờn bà khác nữa, là những người đã theo Ngài lên thành Giê-ru-sa-lem.|就 是 耶 穌 在 加 利 利 的 時 候 、 跟 隨 他 、 服 事 他 的 那 些 人 、 還 有 同 耶 穌 上 耶 路 撒 冷 的 好 些 婦 女 在 那 裡 觀 看 。
Bấy giờ là ngày sắm sửa, nghĩa là hôm trước ngày Sa-bát; khi đã chiều tối,|到 了 晚 上 、 因 為 這 是 豫 備 日 、 就 是 安 息 日 的 前 一 日 、
có một người tên là Giô-sép, Ở thành A-ri-ma-thê, là nghị viên tòa công luận có danh vọng, cũng trông đợi nước Đức Chúa Trời. Người bạo gan đến Phi-lát mà xin xác Đức Chúa Jêsus.|有 亞 利 馬 太 的 約 瑟 前 來 、 他 是 尊 貴 的 議 士 、 也 是 等 候 　 神 國 的 ． 他 放 膽 進 去 見 彼 拉 多 、 求 耶 穌 的 身 體 。
Phi-lát lấy làm lạ về Ngài chết mau như vậy, bèn đòi thầy đội đến mà hỏi thử Ngài chết đã lâu chưa.|彼 拉 多 詑 異 耶 穌 已 經 死 了 ． 便 叫 百 夫 長 來 、 問 他 耶 穌 死 了 久 不 久 。
Vừa nghe tin thầy đội trình, thì giao xác cho Giô-sép.|既 從 百 夫 長 得 知 實 情 、 就 把 耶 穌 的 屍 首 賜 給 約 瑟 。
Người đã mua vải liệm, cất xác Đức Chúa Jêsus xuống khỏi cây thập tự, dùng vải liệm vấn lấy Ngài, rồi để xác trong huyệt đã đục trong hòn đá lớn, đoạn, lăn một hòn đá chận cửa huyệt lại.|約 瑟 買 了 細 麻 布 、 把 耶 穌 取 下 來 、 用 細 麻 布 裹 好 、 安 放 在 磐 石 中 鑿 出 來 的 墳 墓 裡 ． 又 輥 過 一 塊 石 頭 來 擋 住 墓 門 。
Vả, Ma-ri Ma-đơ-len cùng Ma-ri mẹ Giô-sê, đều thấy chỗ táng Ngài.|抹 大 拉 的 馬 利 亞 、 和 約 西 的 母 親 馬 利 亞 、 都 看 見 安 放 他 的 地 方 。

					Mác 16				|
						馬可福音 16					
Ngày Sa-bát qua rồi, Ma-ri ma-đơ-len, Ma-ri mẹ Gia-cơ, cùng Sa-lô-mê mua thuốc thơm đặng đi xức xác Đức Chúa Jêsus.|過 了 安 息 日 、 抹 大 拉 的 馬 利 亞 、 和 雅 各 的 母 親 馬 利 亞 、 並 撒 羅 米 、 買 了 香 膏 、 要 去 膏 耶 穌 的 身 體 。
Ngày thứ nhứt trong tuần lễ, sáng sớm, mặt trời mới mọc, ba người đến nơi mộ,|七 日 的 第 一 日 清 早 、 出 太 陽 的 時 候 、 他 們 來 到 墳 墓 那 裡 。
nói cùng nhau rằng: Ai sẽ lăn hòn đá lấp cửa mộ ra cho chúng ta?|彼 此 說 、 誰 給 我 們 把 石 頭 從 墓 門 輥 開 呢 。
Khi ngó xem, thấy hòn đá đã lăn ra rồi; vả, hòn đá lớn lắm.|那 石 頭 原 來 很 大 、 他 們 抬 頭 一 看 、 卻 見 石 頭 已 經 輥 開 了 。
Đoạn, họ vào nơi mộ, thấy một người trẻ tuổi ngồi bên hữu, mặc áo dài trắng, thì thất kinh.|他 們 進 了 墳 墓 、 看 見 一 個 少 年 人 坐 在 右 邊 、 穿 著 白 袍 ． 就 甚 驚 恐 。
Song người nói cùng họ rằng: Đừng sợ chi, các ngươi tìm Đức Chúa Jêsus Na-xa-rét, là Đấng đã chịu đóng đinh; Ngài sống lại rồi, chẳng còn ở đây; hãy xem nơi đã táng xác Ngài.|那 少 年 人 對 他 們 說 、 不 要 驚 恐 ． 你 們 尋 找 那 釘 十 字 架 的 拿 撒 勒 人 耶 穌 ． 他 已 經 復 活 了 、 不 在 這 裡 ． 請 看 安 放 他 的 地 方 。
Nhưng hãy đi nói cho các môn đồ Ngài và cho Phi -e-rơ rằng: Ngài đi đến xứ Ga-li-lê trước các ngươi; các ngươi sẽ thấy Ngài tại đó, như Ngài đã phán cùng các ngươi vậy.|你 們 可 以 去 告 訴 他 的 門 徒 和 彼 得 說 、 他 在 你 們 以 先 往 加 利 利 去 ． 在 那 裡 你 們 要 見 他 、 正 如 他 從 前 所 告 訴 你 們 的 。
Các bà ấy ra khỏi mồ, trốn đi, vì run sợ sửng sốt; chẳng dám nói cùng ai hết, bởi kinh khiếp lắm.|他 們 就 出 來 、 從 墳 墓 那 裡 逃 跑 ． 又 發 抖 、 又 驚 奇 、 甚 麼 也 不 告 訴 人 ． 因 為 他 們 害 怕 。
Vả, Đức Chúa Jêsus đã sống lại buổi sớm mai ngày thứ nhứt trong tuần lễ, thì trước hết hiện ra cho Ma-ri Ma-đơ-len, là người mà Ngài đã trừ cho khỏi bảy quỉ dữ.|在 七 日 的 第 一 日 清 早 、 耶 穌 復 活 了 、 就 先 向 抹 大 拉 的 馬 利 亞 顯 現 ． 耶 穌 從 他 身 上 曾 趕 出 七 個 鬼 。
Người đi đem tin cho những kẻ theo Ngài khi trước, và nay đang tang chế khóc lóc.|他 去 告 訴 那 向 來 跟 隨 耶 穌 的 人 ． 那 時 他 們 正 哀 慟 哭 泣 。
Nhưng các người ấy vừa nghe nói Ngài sống, và người từng thấy Ngài, thì không tin.|他 們 聽 見 耶 穌 活 了 、 被 馬 利 亞 看 見 、 卻 是 不 信 。
Kế đó, Đức Chúa Jêsus lấy hình khác hiện ra cho hai người trong bọn môn đồ đang đi đường về nhà quê.|這 事 以 後 、 門 徒 中 間 有 兩 個 人 、 往 鄉 下 去 ． 走 路 的 時 候 、 耶 穌 變 了 形 像 向 他 們 顯 現 、
Hai người nầy đi báo tin cho các môn đồ khác, nhưng ai nấy cũng không tin.|他 們 就 去 告 訴 其 餘 的 門 徒 ． 其 餘 的 門 徒 、 也 是 不 信 。
Sau nữa, Ngài hiện ra cho mười một sứ đồ đang khi ngồi ăn, mà quở trách về sự không tin và lòng cứng cỏi, vì chẳng tin những kẻ từng thấy Ngài đã sống lại.|後 來 十 一 個 門 徒 坐 席 的 時 候 、 耶 穌 向 他 們 顯 現 、 責 備 他 們 不 信 、 心 裡 剛 硬 ． 因 為 他 們 不 信 那 些 在 他 復 活 以 後 看 見 他 的 人 。
Ngài phán cùng các sứ đồ rằng: Hãy đi khắp thế gian, giảng Tin Lành cho mọi người.|他 又 對 他 們 說 、 你 們 往 普 天 下 去 、 傳 福 音 給 萬 民 聽 。 〔 萬 民 原 文 作 凡 受 造 的 〕
Ai tin và chịu phép báp-tem, sẽ được rỗi; nhưng ai chẳng tin, sẽ bị đoán phạt.|信 而 受 洗 的 必 然 得 救 ． 不 信 的 必 被 定 罪 。
Vậy những kẻ tin sẽ được các dấu lạ nầy: lấy danh ta mà trừ quỉ; dùng tiếng mới mà nói;|信 的 人 必 有 神 蹟 隨 著 他 們 ． 就 是 奉 我 的 名 趕 鬼 ． 說 新 方 言 ．
bắt rắn trong tay; nếu uống giống chi độc, cũng chẳng hại gì; hễ đặt tay trên kẻ đau, thì kẻ đau sẽ lành.|手 能 拿 蛇 ． 若 喝 了 甚 麼 毒 物 、 也 必 不 受 害 ． 手 按 病 人 、 病 人 就 必 好 了 。
Đức Chúa Jêsus phán như vậy rồi, thì được đem lên trời, ngồi bên hữu Đức Chúa Trời.|主 耶 穌 和 他 們 說 完 了 話 、 後 來 被 接 到 天 上 、 坐 在 　 神 的 右 邊 。
Về phần các môn đồ, thì đi ra giảng đạo khắp mọi nơi, Chúa cùng làm với môn đồ, và lấy các phép lạ cặp theo lời giảng mà làm cho vững đạo.|門 徒 出 去 、 到 處 宣 傳 福 音 、 主 和 他 們 同 工 、 用 神 蹟 隨 著 、 證 實 所 傳 的 道 。 阿 們 。
