
					Giăng 1				|
Kế đó, Ngài đổ Nước vào chậu, và rửa chơn cho môn đồ, lại lấy khăn mình đã vấn mà lau chơn cho.|隨 後 把 水 倒 在 盆 裡 、 就 洗 門 徒 的 腳 、 並 用 自 己 所 束 的 手 巾 擦 乾 。
Vậy, Ngài đến cùng Si-môn Phi -e-rơ, thì người thưa rằng: Chúa ôi, chính Chúa lại rửa chơn cho tôi sao!|挨 到 西 門 彼 得 、 彼 得 對 他 說 、 主 阿 、 你 洗 我 的 腳 麼 。
Đức Chúa Jêsus đáp rằng: Hiện nay ngươi chẳng biết sự ta làm; nhưng về sau sẽ biết.|耶 穌 回 答 說 、 我 所 作 的 、 你 如 今 不 知 道 、 後 來 必 明 白 。
Phi -e-rơ thưa rằng: Chúa sẽ chẳng rửa chơn tôi bao giờ! Đức Chúa Jêsus đáp rằng: Nếu ta không rửa cho ngươi, ngươi chẳng có phần chi với ta hết.|彼 得 說 、 你 永 不 可 洗 我 的 腳 。 耶 穌 說 、 我 若 不 洗 你 、 你 就 與 我 無 分 了 。
Si-môn Phi -e-rơ thưa rằng: Lạy Chúa, chẳng những rửa chơn mà thôi, lại cũng rửa tay và đầu nữa!|西 門 彼 得 說 、 主 阿 、 不 但 我 的 腳 、 連 手 和 頭 也 要 洗 。
Đức Chúa Jêsus đáp rằng: Ai đã tắm rồi, chỉ cần rửa chơn, thì được sạch cả. Vả, các ngươi đã được tinh sạch, nhưng chưa được tinh sạch đều.|耶 穌 說 、 凡 洗 過 澡 的 人 、 只 要 把 腳 一 洗 、 全 身 就 乾 淨 了 ． 你 們 是 乾 淨 的 、 然 而 不 都 是 乾 淨 的 。
Vì Ngài đã biết ai sẽ phản Ngài; tại thế cho nên Ngài phán rằng: các ngươi chẳng phải hết thảy đều được tinh sạch.|耶 穌 原 知 道 要 賣 他 的 是 誰 、 所 以 說 、 你 們 不 都 是 乾 淨 的 。
Sau khi đã rửa chơn cho môn đồ, Ngài mặc áo lại; đoạn ngồi vào bàn mà phán rằng: các ngươi có hiểu điều ta đã làm cho các ngươi chăng?|耶 穌 洗 完 了 他 們 的 腳 、 就 穿 上 衣 服 、 又 坐 下 、 對 他 們 說 、 我 向 你 們 所 作 的 、 你 們 明 白 麼 。
Các ngươi gọi ta bằng Thầy bằng Chúa; Các ngươi nói phải, vì ta thật vậy.|你 們 稱 呼 我 夫 子 、 稱 呼 我 主 、 你 們 說 的 不 錯 ． 我 本 來 是 。
Vậy, nếu ta là Chúa là Thầy, mà đã rửa chơn cho các ngươi, thì các ngươi cũng nên rửa chơn lẫn cho nhau.|我 是 你 們 的 主 、 你 們 的 夫 子 、 尚 且 洗 你 們 的 腳 、 你 們 也 當 彼 此 洗 腳 。
Vì ta đã làm gương cho các ngươi, để các ngươi cũng làm như ta đã làm cho các ngươi.|我 給 你 們 作 了 榜 樣 、 叫 你 們 照 著 我 向 你 們 所 作 的 去 作 。
Quả thật, quả thật, ta nói cùng các ngươi, đầy tớ chẳng lớn hơn chủ mình, sứ giả cũng chẳng lớn hơn kẻ sai mình.|我 實 實 在 在 的 告 訴 你 們 、 僕 人 不 能 大 於 主 人 、 差 人 也 不 能 大 於 差 他 的 人 。
Ví bằng các ngươi biết những sự nầy, thì có phước, miễn là các ngươi làm theo.|你 們 既 知 道 這 事 、 若 是 去 行 就 有 福 了 。
Ta không nói về các ngươi hết thảy, ta biết những kẻ ta đã lựa chọn; nhưng lời nầy trong Kinh Thánh phải được ứng nghiệm: Người ăn bánh ta, dở gót nghịch cùng ta.|我 這 話 不 是 指 著 你 們 眾 人 說 的 ． 我 知 道 我 所 揀 選 的 是 誰 ． 現 在 要 應 驗 經 上 的 話 、 說 、 『 同 我 喫 飯 的 人 、 用 腳 踢 我 。 』
Hiện bây giờ, ta nói điều nầy cùng các ngươi trước việc chưa xảy đến; để khi việc xảy đến rồi, các ngươi sẽ tin ta là Đấng đó.|如 今 事 情 還 沒 有 成 就 、 我 要 先 告 訴 你 們 、 叫 你 們 到 事 情 成 就 的 時 候 、 可 以 信 我 是 基 督 。
Quả thật, quả thật, ta nói cùng các ngươi, ai tiếp người mà ta đã sai, tức là tiếp ta; hễ ai tiếp ta, tức là tiếp Đấng đã sai ta đến.|我 實 實 在 在 的 告 訴 你 們 、 有 人 接 待 我 所 差 遣 的 、 就 是 接 待 我 ． 接 待 我 、 就 是 接 待 那 差 遣 我 的 。
Khi Đức Chúa Jêsus đã phán như vậy rồi, thì tâm thần Ngài bối rối, bèn tỏ ra rằng: Quả thật, quả thật, ta nói cùng các ngươi, một người trong các ngươi sẽ phản ta.|耶 穌 說 了 這 話 、 心 裡 憂 愁 、 就 明 說 、 我 實 實 在 在 的 告 訴 你 們 、 你 們 中 間 有 一 個 人 要 賣 我 了 。
Các môn đồ ngó nhau, không biết Ngài nói về ai đó.|門 徒 彼 此 對 看 、 猜 不 透 所 說 的 是 誰 。
Vả, có một môn đồ dựa vào ngực Đức Chúa Jêsus, tức là người mà Ngài yêu.|有 一 個 門 徒 、 是 耶 穌 所 愛 的 、 側 身 挨 近 耶 穌 的 懷 裡 。
Si-môn Phi -e-rơ ra dấu cho người đó rằng: Hãy nói cho chúng ta biết thầy phán về ai.|西 門 彼 得 點 頭 對 他 說 、 你 告 訴 我 們 、 主 是 指 著 誰 說 的 。
Vậy, người nghiêng mình trên ngực Đức Chúa Jêsus, hỏi rằng: Lạy Chúa, ấy là ai?|那 門 徒 便 就 勢 靠 著 耶 穌 的 胸 膛 、 問 他 說 、 主 阿 、 是 誰 呢 。
Đức Chúa Jêsus đáp rằng: Ay là kẻ mà ta trao cho miếng bánh ta sẽ nhúng đây. Đoạn, Ngài nhúng một miếng, rồi lấy cho Giu-đa Ích-ca-ri-ốt, con trai của Si-môn.|耶 穌 回 答 說 、 我 蘸 一 點 餅 給 誰 、 就 是 誰 。 耶 穌 就 蘸 了 一 點 餅 、 遞 給 加 略 人 西 門 的 兒 子 猶 大 。
Liền khi Giu-đa đã lấy miếng bánh, thì quỉ Sa-tan vào lòng người. Đức Chúa Jêsus bèn phán cùng người rằng: Sự ngươi làm hãy làm mau đi.|他 喫 了 以 後 、 撒 但 就 入 了 他 的 心 。 耶 穌 便 對 他 說 、 你 所 作 的 快 作 罷 。
Nhưng các ngươi ngồi đồng bàn đó chẳng ai hiểu vì sao Ngài phán cùng người như vậy.|同 席 的 人 、 沒 有 一 個 知 道 為 甚 麼 對 他 說 這 話 。
Có kẻ tưởng rằng tại Giu-đa có túi bạc, nên Đức Chúa Jêsus biểu người: Hãy mua đồ chúng ta cần dùng về kỳ lễ; hay là Hãy bố thí cho kẻ nghèo.|有 人 因 猶 大 帶 著 錢 囊 、 以 為 耶 穌 是 對 他 說 、 你 去 買 我 們 過 節 所 應 用 的 東 西 ． 或 是 叫 他 拿 甚 麼 賙 濟 窮 人 。
Còn Giu-đa, khi lãnh lấy miếng bánh rồi, liền đi ra. Khi ấy đã tối.|猶 大 受 了 那 點 餅 、 立 刻 就 出 去 ． 那 時 候 是 夜 間 了 。
Khi Giu-đa đã ra rồi, Đức Chúa Jêsus phán rằng: Hiện bây giờ Con người được vinh hiển, và Đức Chúa Trời được vinh hiển nơi Con người.|他 既 出 去 、 耶 穌 就 說 、 如 今 人 子 得 了 榮 耀 、 　 神 在 人 子 身 上 也 得 了 榮 耀 。
Đức Chúa Trời cũng sẽ làm cho Con người vinh hiển nơi chính mình Ngài, và Ngài sẽ kíp làm cho vinh hiển.|　 神 要 因 自 己 榮 耀 人 子 、 並 且 要 快 快 的 榮 耀 他 。
Hỡi các con trẻ ta, ta còn tạm ở với các ngươi; các ngươi sẽ tìm ta, và như ta đã nói với người Giu-đa rằng: Các ngươi không thể đến nơi ta đi, thì bây giờ ta cũng nói với các ngươi như vậy.|小 子 們 、 我 還 有 不 多 的 時 候 、 與 你 們 同 在 ． 後 來 你 們 要 找 我 、 但 我 所 去 的 地 方 、 你 們 不 能 到 ． 這 話 我 曾 對 猶 太 人 說 過 、 如 今 也 照 樣 對 你 們 說 。
Ta ban cho các ngươi một điều răn mới, nghĩa là các ngươi phải yêu nhau; như ta đã yêu các ngươi thể nào, thì các ngươi cũng hãy yêu nhau thể ấy.|我 賜 給 你 們 一 條 新 命 令 、 乃 是 叫 你 們 彼 此 相 愛 ． 我 怎 樣 愛 你 們 、 你 們 也 要 怎 樣 相 愛 。
Nếu các ngươi yêu nhau, thì ấy là tại điều đó mà thiên hạ sẽ nhận biết các ngươi là môn đồ ta.|你 們 若 有 彼 此 相 愛 的 心 、 眾 人 因 此 就 認 出 你 們 是 我 的 門 徒 了 。
Si-môn Phi -e-rơ thưa cùng Ngài rằng: Lạy Chúa, Chúa đi đâu? Đức Chúa Jêsus đáp rằng: Nơi ta đi, bây giờ ngươi chẳng có thể theo ta được; nhưng rồi sau ngươi sẽ theo ta.|西 門 彼 得 問 耶 穌 說 、 主 往 那 裡 去 。 耶 穌 回 答 說 、 我 所 去 的 地 方 、 你 現 在 不 能 跟 我 去 ． 後 來 卻 要 跟 我 去 ．
Phi -e-rơ thưa rằng: Lạy Chúa, sao hiện bây giờ tôi không thể theo Chúa được? Tôi liều sự sống tôi vì Chúa!|彼 得 說 、 主 阿 、 我 為 甚 麼 現 在 不 能 跟 你 去 ． 我 願 意 為 你 捨 命 。
Đức Chúa Jêsus đáp rằng: Ngươi liều sự sống ngươi vì ta sao! Quả thật, quả thật, ta nói cùng ngươi, khi gà chưa gáy, ngươi đã chối ta ba lần!|耶 穌 說 、 你 願 意 為 我 捨 命 麼 ． 我 實 實 在 在 的 告 訴 你 、 雞 叫 以 先 、 你 要 三 次 不 認 我 。

					Giăng 14				|
						約翰福音 14					
Lòng các ngươi chớ hề bối rối; hãy tin Đức Chúa Trời, cũng hãy tin ta nữa.|你 們 心 裡 不 要 憂 愁 ． 你 們 信 　 神 、 也 當 信 我 。
Trong nhà Cha ta có nhiều chỗ ở; bằng chẳng vậy, ta đã nói cho các ngươi rồi. Ta đi sắm sẵn cho các ngươi một chỗ.|在 我 父 的 家 裡 、 有 許 多 住 處 ． 若 是 沒 有 、 我 就 早 已 告 訴 你 們 了 ． 我 去 原 是 為 你 們 豫 備 地 方 去 。
Khi ta đã đi, và sắm sẵn cho các ngươi một chỗ rồi, ta sẽ trở lại đem các ngươi đi với ta, hầu cho ta ở đâu thì các ngươi cũng ở đó.|我 若 去 為 你 們 豫 備 了 地 方 、 就 必 再 來 接 你 們 到 我 那 裡 去 ． 我 在 那 裡 、 叫 你 們 也 在 那 裡 。
Các ngươi biết ta đi đâu, và biết đường đi nữa.|我 往 那 裡 去 、 你 們 知 道 ． 那 條 路 、 你 們 也 知 道 。 〔 有 古 卷 作 我 往 那 裡 去 你 們 知 道 那 條 路 〕
Thô-ma thưa rằng: Lạy Chúa, chúng tôi chẳng biết Chúa đi đâu; làm sao biết đường được?|多 馬 對 他 說 、 主 阿 、 我 們 不 知 道 你 往 那 裡 去 、 怎 麼 知 道 那 條 路 呢 。
Vậy Đức Chúa Jêsus đáp rằng: Ta là đường đi, lẽ thật, và sự sống; chẳng bởi ta thì không ai được đến cùng Cha.|耶 穌 說 、 我 就 是 道 路 、 真 理 、 生 命 ． 若 不 藉 著 我 、 沒 有 人 能 到 父 那 裡 去 。
Ví bằng các ngươi biết ta, thì cũng biết Cha ta; và từ bây giờ các ngươi biết và đã thấy Ngài.|你 們 若 認 識 我 、 也 就 認 識 我 的 父 ． 從 今 以 後 、 你 們 認 識 他 、 並 且 已 經 看 見 他 。
Phi-líp thưa rằng: Lạy Chúa, xin chỉ Cha cho chúng tôi, thì đủ rồi.|腓 力 對 他 說 、 求 主 將 父 顯 給 我 們 看 、 我 們 就 知 足 了 。
Đức Chúa Jêsus đáp rằng: Hỡi Phi-líp, ta ở cùng các ngươi đã lâu thay, mà ngươi chưa biết ta! Ai đã thấy ta, tức là đã thấy Cha. Sao ngươi lại nói rằng: Xin chỉ Cha cho chúng tôi?|耶 穌 對 他 說 、 腓 力 、 我 與 你 們 同 在 這 麼 長 久 、 你 還 不 認 識 我 麼 。 人 看 見 了 我 、 就 是 看 見 了 父 ． 你 怎 麼 說 、 將 父 顯 給 我 們 看 呢 。
Ngươi há không tin rằng ta ở trong Cha và Cha ở trong ta, hay sao? Những lời ta nói với các ngươi, chẳng phải ta từ nói; ấy là Cha ở trong ta, chính Ngài làm trọn việc riêng của Ngài.|我 在 父 裡 面 、 父 在 我 裡 面 、 你 不 信 麼 。 我 對 你 們 所 說 的 話 、 不 是 憑 著 自 己 說 的 、 乃 是 住 在 我 裡 面 的 父 作 他 自 己 的 事 。
Khi ta nói rằng ta ở trong Cha và Cha ở trong ta, thì hãy tin ta; bằng chẳng, hãy tin bởi công việc ta.|你 們 當 信 我 、 我 在 父 裡 面 、 父 在 我 裡 面 ． 即 或 不 信 、 也 當 因 我 所 作 的 事 信 我 。
Quả thật, quả thật, ta nói cùng các ngươi, kẻ nào tin ta, cũng sẽ làm việc ta làm; lại cũng làm việc lớn hơn nữa, vì ta đi về cùng Cha.|我 實 實 在 在 的 告 訴 你 們 、 我 所 作 的 事 、 信 我 的 人 也 要 作 ． 並 且 要 作 比 這 更 大 的 事 ． 因 為 我 往 父 那 裡 去 。
Các ngươi nhơn danh ta mà cầu xin điều chi mặc dầu, ta sẽ làm cho, để Cha được sáng danh nơi Con.|你 們 奉 我 的 名 、 無 論 求 甚 麼 、 我 必 成 就 、 叫 父 因 兒 子 得 榮 耀 。
Nếu các ngươi nhơn danh ta xin điều chi, ta sẽ làm cho.|你 們 若 奉 我 名 求 甚 麼 、 我 必 成 就 。
Nếu các ngươi yêu mến ta, thì giữ gìn các điều răn ta.|你 們 若 愛 我 、 就 必 遵 守 我 的 命 令 。
Ta lại sẽ nài xin Cha, Ngài sẽ ban cho các ngươi một Đấng Yên ủi khác, để ở với các ngươi đời đời,|我 要 求 父 、 父 就 另 外 賜 給 你 們 一 位 保 惠 師 、 〔 或 作 訓 慰 師 下 同 〕 叫 他 永 遠 與 你 們 同 在 、
tức là Thần lẽ thật, mà thế gian không thể nhận lãnh được, vì chẳng thấy và chẳng biết Ngài; nhưng các ngươi biết Ngài, vì Ngài vẫn ở với các ngươi và sự ở trong các ngươi.|就 是 真 理 的 聖 靈 、 乃 世 人 不 能 接 受 的 ． 因 為 不 見 他 、 也 不 認 識 他 ． 你 們 卻 認 識 他 ． 因 他 常 與 你 們 同 在 、 也 要 在 你 們 裡 面 。
Ta không để cho các ngươi mồ côi đâu, ta sẽ đến cùng các ngươi.|我 不 撇 下 你 們 為 孤 兒 、 我 必 到 你 們 這 裡 來 。
Còn ít lâu, thế gian chẳng thấy ta nữa, nhưng các ngươi sẽ thấy ta; vì ta sống thì các ngươi cũng sẽ sống.|還 有 不 多 的 時 候 、 世 人 不 再 看 見 我 ． 你 們 卻 看 見 我 ． 因 為 我 活 著 、 你 們 也 要 活 著 。
Nội ngày đó, các ngươi sẽ nhận biết rằng ta ở trong Cha ta; các ngươi ở trong ta, và ta ở trong các ngươi.|到 那 日 你 們 就 知 道 我 在 父 裡 面 、 你 們 在 我 裡 面 、 我 也 在 你 們 裡 面 。
Ai có các điều răn của ta và vâng giữ lấy, ấy là kẻ yêu mến ta; người nào yêu mến ta sẽ được Cha ta yêu lại, ta cũng sẽ yêu người, và tỏ cho người biết ta.|有 了 我 的 命 令 又 遵 守 的 、 這 人 就 是 愛 我 的 ． 愛 我 的 必 蒙 我 父 愛 他 、 我 也 要 愛 他 、 並 且 要 向 他 顯 現 。
Giu-đe, chớ không phải là Ích-ca-ri-ốt, thưa Ngài rằng: Lạy Chúa, vì sao Chúa sẽ tỏ mình cho chúng tôi, mà không tỏ mình cho thế gian:|猶 大 （ 不 是 加 略 人 猶 大 ） 問 耶 穌 說 、 主 阿 、 為 甚 麼 要 向 我 們 顯 現 、 不 向 世 人 顯 現 呢 。
Đức Chúa Jêsus đáp rằng: Nếu ai yêu mến ta, thì vâng giữ lời ta, Cha ta sẽ thương yêu người, chúng ta đều đến cùng người và ở trong người.|耶 穌 回 答 說 、 人 若 愛 我 、 就 必 遵 守 我 的 道 ． 我 父 也 必 愛 他 、 並 且 我 們 要 到 他 那 裡 去 、 與 他 同 住 。
Còn kẻ nào chẳng yêu mến ta, thì không vâng giữ lời ta; và lời các ngươi nghe đó, chẳng phải bởi ta, nhưng bởi Cha, là Đấng đã sai ta đến.|不 愛 我 的 人 就 不 遵 守 我 的 道 ． 你 們 所 聽 見 的 道 不 是 我 的 、 乃 是 差 我 來 之 父 的 道 。
Ta đã nói những điều đó với các ngươi đang khi ta còn ở cùng các ngươi.|我 還 與 你 們 同 住 的 時 候 、 已 將 這 些 話 對 你 們 說 了 。
Nhưng Đấng Yên ủi, tức là Đức Thánh Linh mà Cha sẽ nhơn danh ta sai xuống, Đấng ấy sẽ dạy dỗ các ngươi mọi sự, nhắc lại cho các ngươi nhớ mọi điều ta đã phán cùng các ngươi.|但 保 惠 師 、 就 是 父 因 我 的 名 所 要 差 來 的 聖 靈 、 他 要 將 一 切 的 事 、 指 教 你 們 、 並 且 要 叫 你 們 想 起 我 對 你 們 所 說 的 一 切 話 。
Ta để sự bình an lại cho các ngươi; ta ban sự bình an ta cho các ngươi; ta cho các ngươi sự bình an chẳng phải như thế gian cho. Lòng các ngươi chớ bối rối và đừng sợ hãi.|我 留 下 平 安 給 你 們 、 我 將 我 的 平 安 賜 給 你 們 ． 我 所 賜 的 、 不 像 世 人 所 賜 的 ． 你 們 心 裡 不 要 憂 愁 、 也 不 要 膽 怯 。
Các ngươi từng nghe ta nói rằng: Ta đi, và ta trở lại cùng các ngươi. Nếu các ngươi yêu mến ta, thì sẽ vui mừng về điều ta đi đến cùng Cha, bởi vì Cha tôn trọng hơn ta.|你 們 聽 見 我 對 你 們 說 了 、 我 去 還 要 到 你 們 這 裡 來 。 你 們 若 愛 我 、 因 我 到 父 那 裡 去 、 就 必 喜 樂 、 因 為 父 是 比 我 大 的 。
Hiện nay ta đã nói những điều đó với các ngươi trước khi xảy đến, để khi những điều đó xảy đến thì các ngươi tin.|現 在 事 情 還 沒 有 成 就 、 我 豫 先 告 訴 你 們 、 叫 你 們 到 事 情 成 就 的 時 候 、 就 可 以 信 。
