
					II Sử Ký 1				|
Nhưng Giô-sa-bát, con gái của vua, bồng trộm Giô-ách, con trai của A-cha-xia, đem khỏi vòng các con trai cua mà người ta toan giết, rồi để nó và kẻ vú nó trong phòng ngủ. Như vậy, Giô-sa-bát, con gái của vua Giô-ram, vợ thầy tế lễ Giê-hô-gia-đa, giấu Giô-ách khỏi trước mắt A-tha-li, và A-tha-li không giết nó được; Giô-sa-bát là em gái của A-cha-xia.|但 王 的 女 兒 約 示 巴 、 將 亞 哈 謝 的 兒 子 約 阿 施 、 從 那 被 殺 的 王 子 中 偷 出 來 、 把 他 和 他 的 乳 母 都 藏 在 臥 房 裡 。 約 示 巴 是 約 蘭 王 的 女 兒 、 亞 哈 謝 的 妹 子 、 祭 司 耶 何 耶 大 的 妻 ． 他 收 藏 約 阿 施 、 躲 避 亞 他 利 雅 、 免 得 被 殺 。
Giô-ách bị ẩn giấu với họ trong sáu năm tại đền thờ của Đức Chúa Trời; còn A-tha-li cai trị trên xứ.|約 阿 施 和 他 們 一 同 藏 在 　 神 殿 裡 六 年 ． 亞 他 利 雅 篡 了 國 位 。

					II Sử Ký 23				|
						歷代志下 23					
Năm thứ bảy, Giê-hô-gia-đa làm cho mình nên mạnh, vời các quan tướng cai trăm người, là A-cha-xia, con trai của Giê-rô-ham, Ích-ma-ên, con trai của Giô-ha-nan, A-xa-ria, con trai của Ô-bết, Ma -a-xê-gia, con trai của A-đa-gia, và Ê-li-sa-phát, con trai của Xiếc-ri, và lập giao ước với các người ấy.|第 七 年 耶 何 耶 大 奮 勇 自 強 、 將 百 夫 長 耶 羅 罕 的 兒 子 亞 撒 利 雅 、 約 哈 難 的 兒 子 以 實 瑪 利 、 俄 備 得 的 兒 子 亞 撒 利 雅 、 亞 大 雅 的 兒 子 瑪 西 雅 、 細 基 利 的 兒 子 以 利 沙 法 召 來 、 與 他 們 立 約 。
Những người ấy đi khắp xứ Giu-đa, và từ các thành Giu-đa nhóm người Lê-vi và các trưởng tộc của Y-sơ-ra-ên; rồi họ đều đến Giê-ru-sa-lem.|他 們 走 遍 猶 大 、 從 猶 大 各 城 裡 招 聚 利 未 人 、 和 以 色 列 的 眾 族 長 、 到 耶 路 撒 冷 來 。
Cả hội chúng đều lập giao ước với vua tại trong đền thờ của Đức Chúa Trời. Giê-hô-gia-đa nói với chúng rằng: Nầy con trai của vua sẽ cai trị theo lời Đức Giê-hô-va đã phán về con cháu Đa-vít.|會 眾 在 　 神 殿 裡 與 王 立 約 。 耶 何 耶 大 對 他 們 說 、 看 哪 、 王 的 兒 子 必 當 作 王 、 正 如 耶 和 華 指 著 大 衛 子 孫 所 應 許 的 話 。
Nầy điều các ngươi sẽ làm: Một phần ba trong các ngươi, tức những thầy tế lễ và người Lê-vi, đến phiên trong ngày sa-bát, sẽ giữ cửa;|又 說 、 你 們 當 這 樣 行 ． 祭 司 和 利 未 人 、 凡 安 息 日 進 班 的 三 分 之 一 、 要 把 守 各 門 ．
một phần ba sẽ vào trong cung vua, và một phần ba ở nơi cửa Giê-sốt; còn cả dân sự sẽ ở nơi hành lang của đền Đức Giê-hô-va.|三 分 之 一 、 要 在 王 宮 、 三 分 之 一 、 要 在 基 址 門 ． 眾 百 姓 要 在 耶 和 華 殿 的 院 內 。
Chớ để ai vào trong đền của Đức Giê-hô-va ngoại trừ những thầy tế lễ và các người Lê-vi phục sự: họ sẽ vào, bởi vì họ thánh sạch, cả dân sự sẽ giữ mạng lịnh của Đức Giê-hô-va.|除 了 祭 司 、 和 供 職 的 利 未 人 之 外 、 不 准 別 人 進 耶 和 華 的 殿 ． 惟 獨 他 們 可 以 進 去 、 因 為 他 們 聖 潔 ． 眾 百 姓 要 遵 守 耶 和 華 所 吩 咐 的 。
Người Lê-vi sẽ vây chung quanh vua, hễ ai vào đền thờ thì sẽ bị giết; các ngươi khá theo hầu vua khi người đi ra đi vào.|利 未 人 要 手 中 各 拿 兵 器 、 四 圍 護 衛 王 ． 凡 擅 入 殿 宇 的 、 必 當 治 死 ． 王 出 入 的 時 候 、 你 們 當 跟 隨 他 。
Người Lê-vi và cả Giu-đa đều làm theo lời thầy tế lễ Giê-hô-gia-đa đã dặn bảo; mỗi người đều lãnh kẻ thủ hạ mình, hoặc những kẻ vào phiên ngày sa-bát hay là kẻ mãn phiên ngày sa-bát; vì thầy tế lễ Giê-hô-gia-đa không cho các phiên đổi về.|利 未 人 、 和 猶 大 眾 人 、 都 照 著 祭 司 耶 何 耶 大 一 切 所 吩 咐 的 去 行 ． 各 帶 所 管 安 息 日 進 班 出 班 的 人 來 ． 因 為 祭 司 耶 何 耶 大 不 許 他 們 下 班 。
Thầy tế lễ Giê-hô-gia-đa phát cho các quan tướng cai trăm người, những giáo, khiên nhỏ và lớn của vua Đa-vít, để trong đền Đức Chúa Trời.|祭 司 耶 何 耶 大 便 將 　 神 殿 裡 所 藏 大 衛 王 的 槍 、 盾 牌 、 擋 牌 、 交 給 百 夫 長 ．
Người khiến dân chúng, ai nấy cầm binh khí mình, sắp hàng đứng chung quanh vua dài theo bàn thờ và đền, từ bên hữu đền cho đến bên tả đền.|又 分 派 眾 民 手 中 各 拿 兵 器 、 在 壇 和 殿 那 裡 、 從 殿 右 直 到 殿 左 、 站 在 王 子 的 四 圍 。
Đoạn chúng đem vương tử ra, đội mão triều thiên trên đầu người, và trao luật pháp cho người, rồi tôn người làm vua; Giê-hô-gia-đa và các con trai người xức dầu cho người mà rằng: Vua vạn tuế!|於 是 領 王 子 出 來 、 給 他 戴 上 冠 冕 、 將 律 法 書 交 給 他 、 立 他 作 王 ． 耶 何 耶 大 和 眾 子 膏 他 ． 眾 人 說 、 願 王 萬 歲 。
Khi A-tha-li nghe tiếng dân sự chạy và chúc tụng vua, thì đi đến cùng dân sự tại trong đền Đức Giê-hô-va.|亞 他 利 雅 聽 見 民 奔 走 、 讚 美 王 的 聲 音 、 就 到 民 那 裡 、 進 耶 和 華 的 殿 ．
Bà xem thấy vua đứng trên cái sạp tại cửa vào; các quan tướng và kẻ thổi kèn đứng gần bên vua; còn cả dân sự của xứ đều vui mừng và thổi kèn, lại có những kẻ ca xướng gảy nhạc khí, mà ngợi khen Đức Chúa Trời. A-tha-li bèn xé áo mình mà la lên rằng: Phản ngụy! phản ngụy!|看 見 王 站 在 殿 門 的 柱 旁 、 百 夫 長 和 吹 號 的 人 侍 立 在 王 左 右 ． 國 民 都 歡 樂 吹 號 ． 又 有 歌 唱 的 、 用 各 樣 的 樂 器 、 領 人 歌 唱 讚 美 、 亞 他 利 雅 就 撕 裂 衣 服 、 喊 叫 說 、 反 了 、 反 了 。
Thầy tế lễ Giê-hô-gia-đa đòi ra các quan tướng cai trăm người được đặt thống quản đạo quân, mà biểu rằng: Hãy dẫn bà ra ngoài khỏi hàng quân, hễ ai theo bà, khá giết nó bằng gươm, vì thầy tế lễ đã dạy rằng: Chớ giết bà tại trong đền thờ của Đức Giê-hô-va.|祭 司 耶 何 耶 大 帶 管 轄 軍 兵 的 百 夫 長 出 來 、 吩 咐 他 們 說 、 將 他 趕 到 班 外 、 凡 跟 隨 他 的 必 用 刀 殺 死 ． 因 為 祭 司 說 、 不 可 在 耶 和 華 殿 裡 殺 他 。
Chúng bèn vẹt đường cho bà; bà trở vào cung vua bởi nơi cửa ngựa vào; rồi chúng giết bà tại đó.|眾 兵 就 閃 開 、 讓 他 去 ． 他 走 到 王 宮 的 馬 門 、 便 在 那 裡 把 他 殺 了 。
Giê-hô-gia-đa bèn lập giao ước với cả dân sự và với vua, để chúng làm dân sự của Đức Giê-hô-va.|耶 何 耶 大 、 與 眾 民 、 和 王 立 約 、 都 要 作 耶 和 華 的 民 。
Cả dân sự đều đi đến miễu Ba-anh, phá dỡ nó, đập bể bàn thờ và hình tượng nó, rồi giết Ma-than, thầy tế lễ của Ba-anh, tại trước bàn thờ.|於 是 眾 民 都 到 巴 力 廟 、 拆 毀 了 廟 、 打 碎 壇 和 像 、 又 在 壇 前 將 巴 力 的 祭 司 瑪 坦 殺 了 。
Chiếu theo ban thứ Đa-vít đã định trong đền của Đức Giê-hô-va, Giê-hô-gia-đa giao các chức sự về đền Đức Giê-hô-va vào tay những thầy tế lễ và người Lê-vi, đặng dân những của lễ thiêu cho Giê-hô-va cách ca hát vui mừng, y theo đều đã chép trong luật pháp của Môi-se, và theo lệ Đa-vít đã định.|耶 何 耶 大 派 官 看 守 耶 和 華 的 殿 、 是 在 祭 司 利 未 人 手 下 ． 這 祭 司 利 未 人 是 大 衛 分 派 在 耶 和 華 殿 中 、 照 摩 西 律 法 上 所 寫 的 、 給 耶 和 華 獻 燔 祭 、 又 按 大 衛 所 定 的 例 、 歡 樂 歌 唱 ．
Người cũng đặt những kẻ canh cửa ở nơi các cửa đền Đức Giê-hô-va, hầu cho ai bị ô uế về vô luận sự gì, đều chẳng được vào đó.|且 設 立 守 門 的 把 守 耶 和 華 殿 的 各 門 、 無 論 為 何 事 、 不 潔 淨 的 人 都 不 准 進 去 。
Người lãnh lấy những quan tướng cai trăm người, kẻ tước vị và những người quan trưởng của dân, cùng cả dân sự của xứ, mà rước vua từ đền Đức Giê-hô-va xuống, đi vào cung vua bởi cửa trên, rồi đặt vua ngồi trên ngôi nước.|又 率 領 百 夫 長 、 和 貴 冑 、 與 民 間 的 官 長 、 並 國 中 的 眾 民 、 請 王 從 耶 和 華 殿 下 來 、 由 上 門 進 入 王 宮 、 立 王 坐 在 國 位 上 。
Hết thảy dân sự của xứ đều vui mừng, và thành được bình tịnh. Vả, chúng đã giết A-tha-li bằng gươm.|國 民 都 歡 樂 、 合 城 都 安 靜 。 眾 人 已 將 亞 他 利 雅 用 刀 殺 了 。

					II Sử Ký 24				|
						歷代志下 24					
Giô-ách được bảy tuổi khi người lên làm vua; người cai trị bốn mươi năm tại Giê-ru-sa-lem; mẹ người tên là Xi-bia, quê ở Bê -e-Sê-ba.|約 阿 施 登 基 的 時 候 年 七 歲 、 在 耶 路 撒 冷 作 王 四 十 年 ． 他 母 親 名 叫 西 比 亞 、 是 別 是 巴 人 。
Giô-ách làm điều thiện trước mặt Đức Giê-hô-va trọn đời thầy tế lễ Giê-hô-gia-đa.|祭 司 耶 何 耶 大 在 世 的 時 候 、 約 阿 施 行 耶 和 華 眼 中 看 為 正 的 事 。
Giê-hô-gia-đa cưới hai vợ cho Giô-ách; người sanh được những con trai và con gái.|耶 何 耶 大 為 他 娶 了 兩 個 妻 、 並 且 生 兒 養 女 。
Sau việc này, Giô-ách có ý tu bổ đền của Đức Giê-hô-va,|此 後 、 約 阿 施 有 意 重 修 耶 和 華 的 殿 、
bèn nhóm những thầy tế lễ và người Lê-vi, mà bảo rằng: Hãy đi khắp các thành Giu-đa, thâu lấy tiền bạc của cả Y-sơ-ra-ên, để hằng năm tu bổ lại cái đền của Đức Chúa Trời các ngươi; khá làm việc này cho mau. Song người Lê-vi trì hưỡn.|便 召 聚 眾 祭 司 和 利 未 人 、 吩 咐 他 們 說 、 你 們 要 往 猶 大 各 城 去 、 使 以 色 列 眾 人 捐 納 銀 子 、 每 年 可 以 修 理 你 們 　 神 的 殿 ． 你 們 要 急 速 辦 理 這 事 。 只 是 利 未 人 不 急 速 辦 理 。
Vua vời thầy tế lễ thượng phẩm Giê-hô-gia-đa, mà bảo rằng: Cớ sao người Lê-vi từ Giu-đa và Giê-ru-sa-lem đem nộp thuế, mà Môi-se, tôi tớ của Đức Giê-hô-va, đã định cho hội chúng Y-sơ-ra-ên phải dâng cho trại chứng cớ?|王 召 了 大 祭 司 耶 何 耶 大 來 、 對 他 說 、 從 前 耶 和 華 的 僕 人 摩 西 、 為 法 櫃 的 帳 幕 、 與 以 色 列 會 眾 所 定 的 捐 項 、 你 為 何 不 叫 利 未 人 、 照 這 例 從 猶 大 和 耶 路 撒 冷 帶 來 、 作 殿 的 費 用 呢 。
Vì A-tha-li, người nữ độc ác kia, và các con trai nàng đã phá hủy đền của Đức Chúa Trời; và chúng nó đã dâng các vật thánh của đền Đức Giê-hô-va cho thần Ba-anh.|因 為 那 惡 婦 亞 他 利 雅 的 眾 子 曾 拆 毀 　 神 的 殿 ． 又 用 耶 和 華 殿 中 分 別 為 聖 的 物 供 奉 巴 力 。
Vua bèn truyền dạy người ta đóng một cái hòm, để phía ngoài cửa đền Đức Giê-hô-va.|於 是 王 下 令 、 眾 人 作 了 一 櫃 、 放 在 耶 和 華 殿 的 門 外 。
Rồi người ta rao cho khắp xứ Giu-đa và thành Giê-ru-sa-lem ai nấy phải đem dâng cho Đức Giê-hô-va tiền thuế mà Môi-se, tôi tớ của Đức Chúa Trời, đã định về Y-sơ-ra-ên tại trong đồng vắng.|又 通 告 猶 大 和 耶 路 撒 冷 的 百 姓 、 要 將 　 神 僕 人 摩 西 、 在 曠 野 所 吩 咐 以 色 列 人 的 捐 項 給 耶 和 華 送 來 。
Hết thảy các quan trưởng và cả dân sự đều vui mừng, đem bạc đến bỏ vào trong hòm cho đến đầy.|眾 首 領 和 百 姓 都 歡 歡 喜 喜 地 將 銀 子 送 來 、 投 入 櫃 中 、 直 到 捐 完 。
Khi người Lê-vi thấy trong hòm đựng nhiều bạc, bèn đem nó lên giao cho vua kiểm soát; thơ ký vua và người của thầy tế lễ thượng phẩm đều đến trút hòm ra, rồi đem để lại chỗ cũ. Mỗi ngày họ làm như vậy, và thâu được rất hiều bạc.|利 未 人 見 銀 子 多 了 、 就 把 櫃 抬 到 王 所 派 的 司 事 面 前 、 王 的 書 記 和 大 祭 司 的 屬 員 來 、 將 櫃 倒 空 、 仍 放 在 原 處 、 日 日 都 是 這 樣 ． 積 蓄 的 銀 子 甚 多 。
Vua và Giê-hô-gia-đa giao bạc ấy cho những kẻ coi sóc công việc trong đền Đức Giê-hô-va; họ mướn thợ đẽo đá, và thợ mộc, đặng tu bổ đền Đức Giê-hô-va; cũng mướn những thợ sắt và thợ đồng đặng sửa lại đền Đức Giê-hô-va.|王 與 耶 何 耶 大 將 銀 子 交 給 耶 和 華 殿 裡 辦 事 的 人 ． 他 們 就 雇 了 石 匠 、 木 匠 、 重 修 耶 和 華 的 殿 ． 又 雇 了 鐵 匠 、 銅 匠 、 修 理 耶 和 華 的 殿 。
Vậy, các thợ làm công việc, và nhờ tay họ việc tu bổ được thành; chúng làm lại đền của Đức Chúa Trời như cũ, và làm cho vững chắc.|工 人 操 作 、 漸 漸 修 成 、 將 　 神 殿 修 造 的 、 與 從 前 一 樣 、 而 且 甚 是 堅 固 。
Khi đã làm xong, chúng bèn đem bạc còn dư lại đến trước mặt vua và Giê-hô-gia-đa; người ta dùng bạc ấy làm những đồ lễ về đền Đức Giê-hô-va, tức những đồ dùng về việc phụng sự, và về cuộc tế lễ, những chén, và những khí dụng bằng vàng bằng bạc. Trọn đời Giê-hô-gia-đa, người ta hằng dâng của lễ thiêu tại đền của Đức Giê-hô-va luôn luôn.|工 程 完 了 、 他 們 就 把 其 餘 的 銀 子 、 拿 到 王 與 耶 何 耶 大 面 前 、 用 以 製 造 耶 和 華 殿 供 奉 所 用 的 器 皿 、 和 調 羹 、 並 金 銀 的 器 皿 。 耶 何 耶 大 在 世 的 時 侯 、 眾 人 常 在 耶 和 華 殿 裡 獻 燔 祭 。
Vả, Giê-hô-gia-đa đã trở về già tuổi rất cao, rồi qua đời; lúc người thác, được một trăm ba mươi tuổi.|耶 何 耶 大 年 紀 老 邁 、 日 子 滿 足 而 死 ． 死 的 時 候 、 年 一 百 三 十 歲 ．
Người ta chôn người tại trong thành Đa-vít chung với các vua, vì người có công lao trong Y-sơ-ra-ên, có hầu việc Đức Chúa Trời, và tu bổ đền của Ngài.|葬 在 大 衛 城 列 王 的 墳 墓 裡 ． 因 為 他 在 以 色 列 人 中 行 善 、 又 事 奉 　 神 、 修 理 　 神 的 殿 。
Sau khi Giê-hô-gia-đa đã qua đời, các quan trưởng Giu-đa đến chầu lạy vua. Vua bèn nghe theo lời của chúng,|耶 何 耶 大 死 後 、 猶 大 的 眾 首 領 來 朝 拜 王 ． 王 就 聽 從 他 們 。
lìa bỏ đền Đức Giê-hô-va là Đức Chúa Trời của tổ phụ mình, mà phục sự những thần A-sê-ra và các hình tượng; tại cớ tội lỗi ấy, bèn có cơn giận của Chúa nghịch cùng Giu-đa và Giê-ru-sa-lem.|他 們 離 棄 耶 和 華 他 們 列 祖 　 神 的 殿 、 去 事 奉 亞 舍 拉 和 偶 像 ． 因 他 們 這 罪 、 就 有 忿 怒 臨 到 猶 大 和 耶 路 撒 冷 。
Đức Giê-hô-va sai các đấng tiên tri đến cùng chúng, để dắt chúng trở lại cùng Đức Giê-hô-va; nhưng chúng không chịu nghe.|但 　 神 仍 遣 先 知 到 他 們 那 裡 、 引 導 他 們 歸 向 耶 和 華 ． 這 先 知 警 戒 他 們 、 他 們 卻 不 肯 聽 。
Thần của Đức Chúa Trời cảm động Xa-cha-ri, con trai của thầy tế lễ Giê-hô-gia-đa; người đứng dậy trước mặt dân sự, mà nói rằng: Đức Chúa Trời phán như vầy: Cớ sao các ngươi phạm các điều răn của Đức Giê-hô-va? Các ngươi sẽ chẳng may mắn được, vì đã lìa bỏ Đức Giê-hô-va, và Đức Giê-hô-va cũng đã lìa bỏ các ngươi.|那 時 　 神 的 靈 感 動 祭 司 耶 何 耶 大 的 兒 子 撒 迦 利 亞 ． 他 就 站 在 上 面 對 民 說 、 　 神 如 此 說 、 你 們 為 何 干 犯 耶 和 華 的 誡 命 、 以 致 不 得 亨 通 呢 ． 因 為 你 們 離 棄 耶 和 華 、 所 以 他 也 離 棄 你 們 。
Chúng bèn phản nghịch với người, và theo lịnh vua ném đá người tại trong hành lang của đền Đức Giê-hô-va.|眾 民 同 心 謀 害 撒 迦 利 亞 、 就 照 王 的 吩 咐 、 在 耶 和 華 殿 的 院 內 、 用 石 頭 打 死 他 。
Ay vậy, vua Giô-ách không nhớ đến sự nhân từ của Giê-hô-gia-đa, cha của A-cha-xia, đã làm cho mình, nhưng giết con trai người đi; khi người chết thì có nói rằng: Nguyện Đức Giê-hô-va xem xét và báo lại cho!|這 樣 、 約 阿 施 王 不 想 念 撒 迦 利 亞 的 父 親 耶 何 耶 大 向 自 己 所 施 的 恩 、 殺 了 他 的 兒 子 。 撒 迦 利 亞 臨 死 的 時 候 、 說 、 願 耶 和 華 鑒 察 伸 冤 。
Xảy khi đến cuối năm, thì đạo binh Sy-ri kéo lên hãm đánh Giô-ách; chúng nó loán đến Giu-đa và Giê-ru-sa-lem, giết các quan trưởng của dân, rồi gởi hết những của cướp về cho vua tại Đa-mách.|滿 了 一 年 、 亞 蘭 的 軍 兵 上 來 攻 擊 約 阿 施 、 來 到 猶 大 和 耶 路 撒 冷 、 殺 了 民 中 的 眾 首 領 、 將 所 掠 的 財 貨 送 到 大 馬 色 王 那 裡 。
Đạo binh Sy-ri kéo đến có ít người, Đức Giê-hô-va lại phó một đạo binh rất đông vào tay chúng nó, bởi vì họ đã lìa bỏ Giê-hô-va Đức Chúa Trời của tổ phụ mình. Như vậy, dân Sy-ri xử hình phạt cho Giô-ách.|亞 蘭 的 軍 兵 、 雖 來 了 一 小 隊 、 耶 和 華 卻 將 大 隊 的 軍 兵 交 在 他 們 手 裡 、 是 因 猶 大 人 離 棄 耶 和 華 他 們 列 祖 的 　 神 ． 所 以 藉 亞 蘭 人 懲 罰 約 阿 施 。
