
					Giô-sua 1				|
Ê-thô-lát, Kê-sinh, Họt-ma,|伊 勒 多 臘 、 基 失 、 何 珥 瑪 、
Xiếc-lát, Mát-ma-na, San-sa-na,|洗 革 拉 、 麥 瑪 拿 、 三 撒 拿 、
Lê-ba-ốt, Si-lim, S-in, và Rim-môn: hết thảy là hai mươi chín thành với các làng của nó.|利 巴 勿 、 實 忻 、 亞 因 、 臨 門 、 共 二 十 九 座 城 、 還 有 屬 城 的 村 莊 。
Trong đồng bằng là: Et-tha-ôn, Xô-rê -a. At-na|在 高 原 有 以 實 陶 、 瑣 拉 、 亞 實 拿 、
Xa-nô-ách, En-ga-nim, Tháp-bu-ách, Ê-nam,|撒 挪 亞 、 隱 干 寧 、 他 普 亞 、 以 楠 、
Giạt-mút, A-đu-lam, Sô-cô, A-xê-ca|耶 末 、 亞 杜 蘭 、 梭 哥 、 亞 西 加 、
Sa -a-ra-im, A-đi-tha-im, Ghê-đê-ra, và Ghê-đê-rô-tha-im: hết thảy là mười bốn thành với các làng của nó.|沙 拉 音 、 亞 底 他 音 、 基 底 拉 、 基 底 羅 他 音 、 共 十 四 座 城 、 還 有 屬 城 的 村 莊 。
Lại có Xê-nan, Ha-đa-sa, Mích-đanh-Gát,|又 有 洗 楠 、 哈 大 沙 、 麥 大 迦 得 、
Đi-lan, Mít-bê, Giốc-thê-ên,|底 連 、 米 斯 巴 、 約 帖 、
La-ki, Bốt-cát, Ec-lôn,|拉 吉 、 波 斯 加 、 伊 磯 倫 、
Cáp-bôn, Lách-ma, Kít-lít,|迦 本 、 拉 幔 、 基 提 利 、
Ghê-đê-rốt, Bết-Đa-gôn, Na -a-ma, và Ma-kê-đa: hết thảy là mười sáu thành với các làng của nó;|基 低 羅 、 伯 大 袞 、 拿 瑪 、 瑪 基 大 、 共 十 六 座 城 、 還 有 屬 城 的 村 莊 。
Líp-na, Ê-the, A-san,|又 有 立 拿 、 以 帖 、 亞 珊 、
Díp-tách, At-na, Nết-síp,|益 弗 他 、 亞 實 拿 、 尼 悉 、
Kê -i-la, Ac-xíp, và Ma-rê-sa: hết thảy là chín thành với các làng của nó;|基 伊 拉 、 亞 革 悉 、 瑪 利 沙 、 共 九 座 城 、 還 有 屬 城 的 村 莊 。
Ec-rôn, với các thành địa hạt và làng của nó;|又 有 以 革 倫 、 和 屬 以 革 倫 的 鎮 市 村 莊 ．
các thành ở gần Ach-đốt cùng các làng của nó, từ Ec-rôn về hướng tây;|從 以 革 倫 直 到 海 、 一 切 靠 近 亞 實 突 之 地 、 並 屬 其 地 的 村 莊 。
Ach-đốt, các thành địa hạt, cùng các làng của nó; Ga-xa, các thành địa hạt, cùng các làng của nó, cho đến khe Ê-díp-tô, và biển lớn dùng làm giới hạn.|亞 實 突 、 和 屬 亞 實 突 的 鎮 市 村 莊 ． 迦 薩 、 和 屬 迦 薩 的 鎮 市 村 莊 ． 直 到 埃 及 小 河 、 並 大 海 、 和 靠 近 大 海 之 地 。
Trong miền núi là: Sa-mia, Giạt-thia, Sô-cô,|在 山 地 有 沙 密 、 雅 提 珥 、 梭 哥 、
Đa-na, Ki-ri-át-Sa-na, tức là Đê-bia,|大 拿 、 基 列 薩 拿 （ 基 列 薩 拿 就 是 底 璧 ）
A-náp, Et-thê-mô, A-nim,|亞 拿 伯 、 以 實 提 莫 、 亞 念 、
Gô-sen, Hô-lôn, Ghi-lô: hết thảy mười một thành cùng các làng của nó;|歌 珊 、 何 倫 、 基 羅 、 共 十 一 座 城 、 還 有 屬 城 的 村 莊 。
A-ráp, Ru-ma, Ê-sê-an,|又 有 亞 拉 、 度 瑪 、 以 珊 、
Gia-num, Bết-Tháp-bu-ách, A-phê-ca,|雅 農 、 伯 他 普 亞 、 亞 非 加 、
Hum-ta, Ki-ri-át -A-ra-ba, tức là Hếp-rôn và Si-ô: hết thảy chín thành với các làng của nó;|宏 他 、 基 列 亞 巴 （ 基 列 亞 巴 就 是 希 伯 崙 ） 洗 珥 、 共 九 座 城 、 還 有 屬 城 的 村 莊 。
Ma-ôn, Cạt-mên, Xíp, Giu-ta,|又 有 瑪 雲 、 迦 密 、 西 弗 、 淤 他 、
Gít-rê-ên, Giốc-đê-am, Xa-nô-ách;|耶 斯 列 、 約 甸 、 撒 挪 亞 、
Ca-in, Ghi-bê -a, và Thim-na: hết thảy mười thành với các làng của nó;|該 隱 、 基 比 亞 、 亭 納 、 共 十 座 城 、 還 有 屬 城 的 村 莊 。
Hanh-hun, Bết-Xu-rơ, Ghê-đô,|又 有 哈 忽 、 伯 夙 、 基 突 、
Ma -a-rát, Bết -A-nốt và En-thê-côn: hết thảy sáu thành với cáng làng của nó;|瑪 臘 、 伯 亞 諾 、 伊 勒 提 君 、 共 六 座 城 、 還 有 屬 城 的 村 莊 。
Ki-ri-át-Ba-anh, tức là Ki-ri-át-Giê -a-rim, và Ráp-ba: hết thảy hai thành với các làng của nó;|又 有 基 列 巴 力 、 （ 基 列 巴 力 、 就 是 基 列 耶 琳 ） 拉 巴 、 共 兩 座 城 、 還 有 屬 城 的 村 莊 。
trong đồng vắng có Bết -A-ra-ba, Mi-đin, Sê-ca-ca;|在 曠 野 有 伯 亞 拉 巴 、 密 丁 、 西 迦 迦 、
Níp-san, Yết-Ha-mê-lách, và En-ghê-đi: hết thảy sáu thành với các làng của nó.|匿 珊 、 鹽 城 、 隱 基 底 、 共 六 座 城 、 還 有 屬 城 的 村 莊 。
Vả, người Giu-đa không đuổi được dân Giê-bu-sít ở tại Giê-ru-sa-lem; nên dân Giê-bu-sít còn ở chung cùng người Giu-đa tại Giê-ru-sa-lem cho đến ngày nay.|至 於 住 耶 路 撒 冷 的 耶 布 斯 人 、 猶 大 人 不 能 把 他 們 趕 出 去 、 耶 布 斯 人 卻 在 耶 路 撒 冷 與 猶 大 人 同 住 、 直 到 今 日 。

					Giô-sua 16				|
						約書亞記 16					
Phần đất bắt thăm trúng về con cháu Giô-sép trải từ sông Giô-đanh về Giê-ri-cô, từ các suối của Giê-ri-cô về hướng đông, chạy dọc theo đồng vắng từ thành Giê-ri-cô lên đến núi Bê-tên.|約 瑟 的 子 孫 拈 鬮 所 得 之 地 、 是 從 靠 近 耶 利 哥 的 約 但 河 起 、 以 耶 利 哥 東 邊 的 水 為 界 ． 從 耶 利 哥 上 去 、 通 過 山 地 的 曠 野 、 到 伯 特 利 ．
Giới hạn băng từ Bê-tên đến Lu-xơ, đi qua bờ cõi dân A-ê-kít tại A-ta-sốt;|又 從 伯 特 利 到 路 斯 、 接 連 到 亞 基 人 的 境 界 、 至 亞 他 綠 、
kế chạy xuống hướng tây về phía bờ cõi dân Giáp-lê-tít, cho đến bờ cõi Bết-Hô-rôn dưới và Ghê-xe, rồi giáp biển.|又 往 西 下 到 押 利 提 人 的 境 界 、 到 下 伯 和 崙 的 境 界 、 直 到 基 色 、 通 到 海 為 止 ．
Ay là tại đó mà con cháu của Giô-sép, Ma-na-se và Ep-ra-im, lãnh phần sản nghiệp mình.|約 瑟 的 兒 子 瑪 拿 西 、 以 法 蓮 、 就 得 了 他 們 的 地 業 。
Này là giới hạn của Ep-ra-im, tùy theo những họ hàng của chúng. Giới hạn của sản nghiệp họ ở về phía đông, từ A-tê-rốt -A-đa cho đến Bết-Hô-rôn trên,|以 法 蓮 子 孫 的 境 界 、 按 著 宗 族 所 得 的 、 記 在 下 面 ． 他 們 地 業 的 東 界 、 是 亞 他 綠 亞 達 、 到 上 伯 和 崙 ．
thẳng qua tây tại hướng bắc của Mít-mê-thát; rồi vòng qua đông về lối Tha -a-nát-Si-lô, và qua khỏi đó đến Gia-nô-ách theo phía đông;|往 西 通 到 北 邊 的 密 米 他 、 又 向 東 繞 到 他 納 示 羅 、 又 接 連 到 雅 挪 哈 的 東 邊 、
kế chạy từ Gia-nô-ách xuống A-ta-rốt và Na-ra-tha, đụng Giê-ri-cô, rồi giáp sông Giô-đanh.|從 雅 挪 哈 下 到 亞 他 綠 、 又 到 拿 拉 、 達 到 耶 利 哥 、 通 到 約 但 河 為 止 ．
Từ Tháp-bu-ách giới hạn đi vế hướng tây đến khe Ca-na, rồi giáp biển. Đó là sản nghiệp của chi phái Ep-ra-im, tùy theo những họ hàng của chúng.|從 他 普 亞 往 西 、 到 加 拿 河 、 直 通 到 海 為 止 ． 這 就 是 以 法 蓮 支 派 按 著 宗 族 所 得 的 地 業 。
Người Ep-ra-im cũng có những thành và làng riêng ra giữa sản nghiệp của người Ma-na-se.|另 外 在 瑪 拿 西 人 地 業 中 、 得 了 些 城 邑 、 和 屬 城 的 村 莊 ． 這 都 是 分 給 以 法 蓮 子 孫 的 ．
Song họ không đuổi được dân Ca-na-an ở tại Ghê-xe; nên dân Ca-na-an ở giữa Ep-ra-im cho đến ngày nay, nhưng phải nộp thuế. Phần của Ma-na-se, Giô-suê chia cho con cháu Giô-sép địa phận sẽ đánh lấy.|他 們 沒 有 趕 出 住 基 色 的 迦 南 人 、 迦 南 人 、 卻 住 在 以 法 蓮 人 中 間 、 成 為 作 苦 工 的 僕 人 、 直 到 今 日 。

					Giô-sua 17				|
						約書亞記 17					
Người ta cũng bắt thăm cho chi phái Ma-na-se, vì người là con đầu lòng của Giô-sép. Con Ma-ki, con đầu lòng của Ma-na-se, và cha của Ga-la-át, bởi người là chiến sĩ, nên có được xứ Ga-la-át và Ba-san.|瑪 拿 西 是 約 瑟 的 長 子 ． 他 的 支 派 拈 鬮 所 得 之 地 、 記 在 下 面 、 至 於 瑪 拿 西 的 長 子 基 列 之 父 〔 父 或 作 主 〕 瑪 吉 、 因 為 是 勇 士 、 就 得 了 基 列 和 巴 珊 ．
Người ta bắt thăm cho các con khác của Ma-na-se, tùy theo những họ hàng của chúng: về con cháu A-bi-ê-se, về con cháu Hê-léc, về con cháu At-ri-ên, về con cháu Si-chem, về con cháu Hê-phe, về con cháu Sê-mi-đa. Đó là các con trai của Ma-na-se, cháu Giô-sép, tùy theo những họ hàng của chúng.|瑪 拿 西 其 餘 的 子 孫 、 按 著 宗 族 拈 鬮 分 地 、 就 是 亞 比 以 謝 子 孫 、 希 勒 子 孫 、 亞 斯 列 子 孫 、 示 劍 子 孫 、 希 弗 子 孫 、 示 米 大 子 孫 ． 這 些 按 著 宗 族 、 都 是 約 瑟 兒 子 瑪 拿 西 子 孫 的 男 丁 。
Vả, Xê-lô-phát, con trai của Hê-phe, cháu của Ga-la-át, chắt của Ma-ki, chít của Ma-na-se, không có con trai, chỉ có con gái, tên là Mách-la, Nô -a, Hốt-la, Minh-ca, và Thiệt-sa.|瑪 拿 西 的 元 孫 、 瑪 吉 的 曾 孫 、 基 列 的 孫 子 、 希 弗 的 兒 子 西 羅 非 哈 、 沒 有 兒 子 、 只 有 女 兒 、 他 的 女 兒 名 叫 瑪 拉 、 挪 阿 、 曷 拉 、 密 迦 、 得 撒 、
Các con gái này đến trước mặt thầy tế lễ Ê-lê -a-sa, trước mặt Giô-suê, con trai Nun, và trước mặt các quan trưởng, mà nói rằng: Đức Giê-hô-va đã phán cùng Môi-se ban cho chúng tôi một phần sản nghiệp trong anh em chúng tôi. Giô-suê vâng mạng của Đức Giê-hô-va, bèn ban cho một phần sản nghiệp trong anh em của cha các con gái đó.|他 們 來 到 祭 司 以 利 亞 撒 和 嫩 的 兒 子 約 書 亞 並 眾 首 領 面 前 、 說 、 耶 和 華 曾 吩 咐 摩 西 在 我 們 弟 兄 中 分 給 我 們 產 業 。 於 是 約 書 亞 照 耶 和 華 所 吩 咐 的 、 在 他 們 伯 叔 中 、 把 產 業 分 給 他 們 。
Vậy, mười phần bắt thăm trúng cho Ma-na-se, trừ ra xứ Ga-la-át và Ba-san ở bên kia sông Giô-đanh;|除 了 約 但 河 東 的 基 列 、 和 巴 珊 地 之 外 、 還 有 十 分 地 歸 瑪 拿 西 ．
vì các con gái Ma-na-se có một phần sản nghiệp tại giữa các con trai người, còn xứ Ga-la-át thuộc về các con trai khác của Ma-na-se.|因 為 瑪 拿 西 的 孫 女 們 、 在 瑪 拿 西 的 孫 子 中 、 得 了 產 業 ． 基 列 地 是 屬 瑪 拿 西 其 餘 的 子 孫 。
Giới hạn của Ma-na-se từ A-se đến Mít-mê-thát đối ngang Si-chem, rồi chạy đến Gia-min về lối dân En-Tháp-bu-ách.|瑪 拿 西 的 境 界 、 從 亞 設 起 、 到 示 劍 前 的 密 米 他 、 往 北 到 隱 他 普 亞 居 民 之 地 、
Xứ Tháp-bu-ách thuộc về Ma-na-se; nhưng thành Tháo-bu-ách gần bờ cõi Ma-na-se, thì thuộc về người Ep-ra-im.|他 普 亞 地 歸 瑪 拿 西 ． 只 是 瑪 拿 西 境 界 上 的 他 普 亞 城 、 歸 以 法 蓮 子 孫 。
Từ đó giới hạn chạy xuống phía nam khe Ca-na; các thành đó ở giữa các thành Ma-na-se, đều thuộc về Ep-ra-im. Giới hạn Ma-na-se ở về phía bắc của khe, và giáp biển.|其 界 下 到 加 拿 河 的 南 邊 、 在 瑪 拿 西 城 邑 中 的 這 些 城 邑 、 都 歸 以 法 蓮 ． 瑪 拿 西 的 地 界 、 是 在 河 北 直 通 到 海 為 止 。
Phần ở hướng nam thuộc về Ep-ra-im, phần ở hướng bắc thuộc về Ma-na-se, còn biển dùng làm giới hạn; hai phần này giáp A-se về phía bắc, và Y-sa-ca về phía đông.|南 歸 以 法 蓮 、 北 歸 瑪 拿 西 、 以 海 為 界 ． 北 邊 到 亞 設 、 東 邊 到 以 薩 迦 ．
Trong địa phận Y-sa-ca và A-se Ma-na-se cũng được Bết-Sê-an và các thành địa hạt, Gíp-lê-am và các thành địa hạt, dân cư của Đô-rơ và các thành địa hạt, dân cư của En-Đô-rơ và các thành địa hạt, dân cư của Tha-na-ác và các thành địa hạt, dân cư của Mê-ghi-đô, các thành địa hạt nó, và ba cái đồng cao.|瑪 拿 西 在 以 薩 迦 、 和 亞 設 境 內 、 有 伯 善 和 屬 伯 善 的 鎮 市 、 以 伯 蓮 和 屬 以 伯 蓮 的 鎮 市 ． 多 珥 的 居 民 和 屬 多 珥 的 鎮 市 ． 又 有 三 處 山 岡 、 就 是 隱 多 珥 和 屬 隱 多 珥 的 鎮 市 ． 他 納 的 居 民 、 和 屬 他 納 的 鎮 市 ． 米 吉 多 的 居 民 和 屬 米 吉 多 的 鎮 市 ．
Con cháu Ma-na-se chẳng đuổi được dân các thành ấy, vì dân Ca-na-an định ý ở trong xứ đó.|只 是 瑪 拿 西 子 孫 、 不 能 趕 出 這 些 城 的 居 民 、 迦 南 人 偏 要 住 在 那 地 ．
Nhưng khi dân Y-sơ-ra-ên đã được cường thạnh, bèn bắt dân Ca-na-an phải phục dịch; song chẳng đuổi chúng nó được hết.|及 至 以 色 列 人 強 盛 了 、 就 使 迦 南 人 作 苦 工 、 沒 有 把 他 們 全 然 趕 出 。
Vả, con cháu của Giô-sép nói cùng Giô-suê rằng: Chúng tôi đã thành một dân đông, vì Đức Giê-hô-va đã ban phước cho chúng tôi đến ngày nay; vậy tại sao làm sao ông ban cho chúng tôi chỉ một phần đất làm sản nghiệp?|約 瑟 的 子 孫 對 約 書 亞 說 、 耶 和 華 到 如 今 既 然 賜 福 與 我 們 、 我 們 也 族 大 人 多 、 你 為 甚 麼 但 將 一 鬮 一 段 之 地 、 分 給 我 們 為 業 呢 。
Giô-suê đáp: Nếu các ngươi đông như vậy, và núi Ep-ra-im rất hẹp cho các ngươi, thì hãy lên khai phá rừng, đặng làm một chỗ ở cho mình trong xứ dân Phê-rê-sít và dân Rê-pha-im.|約 書 亞 說 、 你 們 如 果 族 大 人 多 、 嫌 以 法 蓮 山 地 窄 小 、 就 可 以 上 比 利 洗 人 、 利 乏 音 人 之 地 、 在 樹 林 中 砍 伐 樹 木 。
Nhưng con cháu Giô-sép đáp rằng: Núi không đủ chỗ cho chúng tôi; còn miền đồng bằng, hết thảy dân Ca-na-an ở đó, dân Bết-Sê-an, và người ở các thành địa hạt nó, luôn những người ở trong trũng Gít-rê-ên, đều có thiết xa.|約 瑟 的 子 孫 說 、 那 山 地 容 不 下 我 們 、 並 且 住 平 原 的 迦 南 人 、 就 是 住 伯 善 和 屬 伯 善 的 鎮 市 、 並 住 耶 斯 列 平 原 的 人 、 都 有 鐵 車 。
Giô-suê bèn nói cùng nhà Giô-sép, tức là Ep-ra-im và Ma-na-se, mà rằng: Ngươi là một dân đông, có sức lớn, sẽ chẳng lãnh chỉ một phần đất thôi;|約 書 亞 對 約 瑟 家 、 就 是 以 法 蓮 和 瑪 拿 西 人 、 說 、 你 是 族 大 人 多 、 並 且 強 盛 、 不 可 僅 有 一 鬮 之 地 ．
nhưng núi sẽ thuộc về ngươi; dầu là một cái rừng, ngươi sẽ khai phá nó, và các bờ cõi nó sẽ thuộc về ngươi; vì ngươi sẽ đuổi dân Ca-na-an, mặc dầu chúng nó có thiết xa và là cường thạnh.|山 地 也 要 歸 你 、 雖 是 樹 林 你 也 可 以 砍 伐 、 靠 近 之 地 、 必 歸 你 ． 迦 南 人 雖 有 鐵 車 、 雖 是 強 盛 、 你 也 能 把 他 們 趕 出 去 。

					Giô-sua 18				|
						約書亞記 18					
Cả hội chúng dân Y-sơ-ra-ên nhóm hiệp tại Si-lô, và lập hội mạc tại đó: xứ đều phục trước mặt họ.|以 色 列 的 全 會 眾 都 聚 集 在 示 羅 、 把 會 幕 設 立 在 那 裡 、 那 地 已 經 被 他 們 制 伏 了 。
Nhưng trong dân Y-sơ-ra-ên còn lại bảy chi phái mà người ta chưa phân phát phần sản nghiệp cho.|以 色 列 人 中 其 餘 的 七 個 支 派 、 還 沒 有 分 給 他 們 地 業 。
Giô-suê bèn nói cùng dân Y-sơ-ra-ên rằng: Các ngươi lần lữa cho đến chừng nào, không đi chiếm xứ mà Giê-hô-va Đức Chúa Trời của tổ phụ các ngươi ban cho các ngươi?|約 書 亞 對 以 色 列 人 說 、 耶 和 華 你 們 列 祖 的 　 神 所 賜 給 你 們 的 地 、 你 們 耽 延 不 去 得 、 要 到 幾 時 呢 ．
Hãy chọn từng chi phái ba người, rồi ta sẽ sai đi; các người này sẽ đứng dậy đi khắp xứ, lấy địa đồ để phân chia, rồi sẽ trở về cùng ta.|你 們 每 支 派 當 選 舉 三 個 人 、 我 要 打 發 他 們 去 、 他 們 就 要 起 身 走 遍 那 地 、 按 著 各 支 派 應 得 的 地 業 寫 明 ． 〔 或 作 畫 圖 〕 就 回 到 我 這 裡 來 。
Họ sẽ chia xứ làm bảy phần; Giu-đa sẽ ở trong giới hạn mình nơi miền nam; còn nhà Giô-sép ở trong giới hạn mình nơi miền bắc.|他 們 要 將 地 分 作 七 分 ． 猶 大 仍 在 南 方 、 住 在 他 的 境 內 ． 約 瑟 家 仍 在 北 方 、 住 在 他 的 境 內 ．
Vậy, các ngươi hãy lấy địa đồ của xứ làm bảy phần, đem về đây cho ta; rồi ta sẽ bắt thăm cho các ngươi tại đây trước Giê-hô-va Đức Chúa Trời chúng ta.|你 們 要 將 地 分 作 七 分 、 寫 明 了 拿 到 我 這 裡 來 ． 我 要 在 耶 和 華 我 們 　 神 面 前 、 為 你 們 拈 鬮 。
Nhưng không có phần cho người Lê-vi tại giữa các ngươi; bởi vì chức tế lễ của Đức Giê-hô-va là sản nghiệp của các người đó; còn Gát, Ru-bên, và phân nửa chi phái Ma-na-se đã lãnh phần sản nghiệp mà Môi-se, tôi tớ của Đức Giê-hô-va, đã ban cho họ ở bên kia sông Giô-đanh về phía đông.|利 未 人 在 你 們 中 間 沒 有 分 、 因 為 供 耶 和 華 祭 司 的 職 任 就 是 他 們 的 產 業 。 迦 得 支 派 、 流 便 支 派 、 和 瑪 拿 西 半 支 派 、 已 經 在 約 但 河 東 得 了 地 業 、 就 是 耶 和 華 僕 人 摩 西 所 給 他 們 的 。
Vậy, các người ấy đứng dậy đi; Giô-suê truyền lịnh cho các người đi đặng lấy địa đồ của xứ, mà rằng: Hãy đi khắp xứ lấy địa đồ, rồi trở về cùng ta; ta sẽ bắt thăm tại đây cho các ngươi trước mặt Đức Giê-hô-va ở Si-lô.|劃 地 勢 的 人 起 身 去 的 時 候 、 約 書 亞 囑 咐 他 們 說 、 你 們 去 走 遍 那 地 、 劃 明 地 勢 、 就 回 到 我 這 裡 來 。 我 要 在 示 羅 這 裡 耶 和 華 面 前 、 為 你 們 拈 鬮 。
