
					Dân Số 1				|
Ba-la-am bèn trở về cùng Ba-lác; nầy, người và các sứ thần Mô-áp đứng gần của lễ thiêu vua.|他 就 回 到 巴 勒 那 裡 、 見 他 同 摩 押 的 使 臣 都 站 在 燔 祭 旁 邊 。
Ba-la-am bèn nói lời ca mình mà rằng: Ba-lác, vua Mô-áp, sai vời tôi từ A-ram, Từ những núi Đông-phương, và nói: Hãy đến rủa sả Gia-cốp cho ta! Hãy đến, giận mắng Y-sơ-ra-ên!|巴 蘭 便 題 起 詩 歌 說 、 巴 勒 引 我 出 亞 蘭 、 摩 押 王 引 我 出 東 山 、 說 、 來 阿 、 為 我 咒 詛 雅 各 、 來 阿 、 怒 罵 以 色 列 。
Kẻ mà Đức Chúa Trời không rủa sả, tôi sẽ rủa sả làm sao? Kẻ mà Đức Chúa Trời không giận mắng, tôi sẽ giận mắng làm sao?|　 神 沒 有 咒 詛 的 、 我 焉 能 咒 詛 、 耶 和 華 沒 有 怒 罵 的 、 我 焉 能 怒 罵 。
Vì từ đỉnh các núi, tôi thấy người, Từ đầu cao gò đống, tôi nhìn người: Kìa, là một dân ở riêng ra, Sẽ không nhập số các nước.|我 從 高 峰 看 他 、 從 小 山 望 他 、 這 是 獨 居 的 民 、 不 列 在 萬 民 中 。
Ai đếm được bụi cát của Gia-cốp, Ai tu bộ được phần tư của Y-sơ-ra-ên? Người công chánh thác thể nào, tôi nguyện thác thể ấy; Cuối cùng người nghĩa làm sao, tôi nguyện cuối cùng tôi làm vậy!|誰 能 數 點 雅 各 的 塵 土 、 誰 能 計 算 以 色 列 的 四 分 之 一 ． 我 願 如 義 人 之 死 而 死 、 我 願 如 義 人 之 終 而 終 。
Bấy giờ, Ba-lác nói cùng Ba-la-am rằng: Ngươi đã làm chi với ta? Ta thỉnh ngươi để rủa sả những thù nghịch ta, kìa ngươi lại chúc phước cho!|巴 勒 對 巴 蘭 說 、 你 向 我 作 的 是 甚 麼 事 呢 ． 我 領 你 來 咒 詛 我 的 仇 敵 、 不 料 你 竟 為 他 們 祝 福 。
Người đáp rằng: Tôi há không nên cẩn thận nói điều Giê-hô-va đặt vào miệng tôi sao?|他 回 答 說 、 耶 和 華 傳 給 我 的 話 、 我 能 不 謹 慎 傳 說 麼 。
Ba-lác bèn nói: Vậy, hãy đến cùng ta trong một chỗ khác, là nơi ngươi sẽ thấy dân nầy, vì ngươi chỉ đã thấy ở đầu cùng nó, chớ không thấy hết; ở đó hãy rủa sả nó cho ta.|巴 勒 說 、 求 你 同 我 往 別 處 去 、 在 那 裡 可 以 看 見 他 們 、 你 不 能 全 看 見 、 只 能 看 見 他 們 邊 界 上 的 人 ． 在 那 裡 要 為 我 咒 詛 他 們 。
Vậy, người dẫn Ba-la-am đến đồng Xô-phim, trên chót núi Phích-ga, lập bảy cái bàn thờ, và trên mỗi cái dâng một con bò đực và một con chiên đực.|於 是 領 巴 蘭 到 了 瑣 腓 田 、 上 了 毘 斯 迦 山 頂 、 築 了 七 座 壇 、 每 座 壇 上 獻 一 隻 公 牛 、 一 隻 公 羊 。
Ba-la-am bèn nói cùng Ba-lác rằng: Hãy đứng đây gần của lễ thiêu của vua, còn tôi sẽ đi lại đó, đón Đức Giê-hô-va.|巴 蘭 對 巴 勒 說 、 你 站 在 這 燔 祭 旁 邊 、 等 我 往 那 邊 去 迎 見 耶 和 華 。
Đức Giê-hô-va hiện ra cùng Ba-la-am, mà rằng: Hãy trở về cùng Ba-lác và nói như vậy.|耶 和 華 臨 到 巴 蘭 那 裡 、 將 話 傳 給 他 ． 又 說 、 你 回 到 巴 勒 那 裡 、 要 如 此 如 此 說 。
Ba-la-am trở về cùng Ba-lác; người và các sứ thần Mô-áp đứng gần của lễ thiêu của vua. Ba-lác hỏi: Đức Giê-hô-va có phán chi?|他 就 回 到 巴 勒 那 裡 、 見 他 站 在 燔 祭 旁 邊 、 摩 押 的 使 臣 也 和 他 在 一 處 ． 巴 勒 問 他 說 、 耶 和 華 說 了 什 麼 話 呢 。
Ba-la-am bèn nói lời ca mình mà rằng: Hỡi Ba-lác, hãy đứng dậy và nghe! Hỡi con trai Xếp-bô, hãy lắng tai!|巴 蘭 就 題 詩 歌 說 、 巴 勒 、 你 起 來 聽 ． 西 撥 的 兒 子 、 你 聽 我 言 。
Đức Chúa Trời chẳng phải là người để nói dối, Cũng chẳng phải là con loài người đặng hối cải. Điều Ngài đã nói, Ngài há sẽ chẳng làm ư? Điều Ngài đã phán, Ngài há sẽ chẳng làm ứng nghiệm sao?|　 神 非 人 、 必 不 致 說 謊 、 也 非 人 子 、 必 不 致 後 悔 ． 他 說 話 豈 不 照 著 行 呢 、 他 發 言 豈 不 要 成 就 呢 。
Nầy, tôi đã lãnh mạng chúc phước; Ngài đã ban phước, tôi chẳng cải đâu.|我 奉 命 祝 福 、 　 神 也 曾 賜 福 、 此 事 我 不 能 翻 轉 。
Ngài chẳng xem tội ác nơi Gia-cốp, Và không thấy tà vạy trong Y-sơ-ra-ên; Giê-hô-va, Đức Chúa Trời người, ở cùng người, Trong Y-sơ-ra-ên có tiếng reo mừng của vua.|他 未 見 雅 各 中 有 罪 孽 、 也 未 見 以 色 列 中 有 奸 惡 ． 耶 和 華 他 的 　 神 和 他 同 在 、 有 歡 呼 王 的 聲 音 在 他 們 中 間 。
Ay là Đức Chúa Trời đã rút dân đó ra khỏi xứ Ê-díp-tô; Chúng có sức mạnh như bò rừng vậy|　 神 領 他 們 出 埃 及 、 他 們 似 乎 有 野 牛 之 力 。
Không có phù chú nơi Gia-cốp, Cũng chẳng có bói-khoa trong Y-sơ-ra-ên, Vì đến kỳ định, sẽ nói về Gia-cốp và Y-sơ-ra-ên rằng: Việc Đức Chúa Trời làm lạ là dường nào!|斷 沒 有 法 術 可 以 害 雅 各 、 也 沒 有 占 卜 可 以 害 以 色 列 ． 現 在 必 有 人 論 及 雅 各 、 就 是 論 及 以 色 列 說 、 　 神 為 他 行 了 何 等 的 大 事 。
Kìa, một thứ dân hưng lên như sư tử cái, Và dược lên khác nào sư tử đực; Chỉ khi nào đã xé được mồi mới nằm xuống, Và uống huyết những kẻ bị thương.|這 民 起 來 彷 彿 母 獅 、 挺 身 好 像 公 獅 、 未 曾 喫 野 食 、 未 曾 喝 被 傷 者 之 血 、 決 不 躺 臥 。
Bấy giờ, Ba-lác nói cùng Ba-la-am rằng: Chớ rủa sả họ, nhưng cũng đừng chúc phước cho nữa.|巴 勒 對 巴 蘭 說 、 你 一 點 不 要 咒 詛 他 們 、 也 不 要 為 他 們 祝 福 。
Ba-la-am đáp cùng Ba-lác rằng: Tôi há chẳng có nói: Tôi phải làm mọi điều Đức Giê-hô-va sẽ phán dặn sao?|巴 蘭 回 答 巴 勒 說 、 我 豈 不 是 告 訴 你 說 、 凡 耶 和 華 所 說 的 、 我 必 須 遵 行 麼 。
Ba-lác lại nói cùng Ba-la-am rằng: Vậy, hãy lại, ta dẫn ngươi đến một chỗ khác; có lẽ Đức Chúa Trời sẽ ưng cho ngươi rủa sả dân nầy tại đó chăng.|巴 勒 對 巴 蘭 說 、 來 罷 、 我 領 你 往 別 處 去 、 或 者 　 神 喜 歡 你 在 那 裡 為 我 咒 詛 他 們 。
Ba-lác bèn dẫn Ba-la-am đến chót núi Phê-ô, đối ngang đồng vắng.|巴 勒 就 領 巴 蘭 到 那 下 望 曠 野 的 毘 珥 山 頂 上 。
Ba-la-am nói cùng Ba-lác rằng: Tại đây, hãy lập cho tôi bảy cái bàn thờ, và sắm sẵn bảy con bò đực và bảy con chiên đực.|巴 蘭 對 巴 勒 說 、 你 在 這 裡 為 我 築 七 座 壇 、 又 在 這 裡 為 我 豫 備 七 隻 公 牛 、 七 隻 公 羊 。
Vậy, Ba-lác làm theo như Ba-la-am đã nói; trên mỗi bàn thờ, người dâng một con bò đực và một con chiên đực.|巴 勒 就 照 巴 蘭 的 話 行 、 在 每 座 壇 上 獻 一 隻 公 牛 、 一 隻 公 羊 。

					Dân Số 24				|
						民數記 24					
Ba-la-am thấy rõ Đức Giê-hô-va ưng ban phước cho Y-sơ-ra-ên, thì không cậy đến phù chú như những lần khác; nhưng người xây mặt về hướng đồng vắng,|巴 蘭 見 耶 和 華 喜 歡 賜 福 與 以 色 列 、 就 不 像 前 兩 次 去 求 法 術 、 卻 面 向 曠 野 。
nhướng mắt lên thấy Y-sơ-ra-ên đóng trại từng chi phái, và Thần Đức Chúa Trời cảm động người,|巴 蘭 舉 目 、 看 見 以 色 列 人 照 著 支 派 居 住 、 　 神 的 靈 就 臨 到 他 身 上 。
bèn nói lời ca mình mà rằng: Lời ca của Ba-la-am, con trai Bê-ô, Lời ca của người có mắt mở ra,|他 便 題 起 詩 歌 說 、 比 珥 的 兒 子 巴 蘭 說 、 眼 目 閉 住 〔 閉 住 或 作 睜 開 〕 的 人 說 、
Lời ca của người nghe lời Đức Chúa Trời, Xem sự hiện thấy của Đấng Toàn năng, Sấp mình xuống và mắt mở ra:|得 聽 　 神 的 言 語 、 得 見 全 能 者 的 異 象 、 眼 目 睜 開 而 仆 倒 的 人 說 、
Hỡi Gia-cốp! trại ngươi tốt dường bao! Hỡi Y-sơ-ra-ên! nhà tạm ngươi đẹp biết mấy!|雅 各 阿 、 你 的 帳 棚 何 等 華 美 。 以 色 列 阿 、 你 的 帳 幕 何 其 華 麗 ．
Nó trương ra như trũng núi, Khác nào cảnh vườn ở nơi mé sông, Tợ cây trầm hương mà Đức Giê-hô-va đã trồng, Tỉ như cây hương nam ở nơi mé nước.|如 接 連 的 山 谷 、 如 河 旁 的 園 子 、 如 耶 和 華 所 栽 的 沉 香 樹 、 如 水 邊 的 香 柏 木 。
Nước chảy tràn ngoài thùng chứa, Hột giống của người nhuần tưới dư dật, Vua người sẽ trổi cao hơn A-gát, Nước người được cao lên.|水 要 從 他 的 桶 裡 流 出 、 種 子 要 撒 在 多 水 之 處 ． 他 的 王 必 超 過 亞 甲 、 他 的 國 必 要 振 興 。
Đức Chúa Trời đã dẫn người ra khỏi xứ Ê-díp-tô, Người có sức mạnh như bò rừng, Sẽ nuốt các nước, tức kẻ thù nghịch mình, Bẻ gãy xương chúng nó, đánh chúng nó bằng mũi tên mình.|　 神 領 他 出 埃 及 、 他 似 乎 有 野 牛 之 力 ． 他 要 吞 喫 敵 國 、 折 斷 他 們 的 骨 頭 、 用 箭 射 透 他 們 。
Người sụm xuống, nằm như sư tử đực, khác nào sư tử cái: Ai dễ khiến ngồi lên? Phước cho kẻ nào chúc phước ngươi, Rủa sả kẻ nào rủa sả ngươi.|他 蹲 如 公 獅 、 臥 如 母 獅 、 誰 敢 惹 他 ． 凡 給 你 祝 福 的 、 願 他 蒙 福 ． 凡 咒 詛 你 的 、 願 他 受 咒 詛 。
Bấy giờ, Ba-lác nổi giận cùng Ba-la-am, vỗ tay mà nói cùng Ba-la-am rằng: Ta đã thỉnh ngươi đặng rủa sả kẻ thù nghịch ta; nầy, ngươi lại chúc phước cho chúng nó đã ba lần rồi!|巴 勒 向 巴 蘭 生 氣 、 就 拍 起 手 來 、 對 巴 蘭 說 、 我 召 你 來 為 我 咒 詛 仇 敵 、 不 料 、 你 這 三 次 竟 為 他 們 祝 福 。
Vậy, bây giờ, khá chạy trở về xứ ngươi! Ta đã nói ta sẽ tôn ngươi vinh hiển, nhưng nầy, Đức Giê-hô-va đã cản ngươi nhận lãnh.|如 今 你 快 回 本 地 去 罷 ． 我 想 使 你 得 大 尊 榮 、 耶 和 華 卻 阻 止 你 不 得 尊 榮 。
Ba-la-am đáp cùng Ba-lác rằng: Tôi há chẳng có nói cùng các sứ giả vua đã sai đến tôi rằng:|巴 蘭 對 巴 勒 說 、 我 豈 不 是 對 你 所 差 遣 到 我 那 裡 的 使 者 說 、
Dầu Ba-lác cho tôi nhà người đầy bạc và vàng, tôi cũng chẳng được vượt qua mạng Đức Giê-hô-va để làm tự ý điều phải hay là điều quấy; tôi phải nói điều chi Đức Giê-hô-va sẽ phán!|巴 勒 就 是 將 他 滿 屋 的 金 銀 給 我 、 我 也 不 得 越 過 耶 和 華 的 命 、 憑 自 己 的 心 意 行 好 、 行 歹 、 耶 和 華 說 甚 麼 。 我 就 要 說 甚 麼 。
Nầy, bây giờ, tôi trở cùng dân tôi, hãy lại, tôi sẽ cáo cho vua biết điều dân nầy ngày sau cùng sẽ làm cho dân sự vua.|現 在 我 要 回 本 族 去 ． 你 來 、 我 告 訴 你 這 民 日 後 要 怎 樣 待 你 的 民 。
Người bèn nói lời ca mình mà rằng: Lời ca của Ba-la-am, con trai Bê-ô, Lời ca của người có mắt mở ra;|他 就 題 起 詩 歌 說 、 比 珥 的 兒 子 巴 蘭 說 、 眼 目 閉 住 〔 閉 住 或 作 睜 開 〕 的 人 說 、
Lời ca của người nghe lời Đức Chúa Trời, Biết sự tri thức của Đấng Chí cao, Xem sự hiện thấy của Đấng Toàn năng, Sấp mình xuống mà mắt tự mở ra:|得 聽 　 神 的 言 語 、 明 白 至 高 者 的 意 旨 、 看 見 全 能 者 的 異 象 、 眼 目 睜 開 而 仆 倒 的 人 說 、
Tôi thấy Người, nhưng chẳng phải bây giờ; Tôi xem Người, nhưng chẳng phải ở gần; Một ngôi sao hiện ra từ Gia-cốp, Một cây phủ việt trồi lên từ Y-sơ-ra-ên; Người sẽ đâm lủng Mô-áp từ đầu nầy tới đầu kia, Hủy diệt dân hay dấy giặc nầy.|我 看 他 卻 不 在 現 時 、 我 望 他 卻 不 在 近 日 ． 有 星 要 出 於 雅 各 、 有 杖 要 興 於 以 色 列 、 必 打 破 摩 押 的 四 角 、 毀 壞 擾 亂 之 子 。
Người sẽ được Ê-đôm làm cơ nghiệp; Sẽ được Sê -i-rơ, là kẻ thù nghịch mình, làm sản nghiệp. Y-sơ-ra-ên sẽ tỏ ra sự cường thạnh mình.|他 必 得 以 東 為 基 業 、 又 得 仇 敵 之 地 西 珥 為 產 業 ． 以 色 列 必 行 事 勇 敢 。
Đấng ra từ Gia-cốp sẽ cầm quyền, Người sẽ diệt những dân sót của thành.|有 一 位 出 於 雅 各 的 、 必 掌 大 權 、 他 要 除 滅 城 中 的 餘 民 。
Ba-la-am cũng thấy A-ma-léc, bèn nói lời ca mình rằng: A-ma-léc đứng đầu các nước; Nhưng sau cùng người sẽ bị diệt vong.|巴 蘭 觀 看 亞 瑪 力 、 就 題 起 詩 歌 說 、 亞 瑪 力 原 為 諸 國 之 首 、 但 他 終 必 沉 淪 。
Kế đó, Ba-la-am thấy người Kê-nít, bèn nói lời ca mình rằng: Chỗ ở ngươi là bền vững, Ổ ngươi đóng trong hòn đá.|巴 蘭 觀 看 基 尼 人 、 就 題 起 詩 歌 說 、 你 的 住 處 本 是 堅 固 、 你 的 窩 巢 作 在 巖 穴 中 、
Nhưng Ca-in sẽ bị hư nát, Cho đến khi A-su-rơ bắt dẫn tù ngươi.|然 而 基 尼 必 至 衰 微 、 直 到 亞 述 把 你 擄 去 。
Người còn nói lời ca mình rằng: Oi! khi Đức Chúa Trời đã làm các điều nầy, ai sẽ còn sống?|巴 蘭 又 題 起 詩 歌 說 、 哀 哉 、 　 神 行 這 事 、 誰 能 得 活 。
Nhưng sẽ có những tàu từ gành Kít-tim đến, Hà khắc A-su, hà khắc Hê-be. Rồi chính người cũng sẽ bị tuyệt diệt.|必 有 人 乘 船 從 基 提 界 而 來 、 苦 害 亞 述 、 苦 害 希 伯 ． 他 也 必 至 沉 淪 。
Đoạn, Ba-la-am đứng dậy đi về bổn xứ. Ba-lác cũng lên đường.|於 是 巴 蘭 起 來 回 他 本 地 去 、 巴 勒 也 回 去 了 。

					Dân Số 25				|
						民數記 25					
Dân Y-sơ-ra-ên ở tại Si-tim, khởi thông dâm cùng những con gái Mô-áp.|以 色 列 人 住 在 什 亭 ． 百 姓 與 摩 押 女 子 行 起 淫 亂 ．
Con gái mời dân sự ăn sinh lễ cúng các thần mình; dân sự ăn và quì lạy trước các thần chúng nó.|因 為 這 女 子 叫 百 姓 來 、 一 同 給 他 們 的 神 獻 祭 、 百 姓 就 喫 他 們 的 祭 物 、 跪 拜 他 們 的 神 。
Y-sơ-ra-ên cũng thờ thần Ba-anh-Phê-ô, cơn giận của Đức Giê-hô-va bèn nổi lên cùng Y-sơ-ra-ên.|以 色 列 人 與 巴 力 毘 珥 連 合 、 耶 和 華 的 怒 氣 就 向 以 色 列 人 發 作 。
Đức Giê-hô-va phán cùng Môi-se rằng: Hãy bắt các đầu trưởng của dân sự, và treo lên trước mặt Đức Giê-hô-va, đối cùng mặt trời, để cơn giận của Đức Giê-hô-va xây khỏi Y-sơ-ra-ên.|耶 和 華 吩 咐 摩 西 說 、 將 百 姓 中 所 有 的 族 長 、 在 我 面 前 對 著 日 頭 懸 挂 、 使 我 向 以 色 列 人 所 發 的 怒 氣 、 可 以 消 了 。
Vậy, Môi-se nói cùng các quan án Y-sơ-ra-ên rằng: Mỗi người trong các ngươi phải giết những kẻ nào thuộc về bọn cúng thờ Ba-anh-Phê-ô.|於 是 摩 西 吩 咐 以 色 列 的 審 判 官 說 、 凡 屬 你 們 的 人 、 有 與 巴 力 毘 珥 連 合 的 、 你 們 各 人 要 把 他 們 殺 了 。
Nầy, một người trong dân Y-sơ-ra-ên dẫn một người nữ Ma-đi-an đến giữa anh em mình, hiện trước mắt Môi-se và cả hội dân Y-sơ-ra-ên, đương khi hội chúng khóc tại cửa hội mạc.|摩 西 和 以 色 列 全 會 眾 、 正 在 會 幕 門 前 哭 泣 的 時 候 、 誰 知 、 有 以 色 列 中 的 一 個 人 、 當 他 們 眼 前 、 帶 著 一 個 米 甸 女 人 到 他 弟 兄 那 裡 去 。
Phi-nê -a, con trai Ê-lê -a-sa, cháu A-rôn, thầy tế lễ, thấy sự nầy, bèn đứng dậy giữa hội chúng, cầm một cây giáo,|祭 司 亞 倫 的 孫 子 、 以 利 亞 撒 的 兒 子 非 尼 哈 看 見 了 、 就 從 會 中 起 來 、 手 裡 拿 著 槍 ．
đi theo người Y-sơ-ra-ên vào trong trại, đâm ngang dạ dưới của người Y-sơ-ra-ên và người nữ; tai vạ giữa dân Y-sơ-ra-ên bèn ngừng lại.|跟 隨 那 以 色 列 人 進 亭 子 裡 去 、 便 將 以 色 列 人 和 那 女 人 由 腹 中 刺 透 、 這 樣 、 在 以 色 列 人 中 瘟 疫 就 止 息 了 。
Vả, có hai mươi bốn ngàn người chết về tai vạ nầy.|那 時 遭 瘟 疫 死 的 、 有 二 萬 四 千 人 。
Đức Giê-hô-va phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Phi-nê -a, con trai Ê-lê -a-sa, cháu A-rôn, thầy tế lễ, đã xây dân Y-sơ-ra-ên khỏi cơn giận ta, vì lòng kỵ tà thúc giục lòng người; vậy, ta không có diệt dân Y-sơ-ra-ên trong cơn kỵ tà của ta.|祭 司 亞 倫 的 孫 子 、 以 利 亞 撒 的 兒 子 非 尼 哈 、 使 我 向 以 色 列 人 所 發 的 怒 消 了 ． 因 他 在 他 們 中 間 、 以 我 的 忌 邪 為 心 、 使 我 不 在 忌 邪 中 把 他 們 除 滅 。
Bởi cớ đó, hãy cáo cùng người rằng: Ta ưng cho người sự giao ước bình yên ta;|因 此 、 你 要 說 、 我 將 我 平 安 的 約 賜 給 他 。
ấy về phần người và dòng dõi người sẽ là sự giao ước về một chức tế lễ đời đời, bởi vì người có lòng sốt sắng về Đức Chúa Trời mình, và có chuộc tội cho dân Y-sơ-ra-ên.|這 約 要 給 他 和 他 的 後 裔 、 作 為 永 遠 當 祭 司 職 任 的 約 、 因 他 為 　 神 有 忌 邪 的 心 、 為 以 色 列 人 贖 罪 。
