
					Deuteronomy 1				|
And says evil things about her and gives her a bad name, saying, I took this woman, and when I had connection with her it was clear to me that she was not a virgin:|phao cho những chuyện khiến nàng mất danh giá, và gièm siểm nàng, mà rằng: Tôi có lấy người nữ đó, khi đã đến gần, thấy không còn đồng trinh,
Then let the girl's father and mother put before the responsible men of the town, in the public place, signs that the girl was a virgin:|bấy giờ, cha mẹ của người gái đó sẽ lấy và bày ra những dấu đồng trinh của nàng trước mặt các trưởng lão thành đó, tại nơi cửa thành.
And let the girl's father say to the responsible men, I gave my daughter to this man for his wife, but he has no love for her;|Ngươi cha của người gái sẽ nói cùng các trưởng lão rằng: Tôi có gả con gái tôi cho người nầy làm vợ, mà người lại ghét nó:
And now he has put shame on her, saying that she is not a virgin; but here is the sign that she is a virgin. Then they are to put her clothing before the responsible men of the town.|nầy người phao những chuyện gây cho nó mất danh giá, mà rằng: Tôi không thấy con gái ông còn đồng trinh. Vả, nầy là các dấu về sự đồng trinh của con gái tôi. Rồi cha mẹ sẽ trải áo xống nàng trước mặt các trưởng lão của thành đó.
Then the responsible men of the town are to give the man his punishment;|Bấy giờ, các trưởng lão thành đó sẽ bắt người chồng mà đánh phạt,
They will take from him a hundred shekels of silver, which are to be given to the father of the girl, because he has given an evil name to a virgin of Israel: she will go on being his wife, he may never put her away all his life.|và bởi vì có gièm siểm một người đồng trinh của Y-sơ-ra-ên, nên sẽ bắt vạ người một trăm siếc-lơ bạc, và giao cho cha người gái. Nàng sẽ làm vợ người, và người chẳng phép đuổi nàng đi ngày nào người còn sống.
But if what he has said is true, and she is seen to be not a virgin,|Nhưng nếu chuyện người nói là thật, nàng chẳng phải đồng trinh,
Then they are to make the girl come to the door of her father's house and she will be stoned to death by the men of the town, because she has done evil and put shame on Israel, by acting as a loose woman in her father's house: so you are to put away evil from among you.|thì các trưởng lão phải dẫn nàng ra đến cửa nhà cha nàng, bá tánh của thành ấy sẽ lấy đá ném cho nàng chết, vì nàng có phạm tội gian ác tại Y-sơ-ra-ên, mà hành dâm trong nhà cha mình. Ay, ngươi sẽ cất sự ác khỏi giữa mình là như vậy.
If a man is taken in the act of going in to a married woman, the two of them, the man as well as the woman, are to be put to death: so you are to put away the evil from Israel.|Khi người ta gặp một người nam nằm cùng một người nữ có chồng, thì người nam luôn với người nữ, cả hai đều phải bị chết. Ay, ngươi sẽ cất sự ác khỏi Y-sơ-ra-ên là như vậy.
If a young virgin has given her word to be married to a man, and another man meeting her in the town, has connection with her;|Khi một con gái đồng trinh đã hứa gả cho một người nào, và có một người khác gặp nàng trong thành và nằm cùng,
Then you are to take the two of them to the doorway of the town, and have them stoned to death; the young virgin, because she gave no cry for help, though it was in the town, and the man, because he has put shame on his neighbour's wife: so you are to put away evil from among you.|thì các ngươi phải dẫn cả hai người ra cửa thành đó, lấy đá ném cho cả hai đều chết: con gái trẻ, bởi vì không có la lên trong thành, người con trai, bởi vì làm mất danh giá vợ người lân cận mình. Ay, ngươi sẽ cất sự ác khỏi giữa mình là như vậy.
But if the man, meeting such a virgin in the open country, takes her by force, then only the man is to be put to death;|Nhưng nếu người nam gặp con gái hứa gả tại trong đồng ruộng, hành hung nằm với nàng, thì chỉ người nam phải chết một mình mà thôi;
Nothing is to be done to the virgin, because there is no cause of death in her: it is the same as if a man made an attack on his neighbour and put him to death:|chớ làm điều chi cho con gái trẻ dó, vì nàng không có phạm tội đáng chết. Việc nầy giống như sự một người dấy lên cùng kẻ lân cận mình và giết người đi;
For he came across her in the open country, and there was no one to come to the help of the virgin in answer to her cry.|vì người nam gặp con gái trẻ đã hứa gả đó ở ngoài đồng: nàng có thế la lên, mà không ai giải cứu.
If a man sees a young virgin, who has not given her word to be married to anyone, and he takes her by force and has connection with her, and discovery is made of it;|Nếu một người nam gặp một con gái trẻ đồng trinh, chưa hứa gả, bắt nàng nằm cùng, mà người ta gặp tại trận,
Then the man will have to give the virgin's father fifty shekels of silver and make her his wife, because he has put shame on her; he may never put her away all his life.|thì người nam đã nằm cùng con gái trẻ đó phải nạp cho cha màng năm mươi siếc-lơ bạc, rồi nàng sẽ làm vợ người, bởi vì người có làm nhục nàng. Người còn sống ngày nào, thì chẳng được phép đuổi nàng đi.
A man may not take his father's wife or have sex relations with a woman who is his father's.|Chẳng ai nên lấy vợ kế của cha mình, cũng đừng dở vạt áo của cha mình.

					Deuteronomy 23				|
						Phục Truyền Luật Lệ 23					
No man whose private parts have been wounded or cut off may come into the meeting of the Lord's people.|Người hoạn, hoặc vì ngoại thận bị dập, hay là bị cắt, sẽ không được phép vào hội của Đức Giê-hô-va.
One whose father and mother are not married may not come into the meeting of the Lord's people, or any of his family to the tenth generation.|Con ngoại tình không được phép vào hội của Đức Giê-hô-va, dầu đến đời thứ mười cũng chẳng vào được.
No Ammonite or Moabite or any of their people to the tenth generation may come into the meeting of the Lord's people:|Dân Am-môn và dân Mô-áp sẽ không được phép vào hội Đức Giê-hô-va, dầu đến đời thứ mười cũng chẳng hề bao giờ vào được;
Because they gave you no bread or water on your way, when you came out of Egypt: and they got Balaam, the son of Peor, from Pethor in Aram-naharaim to put curses on you.|bởi vì khi các ngươi ra khỏi xứ Ê-díp-tô, chúng nó không đem bánh và nước ra rước các ngươi trên đường, và bởi vì chúng nó có mướn Ba-la-am, con trai Bê-ô, ở Phê-thô-rơ tại Mê-sô-bô-ta-mi, đi đến rủa sả ngươi.
But the Lord your God would not give ear to Balaam, but let the curse be changed into a blessing to you, because of his love for you.|Nhưng Giê-hô-va Đức Chúa Trời ngươi không chịu nghe Ba-la-am, bèn đổi sự rủa sả ra sự chúc phước cho ngươi, vì Giê-hô-va Đức Chúa Trời ngươi thương mến ngươi.
Do nothing for their peace or well-being for ever.|Trọn đời ngươi chớ hề cầu sự bình an hoặc sự ích lợi cho chúng nó.
But have no hate for an Edomite, because he is your brother, or for an Egyptian, for you were living in his land.|Chớ lấy làm gớm ghiếc người Ê-đôm, vì là anh em mình. Cũng chớ lấy làm gớm ghiếc người Ê-díp-tô, vì ngươi đã làm khách trong xứ người,
Their children in the third generation may come into the meeting of the Lord's people.|con cháu họ sanh về đời thứ ba sẽ được phép vào hội Đức Giê-hô-va.
When you go out to war and put your tents in position, keep from every evil thing.|Khi ngươi kéo binh ra hãm đánh quân thù nghịch mình, hãy coi chừng về mọi việc ác.
