
					II Kings 1				|
And the king of Assyria, in answer to his request, went up against Damascus and took it, and took its people away as prisoners to Kir, and put Rezin to death.|Vua A-si-ri nhậm làm điều A-cha xin, đi lên hãm đánh Đa-mách và chiếm lấy, bắt đem dân cư nó sang Ki-rơ, và giết Rê-xin.
Then King Ahaz went to Damascus for a meeting with Tiglath-pileser, king of Assyria; and there he saw the altar which was at Damascus; and King Ahaz sent to Urijah the priest a copy of the altar, giving the design of it and all the details of its structure.|A-cha bèn đi đến Đa-mách đặng đón Tiếc-la-Phi-lê-se, vua A-si-ri. A-cha thấy một cái bàn thờ ở tại Đa-mách, bèn gởi kiểu mẫu và hình bàn thờ ấy tùy theo cách chế tạo nó, cho thầy tế lễ U-ri.
And from the copy King Ahaz sent from Damascus, Urijah made an altar and had it ready by the time King Ahaz came back from Damascus.|Thầy tế lễ U-ri chế một cái bàn thờ y theo kiểu mà vua A-cha từ Đa-mách đã gởi đến; thầy tế lễ U-ri chế xong bàn thờ ấy trước khi vua trở về.
And when the king came from Damascus, he saw the altar; and he went up on it and made an offering on it.|Khi vua từ Đa-mách trở về, thấy bàn thờ bèn lại gần và dâng của lễ trên nó.
He made his burned offering and his meal offering and his drink offering there, draining out the blood of his peace-offerings on the altar.|Người xông trên bàn thờ của lễ thiêu và của lễ chay mình, đổ ra lễ quán và huyết về của lễ thù ân tại trên đó.
And the brass altar, which was before the Lord, he took from the front of the house, from between his altar and the house of the Lord, and put it on the north side of his altar.|Còn bàn thờ bằng đồng ở trước mặt Đức Giê-hô-va, thì người cất khỏi chỗ nó tại trước đền thờ, giữa bàn thờ mới và đền của Đức Giê-hô-va, rồi để nó bên bàn thờ của người, về phía bắc.
And King Ahaz gave orders to Urijah the priest, saying, Make the morning burned offering and the evening meal offering and the king's burned offering and meal offering, with the burned offerings of all the people and their meal offerings and drink offerings, on the great altar, and put on it all the blood of the burned offerings and of the beasts which are offered; but the brass altar will be for my use to get directions from the Lord.|Đoạn, vua A-cha truyền lịnh cho thầy tế lễ U-ri rằng: Người sẽ xông trên bàn thờ lớn của lễ thiêu buổi sáng và của lễ chay buổi chiều, của lễ thiêu và của lễ chay của vua; lại xông của lễ thiêu và của lễ chay của cả dân sự trong xứ, cũng đổ ra tại trên nó lễ quán của họ, và tưới cả huyết con sinh dùng làm của lễ thiêu, luôn cả huyết về các con sinh khác. Còn bàn thờ bằng đồng, ta sẽ dùng cầu vấn ý Chúa.
So Urijah the priest did everything as the king said|Thầy tế lễ U-ri làm theo mọi điều vua A-cha truyền dạy cho người.
And King Ahaz took off the sides of the wheeled bases, and took down the great water-vessel from off the brass oxen which were under it and put it on a floor of stone.|Vả lại, vua A-cha dỡ các miếng trám của những táng, và cất hết những chậu đặt ở trên; lại hạ cái biển bằng đồng xuống khỏi bò nâng nó, rồi đem để nó trên một nền lót đá.
*** the house of the Lord, because of the king of Assyria.|Vì cớ vua A-si-ri, người cũng đổi trong đền thờ của Đức Giê-hô-va cái hiên cửa dùng về ngày Sa-bát mà người ta đã xây trong đền, và cửa ngoài để dành cho vua.
Now the rest of the things which Ahaz did, are they not recorded in the book of the history of the kings of Judah?|Các chuyện khác của A-cha, và những công việc người làm, đều chép trong sử ký về các vua Giu-đa.
And Ahaz went to rest with his fathers, and was put into the earth with his fathers in the town of David; and Hezekiah his son became king in his place.|Đoạn, A-cha an giấc cùng các tổ phụ người, được chôn bên họ, trong thành Đa-vít. Ê-xê-chia, con trai người, kế vị người.

					II Kings 17				|
						II Các Vua 17					
In the twelfth year of Ahaz, king of Judah, Hoshea, the son of Elah, became king over Israel in Samaria, ruling for nine years.|Năm thứ mười hai đời A-cha, vua Giu-đa, thì Ô-sê, con trai Ê-la, lên làm vua Y-sơ-ra-ên, tại Sa-ma-ri; người cai trị chín năm.
He did evil in the eyes of the Lord, though not like the kings of Israel before him.|Người làm điều ác trước mặt Đức Giê-hô-va, song chẳng bằng các vua Y-sơ-ra-ên trước người.
Against him came up Shalmaneser, king of Assyria, and Hoshea became his servant and sent him offerings.|Sanh-ma-na-sa, vua A-si-ri, đi lên hãm đánh Ô-sê; người bị thần phục Sanh-ma-na-sa và đóng thuế cho người.
But Hoshea's broken faith became clear to the king of Assyria because he had sent representatives to So, king of Egypt, and did not send his offering to the king of Assyria, as he had done year by year: so the king of Assyria had him shut up in prison and put in chains.|Nhưng vua A-si-ri thấy Ô-sê toan mưu phản; vì Ô-sê có sai sứ giả đến Sô, vua Ê-díp-tô, và không nộp thuế cho vua A-si-ri như người hằng năm đã làm; vua A-si-ri bèn bắt người xiềng lại, và hạ ngục.
Then the king of Assyria went through all the land and came up to Samaria, shutting it in with his forces for three years.|Đoạn, vua A-si-ri đi lên xâm chiếm cả xứ, đến vây Sa-ma-ri trong ba năm.
In the ninth year of Hoshea, the king of Assyria took Samaria, and took Israel away to Assyria, placing them in Halah and in Habor on the river Gozan, and in the towns of the Medes.|Năm thứ chín đời Ô-sê, vua A-si-ri hãm lấy Sa-ma-ri, đem dân Y-sơ-ra-ên sang qua A-si-ri, lập họ ở tại Cha-la và trên bờ Cha-bo, sông của Gô-xan, cùng trong các thành nước Mê-đi.
And the wrath of the Lord came on Israel because they had done evil against the Lord their God, who took them out of the land of Egypt from under the yoke of Pharaoh, king of Egypt, and had become worshippers of other gods,|Vả, dân Y-sơ-ra-ên đã phạm tội cùng Giê-hô-va Đức Chúa Trời của họ, là Đấng đã rút họ ra khỏi xứ Ê-díp-tô, và khỏi tay hà hiếp của Pha-ra-ôn, vua Ê-díp-tô; chúng đã kính thờ các thần khác
Living by the rules of the nations whom the Lord had sent out from before the children of Israel.|theo thói tục của các dân tộc mà Đức Giê-hô-va đã đuổi khỏi trước mặt dân Y-sơ-ra-ên, và theo lệ mà Đức Giê-hô-va đã đuổi khỏi trước mặt dân Y-sơ-ra-ên đã định.
And the children of Israel did secretly against the Lord their God things which were not right, building high places for themselves in all their towns, from the tower of the watchmen to the walled town.|Dân Y-sơ-ra-ên làm lén những việc bất chánh nghịch cùng Giê-hô-va Đức Chúa Trời của chúng, xây dựng những nơi cao trong khắp các thành họ, từ tháp vọng canh cho đến thành kiên cố,
They put up pillars of stone and wood on every high hill and under every green tree:|dựng lên những trụ thờ trên các nỗng cao và dưới những cây rậm.
Burning their offerings in all the high places, as those nations did whom the Lord sent away from before them; they did evil things, moving the Lord to wrath;|Tại trên các nơi cao, chúng xông hương y như các dân tộc mà Đức Giê-hô-va đã đuổi khỏi trước mặt họ, phạm những việc gian ác, và chọc giận Đức Giê-hô-va.
And they made themselves servants of disgusting things, though the Lord had said, You are not to do this.|Chúng hầu việc những hình tượng mà Đức Giê-hô-va đã cấm chúng rằng: Các ngươi chớ thờ chúng nó.
And he gave witness to Israel and Judah, by every prophet and seer, saying, Come back from your evil ways, and do my orders and keep my rules, and be guided by the law which I gave to your fathers and sent to you by my servants the prophets.|Song Đức Giê-hô-va cậy miệng các đấng tiên tri và những kẻ tiên kiến mà khuyên Y-sơ-ra-ên và Giu-đa rằng: Khá từ bỏ đường ác của các ngươi, hãy gìn giữ điều răn và luật lệ ta, tùy theo các mạng lịnh ta cậy những tiên tri, là tôi tớ ta, mà truyền cho tổ phụ các ngươi.
And they did not give ear, but became stiff-necked, like their fathers who had no faith in the Lord their God.|Nhưng chúng không muốn nghe, cứng cổ mình, y như các tổ phụ của chúng không có lòng tin Giê-hô-va Đức Chúa Trời của họ.
And they went against his rules, and the agreement which he made with their fathers, and his laws which he gave them; they gave themselves up to things without sense or value, and became foolish like the nations round them, of whom the Lord had said, Do not as they do.|Chúng khinh bỏ các luật lệ và giao ước Ngài đã lập cùng tổ phụ họ, và những lời chứng mà Ngài đã phán với họ. Chúng đi theo các thần hư không, và trở thành hư không, bắt chước các dân tộc ở chung quanh mình, mà Đức Giê-hô-va đã cấm làm theo gương của chúng nó.
And turning their backs on all the orders which the Lord had given them, they made for themselves images of metal, and the image of Asherah, worshipping all the stars of heaven and becoming servants to Baal.|Chúng khinh bỏ hết thảy giới mạnh của Giê-hô-va Đức Chúa Trời mình, tự đúc lấy hai tượng bò con, cùng làm thần tượng A-sê-ra, thờ lạy hết thảy cơ binh trên trời, và thờ phượng Ba-anh.
And they made their sons and their daughters go through the fire, and they made use of secret arts and unnatural powers, and gave themselves up to doing evil in the eyes of the Lord, till he was moved to wrath.|Chúng cũng đưa con trai con gái mình qua lửa, dùng tà thuật, tin bói khoa, chuyên làm điều dữ trước mặt Đức Giê-hô-va, để chọc giận Ngài.
So the Lord was very angry with Israel, and his face was turned away from them: only the tribe of Judah kept its place.|Bởi cớ ấy, Đức Giê-hô-va rất nổi giận dữ cùng dân Y-sơ-ra-ên, xua đùa chúng khỏi trước mặt Ngài; chỉ còn lại chi phái Giu-đa mà thôi.
(But even Judah did not keep the orders of the Lord their God, but were guided by the rules which Israel had made.|Chính Giu-đa cũng không vâng giữ các điều răn của Giê-hô-va Đức Chúa trời của họ; bèn đi theo những lệ luật mà Y-sơ-ra-ên đã lập.
So the Lord would have nothing to do with all the offspring of Israel, and sent trouble on them, and gave them up into the hands of their attackers, till he had sent them away from before his face.)|Thế thì, Đức Giê-hô-va từ bỏ cả dòng dõi Y-sơ-ra-ên, làm khốn khổ họ, và phó họ vào tay các kẻ cướp giựt, cho đến phải lưu đày cách xa mặt Ngài.
For Israel was broken off from the family of David, and they made Jeroboam, the son of Nebat, king, who, driving them away from the laws of the Lord, made them do a great sin.|Y-sơ-ra-ên đã phân rẽ nhà Đa-vít, tôn Giê-rô-bô-am, con trai Nê-bát, làm vua; người quyến dụ Y-sơ-ra-ên bội nghịch Đức Giê-hô-va, và khiến cho họ phạm tội lớn.
And the children of Israel went on with all the sins which Jeroboam did; they did not keep themselves from them;|Dân Y-sơ-ra-ên đều đi trong hết thảy tội lỗi của Giê-rô-bô-am đã phạm, chẳng từ bỏ chút nào,
Till the Lord put Israel away from before his face, as he had said by all his servants the prophets. So Israel was taken away from their land to Assyria, to this day.|cho đến ngày Đức Giê-hô-va đày đuổi họ khỏi trước mặt Ngài, y như Ngài đã phán bởi miệng của các tiên tri, tôi tớ Ngài. Vậy, Y-sơ-ra-ên bị cất khỏi xứ mình, lưu đày qua A-si-ri cho đến ngày nay.
