
					I Kings 1				|
Because David did what was right in the eyes of the Lord, and never in all his life went against his orders, but only in the question of Uriah the Hittite.|vì Đa-vít làm điều thiện trước mặt Đức Giê-hô-va, và ngoài việc U-ri, người Hê-tít, trọn đời người không xây bỏ điều gì của Đức Giê-hô-va đã truyền cho.
...|Vả, Rô-bô-am và Giê-rô-bô-am đánh giặc nhau trọn đời mình.
Now the rest of the acts of Abijam, and all he did, are they not recorded in the book of the history of the kings of Judah? And there was war between Abijam and Jeroboam.|Các công việc khác của A-bi-giam, mọi việc người làm, đều chép trong sách sử ký của các vua Giu-đa. A-bi-giam và Giê-rô-bô-am cũng đánh giặc nhau.
Then Abijam went to rest with his fathers, and they put him into the earth in the town of David: and Asa his son became king in his place.|A-bi-giam an giấc với tổ phụ mình, và người ta chôn người tại trong thành Đa-vít. A-sa, con trai người, kế vị người.
In the twentieth year that Jeroboam was king of Israel, Asa became king over Judah.|Năm thứ hai mươi, đời vua Giê-rô-bô-am là vua Y-sơ-ra-ên, thì A-sa lên ngôi làm vua Giu-đa.
And he was king for forty-one years in Jerusalem; his mother's name was Maacah, the daughter of Abishalom.|Người cai trị bốn mươi mốt năm tại Giê-ru-sa-lem. Bà nội người tên là Ma -a-ca, con gái của A-bi-sa-lôm.
Asa did what was right in the eyes of the Lord, as David his father did.|A-sa làm điều thiện trước mặt Đức Giê-hô-va, y như Đa-vít, tổ phụ người, đã làm.
Those used for sex purposes in the worship of the gods he sent out of the country, and he took away all the images which his fathers had made.|Người đuổi bợm vĩ gian khỏi xứ, và dạy hết thảy hình tượng mà tổ phụ người đã làm.
And he would not let Maacah his mother be queen, because she had made a disgusting image for Asherah; and Asa had the image cut down and burned by the stream Kidron.|Lại, người cũng cất chức thái hậu khỏi Ma -a-ca, bà nội mình, bởi vì bà có dựng tượng At-tạt-tê. A-sa đánh hạ hình tượng của bà, đốt tại trong trũng Xết-rôn.
The high places, however, were not taken away: but still the heart of Asa was true to the Lord all his life.|Song người không trừ bỏ các nơi cao; dầu vậy, đối với Đức Giê-hô-va, lòng A-sa là trọn lành cả đời mình.
He took into the house of the Lord all the things which his father had made holy, and those which he himself had made holy, silver and gold and vessels.|Người đem để lại trong đền Đức Giê-hô-va những vật thánh của cha người, và những vật mà chính mình người đã biệt riêng ra thánh, hoặc vàng, bạc, hay là các khí dụng.
Now there was war between Asa and Baasha, king of Israel, all their days.|A-sa, vua Giu-đa, và Ba-ê-sa, vua Y-sơ-ra-ên, đánh giặc nhau trọn đời mình.
And Baasha, king of Israel, went up against Judah, building Ramah, so that no one was able to go out or in to Asa, king of Judah.|Ba-ê-sa, vua Y-sơ-ra-ên, đi lên đánh Giu-đa, xây đồn lũy Ra-ma, để làm cho dân sự của A-sa, vua Giu-đa, không ra vào nơi A-sa, vua Giu-đa được.
Then Asa took all the silver and gold which was still stored in the Lord's house, and in the king's house, and sent them, in the care of his servants, to Ben-hadad, son of Tabrimmon, son of Rezon, king of Aram, at Damascus, saying,|Khi ấy, A-sa bèn lấy hết những bạc và vàng còn lại trong kho của đền Đức Giê-hô-va và trong kho nơi cung của vua, giao cho đều tớ mình; đoạn sai họ đến Bên-Ha-đát, con trai Táp-ri-môn, cháu Hê-xi-ôn, vua Sy-ri, ở Đa-mách, và nói rằng:
Let there be an agreement between me and you as there was between my father and your father: see, I have sent you an offering of silver and gold; go and put an end to your agreement with Baasha, king of Israel, so that he may give up attacking me.|Chúng ta hãy lập giao ước với nhau, y như cha của ông và cha ta đã làm. Kìa, ta sai đem lễ vật bằng bạc và vàng; hãy đi phá lời giao ước của ông với Ba-ê-sa, vua Y-sơ-ra-ên, để hắn dan xa ta.
So Ben-hadad did as King Asa said, and sent the captains of his armies against the towns of Israel, attacking Ijon and Dan and Abel-beth-maacah, and all Chinneroth as far as all the land of Naphtali.|Bên-Ha-đát nghe lời vua A-sa; bèn sai các quan tướng mình hãm đánh những thành của Y-sơ-ra-ên, chiếm lấy Y-giôn, Đan, A-bên-Bết-Ma-ca, và cả xứ Ki-nê-rốt với xứ Nép-ta-li.
And Baasha, hearing of it, put a stop to the building of Ramah, and was living in Tirzah.|Ba-ê-sa hay được điều đó, liền thôi xây đắp đồn Ra-ma, mà rút về ở tại Tiệt-sa.
Then King Asa got all Judah together, making every man come; and they took away the stones and the wood with which Baasha was building Ramah, and King Asa made use of them for building Geba in the land of Benjamin, and Mizpah.|Vua A-sa bèn nhóm hết thảy người Giu-đa, không trừ một ai; chúng đem đi những đá và gỗ mà Ba-ê-sa đã dùng xây đắp đồn Ra-ma. Vua A-sa dùng đồ ấy đặng xây cất Ghê-ba trong xứ Bên-gia-min, và Mích-ba.
Now the rest of the acts of Asa, and his power, and all he did, and the towns of which he was the builder, are they not recorded in the book of the history of the kings of Judah? But when he was old he had a disease of the feet.|Các công việc khác của A-sa, quyền thế của người, mọi việc người làm, và các thành người xây cất, đều đã chép trong sử ký của các vua Giu-đa. Khi người đã già rồi, thì đau chơn.
So Asa went to rest with his fathers and was put into the earth in the town of David his father: and Jehoshaphat his son became king in his place.|A-sa an giấc cùng tổ phụ người, và được chôn với họ trong thành Đa-vít, tổ tiên người. Giô-sa-phát, con trai người, kế vị người.
Nadab, the son of Jeroboam, became king over Israel in the second year that Asa was king of Judah; and he was king of Israel for two years.|Năm thứ hai đời A-sa, vua Giu-đa, Na-đáp, con trai Giê-rô-bô-am, lên ngôi làm vua Y-sơ-ra-ên, và trị vì trên Y-sơ-ra-ên hai năm.
He did evil in the eyes of the Lord, copying the evil ways of his father, and the sin which he did and made Israel do.|Người làm điều ác trước mặt Đức Giê-hô-va, đi theo đường của tổ phụ mình, phạm tội mà Giê-rô-bô-am đã phạm và khiến cho Y-sơ-ra-ên can phạm nữa.
And Baasha, the son of Ahijah, of the family of Issachar, made a secret design against him, attacking him at Gibbethon, a town of the Philistines; for Nadab and the armies of Israel were making war on Gibbethon.|Ba-ê-se, con trai A-hi-gia, về nhà Y-sa-ca, làm phản người; trong lúc Na-đáp và cả Y-sơ-ra-ên vây Ghi-bê-thôn, vốn thuộc về dân Phi-li-tin, thì Ba-ê-se giết người tại đó.
In the third year of the rule of Asa, king of Judah, Baasha put him to death, and became king in his place.|Ay là nhằm năm thứ ba đời A-sa, vua Giu-đa, mà Ba-ê-sa giết Na-đáp và trị vì thế cho người.
And straight away when he became king, he sent destruction on all the offspring of Jeroboam; there was not one living person of all the family of Jeroboam whom he did not put to death, so the word of the Lord, which he said by his servant Ahijah the Shilonite, came about;|Vừa khi người lên ngôi làm vua, thì giết hết thảy người thuộc về nhà Giê-rô-bô-am, không để sót một ai, đến đỗi đã diệt hết trong nhà Giê-rô-bô-am, theo như lời Đức Giê-hô-va đã cậy miệng A-hi-gia, kẻ tôi tớ Ngài ở Si-lô, mà phán ra;
Because of the sins which Jeroboam did and made Israel do, moving the Lord, the God of Israel, to wrath.|ấy vì cớ tội lỗi của Giê-rô-bô-am đã phạm làm cho Y-sơ-ra-ên cũng phạm tội, và chọc giận Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên.
Now the rest of the acts of Nadab, and all he did, are they not recorded in the book of the history of the kings of Israel?|Các công sự khác của Na-đáp, mọi việc người làm, đều đã chép trong sử ký của các vua Y-sơ -a-ên.
And there was war between Asa and Baasha, king of Israel, all their days.|Vả, A-sa, vua Giu-đa, và Ba-ê-sa, vua Y-sơ-ra-ên, đánh giặc nhau trọn đời mình.
In the third year of the rule of Asa, king of Judah, Baasha, the son of Ahijah, became king over all Israel in Tirzah, and was king for twenty-four years.|Năm thứ ba đời A-sa, vua Giu-đa, thì Ba-ê-sa, con trai A-hi-gia, lên làm vua của Y-sơ-ra-ên; người ở tại Tiệt-sa, và cai trị hai mươi bốn năm.
He did evil in the eyes of the Lord, copying the evil ways of Jeroboam and the sin which he made Israel do.|Người làm điều ác trước mặt Đức Giê-hô-va, đi theo đường của Giê-rô-bô-am, và tội lỗi mà Giê-rô-bô-am đã phạm làm cho Y-sơ-ra-ên cũng phạm tội.

					I Kings 16				|
						I Các Vua 16					
And the word of the Lord came to Jehu, son of Hanani, protesting against Baasha and saying,|Bấy giờ, lời của Đức Giê-hô-va phán cho Giê-hu, con trai của Hu-na-ni, nghịch cùng Ba-ê-sa, mà rằng:
Because I took you up out of the dust, and made you ruler over my people Israel; and you have gone in the ways of Jeroboam, and made my people Israel do evil, moving me to wrath by their sins;|Ta đã cất ngươi lên khỏi bụi đất và lập ngươi làm vua chúa dân Y-sơ-ra-ên ta; song ngươi đã đi theo đường của Giê-rô-bô-am, xui cho dân Y-sơ-ra-ên ta phạm tội, và vì tội chúng nó, chọc giận ta.
