
					Job 1				|
The blessing of him who was near to destruction came on me, and I put a song of joy into the widow's heart.|Kẻ gần chết chúc phước cho tôi, Và tôi làm cho lòng người góa bụa nức nở vui mừng.
I put on righteousness as my clothing, and was full of it; right decisions were to me a robe and a head-dress.|Tôi mặc lấy sự công bình, và nó che phủ tôi, Sự ngay thẳng tôi khác nào áo ngoài và mão triều thiên.
I was eyes to the blind, and feet to him who had no power of walking.|Tôi đã như con mắt cho kẻ mù, Và như chơn cho kẻ què.
I was a father to the poor, searching out the cause of him who was strange to me.|Tôi đã làm cha cho kẻ nghèo khó, Còn duyên cớ của kẻ lạ, tôi tra xét cho rõ ràng.
By me the great teeth of the evil-doer were broken, and I made him give up what he had violently taken away.|Tôi bẻ gẫy hàm kẻ bất công, Và rứt mồi nó ngậm nơi răng.
Then I said, I will come to my end with my children round me, my days will be as the sand in number;|Tôi bèn nói rằng: Ta sẽ thác trong ổ của ta; Ngày ta sẽ nhiều như hột cát;
My root will be open to the waters, and the night mist will be on my branches,|Rễ ta bò ăn dài theo nước, Và cả đêm sương đọng trên nhành ta.
My glory will be ever new, and my bow will be readily bent in my hand.|Vinh hiển ta mới mẻ với ta luôn, Cung ta được cứng mạnh lại trong tay ta.
Men gave ear to me, waiting and keeping quiet for my suggestions.|Người ta lắng tai nghe tôi, chờ đợi, Và làm thinh đặng nghe lời tôi bàn.
After I had said what was in my mind, they were quiet and let my words go deep into their hearts;|Sau khi tôi nói, chúng không còn đáp lại; Lời tôi nói gội nhuần trên chúng .
They were waiting for me as for the rain, opening their mouths wide as for the spring rains.|Họ trông đợi tôi như trông đợi mưa, Hả miệng ra dường như hứng mưa muộn.
I was laughing at them when they had no hope, and the light of my face was never clouded by their fear.|Tôi mỉm cười với chúng, khi chúng bị ngã lòng; Họ chẳng hề làm rối nét mặt bình tịnh tôi được.
I took my place as a chief, guiding them on their way, and I was as a king among his army. ...|Tôi chọn con đường cho chúng, và ngồi làm đầu họ, Ở như vua tại ở giữa quân đội, Khác nào một kẻ an ủy những người sầu.

					Job 30				|
						Gióp 30					
But now those who are younger than I make sport of me; those whose fathers I would not have put with the dogs of my flocks.|Song bây giờ, kẻ trẻ tuổi hơn tôi nhạo báng tôi, Mà cha họ tôi đã khinh, chẳng khứng để Chung với chó của bầy chiên tôi.
Of what use is the strength of their hands to me? all force is gone from them.|Sức mạnh của họ đã hư hại rồi; Vậy, sức lực tay họ dùng làm ích gì cho tôi?
They are wasted for need of food, biting the dry earth; their only hope of life is in the waste land.|Chúng ốm tong vì bị đói kém thiếu thốn, đi gậm cạp đất khô hóc, Từ lâu đã bỏ hoang vắng vẻ.
They are pulling off the salt leaves from the brushwood, and making a meal of roots.|Chúng hái rau sam biển trong bụi cây, Rễ cây giêng giếng làm vật thực cho họ.
They are sent out from among their townsmen, men are crying after them as thieves|Chúng bị đuổi đi khỏi giữa loài người; Người ta kêu la chúng như kêu la kẻ trộm.
They have to get a resting-place in the hollows of the valleys, in holes of the earth and rocks.|Chúng phải ở trong trũng gớm ghê, Trong hang đất và giữa các hòn đá.
They make noises like asses among the brushwood; they get together under the thorns.|Chúng tru thét giữa bụi cây, Nằm lộn lạo nhau dưới các lùm gai.
They are sons of shame, and of men without a name, who have been forced out of the land.|Chúng là con cái kẻ ngu xuẩn, cha họ chẳng tuổi tên, Họ bị đuổi ra khỏi xứ.
And now I have become their song, and I am a word of shame to them.|Còn bây giờ, tôi trở nên lời ca hát của họ, Làm đề cho chuyện trò của họ.
I am disgusting to them; they keep away from me, and put marks of shame on me.|Họ gớm ghiếc tôi, xa lánh tôi, Không kiêng nhổ khạc nơi mặt tôi.
For he has made loose the cord of my bow, and put me to shame; he has sent down my flag to the earth before me.|Bởi vì Đức Chúa Trời đã làm dùn cây cung tôi, và sỉ nhục tôi. Chúng ném hàm khớp khỏi trước mặt tôi.
The lines of his men of war put themselves in order, and make high their ways of destruction against me:|Cái hố lu la nầy dấy lên nơi tay hữu tôi; Chúng xô đẩy chơn tôi, Sửa soạn cho tôi con đường hiểm độc của chúng.
They have made waste my roads, with a view to my destruction; his bowmen come round about me;|Chúng phá hủy đường lối tôi, Giúp vào việc tàn hại tôi; Song chẳng có ai đến tiếp cứu chúng.
As through a wide broken place in the wall they come on, I am overturned by the shock of their attack.|Chúng do nơi hư lũng lớn mà đến, Xông vào tôi giữa sự đồi tàn.
Fears have come on me; my hope is gone like the wind, and my well-being like a cloud.|Các sự kinh khủng hãm áp tôi, Đuổi theo sự sang trọng tôi khác nào gió mạnh, Và sự phước hạnh tôi đã qua như đám mây.
But now my soul is turned to water in me, days of trouble overtake me:|Bây giờ, linh hồn tôi tan ra trong mình tôi; Các ngày gian nan đã hãm bắt tôi,
The flesh is gone from my bones, and they give me no rest; there is no end to my pains.|Đêm soi xương cốt tôi làm nó rời ra khỏi tôi, Đau đớn vẫn cắn rỉa tôi, không ngưng nghỉ chút nào.
With great force he takes a grip of my clothing, pulling me by the neck of my coat.|Vì cớ năng lực lớn của Đức Chúa Trời, áo ngoài tôi hư nát; Năng lực ấy riết khí tôi lại như cổ áo tôi.
Truly God has made me low, even to the earth, and I have become like dust.|Đức Chúa Trời có ném tôi xuống bùn, Tôi trở nên giống như bụi và tro.
You give no answer to my cry, and take no note of my prayer.|Tôi kêu la cùng Chúa, song Chúa chẳng đáp lời; Tôi đứng tại đó, và Chúa chỉ ngó xem tôi.
You have become cruel to me; the strength of your hand is hard on me.|Chúa trở nên dữ tợn đối với tôi, Lấy năng lực tay Chúa mà rượt đuổi tôi.
Lifting me up, you make me go on the wings of the wind; I am broken up by the storm.|Chúa cất tôi lên trên cánh gió, Khiến nó đem tôi đi, và tiêu diệt tôi giữa trận bão.
For I am certain that you will send me back to death, and to the meeting-place ordered for all living.|Vì tôi biết rằng Chúa sẽ dẫn tôi đến chốn sự chết, Là nơi hò hẹn của các người sống.
Has not my hand been stretched out in help to the poor? have I not been a saviour to him in his trouble?|Song trong khi người nào bị tàn hại, họ há chẳng giơ tay ra sao? Hoặc đương cơn tai nạn, họ há không cất tiếng kêu la ư?
Have I not been weeping for the crushed? and was not my soul sad for him who was in need?|Chớ thì tôi không khóc kẻ bị thời thế khó khăn sao? Lòng tôi há chẳng buồn thảm vì kẻ nghèo khổ sao?
For I was looking for good, and evil came; I was waiting for light, and it became dark.|Tôi đợi chờ phước hạnh, tai họa bèn xảy đến; Tôi trông cậy ánh sáng, tăm tối lại tới cho.
My feelings are strongly moved, and give me no rest; days of trouble have overtaken me.|Lòng tôi trằn trọc không an nghỉ; Các ngày gian nan xông áp vào tôi.
I go about in dark clothing, uncomforted; I get up in the public place, crying out for help.|Tôi đi mình mảy bằm đen, nhưng chẳng phải bị nắng ăn; Tôi chổi dậy giữa hội chúng và kêu cầu tiếp cứu.
I have become a brother to the jackals, and go about in the company of ostriches.|Tôi bèn trở thành anh em của chó rừng, Và bầu bạn của con đà điểu.
My skin is black and dropping off me; and my bones are burning with the heat of my disease.|Da tôi thành đen và rơi ra khỏi mình, Xương cốt tôi bị nóng cháy đi.
And my music has been turned to sorrow, and the sound of my pipe into the noise of weeping.|Vì cớ ấy, tiếng đờn cầm tôi trở nên tiếng ai bi, Và đờn sắt tôi chỉ ra tiếng thảm sầu.

					Job 31				|
						Gióp 31					
I made an agreement with my eyes; how then might my eyes be looking on a virgin?|Tôi đã có lập ước với mắt tôi; Vậy, làm sao tôi còn dám nhìn người nữ đồng trinh?
For what is God's reward from on high, or the heritage given by the Ruler of all from heaven?|Vì phần do Đức Chúa Trời ở trên trời, Và cơ nghiệp do Đấng Toàn năng ở nơi cao, là đí gì?
Is it not trouble for the sinner, and destruction for the evil-doers?|Há chẳng phải sự tai họa cho kẻ gian ác, Và sự hư hại cho kẻ làm dữ sao?
Does he not see my ways, and are not my steps all numbered?|Chớ thì Đức Chúa Trời chẳng thấy đường lối tôi, Và đếm các bước tôi sao?
If I have gone in false ways, or my foot has been quick in working deceit;|Nếu tôi có ăn ở cách dối trá, Và chơn tôi vội vàng theo chước gian giảo,
(Let me be measured in upright scales, and let God see my righteousness:)|Nguyện Đức Chúa Trời cân tôi trên cân thăng bằng, Thì Ngài sẽ nhìn biết sự thanh liêm của tôi.
