
					Joshua 1				|
In Issachar and Asher, Manasseh had Beth-shean and its daughter-towns, and Ibleam and its daughter-towns, and the people of Dor and its daughter-towns, and the people of En-dor and its daughter-towns, and the people of Taanach and its daughter-towns, and the people of Megiddo and its daughter-towns, that is, the three hills.|Trong địa phận Y-sa-ca và A-se Ma-na-se cũng được Bết-Sê-an và các thành địa hạt, Gíp-lê-am và các thành địa hạt, dân cư của Đô-rơ và các thành địa hạt, dân cư của En-Đô-rơ và các thành địa hạt, dân cư của Tha-na-ác và các thành địa hạt, dân cư của Mê-ghi-đô, các thành địa hạt nó, và ba cái đồng cao.
But the children of Manasseh were not able to make the people of those towns go out; but the Canaanites would go on living in that land.|Con cháu Ma-na-se chẳng đuổi được dân các thành ấy, vì dân Ca-na-an định ý ở trong xứ đó.
And when the children of Israel had become strong, they put the Canaanites to forced work, in place of driving them out.|Nhưng khi dân Y-sơ-ra-ên đã được cường thạnh, bèn bắt dân Ca-na-an phải phục dịch; song chẳng đuổi chúng nó được hết.
Then the children of Joseph said to Joshua, Why have you given me only one part and one stretch of land for my heritage? For through the blessing given to me by the Lord up to now, I am a great people.|Vả, con cháu của Giô-sép nói cùng Giô-suê rằng: Chúng tôi đã thành một dân đông, vì Đức Giê-hô-va đã ban phước cho chúng tôi đến ngày nay; vậy tại sao làm sao ông ban cho chúng tôi chỉ một phần đất làm sản nghiệp?
Then Joshua said to them, If you are such a great people, go up into the woodlands, clearing a place there for yourselves in the land of the Perizzites and the Rephaim, if the hill-country of Ephraim is not wide enough for you.|Giô-suê đáp: Nếu các ngươi đông như vậy, và núi Ep-ra-im rất hẹp cho các ngươi, thì hãy lên khai phá rừng, đặng làm một chỗ ở cho mình trong xứ dân Phê-rê-sít và dân Rê-pha-im.
And the children of Joseph said, The hill-country is not enough for us: and all the Canaanites living in the valley have iron war-carriages, those in Beth-shean and its towns as well as those in the valley of Jezreel.|Nhưng con cháu Giô-sép đáp rằng: Núi không đủ chỗ cho chúng tôi; còn miền đồng bằng, hết thảy dân Ca-na-an ở đó, dân Bết-Sê-an, và người ở các thành địa hạt nó, luôn những người ở trong trũng Gít-rê-ên, đều có thiết xa.
Then Joshua said to the children of Joseph, to Ephraim and Manasseh, You are a great people, and have great power: you are not to have one property only,|Giô-suê bèn nói cùng nhà Giô-sép, tức là Ep-ra-im và Ma-na-se, mà rằng: Ngươi là một dân đông, có sức lớn, sẽ chẳng lãnh chỉ một phần đất thôi;
For the hill-country of Gilead will be yours ... the woodland and cut down ... its outskirts will be yours ... get the Canaanites out, for they have iron war-carriages ... strong.|nhưng núi sẽ thuộc về ngươi; dầu là một cái rừng, ngươi sẽ khai phá nó, và các bờ cõi nó sẽ thuộc về ngươi; vì ngươi sẽ đuổi dân Ca-na-an, mặc dầu chúng nó có thiết xa và là cường thạnh.

					Joshua 18				|
						Giô-sua 18					
And all the meeting of the children of Israel came together at Shiloh and put up the Tent of meeting there: and the land was crushed before them.|Cả hội chúng dân Y-sơ-ra-ên nhóm hiệp tại Si-lô, và lập hội mạc tại đó: xứ đều phục trước mặt họ.
But there were still seven tribes among the children of Israel who had not taken up their heritage.|Nhưng trong dân Y-sơ-ra-ên còn lại bảy chi phái mà người ta chưa phân phát phần sản nghiệp cho.
Then Joshua said to the children of Israel, Why are you so slow to go in and take up your heritage in the land which the Lord, the God of your fathers, has given you?|Giô-suê bèn nói cùng dân Y-sơ-ra-ên rằng: Các ngươi lần lữa cho đến chừng nào, không đi chiếm xứ mà Giê-hô-va Đức Chúa Trời của tổ phụ các ngươi ban cho các ngươi?
Take from among you three men from every tribe; and I will send them to go through the land and make a record of it for distribution as their heritage; then let them come back to me.|Hãy chọn từng chi phái ba người, rồi ta sẽ sai đi; các người này sẽ đứng dậy đi khắp xứ, lấy địa đồ để phân chia, rồi sẽ trở về cùng ta.
And let them make division of it into seven parts: let Judah keep inside his limit on the south, and let the children of Joseph keep inside their limit on the north.|Họ sẽ chia xứ làm bảy phần; Giu-đa sẽ ở trong giới hạn mình nơi miền nam; còn nhà Giô-sép ở trong giới hạn mình nơi miền bắc.
And you are to have the land marked out in seven parts, and come back to me with the record; and I will make the distribution for you here by the decision of the Lord our God.|Vậy, các ngươi hãy lấy địa đồ của xứ làm bảy phần, đem về đây cho ta; rồi ta sẽ bắt thăm cho các ngươi tại đây trước Giê-hô-va Đức Chúa Trời chúng ta.
For the Levites have no part among you; to be the Lord's priests is their heritage; and Gad and Reuben and the half-tribe of Manasseh have had their heritage on the east side of Jordan, given to them by Moses, the servant of the Lord.|Nhưng không có phần cho người Lê-vi tại giữa các ngươi; bởi vì chức tế lễ của Đức Giê-hô-va là sản nghiệp của các người đó; còn Gát, Ru-bên, và phân nửa chi phái Ma-na-se đã lãnh phần sản nghiệp mà Môi-se, tôi tớ của Đức Giê-hô-va, đã ban cho họ ở bên kia sông Giô-đanh về phía đông.
So the men got up and went; and Joshua gave orders to those who went, to make a record of the land, saying, Go up and down through the land, and make a record of it and come back here to me, and I will make the distribution for you here by the decision of the Lord in Shiloh.|Vậy, các người ấy đứng dậy đi; Giô-suê truyền lịnh cho các người đi đặng lấy địa đồ của xứ, mà rằng: Hãy đi khắp xứ lấy địa đồ, rồi trở về cùng ta; ta sẽ bắt thăm tại đây cho các ngươi trước mặt Đức Giê-hô-va ở Si-lô.
So the men went, travelling through the land, and made a record of it by towns in seven parts in a book, and came back to Joshua to the tent-circle at Shiloh.|Các người ấy bèn đi khắp xứ, vẽ địa đồ trên một quyển sách chia làm bảy phần, tùy theo các thành; rồi trở về cùng Giô-suê ở trại quân tại Si-lô.
And Joshua made the distribution for them in Shiloh by the decision of the Lord, marking out the land for the children of Israel by their divisions.|Giô-suê bèn bắt thăm cho chúng tại Si-lô, trước mặt Đức Giê-hô-va; tại đó Giô-suê chia xứ ra cho dân Y-sơ-ra-ên, tùy theo các chi phái của họ.
And the first heritage came out for the tribe of Benjamin by their families: and the limit of their heritage went between the children of Judah and the children of Joseph.|Thăm trúng nhằm chi phái Bên-gia-min, tùy theo những họ hàng của chúng, và địa phận mà thăm chỉ định, ở nhằm giữa chi phái Giu-đa và chi phái Giô-sép.
And their limit on the north was from the Jordan, and the line goes up to the side of Jericho on the north and through the hill-country to the west, ending at the waste land of Beth-aven.|Giới hạn của Bên-gia-min về phía bắc chạy từ Giô-đanh, đi lên phía sau Giê-ri-cô về hướng bắc; đoạn bò lên núi, rồi giáp đồng vắng Bết -A-ven.
And from there the line goes south to Luz, to the side of Luz (which is Beth-el), then down to Ataroth-addar, by the mountain to the south of Beth-horon the lower.|Từ có giới hạn đi ngang sau lưng Lu-xơ, cũng gọi là Bê-tên, tại phía nam, rồi chạy xuống A-ta-rốt -A-đa ở gần núi về phía nam Bết-Hô-rôn dưới.
And the limit is marked as coming round to the south on the west side from the mountain which is south of Beth-horon, and ending at Kiriath-baal (which is Kiriath-jearim), a town of the children of Judah: this is the west part.|Giới hạn giăng vòng từ phía tây về hướng nam, tức từ núi đối ngang Bết-Hô-rôn về phía nam; rồi giáp Ki-ri-át-Ba-anh, tức là Ki-ri-át-Giê -a-rim, thành của người Giu-đa. Đó là miền tây.
And the south part is from the farthest point of Kiriath-jearim, and the line goes out to the west to the fountain of the waters of Nephtoah:|Miền nam khởi từ đầu Ki-ri-át-Giê -a-rim; giới hạn cứ chạy về phía tây, thẳng đến suối nước Nép-thô-ách;
And the line goes down to the farthest part of the mountain facing the valley of the son of Hinnom, which is on the north of the valley of Rephaim: from there it goes down to the valley of Hinnom, to the side of the Jebusite on the south as far as En-rogel;|rồi nó xuống đến đuôi núi nằm ngang trũng con trai Hi-nôm ở trong trũng Rê-pha-im, tại phía bắc; nó chạy xuống dọc theo trũng Hi-nôm ở sau lưng Giê-bu-sít, về phía nam, đoạn xuống đến En-Rô-ghen.
And it goes to En-shemesh and on to Geliloth, opposite the way up to Adummim, and it goes down to the stone of Bohan, the son of Reuben;|Giới hạn chạy vế hướng bắc đến En-Sê-mết; từ đó thẳng về Ghê-li-lốt ở đối ngang dốc A-đu-mim, rồi chạy xuống đến hòn đá Bô-han, là con trai Ru-bên;
And it goes on to the side facing the Arabah to the north, and down to the Arabah;|đoạn, nó đi ngang A-ra-ba về hướng bắc, và chạy xuống A-ra-ba.
And on to the north side of Beth-hoglah, ending at the north inlet of the Salt Sea at the south end of Jordan; this is their limit on the south.|Giới hạn liền đi ngang qua phía sau Bết-Hốt-la về hướng bắc, rồi giáp phía Biển mặn về hướng bắc ở đầu phía nam của sông Giô-đanh. Đó là giới hạn về phía nam.
And the limit of the east part is the Jordan. This is the heritage of the children of Benjamin, marked out for their families by these limits on all sides.|Về phía đông nó giáp sông Giô-đanh. Đó là sản nghiệp của con cháu Bên-gia-min, và giới hạn về bốn phía, tùy theo những họ hàng của chúng.
And the towns of the children of Benjamin, given to them in the order of their families, are Jericho and Beth-hoglah and Emek-kezziz|Các thành của chi phái Bên-gia-min, tùy theo những họ hàng của chúng, là: Giê-ri-cô, Bết-Hô-đa, Ê-méc-kê-sít,
And Beth-arabah and Zemaraim and Beth-el|Bết -a-ra-ba, Xê-ma-ra-im, Bê-tên,
And Avvim and Parah and Ophrah|A-vim, Pha-ra, Op-ra,
And Chephar-Ammoni and Ophni and Geba; twelve towns with their unwalled places;|Kê-pha -A-mô-nai, Op-ni, và Ghê-ba: hết thảy mười hai thành và các làng của nó;
Gibeon and Ramah and Beeroth|Ga-ba-ôn, Ra-ma, Bê-ê-rốt,
And Mizpeh and Chephirah and Mozah|Mít-bê, Kê-phi-ra, Một-sa,
And Rekem and Irpeel and Taralah|Rê-kem, Giệt-bê-ên, Tha-rê -a-la,
And Zela, Eleph and the Jebusite (which is Jerusalem), Gibeath and Kiriath; fourteen towns with their unwalled places. This is the heritage of the children of Benjamin by their families.|Xê-la, Ê-lép, Giê-bu, tức là Giê-ru-sa-lem, Ghi-bê-át, Ki-ri-át: hết thảy mười bốn thành với các làng của nó. Đó là sản nghiệp của con cháu Bên-gia-min, tùy theo những họ hàng của chúng.

					Joshua 19				|
						Giô-sua 19					
And the second heritage came out for the tribe of Simeon by their families; and their heritage was in the middle of the heritage of the children of Judah.|Phần đất thứ nhì bắt thăm trúng về chi phái Si-mê-ôn, tùy theo những họ hàng của chúng; sản nghiệp của chi phái này ở giữa sản nghiệp người Giu-đa.
And they had for their heritage Beer-sheba and Shema and Moladah|Chi phái Si-mê-ôn có trong sản nghiệp mình Bê -e-Sê-ba, Sê-ba, Mô-la-đa,
And Hazar-shual and Balah and Ezem|Hát-sa-Su-anh, Ba-la, Ê-xem,
And Eltolad and Bethul and Hormah|En-thô-lát, Bê-thu, Họt-ma,
And Ziklag and Beth-marcaboth and Hazar-susah|Xiếc-lác, Bết-Ma-ca-bốt, Hát-sa-Su-sa,
And Beth-lebaoth and Sharuhen; thirteen towns with their unwalled places;|Bết-Lê-ba-ốt, và Sê -a-ru-chem: hết thảy mười ba thành cùng các làng của nó;
Ain, Rimmon, and Ether and Ashan; four towns with their unwalled places;|A-in, Rim-môn, Ê-the, và A-san: hết thảy bốn thành cùng các làng của nó;
And all the unwalled places round about these towns as far as Baalath-beer-ramah to the south. This is the heritage of the tribe of Simeon by their families.|luôn hết các làng ở chung quanh những thành ấy cho đến Ba-lát-Bê -e, tức là Ra-ma ở miền nam. Đó là sản nghiệp của chi phái Si-mê-ôn, tùy theo những họ hàng của chúng.
The heritage of Simeon was taken out of Judah's stretch of land, for Judah's part was more than they had need of, so the heritage of the children of Simeon was inside their heritage.|Sản nghiệp của người Si-mê-ôn vốn chiếc ở phần đất của người Giu-đa: vì phần của người Giu-đa lấy làm lớn quá; vậy người Si-mê-ôn có sản nghiệp mình tại giữa sản nghiệp của họ.
And the third heritage came out for Zebulun by their families; the limit of their heritage was as far as Sarid;|Phần đất thứ ba bắt thăm trúng về người Sa-bu-lôn, tùy theo những họ hàng của chúng. Giới hạn của sản nghiệp họ chạy đến Sa-rít.
And their limit goes up to the west to Maralah, stretching to Dabbesheth, and to the stream in front of Jokneam;|Giới hạn đi lên hướng tây về lối Ma-rê -a-la, và đụng Đáp-bê-sết, rồi đến khe đối Giốc-nê-am.
