
					Proverbs 1				|
For it is a delight to keep them in your heart, to have them ready on your lips.|Vì nếu con gìn giữ nó trong lòng con, Lập nó ở chung nhau trên môi miệng con, thì ấy thật một sự tốt đẹp.
So that your faith may be in the Lord, I have made them clear to you this day, even to you.|Ngày nay ta đã dạy cho con hiểu biết các điều đó, Để con có lòng tin cậy Đức Giê-hô-va.
Have I not put in writing for you thirty sayings, with wise suggestions and knowledge,|Ta há chẳng có chép cho con Những điều tốt về mưu luận và về tri thức sao,
To make you see how certain are true words, so that you may give a true answer to those who put questions to you?|Để làm cho con biết sự quả quyết của lời chân lý, Hầu cho con lấy lời thật mà đáp lại với những người sai con?
Do not take away the property of the poor man because he is poor, or be cruel to the crushed ones when they come before the judge:|Chớ bóc lột kẻ nghèo, bởi vì họ nghèo, Cũng đừng hà hiếp người khốn khổ nơi cửa thành;
For the Lord will give support to their cause, and take the life of those who take their goods.|Vì Đức Giê-hô-va sẽ binh vực duyên cớ của họ, Và đoạt lấy sự sống của kẻ có cướp lột họ.
Do not be friends with a man who is given to wrath; do not go in the company of an angry man:|Chớ làm bạn với người hay giận; Chớ giao tế cùng kẻ cường bạo,
For fear of learning his ways and making a net ready for your soul.|E con tập theo đường lối nó, Và linh hồn con bị bẫy hãm hại chăng.
Be not one of those who give their hands in an agreement, or of those who make themselves responsible for debts:|Chớ đồng bọn cùng những kẻ giao tay nhau, Hoặc cùng kẻ bảo lãnh nợ:
If you have nothing with which to make payment, he will take away your bed from under you.|Nếu con không có gì trả, Cớ sao con muốn chúng đoạt lấy cái giường con đi?
Let not the old landmark be moved which your fathers have put in place.|Chớ dời đi các mộc giới cũ, Mà tổ phụ con đã dựng.
Have you seen a man who is expert in his business? he will take his place before kings; his place will not be among low persons.|Con có thấy người nào siêng năng trong công việc mình chăng? Người ấy hẳn sẽ đứng ở trước mặt các vua, chớ chẳng phải ở trước mặt người hèn hạ đâu.

					Proverbs 23				|
						Châm Ngôn 23					
When you take your seat at the feast with a ruler, give thought with care to what is before you;|Khi con ngồi ăn bữa với một quan trưởng, Hãy xét kỹ người ở trước mặt con;
And put a knife to your throat, if you have a strong desire for food.|Nếu con có láu ăn, Khá để con dao nơi họng con.
Have no desire for his delicate food, for it is the bread of deceit.|Chớ thèm món ngon của người, Vì là vật thực phỉnh gạt.
Take no care to get wealth; let there be an end to your desire for money.|Con chớ chịu vật vã đặng làm giàu; Khá thôi nhờ cậy khôn ngoan riêng của con.
Are your eyes lifted up to it? it is gone: for wealth takes to itself wings, like an eagle in flight up to heaven.|Con há liếc mắt vào sự giàu có sao? Nó đã chẳng còn nữa rồi; Vì nó quả hẳn có mọc cánh, Và bay lên trên trời như chim ưng vậy.
Do not take the food of him who has an evil eye, or have any desire for his delicate meat:|Chớ ăn bánh của kẻ có mắt gian ác, Và đừng tham muốn những món ngon của hắn.
For as the thoughts of his heart are, so is he: Take food and drink, he says to you; but his heart is not with you.|Vì hắn tưởng trong lòng thể nào, thì hắn quả thể ấy. Hắn nói với con rằng: Hãy ăn uống đi; Nhưng trong lòng hắn chẳng hiệp cùng con.
The food which you have taken will come up again, and your pleasing words will be wasted.|Miếng con đã ăn, con sẽ mửa ra, Và mất những lời hòa mĩ của con.
Say nothing in the hearing of a foolish man, for he will put no value on the wisdom of your words.|Chớ nói vào lỗ tai kẻ ngu muội; Vì nó sẽ khinh dể sự khôn ngoan của các lời con.
Do not let the landmark of the widow be moved, and do not go into the fields of those who have no father;|Chớ dời đi mộc giới cũ, Đừng vào trong đồng ruộng của kẻ mồ côi;
For their saviour is strong, and he will take up their cause against you.|Vì Đấng cứu chuộc của họ vốn quyền năng, Sẽ binh vực sự cáo tụng của chúng nó nghịch với con.
Give your heart to teaching, and your ears to the words of knowledge.|Hãy chuyên lòng về sự khuyên dạy, Và lắng tai nghe các lời tri thức.
Do not keep back training from the child: for even if you give him blows with the rod, it will not be death to him.|Chớ tha sửa phạt trẻ thơ; Dầu đánh nó bằng roi vọt, nó chẳng chết đâu. Khi con đánh nó bằng roi vọt,
Give him blows with the rod, and keep his soul safe from the underworld.|At giải cứu linh hồn nó khỏi âm phủ.
My son, if your heart becomes wise, I, even I, will be glad in heart;|Hỡi con, nếu lòng con khôn ngoan, Thì lòng ta cũng sẽ được vui mừng;
And my thoughts in me will be full of joy when your lips say right things.|Phải, chánh ruột gan ta sẽ hớn hở Khi miệng con nói điều ngay thẳng.
Have no envy of sinners in your heart, but keep in the fear of the Lord all through the day;|Lòng con chớ phân bì với kẻ hung ác; Nhưng hằng ngày hãy kính sợ Đức Giê-hô-va.
For without doubt there is a future, and your hope will not be cut off.|Vì quả hẳn có sự thưởng thiện, Và sự trông đợi của con sẽ chẳng thành ra luống công.
Give ear, my son, and be wise, guiding your heart in the right way.|Hỡi con, hãy nghe và trở nên khôn ngoan, Khá dẫn lòng con vào đường chánh.
Do not be among those who give themselves to wine-drinking, or among those who make themselves full with meat:|Chớ đồng bọn cùng những bợm rượu, Hoặc với những kẻ láu ăn;
For those who take delight in drink and feasting will come to be in need; and through love of sleep a man will be poorly clothed.|Vì bợm rượu và kẻ láu ăn sẽ trở nên nghèo; Còn kẻ ham ngủ sẽ mặc rách rưới.
Give ear to your father whose child you are, and do not keep honour from your mother when she is old.|Hãy nghe lời cha đã sanh ra con, Chớ khinh bỉ mẹ con khi người trở nên già yếu.
Get for yourself that which is true, and do not let it go for money; get wisdom and teaching and good sense.|Hãy mua chân lý, Sự khôn ngoan, sự khuyên dạy, và sự thông sáng; chớ hề bán đi.
The father of the upright man will be glad, and he who has a wise child will have joy because of him.|Cha người công bình sẽ có sự vui vẻ lớn, Và người nào sanh con khôn ngoan sẽ khoái lạc nơi nó.
Let your father and your mother be glad, let her who gave you birth have joy.|Ước gì cha và mẹ con được hớn hở, Và người đã sanh con lấy làm vui mừng.
My son, give me your heart, and let your eyes take delight in my ways.|Hỡi con, hãy dâng lòng con cho cha, Và mắt con khá ưng đẹp đường lối của cha.
For a loose woman is a deep hollow, and a strange woman is a narrow water-hole.|Vì kị nữ vốn là một cái hố sâu, Và dâm phụ là một cái hầm hẹp.
Yes, she is waiting secretly like a beast for its food, and deceit by her is increased among men.|Nàng đứng rình như một kẻ trộm, Làm cho thêm nhiều kẻ gian tà trong bọn loài người.
Who says, Oh! who says, Ah! who has violent arguments, who has grief, who has wounds without cause, whose eyes are dark?|Ai bị sự hoạn nạn? Ai phải buồn thảm? Ai có sự tranh cạnh? Ai than xiết? Ai bị thương tích vô cớ? Ai có con mắt đỏ?
Those who are seated late over the wine: those who go looking for mixed wine.|Tất những kẻ nán trễ bên rượu, Đi nếu thứ rượu pha.
Keep your eyes from looking on the wine when it is red, when its colour is bright in the cup, when it goes smoothly down:|Chớ xem ngó rượu khi nó đỏ hồng, Lúc nó chiếu sao trong ly, Và tuôn chảy dễ dàng;
In the end, its bite is like that of a snake, its wound like the wound of a poison-snake.|Rốt lại, nó cắn như rắn, Chít như rắn lục;
Your eyes will see strange things, and you will say twisted things.|Hai mắt con sẽ nhìn người dâm phụ, Và lòng con sẽ nói điều gian tà;
Yes, you will be like him who takes his rest on the sea, or on the top of a sail-support.|Thật, con sẽ như người nằm giữa đáy biển, Khác nào kẻ nằm trên chót cột buồm vậy.
They have overcome me, you will say, and I have no pain; they gave me blows without my feeling them: when will I be awake from my wine? I will go after it again.|Con sẽ nói rằng: Người ta đập tôi, nhưng tôi không đau; Người ta đánh tôi, song tôi không nghe biết: Khi tôi tỉnh dậy, tôi sẽ trở lại tìm uống nó nữa.

					Proverbs 24				|
						Châm Ngôn 24					
Have no envy for evil men, or any desire to be with them:|Chớ ganh ghét kẻ làm ác. Đừng ước ao ở cùng chúng nó.
For the purposes of their hearts are destruction, and their lips are talking of trouble.|Vì lòng chúng nó toan điều hủy phá, Và môi họ nói ra sự tổn hại.
The building of a house is by wisdom, and by reason it is made strong:|Nhờ sự khôn ngoan, cửa nhà được xây cất nên, Và được vững vàng bởi sự thông sáng;
And by knowledge its rooms are full of all dear and pleasing things.|Nhờ sự tri thức, các phòng vi đều được đầy đủ Các thứ tài vật quí báu đẹp đẽ.
