
					Isaiah 1				|
And those of Judah who are still living will again take root in the earth, and give fruit.|Trong nhà Giu-đa kẻ nào tránh khỏi nạn và còn sót lại sẽ châm rễ mới ở dưới và ra trái ở trên.
For from Jerusalem those who have been kept safe will go out, and those who are still living will go out of Mount Zion: by the fixed purpose of the Lord of armies this will be done.|Vì sẽ có dân sót ra từ Giê-ru-sa-lem, và mấy kẻ trốn khỏi nạn ra từ núi Si-ôn: lòng sốt sắng của Đức Giê-hô-va vạn quân sẽ làm điều đó.
For this cause the Lord says about the king of Assyria, He will not come into this town, or send an arrow against it; he will not come before it with arms, or put up an earthwork against it.|Vậy nên, Đức Giê-hô-va phán về vua A-si-ri như vầy: Nó sẽ không vào thành nầy, chẳng bắn vào một mũi trên, cũng chẳng dùng một cái thuẫn mà nghịch với, và chẳng đắp lũy mà cự lại.
By the way he came he will go back, and he will not get into this town.|Nó sẽ theo con đường mình đã noi đến mà trở về, không vào thành nầy đâu, Đức Giê-hô-va phán vậy.
For I will keep this town safe, for my honour, and for the honour of my servant David.|Ta sẽ binh vực thành nầy, để giải cứu nó, vì cớ ta và vì cớ Đa-vít là tôi tớ ta.
And the angel of the Lord went out and put to death in the army of the Assyrians a hundred and eighty-five thousand men: and when the people got up early in the morning, there was nothing to be seen but dead bodies.|Bấy giờ, một thiên sứ của Đức Giê-hô-va vào trại quân của người A-si-ri, và giết mười tám vạn năm ngàn người. Sáng hôm sau, người ta dậy sớm, thấy rặt những thây chết.
Sennacherib, king of Assyria, went back to his place at Nineveh.|San-chê-ríp, vua A-si-ri, bèn đi, trở về ở tại Ni-ni-ve.
And it came about, when he was worshipping in the house of Nisroch his god, that his sons Adrammelech and Sharezer put him to death with the sword, and they went in flight into the land of Ararat. And Esar-haddon, his son, became king in his place.|Một ngày kia người đương quì lạy trong đền Nít-róc, thần của mình, thì con trai người là A-tra-mê-léc và Sa-rết-se lấy gươm giết người. Đoạn, hai người đó trốn trong xứ A-ra-rát. Con trai người là Ê-sạt-ha-đôn trị vì thay người.

					Isaiah 38				|
						I-sai-a 38					
In those days Hezekiah was ill and near death. And Isaiah the prophet, the son of Amoz, came to him, and said to him, The Lord says, Put your house in order; for your death is near.|Trong lúc đó, Ê-xê-chia lâm bịnh hầu chết; đấng tiên tri Ê-sai, con trai A-mốt, đến chầu vua, và tâu rằng: Đức Giê-hô-va phán như vầy: Hãy sắp đặt nhà ngươi, vì ngươi hầu chết, không sống được nữa.
And Hezekiah, turning his face to the wall, made his prayer to the Lord, saying,|Ê-xê-chia bèn xây mặt vào tường, cầu nguyện Đức Giê-hô-va rằng:
O Lord, keep in mind how I have been true to you with all my heart, and have done what is good in your eyes. And Hezekiah gave way to bitter weeping.|Hỡi Đức Giê-hô-va, xin nhớ rằng tôi đã lấy lòng chơn thật trọn lành đi trước mặt Chúa, và đã làm điều lành trước mặt Ngài! Đoạn, Ê-xê-chia khóc dầm dề.
Then the word of the Lord came to Isaiah, saying,|Bấy giờ, có lời Đức Giê-hô-va phán cho Ê-sai rằng:
Go to Hezekiah, and say, The Lord, the God of David, your father, says, Your prayer has come to my ears, and I have seen your weeping: see, I will give you fifteen more years of life.|Hãy trở lại nói cùng Ê-xê-chia rằng: Giê-hô-va Đức Chúa Trời của Đa-vít, tổ ngươi, phán như vầy: Ta đã nghe lời cầu nguyện của ngươi, đã thấy nước mắt ngươi. Nầy, ta sẽ thêm cho ngươi mười lăm tuổi.
And I will keep you and this town safe from the hands of the king of Assyria: and I will keep watch over this town.|Ta sẽ giải cứu ngươi cùng thành nầy khỏi tay vua A-si-ri, và ta sẽ binh vực thành nầy.
And Isaiah said, This is the sign the Lord will give you, that he will do what he has said:|Nầy là dấu Đức Giê-hô-va ban cho ngươi để nghiệm biết Đức Giê-hô-va sẽ làm hoàn thành lời mình đã phán:
See, I will make the shade which has gone down on the steps of Ahaz with the sun, go back ten steps. So the shade went back the ten steps by which it had gone down.|trên bàn trắc ảnh A-cha, ta sẽ làm cho bóng mặt trời đương đi và đã đi quá, lui lại mười độ. Vậy thì trên bàn trắc ảnh, bóng mặt trời đã lui lại mười độ mà nó đã đi quá rồi.
The writing of Hezekiah, king of Judah, after he had been ill, and had got better from his disease.|Nầy là lời chép của Ê-xê-chia, vua Giu-đa, khi đã lâm bịnh và được lành bịnh:
I said, In the quiet of my days I am going down into the underworld: the rest of my years are being taken away from me.|Tôi từng nói: Vậy thì, đương khi giữa trưa của đời tôi, tôi hầu vào cửa âm phủ, còn mấy năm thừa bị cất mất!
I said, I will not see the Lord, even the Lord in the land of the living: I will not see man again or those living in the world.|Tôi từng nói: Tôi sẽ chẳng thấy Đức Giê-hô-va nữa, là Đức Giê-hô-va ở trên đất người sống. Tôi chẳng còn thấy loài người ở cùng dân cư thế gian.
My resting-place is pulled up and taken away from me like a herdsman's tent: my life is rolled up like a linen-worker's thread; I am cut off from the cloth on the frame: from day even to night you give me up to pain.|Nhà của tôi bị triệt đi, dời xa khỏi tôi như cái trại của người chăn chiên. Tôi cuốn đời tôi như thợ dệt cuốn vải nó; Chúa sẽ cắt tôi khỏi khung cửi; từ sáng đến tối, Chúa sẽ dứt mạng sống tôi!
I am crying out with pain till the morning; it is as if a lion was crushing all my bones.|Tôi làm thinh cho đến sáng mai: như Ngài đã xé cả xương tôi như sư tử vậy. Từ sáng đến tối, Chúa sẽ dứt mạng sống tôi!
I make cries like a bird; I give out sounds of grief like a dove: my eyes are looking up with desire; O Lord, I am crushed, take up my cause.|Tôi rầm rì như chim hạc chim yến; gù như chim bò câu; mắt tôi nhìn trên cao nên nỗi mỏi. Hỡi Đức Giê-hô-va, tôi đương cơn sầu khổ, xin Ngài bảo lãnh tôi.
What am I to say? seeing that it is he who has done it: all my time of sleeping I am turning from side to side without rest.|Tôi còn nói gì? Ngài đã phán cùng tôi thì Ngài cũng đã làm thành việc nầy. Trọn đời tôi sẽ ăn ở cách khiêm nhường vì cớ trong lòng cay đắng.
O Lord, for this cause I am waiting for you, give rest to my spirit: make me well again, and let me come back to life.|Hỡi Chúa, người ta được sống là nhờ đó; thần linh tôi được sống cũng nhờ đó! Xin Chúa chữa lành tôi, khiến tôi được sống.
See, in place of peace my soul had bitter sorrow. but you have kept back my soul from the underworld; for you have put all my sins out of your memory.|Nầy, sự rất cay đắng của tôi đã trở nên sự bình an! Chúa đã yêu thương linh hồn tôi, đem nó ra khỏi hầm hư nát; vì Chúa đã ném mọi tội lỗi tôi ra sau lưng Ngài.
For the underworld is not able to give you praise, death gives you no honour: for those who go down into the underworld there is no hope in your mercy.|Nơi âm phủ chẳng ngợi khen Ngài được, và sự chết chẳng tôn vinh Ngài được; những kẻ đã xuống mồ rồi chẳng còn trông cậy sự thành thật của Ngài nữa.
The living, the living man, he will give you praise, as I do this day: the father will give the story of your mercy to his children.|Duy kẻ sống, kẻ sống mới hay tôn vinh Ngài, như tôi làm ngày nay; kẻ làm cha sẽ cho con cái mình biết sự thành thật của Ngài.
O Lord, quickly be my saviour; so we will make my songs to corded instruments all the days of our lives in the house of the Lord.|Đức Giê-hô-va là Đấng cứu tôi! Trọn đời chúng tôi sẽ đờn và hát trong nhà Đức Giê-hô-va!
And Isaiah said, Let them take a cake of figs, and put it on the diseased place, and he will get well.|Vả, Ê-sai có nói rằng: Hãy lấy một cái bánh trái vả đắp trên mụt ung độc, vua sẽ được lành.
And Hezekiah said, What is the sign that I will go up to the house of the Lord?|Ê-xê-chia đáp rằng: Có dấu nào cho ta biết rằng ta còn được lên nhà Đức Giê-hô-va nữa chăng?

					Isaiah 39				|
						I-sai-a 39					
At that time Merodach-baladan, the son of Baladan, king of Babylon, sent letters with an offering to Hezekiah, because he had news that Hezekiah had been ill, and was well again.|Trong lúc đó, vua Ba-by-lôn, là Mê-rô-đác-Ba-la-đan, con vua Ba-la-đan, sai đưa thơ và lễ vật dâng Ê-xê-chia; vì nghe người đau và được lành.
And Hezekiah was glad at their coming, and let them see all his store of wealth, the silver and the gold and the spices and the oil, and all the house of his arms, and everything there was in his stores: there was nothing in all his house or his kingdom which he did not let them see.|Ê-xê-chia vui mừng vì các sứ thần, thì cho xem trong cung điện, nơi để những của quí, như bạc vàng, thuốc thơm, dầu báu, cùng kho khí giới, và mọi đồ trong phủ khố mình. Phàm vật chi trong cung và trong cả nước mình, chẳng có tí gì là Ê-xê-chia chẳng cho các sứ thần xem đến.
Then Isaiah the prophet came to King Hezekiah, and said to him, What did these men say, and where did they come from? And Hezekiah said, They came from a far country, even from Babylon.|Đấng tiên tri Ê-sai bèn đến chầu vua Ê-xê-chia, và hỏi rằng: Các người đó nói chi, và từ đâu đến thăm vua? Ê-xê-chia đáp rằng: Họ đến từ phương xa, tức là từ nước Ba-by-lôn.
And he said, What have they seen in your house? And Hezekiah said in answer, They saw everything in my house: there is nothing among my stores which I did not let them see.|Ê-sai tiếp rằng: Họ đã xem gì trong cung vua? Ê-xê-chia đáp rằng: Họ đã xem hết thảy mọi vật ở trong cung ta; chẳng có vật gì trong phủ khố ta mà ta chẳng chỉ cho họ.
