
					Leviticus 1				|
And my face will be turned against that man, and he will be cut off from his people; because he has given his offspring to Molech, making my holy place unclean, and making my holy name common.|Còn ta sẽ nổi giận cùng người đó, truất nó khỏi dân sự mình, vì nó đã nộp con cái mình cho thần Mo-lóc, làm cho nơi thánh ta ô uế, và làm ô danh thánh ta.
And if the people of the land do not take note of that man when he gives his offspring to Molech, and do not put him to death,|Nếu dân bổn xứ nhắm mắt khi người đó dâng một trong các con cái nó cho thần Mo-lóc mà chẳng giết nó đi,
Then my face will be turned against him and his family, and he and all those who do evil with him will be cut off from among their people.|thì ta đây sẽ nổi giận cùng người đó và nhà nó, rồi truất nó cùng những kẻ nào theo nó mà thông dâm cùng thần Mo-lóc, ra khỏi dân sự mình.
And whoever goes after those who make use of spirits and wonder-workers, doing evil with them, against him will my face be turned, and he will be cut off from among his people.|Nếu ai xây về đồng cốt và thầy bói mà thông dâm cùng chúng nó, thì ta sẽ nổi giận cùng người đó, truất nó ra khỏi dân sự mình.
So make and keep yourselves holy, for I am the Lord your God.|Các ngươi hãy làm sạch mình, và hãy nên thánh, vì ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
And keep my rules and do them: I am the Lord, who make you holy.|Các ngươi hãy giữ làm theo những luật pháp ta: Ta là Đức Giê-hô-va, Đấng làm cho các ngươi nên thánh.
Every man cursing his father or his mother is certainly to be put to death; because of his curse on his father or his mother, his blood will be on him.|Khi một người nào chửi cha mắng mẹ mình, thì phải bị xử tử: nó đã chửi rủa cha mẹ; huyết nó sẽ đổ lại trên mình nó.
And if a man has sex relations with another man's wife, even the wife of his neighbour, he and she are certainly to be put to death.|Nếu người nào phạm tội tà dâm cùng vợ của người khác, hay là phạm tội tà dâm cùng vợ người lân cận mình, người nam cùng người nữ đó đều phải bị xử tử.
And the man who has sex relations with his father's wife has put shame on his father: the two of them are to be put to death; their blood will be on them.|Nếu người nào nằm cùng vợ cha mình, ấy là gây nhục cho cha mình, thì hai người đều hẳn phải bị xử tử; huyết họ sẽ đổ lại trên mình họ.
And if a man has sex relations with his son's wife, the two of them are to be put to death: it is unnatural; their blood will be on them.|Nếu người nào nằm cùng dâu mình, hai người đều hẳn phải bị phạt xử tử; vì họ phạm một sự gớm ghiếc; huyết họ sẽ đổ lại trên mình họ.
And if a man has sex relations with a man, the two of them have done a disgusting thing: let them be put to death; their blood will be on them.|Nếu một người nam nằm cùng một người nam khác, như nằm cùng người nữ, thì hai người đó đều hẳn phải bị xử tử, vì họ đã làm một sự gớm ghiếc; huyết họ sẽ đổ lại trên mình họ.
And if a man takes as wife a woman and her mother, it is an act of shame; let them be burned with fire, all three of them, so that there may be no shame among you.|Nếu một người nam lấy cả và mẹ con làm vợ; ấy là một sự tà ác; hãy thiêu cả ba đi, hầu cho sự tà ác đó không còn trong vòng các ngươi.
And if a man has sex relations with a beast, let him be put to death, and let the beast be put to destruction.|Nếu một người nam cấu hiệp cùng thú vật, thì hẳn phải bị xử tử, và các ngươi hãy giết thú đó đi.
And if a woman goes near a beast and has sex relations with it, you will put an end to the woman and the beast: their blood will be on them.|Nếu một người nữ lại gần một con thú đặng cấu hiệp cùng nó, ngươi hãy giết người nữ và con thú đó đi; huyết nó sẽ đổ lại trên mình nó.
And if a man takes his sister, daughter of his father or his mother, and has sex relations with her and she with him, it is an act of shame: they are to be cut off before the children of their people; he has had sex relations with his sister, and his sin will be on him.|Nếu một người nam lấy chị em gái mình, hoặc một cha khác mẹ, hoặc một mẹ khác cha, và họ cấu hiệp nhau; ấy là sự điếm nhục; họ sẽ bị truất khỏi trước mặt dân sự mình; người đã gây nhục cho chị em mình; người sẽ mang tội ác mình.
And if a man has sex relations with a woman at the time when she is unwell, he has seen her fountain and she has let the fountain of her blood be uncovered, and the two of them are to be cut off from among their people.|Nếu một người nam nằm cùng một người nữ trong lúc có kinh nguyệt, và người nam lộ ra nguyên huyết của người nữ, và chánh người nữ cũng lộ ra nguyên huyết mình, thì cả hai đều sẽ bị truất khỏi dân sự mình.
And you may not have sex connection with your mother's sister or your father's sister, for they are his near relations: their sin will be on them.|Chớ cấu hiệp cùng chị em của mẹ hay là chị em của cha ngươi, vì là gây nhục cho thân tộc mình; hai người đều sẽ mang tội ác mình.
And if a man has sex relations with the wife of his father's brother, he has put shame on his father's brother: their sin will be on them; till the day of their death they will have no children.|Nếu người nam nằm cùng bác gái hay thím mình, tức là gây nhục cho chú bác mình; hai người đều sẽ mang sự hình phạt của tội mình. Họ sẽ chết tuyệt tự.
And if a man takes his brother's wife, it is an unclean act; he has put shame on his brother; they will have no children.|Nếu một người nam lấy vợ của anh em mình, ấy là sự ô uế; người đó đã gây nhục cho anh em mình. Hai người đó sẽ tuyệt tự.
So then, keep my rules and my decisions and do them, so that the land which I am giving you as your resting-place may not violently send you out again.|Các ngươi hãy gìn giữ làm theo những luật pháp và mạng lịnh ta, hầu cho xứ mà ta dẫn các ngươi đến ở không mửa các ngươi ra.
And do not keep the rules of the nations which I am driving out before you; for they did all these things, and for that reason my soul was turned against them.|Chớ nên noi theo thói tục của dân mà ta sẽ đuổi ra khỏi trước mặt các ngươi, vì họ đã làm những điều đó, và ta lấy làm gớm ghiếc lắm.
But I have said to you, You will take their land and I will give it to you for your heritage, a land flowing with milk and honey: I am the Lord your God who have made you separate from all other peoples.|Ta đã phán cùng các ngươi rằng: Ay là các ngươi sẽ được xứ của dân đó; ta cho các ngươi xứ ấy đặng làm sản nghiệp; ấy là một xứ đượm sữa và mật: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi, đã phân rẽ các ngươi cùng các dân.
So then, make division between the clean beast and the unclean, and between the clean bird and the unclean: do not make yourselves disgusting by any beast or bird or anything which goes flat on the earth, which has been marked by me as unclean for you.|Vậy, hãy phân biệt thú tinh sạch với thú ô uế, chim ô uế với chim tinh sạch; chớ gây cho mình ra gớm ghiếc vì loài vật, vì chim chóc, vì các loài côn trùng trên mặt đất, mà ta đã dạy các ngươi phân biệt như loài ô uế.
And you are to be holy to me; for I the Lord am holy and have made you separate from the nations, so that you may be my people.|Đối cùng ta các ngươi hãy nên thánh, vì ta, Đức Giê-hô-va, là thánh; ta đã phân rẽ các ngươi với các dân, để các ngươi thuộc về ta.
Any man or woman who makes use of spirits, or who is a wonder-worker, is to be put to death: they are to be stoned with stones: their blood will be on them.|Khi nào một người nam hay nữ làm đồng cốt, hay là bói khoa, thì hẳn sẽ bị xử tử; người ta sẽ ném đá chúng nó: huyết chúng nó sẽ đổ lại trên mình chúng nó.

					Leviticus 21				|
						Lê-vi 21					
And the Lord said to Moses, Say to the priests, the sons of Aaron, Let no man make himself unclean for the dead among his people;|Đức Giê-hô-va lại phán cùng Môi-se rằng: Hãy nói cùng những thầy tế lễ, là các con trai A-rôn, mà rằng: Thầy tế lễ chớ vì một người chết trong dân sự là làm cho mình ra ô uế;
But only for his near relations, for his mother or his father, his son or his daughter, and his brother;|trừ ra vì bà con thân thích mình, vì mẹ, cha, con trai, con gái, anh em mình,
