
					II Samuel 1				|
And Ahithophel said to Absalom, Go in to your father's women who are here looking after his house; then all Israel will have the news that you are hated by your father, and the hands of your supporters will be strong.|A-hi-tô-phe đáp cùng Ap-sa-lôm rằng: Hãy đi đến cùng các cung phi của thân phụ ông đã để lại đặng giữ đền. Khi cả Y-sơ-ra-ên hay rằng ông đã sỉ nhục thân phụ ông như vậy, thì hết thảy những người ở cùng ông lại sẽ càng mạnh mẽ hơn.
So they put up the tent for Absalom on the top of the house, and Absalom went in to his father's women before the eyes of all Israel.|Vậy, người ta che cho Ap-sa-lôm một cái trại ở trên sân nóc đền; rồi trước mặt cả Y-sơ-ra-ên, Ap-sa-lôm đi đến cùng các cung phi của cha mình.
In those days the opinions of Ahithophel were valued as highly as if through him a man might get direction from God; so were they valued by David as much as by Absalom.|Vả, trong lúc đó, người ta coi mưu của A-hi-tô-phe như lời phán của chính Đức Chúa Trời. Giá trị các mưu của A-hi-tô-phe, hoặc đối cùng Đa-vít, hoặc đối cùng Ap-sa-lôm, đều là như vậy.

					II Samuel 17				|
						II Sa-mu-ên 17					
Then Ahithophel said to Absalom, Let me take out twelve thousand men and this very night I will go after David:|A-hi-tô-phe lại nói cùng Ap-sa-lôm rằng: Xin cho phép tôi chọn mười hai ngàn quân. Tôi sẽ kéo ra đuổi theo Đa-vít nội đêm nay.
And I will come up with him when he is tired and feeble, and make him full of fear: and all the people with him will go in flight; and I will make an attack on the king only:|Tôi sẽ xông vào người trong lúc người mệt mỏi, ngã lòng, và làm cho người kinh khiếp; cả dân chúng đi theo người sẽ chạy trốn, và tôi sẽ giết một mình vua.
And I will make all the people come back to you as a bride comes back to her husband: it is the life of only one man you are going after; so all the people will be at peace.|Như vậy, tôi sẽ dẫn cả dân chúng trở về cùng ông; vì sự chết của một mình người mà ông vẫn đuổi theo đó, sẽ khiến cho mọi người trở về; vậy, cả dân chúng sẽ được bình yên.
And the saying was pleasing to Absalom and to the responsible men of Israel.|Ap-sa-lôm và các trưởng lão Y-sơ-ra-ên đều nhận lời ấy là phải.
Then Absalom said, Now send for Hushai the Archite, and let us give ear to what he has to say.|Song Ap-sa-lôm nói rằng: Hãy vời Hu-sai, người At-kít đến, để chúng ta cũng nghe lời người bàn nữa.
And when Hushai came, Absalom said to him, This is what Ahithophel has said: are we to do as he says? if not, what is your suggestion?|Hu-sai đã vào trong đền Ap-sa-lôm, thì Ap-sa-lôm nói cùng người rằng: A-hi-tô-phe đã nói lời như vậy; chúng ta có nên làm theo lời người đã bàn hay chăng?
And Hushai said to Absalom, Ahithophel's idea is not a good one at this time.|Hu-sai bèn đáp cùng Ap-sa-lôm rằng: Lần nầy, lời bàn của A-hi-tô-phe không được tốt lành.
Hushai said further, You have knowledge of your father and his men, that they are men of war, and that their feelings are bitter, like those of a bear in the field whose young ones have been taken from her: and your father is a man of war, and will not take his night's rest with the people;|Người tiếp rằng: Vua đã biết vua cha và các người của vua cha, là những dõng sĩ, có lòng nóng giận khác nào gấu cái trên rừng bị người ta bắt con nó. Lại nữa, vua cha, là một người thạo việc chiến trận, chắc chẳng ở đêm cùng đạo binh đâu.
But he will certainly have taken cover now in some hole or secret place; and if some of our people, at the first attack, are overcome, then any hearing of it will say, There is destruction among the people who are on Absalom's side.|Quả lúc nầy người ẩn mình trong một hang hố nào hay là trong chỗ nào khác. Nếu khởi tiên, chúng ta bị thua, hết thảy những kẻ nghe sẽ nói rằng: Phe của Ap-sa-lôm đã bị thua.
Then even the strongest, whose heart is like the heart of a lion, will become like water; for all Israel is conscious that your father is a man of war, and those who are with him are strong and without fear.|Bây giờ, kẻ mạnh bạo hơn hết, dầu có lòng như sư tử, cũng phải nát gan; vì cả Y-sơ-ra-ên biết rằng vua cha là một tay anh hùng, và những kẻ theo người đều là can đảm.
But my suggestion is that all Israel, from Dan as far as Beer-sheba, comes together to you, a great army like the sands of the sea in number; and that you yourself go out among them.|Nên tôi bàn rằng thà hết thảy dân Y-sơ-ra-ên, từ Đan cho đến Bê -e-Sê-ba, hiệp lại chung quanh ông, đông như cát trên bờ biển, thì hơn. Ong sẽ thân hành ra trận.
Then we will come on him in some place, wherever he may be, falling on him as the dew comes on the earth: and of him and all the men who are with him not one will get away with his life.|Vô luận người ở chỗ nào, chúng ta sẽ xông đến người, đáp trên người như sương sa trên đất; trước người và kẻ theo người cũng không thể thoát khỏi được.
And if he has gone into some town, then let all Israel take strong cords to that town, and we will have it pulled into the valley, till not one small stone is to be seen there.|Nếu người ẩn mình trong thành nào, cả Y-sơ-ra-ên tất sẽ lấy dây vòng chung quanh thành đó, rồi kéo thành đó xuống đáy khe, đến đỗi người ta không thấy một cục đá nào còn lại.
Then Absalom and all the men of Israel said, Hushai's suggestion is better than that of Ahithophel. For it was the purpose of the Lord to make the wise designs of Ahithophel without effect, so that the Lord might send evil on Absalom.|Bấy giờ, Ap-sa-lôm và cả dân Y-sơ-ra-ên đều nói rằng: Mưu của Hu-sai, người At-kít, hay hơn mưu của A-hi-tô-phe. Vả, Đức Giê-hô-va đã định làm bại mưu khôn ngoan của A-hi-tô-phe, hầu giáng sự tai họa trên Ap-sa-lôn vậy.
Then Hushai said to Zadok and Abiathar, the priests, This is the suggestion made by Ahithophel to Absalom and the responsible men of Israel, and this is what I said to them.|Bấy giờ, Hu-sai nói cùng hai thầy tế lễ Xa-đốc và A-bia-tha, rằng: A-hi-tô-phe có dâng mưu nọ mưu kia cho Ap-sa-lôm, và cho các trưởng lão Y-sơ-ra-ên, nhưng ta lại dâng mưu khác nầy.
So now send the news quickly to David, and say, Do not take your night's rest by the way across the river to the waste land, but be certain to go over; or the king and all the people with him will come to destruction.|Vậy bây giờ, hãy mau mau báo tin cho Đa-vít mà rằng: Chớ ở đêm ngoài đồng bằng của sa mạc; hãy đi tới xa hơn, kẻo vua và các người đi theo phải bị tai vạ chăng.
Now Jonathan and Ahimaaz were waiting by En-rogel; and a servant-girl went from time to time and gave them news and they went with the news to King David, for it was not wise for them to let themselves be seen coming into the town.|Giô-na-than và A-hi-mát đứng tai En-Rô-ghên, không dám vào trong thành, e người ta thấy; một con đòi đến báo tin cho hai người phải báo lại cho vua Đa-vít.
But a boy saw them, and gave word of it to Absalom: so the two of them went away quickly, and came to the house of a man in Bahurim who had a water-hole in his garden, and they went down into it.|Nhưng có một người trai trẻ thấy họ, bèn đến thuật cho Ap-sa-lôm hay. Hai người đã vội vã cùng đi và đến nhà của một người ở Ba-hu-rim; trong sân người có một cái giếng, hai người bèn xuống đó.
And a woman put a cover over the hole, and put crushed grain on top of it, and no one had any knowledge of it.|Vợ của người nầy lấy một cái mền trải trên miệng giếng, trước trên đó người rải phơi lúa mạch, cho người ta không nghi ngờ chi hết.
And Absalom's servants came to the woman at the house and said, Where are Ahimaaz and Jonathan? And the woman said to them, They have gone from here to the stream. And after searching for them, and seeing nothing of them, they went back to Jerusalem.|Các tôi tớ của Ap-sa-lôm đến nhà người nữ nầy mà hỏi rằng: A-hi-mát và Giô-na-than ở đâu? Người nữ đáp rằng: Hai người đã qua suối rồi. Vậy, họ đi theo tìm, song không gặp, bèn trở về Giê-ru-sa-lem.
Then after the servants had gone away, they came up out of the water-hole and went to give King David the news; and they said, Get up and go quickly over the water, for such and such are Ahithophel's designs against you.|Sau khi chúng đi rồi, A-hi-mát và Giô-na-than đi lên khỏi giếng, rồi đi báo tin nầy cho Đa-vít, rằng: Hãy chổi dậy, mau qua sông, vì A-hi-tô-phe đã bèn định mưu nầy nghịch cùng vua.
So David and all the people who were with him went up over Jordan: when dawn came, every one of them had gone over Jordan.|Đa-vít bèn chổi dậy, với cả dân theo người, rồi đi qua sông Giô-đanh. Vừa rạng đông, chẳng còn sót một người nào chưa qua sông.
Now when Ahithophel saw that his suggestion was not acted on, he got his ass ready, and went back to his house, to the town where he came from, and having put his house in order, he put himself to death by hanging; so he came to his end and was put in the resting-place of his father.|A-hi-tô-phe thấy người ta không theo mưu của mình, bèn thắng lừa, trở về thành mình, và vào trong nhà người. Sau khi người đã sắp đặt việc mình rồi, thì tự thắt cổ mà chết. Người ta chôn người trong mộ của cha người.
And David came to Mahanaim. And Absalom, with all the men of Israel, went over Jordan.|Đương lúc Đa-vít đi đến Ma-ha-na-im, thì Ap-sa-lôm đi ngang qua sông Giô-đanh, có cả đạo quân Y-sơ-ra-ên đi theo.
And Absalom put Amasa at the head of the army in place of Joab. Now Amasa was the son of a man named Ithra the Ishmaelite, who had been the lover of Abigail, the daughter of Jesse, sister of Zeruiah, Joab's mother.|Ap-sa-lôm đã lập A-ma-sa làm tổng binh thế cho Giô-áp. Vả, A-ma-sa là con trai của một người Y-sơ-ra-ên, tên là Gít-ra, xưa đã ăn ở cùng A-bi-ganh, là con gái của Na-hách, chị của Xê-ru-gia, mẹ của Giô-áp.
And Israel and Absalom put up their tents in the land of Gilead.|Y-sơ-ra-ên đóng trại với Ap-sa-lôm tại trong xứ Ga-la-át.
Now when David had come to Mahanaim, Shobi, the son of Nahash of Rabbah, the Ammonite, and Machir, the son of Ammiel of Lo-debar, and Barzillai the Gileadite of Rogelim,|Khi Đa-vít đã đến Ma-ha-na-im, thì Sô-bi, con trai Na-hách, quê ở Ráp-ba, là thành của dân Am-môn, với Ma-ki, con trai A-mi-ên ở thành Lô-đê-ba, và Bát-xi-lai, người Ga-la-át, ở thành Rô-ghê-lim, đều đem cho Đa-vít và cho cả dân theo người
