
					Jeremiah 1				|
Why is my pain unending and my wound without hope of being made well? Sorrow is mine, for you are to me as a stream offering false hope and as waters which are not certain.|Cớ sao sự đau đớn của tôi cứ còn hoài? Cớ sao vết thương của tôi không chữa được mà nó không chịu khỏi? Ngài đối với tôi hằn như cái khe giả dối, cái suốt tắt mạch hay sao?
For this cause the Lord has said, If you will come back, then I will again let you take your place before me; and if you give out what is of value and not that which has no value, you will be as my mouth: let them come back to you, but do not go back to them.|Vậy nên, Đức Giê-hô-va phán như vầy: Nếu ngươi trở lại, thì ta sẽ lại đem ngươi đứng trước mặt ta; nếu ngươi làm cho sự quí lìa khỏi sự hèn, thì ngươi sẽ như miệng ta, chúng nó sẽ trở về cùng ngươi; nhưng ngươi chẳng trở về cùng chúng nó.
And I will make you a strong wall of brass to this people; they will be fighting against you, but they will not overcome you: for I am with you to keep you safe, says the Lord.|Ta sẽ khiến ngươi làm tường đồng vững bền cho dân nầy, họ sẽ đánh với ngươi, nhưng không thắng ngươi được, vì ta ở cùng ngươi đặng cứu ngươi và giải thoát ngươi, Đức Giê-hô-va phán vậy.
I will keep you safe from the hands of the evil-doers, and I will give you salvation from the hands of the cruel ones.|Ta sẽ rút ngươi ra khỏi tay kẻ ác, sẽ chuộc ngươi khỏi tay kẻ bạo tàn.

					Jeremiah 16				|
						Giê-rê-mi-a 16					
Then again the word of the Lord came to me, saying,|Lời Đức Giê-hô-va phán cùng tôi như vầy:
You are not to take a wife for yourself or have sons or daughters in this place.|Ngươi chớ cưới vợ, chớ có con trai con gái trong chốn nầy.
For this is what the Lord has said about the sons and daughters who come to birth in this place, and about their mothers who have given them birth, and about their fathers who have given life to them in this land:|Vì Đức Giê-hô-va phán về những con trai con gái sẽ sanh tại đây, và về những cha mẹ đã sanh đẻ chúng nó trong đất nầy như vầy:
Death from evil diseases will overtake them; there will be no weeping for them and their bodies will not be put to rest; they will be like waste on the face of the earth: the sword and need of food will put an end to them; their dead bodies will be meat for the birds of heaven and for the beasts of the earth.|Chúng nó sẽ bị dịch lệ mà chết; chẳng ai khóc cũng chẳng ai chôn; xác chúng nó còn lại như phân trên đất. Chúng nó sẽ bị diệt bởi gươm dao và đói kém; thây chúng nó sẽ làm đồ ăn cho chim trời và loài thú trên đất.
For this is what the Lord has said: Do not go into the house of sorrow, do not go to make weeping or songs of grief for them: for I have taken away my peace from this people, says the Lord, even mercy and pity.|Đức Giê-hô-va phán: Chớ vào nhà có tang, chớ đi điếu, và chớ than khóc chúng nó; vì ta đã rút sự bình an ơn huệ, thương xót của ta ra khỏi dân nầy, Đức Giê-hô-va phán vậy.
Death will overtake great as well as small in the land: their bodies will not be put in a resting-place, and no one will be weeping for them or wounding themselves or cutting off their hair for them:|Người lớn kẻ nhỏ đều sẽ chết trong đất nầy; chẳng được chôn, chẳng ai khóc chúng nó; người ta không tự cắt thịt và hớt tóc vì chúng nó.
No one will make a feast for them in sorrow, to give them comfort for the dead, or put to their lips the cup of comfort on account of their father or their mother.|Không ai vì kẻ ở tang bẻ bánh, để yên ủi chúng nó vì kẻ chết; chẳng ai vì sự chết của cha hoặc mẹ mà trao chén chia buồn.
And you are not to go into the house of feasting, or be seated with them to take food or drink.|Cũng đừng vào trong phòng tiệc, đặng ngồi ăn uống với chúng nó.
For the Lord of armies, the God of Israel, has said, See, before your eyes and in your days I will put an end in this place to the laughing voices and the voice of joy; to the voice of the newly-married man and the voice of the bride.|Vì, Đức Giê-hô-va vạn quân, Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Nầy, dưới mắt các ngươi, đương đời các ngươi, ta sẽ làm cho trong xứ nầy hết tiếng vui mừng hỉ hạ, hết tiếng của chàng rể và nàng dâu.
And it will be, that when you say all these words to the people, then they will say to you, Why has the Lord done all this evil against us? what is our wrongdoing and what is our sin which we have done against the Lord our God?|Khi ngươi đem lời nầy truyền cho dân, chúng nó chắc hỏi ngươi rằng: Sao Đức Giê-hô-va rao những tai nạn nầy cho chúng tôi? hoặc chúng tôi có tội gì? hoặc chúng tôi đã phạm tội gì nghịch cùng Giê-hô-va Đức Chúa Trời chúng tôi?
Then you will say to them, Because your fathers have given me up, says the Lord, and have gone after other gods and become their servants and their worshippers, and have given me up and have not kept my law;|Ngươi bèn khá đáp rằng: Đức Giê-hô-va phán: Ay là tại tổ phụ các ngươi đã bỏ ta, mà theo các thần khác, đặng hầu việc và quì lạy các thần ấy, mà đã lìa bỏ ta, và không giữ luật pháp ta.
And you have done worse evil than your fathers; for see, every one of you is guided by the pride of his evil heart, so as not to give ear to me:|Còn các ngươi lại làm xấu hơn tổ phụ mình; vì, nầy, các ngươi ai nầy đều theo sự cứng cỏi của lòng ác mình, chẳng lo nghe ta.
For this reason I will send you away out of this land into a land which is strange to you, to you and to your fathers; there you will be the servants of other gods day and night, and you will have no mercy from me.|Cho nên ta sẽ ném các ngươi ra khỏi đất nầy, vào trong một xứ mà các ngươi và tổ phụ các ngươi cũng chưa từng biết, tại đó các ngươi sẽ hầu việc các thần khác đêm ngày; vì ta sẽ không ban ơn cho các ngươi.
For this cause, see, the days are coming, says the Lord, when it will no longer be said, By the living Lord, who took the children of Israel up out of the land of Egypt.|Vậy nên, Đức Giê-hô-va phán: Nầy, ngày đến, là khi người ta sẽ chẳng nói rằng: Thật như Đức Giê-hô-va hằng sống, là Đấng đã đem con cái Y-sơ-ra-ên lên khỏi xứ Ê-díp-tô.
But, By the living Lord, who took the children of Israel up out of the land of the north, and from all the countries where he had sent them: and I will take them back again to their land which I gave to their fathers.|Nhưng nói rằng: Thật như Đức Giê-hô-va hằng-sống, là Đấng đã đem con cái Y-sơ-ra-ên lên từ phương bắc, và từ các nước mà họ đã bị đuổi đến. Ta sẽ lại dẫn chúng nó về trong đất mà ta đã ban cho tổ phụ chúng nó.
See, I will send for great numbers of fishermen, says the Lord, and they will take them like fish in a net; and after that, I will send for numbers of bowmen, and they will go after them, driving them from every mountain and from every hill, and out of the holes of the rocks.|Đức Giê-hô-va phán: Nầy, ta sẽ sai tìm nhiều kẻ đánh cá, họ sẽ bắt chúng nó; sau lại, ta sẽ sai tìm nhiều thợ săn, họ sẽ săn chúng nó từ mọi núi, mọi gò, và các kẻ vầng đá.
For my eyes are on all their ways: there is no cover for them from my face, and their evil-doing is not kept secret from my eyes.|Vì mắt ta chăm chỉ mọi đường lối chúng nó, không giấu khỏi trước mặt ta được, tội lỗi chúng nó không khuất khỏi mắt ta đâu.
And I will give them the reward of their evil-doing and their sin twice over; because they have made my land unclean, and have made my heritage full of the bodies of their unholy and disgusting things.|Trước hết ta sẽ báo sự gian ác và tội lỗi chúng nó gấp hai, vì chúng nó đã làm ô uế đất ta bởi những sự gớm ghiếc làm đầy dẫy sản nghiệp ta.
O Lord, my strength and my strong tower, my safe place in the day of trouble, the nations will come to you from the ends of the earth, and say, The heritage of our fathers is nothing but deceit, even false things in which there is no profit.|Hỡi Đức Giê-hô-va, Ngài là sức mạnh tôi, đồn lũy tôi, và là nơi ẩn náu của tôi trong ngày khốn nạn! Các nước sẽ từ nơi đầu cùng đất mà đến cùng Ngài, và nói rằng: Tổ phụ chúng tôi chỉ hưởng những lời giả dối, là sự hư không, và vậy thì chẳng có ích gì.
Will a man make for himself gods which are no gods?|Có lẽ nào người ta tự làm cho mình những thần không phải là thần được sao?
For this reason, truly, I will make them see, this once I will give them knowledge of my hand and my power; and they will be certain that my name is the Lord.|Vậy nên, nầy, ta sẽ cho chúng nó biết tay ta và quyền năng ta; và chúng nó sẽ biết danh ta là Giê-hô-va.

					Jeremiah 17				|
						Giê-rê-mi-a 17					
The sin of Judah is recorded with a pen of iron, and with the sharp point of a jewel it is cut on their hearts of stone, and on the horns of their altars for a sign to them:|Tội của Giu-đa đã chép bằng bút sắt, bằng dùi kim cương; đã chạm trên bảng trong lòng chúng nó, và trên sừng những bàn thờ các ngươi.
Their altars and their wood pillars under every branching tree, on the high hills and the mountains in the field.|Con cái chúng nó nhớ lại bàn thờ và hình tượng chúng nó đã lập lên gần các cây xanh và trên gò cao.
I will give your wealth and all your stores to be taken away in war without a price, because of your sins in every part of your land.|Hỡi hòn núi ta trong đồng, ta sẽ phó của cải, châu báu và các nơi cao ngươi làm của cướp; vì cớ tội lỗi ngươi đã phạm trên khắp bờ cõi mình.
