
					I Samuel 1				|
May the Lord's punishment be on Jonathan, if it is my father's pleasure to do you evil and I do not give you word of it and send you away so that you may go in peace: and may the Lord be with you, as he has been with my father.|còn nếu cha tôi quyết lòng làm hại anh, tôi sẽ cho anh hay trước, biểu anh đi, và anh sẽ đi bình yên. Bằng chẳng, nguyện Đức Giê-hô-va phạt Giô-na-than cách nặng nề! Cầu xin Đức Giê-hô-va ở cùng anh, như Ngài đã ở cùng cha tôi!
And may you, while I am still living, O may you be kind to me, as the Lord is kind, and keep me from death!|Và ngày sau, nếu tôi còn sống, có phải anh sẽ lấy sự nhân từ của Đức Giê-hô-va mà đãi tôi chăng? Nhưng nếu tôi chết,
And let not your mercy ever be cut off from my family, even when the Lord has sent destruction on all David's haters, cutting them off from the face of the earth.|dẫu khi Đức Giê-hô-va diệt hết thảy kẻ thù nghịch của Đa-vít khỏi mặt đất cho đến cùng, thì cũng chớ cất ơn thương nhà tôi đến đời đời.
And if it comes about that the name of Jonathan is cut off from the family of David, the Lord will make David responsible.|Như vậy, Giô-na-than kết giao ước cùng nhà Đa-vít mà rằng: Đức Giê-hô-va sẽ báo thù những thù nghịch của Đa-vít.
And Jonathan again took an oath to David, because of his love for him: for David was as dear to him as his very soul.|Giô-na-than thương yêu Đa-vít như mạng sống mình vậy, nên khiến Đa-vít lại thề nữa.
Then Jonathan said to him, Tomorrow is the new moon: and it will be seen that you are not present, for there will be no one in your seat.|Giô-na-than tiếp rằng: Mai là ngày mồng một, sự vắng mặt anh người ta ắt sẽ thấy; vì chỗ anh sẽ trống.
And on the third day it will be specially noted, and you will go to the place where you took cover when the other business was in hand, waiting by the hill over there.|Ngày mốt, chớ quên đi xuống mau đến nơi anh đã ẩn ngày trước, là ngày định làm việc, và anh sẽ đợi gần bên hòn đá Ê-xe.
And on the third day I will send arrows from my bow against its side as if at a mark.|Tôi sẽ bắn ba mũi tên về phía hòn đá đó dường như tôi bắn vào một cái bia.
And I will send my boy to have a look for the arrow. And if I say to him, See, the arrow is on this side of you; take it up! then you may come; for there is peace for you and no evil, by the living Lord.|Đoạn, tôi sẽ sai tôi tớ tôi, và bảo nó rằng: Hãy đi lượm các mũi tên. Nếu tôi nói với nó rằng: Kìa, các mũi tên ở bên nầy mầy, hãy lượm lấy đi, bấy giờ anh hãy đến; tôi chỉ Đức Giê-hô-va hằng sống mà thề, mọi việc đều bình an cho anh, chẳng có gì nên sợ hết!
But if I say to the boy, See, the arrow has gone past you: then go on your way, for the Lord has sent you away.|Nhưng nếu tôi nói cùng đứa trẻ rằng: Kìa, các mũi tên ở bên kia mầy, bấy giờ anh khá đi, vì Đức Giê-hô-va khiến anh đi.
As for what you and I were talking of, the Lord is between you and me for ever.|Còn về lời chúng ta đã nói nhau, nguyện Đức Giê-hô-va làm chứng giữa anh và tôi đến đời đời.
So David went to a secret place in the country: and when the new moon came, the king took his place at the feast.|Vậy, Đa-vít ẩn trong đồng. Khi đến ngày mồng một, vua ngồi bàn đặng ăn bữa;
And the king took his seat, as at other times, by the wall: and Jonathan was in front, and Abner was seated by Saul's side, but there was no one in David's seat.|người ngồi nơi chỗ thường ngồi ở gần bên vách. Giô-na-than đứng dậy, và Ap-ne ngồi bên Sau-lơ; còn chỗ của Đa-vít thì bỏ không.
But Saul said nothing that day, for his thought was, Something has taken place making him unclean; it is clear that he is not clean.|Ngày đó, Sau-lơ chẳng nói chi hết, vì tưởng rằng: Có sự gì rủi ro đã xảy đến cho hắn rồi! Chắc hẳn hắn không sạch, đã phải sự gì ô uế rồi.
And on the day after the new moon, that is, the second day, there was still no one in David's seat: and Saul said to his son Jonathan, Why has the son of Jesse not come to the feast yesterday or today?|Song ngày sau, là ngày mồng hai, chỗ của Đa-vít lại bỏ không nữa. Sau-lơ nói cùng Giô-na-than, con trai mình, rằng: Cớ sao con trai của Y-sai không đến dự ăn bữa hôm qua và ngày nay?
And answering Saul, Jonathan said, He made a request to me that he might go to Beth-lehem,|Giô-na-than thưa cùng Sau-lơ rằng: Đa-vít có nài xin phép tôi đi đến Bết-lê-hem,
Saying, Our family is making an offering in the town, and my brothers have given me orders to be there: so now, if I have grace in your eyes, let me go away and see my brothers. This is why he has not come to the king's table.|mà rằng: Xin để tôi đi; vì nhà chúng tôi có một sự tế tự trong thành, mà anh tôi đã dặn tôi phải đi đến. Vậy bây giờ, nếu tôi được ơn trước mặt người, xin cho phép tôi lập tức đi đến đó đặng thăm các anh tôi. Ay bởi cớ đó người không đến ngồi bàn.
Then Saul was moved to wrath against Jonathan, and he said to him, You son of an evil and uncontrolled woman, have I not seen how you have given your love to the son of Jesse, to your shame and the shame of your mother?|Bấy giờ, Sau-lơ nổi giận cùng Giô-na-than, mà rằng: Ớ con trai gian tà và bội nghịch kia, ta biết mầy có kết bạn cùng con trai của Y-sai, đáng hổ nhục cho mầy, và đáng hổ nhục cho mẹ đã đẻ mầy thay!
For while the son of Jesse is living on the earth, your position is unsafe and your kingdom is in danger. So make him come here to me, for it is certainly right for him to be put to death.|Thật, hễ con trai Y-sai sống lâu trên mặt đất chừng nào, thì mầy và nước mầy chẳng vững bền chừng nấy. Vậy bây giờ, hãy sai đi kiếm nó, dẫn nó về cho ta; vì nó phải chết hẳn.
And Jonathan, answering his father Saul, said to him, Why is he to be put to death? What has he done?|Giô-na-than thưa cùng Sau-lơ, cha mình, rằng: Cớ sao giết nó đi? Nó có làm điều gì?
And Saul, pointing his spear at him, made an attempt to give him a wound: from which it was clear to Jonathan that his father's purpose was to put David to death.|Sau-lơ phóng cây giáo đặng đâm người; Giô-na-than bèn nhìn biết cha mình đã nhứt định giết Đa-vít.
So Jonathan got up from the table, burning with wrath, and took no part in the feast the second day of the month, being full of grief for David because his father had put shame on him.|Giô-na-than bèn chổi dậy khỏi bàn, tức giận lắm, và trong ngày mồng hai chẳng ăn gì hết, lấy làm buồn bực về Đa-vít, vì cha mình đã sỉ nhục người.
Now in the morning, Jonathan went out into the fields at the time he had said to David, and he had a little boy with him.|Qua ngày sau, Giô-na-than đi ra ngoài đồng tại nơi đã hẹn cùng Đa-vít; có một đứa tôi tớ trẻ theo người.
And he said to the boy, Go and get the arrow I let loose from my bow. And while the boy was running, he sent an arrow past him.|Người nói cùng nó rằng: Hãy chạy lượm những tên ta sẽ bắn. Kẻ tôi tớ chạy, Giô-na-than bắn một mũi tên qua khỏi nó.
And when the boy came to the place where the arrow was, Jonathan, crying out after the boy, said, Has it not gone past you?|Khi kẻ tôi tớ đi đến nơi có tên Giô-na-than đã bắn, thì Giô-na-than la lên rằng: Tên há chẳng ở bên kia mầy sao?
And Jonathan went on crying out after the boy, Be quick, do not keep waiting about, go quickly. And Jonathan's boy got the arrow and came back to his master.|Giô-na-than lại kêu kẻ tôi tớ rằng: Hãy đi mau, chớ dừng lại! Kẻ tôi tớ lượm mũi tên, rồi trở lại cùng chủ mình.
But the boy had no idea what was going on; only Jonathan and David had knowledge of it.|Vả, tôi tớ chẳng biết chi cả, song Đa-vít và Giô-na-than hiểu biết điều đó là gì.
And Jonathan gave his bow and arrows to the boy, and said to him, Take these and go back to the town.|Giô-na-than trao binh khí cho tôi tớ mình, và bảo rằng: Hãy đi, đem nó về trong thành.
And when the boy had gone, David came from his secret place by the hill, and falling to the earth went down on his face three times: and they gave one another a kiss, weeping together, till David's grief was the greater.|Khi tôi tớ đã đi rồi, Đa-vít chổi dậy từ phía nam, sấp mình xuống đất và lạy ba lần, đoạn hai người ôm nhau và khóc, Đa-vít khóc nhiều hơn.
And Jonathan said to David, Go in peace, for we two have taken an oath, in the name of the Lord, saying, The Lord will be between me and you, and between my seed and your seed for ever. Then David went away, and Jonathan went into the town.|Giô-na-than nói cùng Đa-vít rằng: Anh hãy đi bình an; chúng ta đã nhơn danh Đức Giê-hô-va lập lời thề cùng nhau rằng: Đức Giê-hô-va sẽ làm chứng giữa tôi và anh, giữa dòng dõi tôi và dòng dõi anh đến đời đời.  Vậy, Đa-vít chổi dậy và đi, còn Giô-na-than trở vào trong thành.

					I Samuel 21				|
						I Sa-mu-ên 21					
Then David came to Nob, to Ahimelech the priest: and Ahimelech was full of fear at meeting David, and said to him, Why are you by yourself, having no man with you?|Đa-vít đến Nóp, gặp thấy tế lễ A-hi-mê-léc. A-hi-mê-léc run sợ, chạy đến đón người, mà hỏi rằng: Nhân sao ông có một mình, chẳng ai theo hết vậy?
And David said to Ahimelech the priest, The king has given me orders and has said to me, Say nothing to anyone about the business on which I am sending you and the orders I have given you: and a certain place has been fixed to which the young men are to go.|Đa-vít đáp cùng thầy tế lễ A-hi-mê-léc rằng: Vua có sai tôi một việc, và dặn rằng: Chớ cho ai biết gì hết về việc ta sai ngươi làm, cũng đừng cho ai biết lịnh ta truyền cho ngươi. Ta đã chỉ định cho các tôi tớ ta một nơi hò hẹn.
