
					Judges 1				|
And the men of Judah said, Why have you come up against us? And they said, We have come up to take Samson, and to do to him as he has done to us.|Người Giu-đa nói cùng chúng rằng: Cớ sao các ngươi lên đánh chúng ta? Chúng đáp: Chúng ta lên đây, ấy đặng trói Sam-sôn: chúng ta sẽ đãi hắn y như hắn đã đãi chúng ta!
Then three thousand of the men of Judah went down to the crack of the rock of Etam, and said to Samson, Is it not clear to you that the Philistines are our rulers? What is this you have done to us? And he said to them, I only did to them as they did to me.|Ba ngàn người Giu-đa bèn xuống hang đá Ê-tam mà nói cùng Sam-sôn rằng: Ngươi há chẳng biết dân Phi-li-tin là chủ chúng ta ư? Vậy, sao ngươi đã làm điều đó cho chúng ta? Người đáp: Ta đãi chúng nó như chính chúng nó đãi ta.
Then they said to him, We have come down to take you and give you up into the hands of the Philistines. And Samson said to them, Give me your oath that you will not make an attack on me yourselves.|Chúng lại nói rằng: Chúng ta xuống đặng trói ngươi, để nộp ngươi vào tay dân Phi-li-tin. Sam-sôn tiếp: Hãy thề cùng ta rằng các ngươi chẳng giết ta.
And they said, No; we will take you and give you up into their hands, but truly we will not put you to death. So knotting two new cords round him they took him up from the rock.|Chúng đáp rằng: Không, chúng ta chỉ muốn trói ngươi, nộp vào tay dân Phi-li-tin, chớ chẳng muốn giết ngươi đâu. Vậy, chúng bèn trói người bằng hai sợi dây mới, và dắc ra khỏi hang đá.
And when he came to Lehi, the Philistines came out, meeting him with loud cries; then the spirit of the Lord came rushing on him, and the cords on his arms became like grass which has been burned with fire, and the bands came falling off his hands.|Khi đến Lê-chi, dân Phi-li-tin ra đón người và la tiếng reo mừng. Song Thần của Đức Giê-hô-va cảm động Sam-sôn, những dây cột cánh tay người trở thành như chỉ gai bị lửa đốt, tàn rớt khỏi tay người.
And taking up the mouth-bone of an ass newly dead, which he saw by chance on the earth, he put to death a thousand men with it.|Gặp được một cái hàm lừa con mới tinh, người bèn giơ tay lượm lấy, và dùng nó đánh một ngàn người.
And Samson said, With a red ass's mouth-bone I have made them red with blood, with a red ass's mouth-bone I have sent destruction on a thousand men.|Bấy giờ, Sam-sôn nói rằng: Với một hàm lừa, giết chất thây từng đống! Với một hàm lừa, ta đánh một ngàn người!
And having said these words, he let the mouth-bone go out of his hand; so that place was named Ramath-lehi.|Khi người đã nói xong, bèn ném cái hàm lừa khỏi tay mình, và đặt tên chổ đó là Ra-mát-Lê-chi.
After this, he was in great need of water, and crying out to the Lord, he said, You have given this great salvation by the hand of your servant, and now need of water will be my death; and I will be given into the hands of this people who are without circumcision.|Bởi người bị khát nước quá đỗi, bèn cầu khẩn Đức Giê-hô-va, mà rằng: Chúa đã ban cho tôi tớ Chúa sự giải cứu lớn lao nầy; hồ dễ nào bây giờ tôi phải chết khát, và sa vào tay những kẻ không chịu cắt bì sao?
Then God made a crack in the hollow rock in Lehi and water came out of it; and after drinking, his spirit came back to him and he was strong again; so that place was named En-hakkore; it is in Lehi to this day.|Đức Chúa Trời liền chẻ hòn đá bộng ở tại Lê-chi, có nước chảy ra; Sam-sôn uống, thì tâm thần người hồi tỉnh, và lòng mạnh mẽ lại. Bởi đó cho nên người ta đặt tên cái suối nầy là En-Ha-cô-rê cho đến ngày nay. Suối ấy ở tại Lê-chi.
And he was judge of Israel in the days of the Philistines for twenty years.|Nhằm thời kỳ dân Phi-li-tin quản hạt Y-sơ-ra-ên, thì Sam-sôn làm quan xét nơi Y-sơ-ra-ên trọn hai mươi năm.

					Judges 16				|
						Các Thủ Lãnh 16					
Now Samson went to Gaza, and there he saw a loose woman and went in to her.|Sam-sôn đi đến Ga-xa, thấy một kỵ nữ ở đó, bèn đi vào nhà nàng.
And it was said to the Gazites, Samson is here. So they went round, watching for him all day at the doorway of the town, but at night they kept quiet, saying, When daylight comes we will put him to death.|Người ta thuật lại cho dân Ga-xa rằng: Sam-sôn đã đến đây. Chúng bèn vây người và rình giữ trọn đêm tại cửa thành. Cả đêm ấy, chúng giữ yên lặng, mà rằng: Rựng sáng, chúng ta sẽ giết hắn.
And Samson was there till the middle of the night; then he got up, and took a grip on the doors of the town, pulling them up, together with their two supports and their locks, and put them on his back and took them up to the top of the hill in front of Hebron.|Sam-sôn ở ngủ cho đến khuya. Lối khuya, người thức dậy, nắm hai cánh cửa thành và hai cây trụ, nhổ nó lên luôn với cây then, vác trên vai, và đem lên chót núi đối ngang Hếp-rôn.
Now after this, he was in love with a woman in the valley of Sorek, named Delilah.|Sau đó, người yêu mến một người nữ trong trũng Sô-réc, tên là Đa-li-la.
And the chiefs of the Philistines came up to her, and said to her, Make use of your power over him and see what is the secret of his great strength, and how we may get the better of him, and put bands on him, so that we may make him feeble; and every one of us will give you eleven hundred shekels of silver.|Các quan trưởng Phi-li-tin đến nhà nàng, mà rằng: Hãy rán dụ dỗ hắn, hầu cho biết bởi đâu hắn có sức mạnh lớn lao kia, và chúng ta phải làm thế nào cho được thắng hơn, trói và bắt hắn phục. Chúng ta ai nấy sẽ thưởng cho nàng mười một trăm miếng bạc.
So Delilah said to Samson, Make clear to me now what is the secret of your great strength, and how you may be put in bands and made feeble.|Đa-li-la nói cùng Sam-sôn rằng: Tôi xin chàng hãy nói cho tôi biết bởi đâu chàng có sức mạnh lớn lao, và phải dùng chi trói chàng đặng bắt phục chàng?
And Samson said to her, If seven new bow-cords which have never been made dry are knotted round me, I will become feeble and will be like any other man.|Sam-sôn đáp: Nếu người ta trói tôi bằng bảy sợi dây cung tươi và còn ướt, thì tôi sẽ trở nên yếu đuối như một người khác.
So the chiefs of the Philistines gave her seven new bow-cords which had never been made dry, and she had them tightly knotted round him.|Các quan trưởng Phi-li-tin đem cho Đa-li-la bảy sợi dây tươi và còn ướt, nàng lấy trói người.
Now she had men waiting secretly in the inner room; and she said to him, The Philistines are on you, Samson. And the cords were broken by him as a twist of thread is broken when touched by a flame. So the secret of his strength did not come to light.|Vả, tại trong phòng ở nhà nàng có binh phục. Nàng nói: Ớ Sam-sôn, người Phi-li-tin xông hãm ngươi! Song người bứt những sợi dây như sợi chỉ gai đứt khi đụng đến lửa. Như vậy, căn nguyên sức mạnh người chẳng tìm ra được.
Then Delilah said to Samson, See, you have been making sport of me with false words; now, say truly how may you be put in bands?|Đa-li-la nói cùng Sam-sôn rằng: Nầy chàng đã gạt tôi, nói dối cùng tôi. Xin bây giờ hãy tỏ cho tôi phải lấy chi trói chàng?
And he said to her, If they only put round me new thick cords which have never been used, then I will become feeble and will be like any other man.|Người đáp: Nếu người ta cột ta bằng dây lớn mới, chưa hề có ai dùng, thì ta sẽ trở nên yếu như một người khác.
So Delilah took new thick cords, knotting them tightly round him, and said to him, The Philistines are on you, Samson. And men were waiting secretly in the inner room. And the cords were broken off his arms like threads.|Vậy, Đa-li-la lấy dây lớn mới, trói Sam-sôn rồi nói rằng: Ớ Sam-sôn, người Phi-li-tin xông hãm ngươi! Vả, có binh đương phục trong một phòng. Nhưng người bức những sợi dây lớn trói cánh tay, y như một sợi chỉ vậy.
Then Delilah said to Samson, Up to now you have made sport of me with false words; now say truly, how may you be put in bands? And he said to her, If you get the seven twists of my hair worked into the cloth you are making and fixed with the pin, I will become feeble and will be like any other man.|Đa-li-la nói cùng Sam-sôn rằng: Chàng gạt tôi và nói dối tôi đến bây giờ. Vậy. xin hãy nói cho tôi biết phải trói chàng bằng chi. Người đáp: Nàng cứ dệt bảy lọn tóc thắt của đầu ta vào trong canh chỉ của nàng.
So while he was sleeping she got the seven twists of his hair worked into her cloth and fixed with the pin, and said to him, The Philistines are on you, Samson. Then awaking from his sleep, he got up quickly, pulling up cloth and machine together.|Đa-li-la lấy con sẻ cột chặt lại, rồi la rằng: Ớ, Sam-sôn, người Phi-li-tin xông hãm người! Nhưng người thức dậy, nhổ con sẻ của khung cửi luôn với canh chỉ.
And she said to him, Why do you say you are my lover when your heart is not mine? Three times you have made sport of me, and have not made clear to me the secret of your great strength.|Bấy giờ, nàng mới nói rằng: Làm sao chàng nói được rằng: Tôi yêu nàng! bởi vì lòng chàng chẳng thành cùng tôi? Chàng đã gạt tôi ba lần, và chẳng nói cho tôi biết bởi đâu có sức lực lớn của chàng.
So day after day she gave him no peace, for ever questioning him till his soul was troubled to death.|Mỗi ngày nàng lấy câu hỏi ghẹo lòng rối trí người, đến đỗi người bị tức mình hòng chết.
And opening all his heart to her, he said to her, My head has never been touched by a blade, for I have been separate to God from the day of my birth: if my hair is cut off, then my strength will go from me and I will become feeble, and will be like any other man.|Người bèn tỏ hết sự lòng mình mà rằng: Dao cạo chẳng hề đưa qua đầu ta, vì từ trong lòng mẹ, ta đã làm người Na-xi-rê cho Đức Chúa Trời. Nếu ta bị cạo, sức lực ta sẽ lìa khỏi ta, ta tất trở thành yếu như người khác.
