
					II Chronicles 1				|
For Pekah, the son of Remaliah, in one day put to death a hundred and twenty thousand men of Judah, all of them good fighting-men; because they had given up the Lord, the God of their fathers.|Vả, Phê-ca, con trai của Rê-ma-lia, giết trong một ngày mười hai vạn người Giu-đa, thảy đều là người mạnh dạn; bởi vì chúng đã lìa bỏ Giê-hô-va Đức Chúa Trời của tổ phụ mình.
And Zichri, a great fighting-man of Ephraim, put to death Maaseiah, the king's son, and Azrikam, the controller of his house, and Elkanah, who was second in authority to the king.|Xiếc-ri, một người mạnh dạn ở đất Ep-ra-im, giết Ma -a-xê-gia, con trai vua, A-ri-kham, quan cai cung vua, và En-ca-na, quan tể tướng.
And the children of Israel took away as prisoners from their brothers, two hundred thousand, women and sons and daughters, and a great store of their goods, and took them to Samaria.|Người Y-sơ-ra-ên bắt trong anh em mình hai mươi vạn phu tù, cả đờn bà, con trai, con gái; cũng cướp lấy nhiều của cải mà đem về Sa-ma-ri.
But a prophet of the Lord was there, named Oded; and he went out in front of the army which was coming into Samaria and said to them, Truly, because the Lord, the God of your fathers, was angry with Judah, he gave them up into your hands, and you have put them to death in an outburst of wrath stretching up to heaven.|Ở tại đó, có một đấng tiên tri của Đức Giê-hô-va, tên là Ô-đết, đi ra đón đạo binh đang trở về Sa-ma-ri, mà nói rằng: Nầy bởi vì Giê-hô-va Đức Chúa Trời của tổ phụ các ngươi nổi giận cùng Giu-đa, nên Ngài đã phó chúng vào tay các ngươi, các ngươi có giết chúng trong cơn căm giận dữ quá đến đỗi thấu đến trời.
And now your purpose is to keep the children of Judah and Jerusalem as men-servants and women-servants under your yoke: but are there no sins against the Lord your God to be seen among yourselves?|Bây giờ, các ngươi lại toan bắt phục các người Giu-đa và người Giê-ru-sa-lem làm tôi trai tớ gái cho các ngưi sao! Còn về các ngươi, các ngươi há chẳng có phạm tội cùng Giê-hô-va Đức Chúa trời của các ngươi sao?
And now give ear to me, and send back the prisoners whom you have taken from your brothers: for the wrath of the Lord is burning against you.|Vậy bây giờ, khá nghe ta, cho về những phu tù mà các ngươi đã bắt trong anh em các ngươi vì cơn giận của Đức Giê-hô-va nổi phừng cùng các ngươi.
Then certain of the heads of the children of Ephraim, Azariah, the son of Johanan, Berechiah, the son of Meshillemoth Jehizkiah, the son of Shallum, and Amasa the son of Hadlai, put themselves against those who had come from the war,|Khi ấy, có mấy người trong các quan trưởng của dân Ep-ra-im, là A-xa-ria, con trai của Giô-ha-nan, Bê-rê-kia, con trai của mê-si-lê-mốt, Ê-xê-chia, con trai của Sa-lum, và A-ma-sa con trai của Hát-lai, đều đứng dậy nghịch cùng những kẻ đi đánh giặc trở về, mà rằng:
And said to them, You are not to let these prisoners come here; for what you are designing to do will be a cause of sin against the Lord to us, making even greater our sin and our wrongdoing, which now are great enough, and his wrath is burning against Israel.|Các ngươi chớ đem những phu tù vào đây; vì các ngươi toan làm điều gây cho chúng ta mắc tội cùng Đức Giê-hô-va, đặng gia thêm vào tội và ác của chúng ta; vì tội lỗi chúng ta thật lớn và Chúa nổi giận phừng phừng cùng Y-sơ-ra-ên
So the armed men gave up the prisoners and the goods they had taken to the heads and the meeting of the people.|Quân lính bèn thả các phu tù và bỏ của cải tại trước mặt các quan trưởng và cả hội chúng.
And those men who have been named went up and took the prisoners, clothing those among them who were uncovered, with things from the goods which had been taken in the war, and putting robes on them and shoes on their feet; and they gave them food and drink and oil for their bodies, and seating all the feeble among them on asses, they took them to Jericho, the town of palm-trees, to their people, and then went back to Samaria.|Những người đã kể tên trước đây, bèn chổi dậy, dẫn các phu tù ra, lấy của cướp mặc cho các người trong họ bị trần truồng; chúng mặc quần áo và mang giày cho họ, cho ăn, uống, và xức dầu cho, cùng để những người yếu đuối cỡi lừa, rồi đưa họ về cùng anh em mình, đến Giê-ri-cô, thành cây chà là; đoạn chúng trở về Sa-ma-ri.
At that time King Ahaz sent for help to the king of Assyria.|Trong lúc đó, vua A-cha sai sứ đi cầu vua A-si-ri tiếp cứu mình
For the Edomites had come again, attacking Judah and taking away prisoners.|Vì dân Ê-đôm đã trở lại đánh Giu-đa và bắt dẫn những phu tù về.
And the Philistines, forcing their way into the towns of the lowlands and the south of Judah, had taken Beth-shemesh and Aijalon and Gederoth and Soco, with their daughter-towns, as well as Timnah and Gimzo and their daughter-towns, and were living there.|Dân Phi-li-tin cũng xông vào các thành tại xứ đồng bằng và tại miền nam xứ Giu-đa, chiếm lấy Bết-sê-mết, A-gia-lôn, Ghê-đê-rốt, Sô-cô, và các làng địa hạt nó, Thim-na và các làng địa hạt nó, Ghim-xô và các làng địa hạt nó, rồi chúng nó ở tại các nơi ấy.
For the Lord made Judah low, because of Ahaz, king of Israel; for he had given up all self-control in Judah, sinning greatly against the Lord.|Bởi cớ A-cha, vua Giu-đa, Đức Giê-hô-va có hạ Giu-đa xuống, vì A-cha đã xui cho dân Giu-đa buông tuồng, và phạm tội nặng cùng Đức Giê-hô-va.
Then Tiglath-pileser, king of Assyria, came to him, but was a cause of trouble and not of strength to him.|Tiếc-lát Phim-nê-se, vua A-si-ri, đến cùng người, và hà hiếp người, song chẳng tiếp cứu chút nào.
For Ahaz took a part of the wealth from the house of the Lord, and from the house of the king and of the great men, and gave it to the king of Assyria; but it was no help to him.|A-cha thâu lấy những đồ nơi đền của Đức Giê-hô-va, trong cung vua, và trong nhà các quan trưởng, rồi giao vật ấy cho vua A-si-ri; song người cũng không tiếp cứu.
And in the time of his trouble, this same King Ahaz did even more evil against the Lord.|Trong cơn hoạn nạn, vua A-cha lại càng phạm tội cùng Đức Giê-hô-va;
For he made offerings to the gods of Damascus, who were attacking him, and said, Because the gods of the kings of Aram are giving them help, I will make offerings to them so that they may give me help. But they were the cause of his downfall, and of that of all Israel.|người cúng tế các thần của dân Đa-mách, là dân đã đánh mình; người nói rằng: Bởi vì các thần của vua Sy-ri đã phù trợ họ, nên ta sẽ cúng tế các thần ấy, hầu cho các thần ấy cũng phù trợ ta nữa. Song le chúng nó gây cho vua và cả Y-sơ-ra-ên phải sa ngã.
And Ahaz got together the vessels of the house of God, cutting up all the vessels of the house of God, and shutting the doors of the Lord's house; and he made altars in every part of Jerusalem.|A-cha góp lấy các khí dụng của đền Đức Chúa Trời, đập bể nó ra, và đóng các cửa đền của Đức Giê-hô-va; đoạn lập lấy cho mình những bàn thờ trong mỗi nơi xó góc của thành Giê-ru-sa-lem.
And in every town of Judah he made high places where perfumes were burned to other gods, awaking the wrath of the Lord, the God of his fathers.|Trong các thành xứ Giu-đa, người dựng lên những nơi cao đặng xông hương cho các thần khác mà chọc giận Giê-hô-va Đức Chúa Trời của tổ phụ người.
Now the rest of his acts and all his ways, first and last, are recorded in the book of the kings of Judah and Israel.|Vả, các chuyện khác của người, thói ăn cách ở người từ đầu đến cuối, đều chép trong sách các vua Giu-đa và Y-sơ-ra-ên.
And Ahaz went to rest with his fathers, and they put his body into the earth in Jerusalem; but they did not put him in the resting-place of the kings of Israel: and Hezekiah his son became king in his place.|A-cha an giấc cùng tổ phụ mình, và người ta chôn người trong thành Giê-ru-sa-lem; song không để người nơi lăng tẩm các vua Y-sơ-ra-ên. Ê-xê-chia con trai người, cai trị thế cho người.

					II Chronicles 29				|
						II Sử Ký 29					
Hezekiah became king when he was twenty-five years old; and he was king in Jerusalem for twenty-nine years; and his mother's name was Abijah, the daughter of Zechariah.|Ê-xê-chia được hai lăm tuổi khi người lên ngôi làm vua; người cai trị hai mươi chín năm tại Giê-ru-sa-lem; mẹ người tên là A-bi-gia, con gái của Xa-cha-ri.
