
					Genesis 1				|
And Leah was with child, and gave birth to a son to whom she gave the name Reuben: for she said, The Lord has seen my sorrow; now my husband will have love for me.|Lê -a thọ thai, sanh một con trai, đặt tên Ru-bên; vì nói rằng: Đức Giê-hô-va đã thấy sự cực khổ tôi; bây giờ chồng sẽ yêu mến tôi.
Then she became with child again, and gave birth to a son; and said, Because it has come to the Lord's ears that I am not loved, he has given me this son in addition: and she gave him the name Simeon.|Nàng thọ thai nữa và sanh một con trai, đặt tên Si-mê-ôn; vì nói rằng. Đức Giê-hô-va có nghe biết tôi bị ghét, nên cho thêm đứa này.
And she was with child again, and gave birth to a son; and said, Now at last my husband will be united to me, because I have given him three sons: so he was named Levi.|Nàng thọ thai nữa và sanh một con trai; nàng rằng: Lần nầy chồng sẽ dính díu cùng tôi, vì tôi đã sanh cho người ba con trai; bởi cớ đó, đặt tên là Lê-vi.
And she was with child again, and gave birth to a son: and she said, This time I will give praise to the Lord: so he was named Judah; after this she had no more children for a time.|Nàng thọ thai nữa, sanh một con trai, và nói rằng: Lần nầy tôi ngợi khen Đức Giê-hô-va; vì cớ ấy, đặt tên là Giu-da. Đoạn, nàng thôi thai nghén.

					Genesis 30				|
						Sáng Thế 30					
Now Rachel, because she had no children, was full of envy of her sister; and she said to Jacob, If you do not give me children I will not go on living.|Ra-chên thấy mình chẳng sanh con cho Gia-cốp, thì đem lòng ghen ghét chị, nói cùng Gia-cốp rằng: Hãy cho tôi có con, bằng không, tôi chết.
But Jacob was angry with Rachel, and said, Am I in the place of God, who has kept your body from having fruit?|Gia-cốp nổi giận cùng Ra-chên mà rằng: Há ta được thay quyền Đức Giê-hô-va, mà không cho ngươi sanh sản sao?
Then she said, Here is my servant Bilhah, go in to her, so that she may have a child on my knees, and I may have a family by her.|Ra-chên rằng: Nầy con đòi Bi-la của tôi, hãy lại cùng nó, hầu cho nó sanh đẻ thay cho tôi, đặng phần tôi bởi nó cũng có con nữa.
So she gave him her servant Bilhah as a wife, and Jacob went in to her.|Vậy, Ra-chên đưa Bi-la làm hầu Gia-cốp, và người đi lại cùng nàng.
And Bilhah became with child, and gave birth to a son.|Bi-la thọ thai, sanh một con trai cho Gia-cốp.
Then Rachel said, God has been my judge, and has given ear to my voice, and has given me a son; so he was named Dan.|Ra-chên rằng: Đức Chúa Trời đã xét tôi công bình, nhậm lời tôi, nên cho tôi một con trai; vì cớ ấy, nàng đặt tên đứa trai đó là Đan.
And again Bilhah, Rachel's servant, was with child, and gave birth to a second son.|Bi-la, con đòi của Ra-chên, thọ thai nữa, và sanh một con trai thứ nhì cho Gia-cốp.
And Rachel said, I have had a great fight with my sister, and I have overcome her: and she gave the child the name Naphtali.|Ra-chên rằng: Tôi đã hết sức chống cự với chị tôi, và tôi được thắng; vì cớ ấy, nàng đặt tên đứa trai nầy là Nép-ta-li.
When it was clear to Leah that she would have no more children for a time, she gave Zilpah, her servant, to Jacob as a wife.|Lê -a thấy mình thôi sanh sản, bèn bắt Xinh-ba, con đòi mình, làm hầu cho Gia-cốp.
And Zilpah, Leah's servant, gave birth to a son.|Xinh-ba, con đòi của Lê -a, sanh một con trai cho Gia-cốp.
And Leah said, It has gone well for me: and she gave him the name Gad.|Lê -a rằng: Phước biết dường bao! rồi đặt tên đứa trai đó là Gát.
And Zilpah, Leah's servant, gave birth to a second son.|Xinh ba, con đòi của Lê -a, sanh một con trai thứ nhì cho Gia-cốp;
And Leah said, Happy am I! and all women will give witness to my joy: and she gave him the name Asher.|thì Lê -a rằng: Tôi lấy làm vui mừng dường bao! vì các con gái sẽ xưng ta được phước; nàng bèn đặt tên đứa trai đó là A-se.
Now at the time of the grain-cutting, Reuben saw some love-fruits in the field, and took them to his mother Leah. And Rachel said to her, Let me have some of your son's love-fruits.|Nhằm mùa gặt lúa mì, Ru-bên đi ra đồng gặp được những trái phong già, đem về dâng cho Lê -a, mẹ mình. Ra-chên bèn nói cùng Lê -a rằng: Xin chị hãy cho tôi những trái phong già của con chị đó.
But Leah said to her, Is it a small thing that you have taken my husband from me? and now would you take my son's love-fruits? Then Rachel said, You may have him tonight in exchange for your son's love-fruits.|Đáp rằng: Cướp chồng tao há là một việc nhỏ sao, nên mầy còn muốn lấy trái phong già của con trai tao nữa? Ra-chên rằng: Ừ thôi! chồng ta hãy ở cùng chị tối đêm nay, đổi cho trái phong già của con chị đó.
In the evening, when Jacob came in from the field, Leah went out to him and said, Tonight you are to come to me, for I have given my son's love-fruits as a price for you. And he went in to her that night.|Đến chiều, Gia-cốp ở ngoài đồng về, thì Lê -a đến trước mặt người mà nói rằng: Chàng hãy lại cùng tôi, vì tôi đã dùng trái phong già của con tôi chịu thuê được chàng; vậy, đêm đó người lại nằm cùng nàng.
And God gave ear to her and she became with child, and gave Jacob a fifth son.|Đức Chúa Trời nhậm lời Lê -a, nàng thọ thai và sanh cho Gia-cốp một con trai thứ năm.
Then Leah said, God has made payment to me for giving my servant-girl to my husband: so she gave her son the name Issachar.|Nàng rằng: Đức Chúa Trời đã đền công tôi, vì cớ tôi đã trao con đòi cho chồng; vậy, nàng đặt tên đứa con trai đó là Y-sa-ca.
And again Leah became with child, and she gave Jacob a sixth son.|Lê -a thọ thai nữa, sanh một con trai thứ sáu cho Gia-cốp,
And she said, God has given me a good bride-price; now at last will I have my husband living with me, for I have given him six sons: and she gave him the name Zebulun.|bèn nói rằng: Đức Chúa Trời ban cho tôi một vật quí báu; lần nầy chồng sẽ ở cùng tôi, vì đã sanh cho người sáu con trai rồi. Nàng đặt tên đứa con trai nầy là Sa-bu-lôn.
After that she had a daughter, to whom she gave the name Dinah.|Kế đó, nàng sanh một con gái, đặt tên là Đi-na.
Then God gave thought to Rachel, and hearing her prayer he made her fertile.|Đức Chúa Trời nhớ lại Ra-chên, bèn nhậm lời và cho nàng sanh sản.
And she was with child, and gave birth to a son: and she said, God has taken away my shame.|Nàng thọ thai, sanh một con trai, mà rằng: Đức Chúa Trời đã rửa sự xấu hổ cho tôi rồi;
And she gave him the name Joseph, saying, May the Lord give me another son.|bèn đặt tên đứa trai đó là Giô-sép; lại nói rằng: Cầu xin Đức Giê-hô-va thêm cho một con trai nữa!
Now after the birth of Joseph, Jacob said to Laban, Let me go away to my place and my country.|Khi Ra-chên đã sanh Giô-sép thì Gia-cốp thưa cùng La-ban rằng: Xin cậu cho tôi thôi, đặng trở về quê hương tôi;
Give me my wives and my children, for whom I have been your servant, and let me go: for you have knowledge of all the work I have done for you.|xin giao vợ và con lại cho tôi, mà tôi đã đặng vì cớ giúp cậu, để tôi đi; bởi cậu cũng biết rằng tôi đã giúp công việc cho cậu thể nào.
And Laban said, If you will let me say so, do not go away; for I have seen by the signs that the Lord has been good to me because of you.|La-ban đáp rằng: Ước gì cậu được nhờ ơn cháu! Cậu cũng đoán rõ ràng Đức Giê-hô-va đã vì cháu mà ban phước cho cậu vậy.
Say then what your payment is to be and I will give it.|Lại nói rằng: Cháu hãy định công giá cháu đi, rồi cậu sẽ trả cho!
Then Jacob said, You have seen what I have done for you, and how your cattle have done well under my care.|Gia-cốp đáp: Cậu biết tôi giúp đỡ cậu thể nào, và về tay tôi bầy súc vật cậu được ra sao.
For before I came you had little, and it has been greatly increased; and the Lord has given you a blessing in everything I have done; but when am I to do something for my family?|Trước khi tôi đến, súc vật của cậu thật ít, nhưng từ khi tôi đến ở, thì thêm nhiều quá bội. Đức Giê-hô-va đã ban phước cho cậu từ khi tôi bước chơn vào nhà nầy; bây giờ biết chừng nào tôi sẽ được lo việc nhà tôi?
And Laban said, What am I to give you? And Jacob said, Do not give me anything; but I will again take up the care of your flock if you will only do this for me:|La-ban rằng: Cậu sẽ cho cháu cái gì bây giờ? Đáp rằng: Sẽ chẳng cho tôi chi cả. Nếu thuận theo lời nầy, thì tôi sẽ cho ăn và chăn bầy súc vật cậu nữa:
Let me go through all your flock today, taking out from among them all the sheep which are marked or coloured or black, and all the marked or coloured goats: these will be my payment.|Ngày nay tôi sẽ đi kiểm soát các bầy chiên và bầy dê của cậu; trong bầy chiên bầy dê, hễ con nào có rằn, có đốm, cùng chiên sắc đen, thì tôi sẽ để riêng ra; ấy sẽ là phần công giá của tôi đó.
And so you will be able to put my honour to the test in time to come; if you see among my flocks any goats which are not marked or coloured, or any sheep which is not black, you may take me for a thief.|Một mai cậu đi xem xét công giá tôi, thì lòng ngay thẳng tôi sẽ làm chứng trước mặt cậu. Hễ ở về phần bên tôi, các con dê nào không có rằn và đốm, các chiên con nào không có sắc đen, thì sẽ cho là ăn cắp.
And Laban said, Let it be as you say.|La-ban đáp: Ừ thôi! được như lời cháu nói.
So that day he took all the he-goats which were banded or coloured, and all the she-goats which were marked or coloured or had white marks, and all the black sheep, and gave them into the care of his sons;|Chánh ngày đó, La-ban liền để riêng các dê đực có sọc, có đốm, các dê cái đó rằn, có đốm, các vật nào có đém trắng và các chiên con có sắc đen, giao cho mấy con trai mình;
And sent them three days' journey away: and Jacob took care of the rest of Laban's flock.|rồi để Gia-cốp cùng mình ở cách xa nhau chừng ba ngày đường; Gia-cốp bèn chăn bầy súc vật của La-ban chỉ còn lại.
Then Jacob took young branches of trees, cutting off the skin so that the white wood was seen in bands.|Đoạn, Gia-cốp lấy nhành bạch dương, nhành bồ đào và nhành bá-tiên tươi, lột vỏ để bày lằn da trắng ở trong ra.
