
					Exodus 1				|
Every curtain is to be thirty cubits long and four cubits wide, all of the same measure.|Bề dài mỗi bức màn ba chục thước, bề rộng bốn thước, mười một bức đồng một cỡ với nhau.
Five of these curtains are to be joined together, and the other six are to be joined together, the sixth being folded over to make a hanging in front of the tent.|Ngươi hãy kết năm bức màn nầy riêng ra, và sáu bức màn kia riêng ra; nhưng hãy gấp đôi bức màn thứ sáu ở trước đền tạm.
And you are to put fifty twists of cord on the edge of the outside curtain of one group, and fifty twists on the edge of the outside curtain of the other group.|Lại thắt năm chục cái vòng nơi triêng màn thứ nhất, ném về cuối của bức nguyên thứ nhất, và năm chục cái vòng nơi triêng màn của bức nguyên thứ nhì;
Then make fifty brass hooks and put the hooks into the twists, joining the tent together to make it one.|cũng làm năm chục cái móc bằng đồng, móc vào vòng, rồi hiệp cái bong lại, để nó thành ra một.
And the folded part which is over of the curtains of the tent, the half-curtain which is folded back, will be hanging down over the back of the House.|Nhưng còn dư, tức là phân nửa của bức màn dư trong bức bong nguyên, thì sẽ xủ xuống phía sau đền tạm;
And the cubit which is over of the ten curtains at the sides will be hanging over the two sides of the House as a cover.|phần bề dài dư trong các bức màn của bong, bên nầy một thước, bên kia một thước, thì sẽ xủ xuống hai bên hông đền tạm đặng che vậy.
And then you are to make a cover for the tent, of sheepskins coloured red, and a cover of leather over that.|Ngươi hãy làm một tấm lá phủ bằng da chiên đực nhuộm đỏ để trên bong, và kết một tấm lá phủ bằng da cá nược đắp lên trên nữa.
And you are to make upright boards of hard wood for the House.|Ngươi cũng hãy làm những ván cho vách đền tạm bằng cây si-tim.
Every board is to be ten cubits high and a cubit and a half wide.|Mỗi tấm trướng mười thước, hoành một thước rưỡi,
Every board is to be joined to the one nearest to it by two tongues, and so for every board in the House.|có hai cái mộng liền nhau; hết thảy các tấm ván vách đền tạm ngươi cũng sẽ làm như vậy.
These are the boards needed for the house; twenty boards for the south side,|Về phía nam đền tạm, ngươi hãy làm hai mươi tấm ván;
With forty silver bases under the twenty boards, two bases under every board to take its tongues.|dưới hai mươi tấm ván hãy đặt bốn mươi lỗ mộng bằng bạc; cứ hai lỗ mộng ở dưới, để chịu hai cái mộng của mỗi tấm ván.
And twenty boards for the second side of the house on the north,|Lại hãy làm hai mươi tấm ván về phía bắc đền tạm,
With their forty silver bases, two under every board.|và bốn mươi lỗ mộng bằng bạc, cứ dưới mỗi tấm có hai lỗ mộng.
And six boards for the back of the House on the west,|Ngươi cũng hãy làm sáu tấm ván về phía sau đền tạm, tức là về hướng tây.
With two boards for the angles of the House at the back.|Về hai góc phía sau đền tạm, phải làm hai tấm ván,
The two are to be joined together at the base and at the top to one ring, forming the two angles.|khít nhau tự dưới chí trên bởi một cái khoen ở nơi đầu; hai cái góc đều làm như vậy.
So there are to be eight boards, with their sixteen silver bases, two bases under every board.|Thế thì, có tám tấm ván và mười sáu lỗ mộng bằng bạc; cứ hai lỗ mộng ở dưới mỗi một tấm ván.
And make rods of the same wood, five for the boards on the one side,|Lại, ngươi hãy làm năm cây xà ngang bằng gỗ si-tim cho những tấm ván về phía bên nầy,
And five for the boards on the other side of the House, and five for the west side of the House at the back.|năm cây xà ngang về phía bên kia và năm cây xà ngang khác nữa về phía sau của đền tạm, tức là hướng tây.
And the middle rod is to go through the rings of all the boards from end to end.|Cây xà ngang giữa sẽ ở về thân giữa những tấm ván, chạy suốt từ đầu nầy đến đầu kia.
And the boards are to be plated with gold, having gold rings for the rods to go through: and the rods are to be plated with gold.|Cũng hãy lấy vàng bọc ván cùng xà ngang, và làm những khoen bằng vàng, đặng xỏ các cây xà ngang.
And you are to make the House from the design which you saw on the mountain.|Ngươi phải dựng đền tạm y như kiểu đã chỉ cho ngươi trên núi vậy.
And you are to make a veil of the best linen, blue and purple and red, worked with designs of winged ones by a good workman:|Ngươi hãy làm một bức màn bằng vải gai đậu mịn, chỉ tím, đỏ điều, đỏ sặm, có thêu những hình chê-ru-bin cực xảo;
Hanging it by gold hooks from four pillars of wood, plated with gold and fixed in silver bases.|rồi xủ màn đó trên bốn trụ bằng cây si-tim, bọc vàng, dựng trên bốn lỗ trụ bằng bạc; các móc trụ đều bằng vàng.
And you are to put up the veil under the hooks, and put inside it the ark of the law: the veil is to be a division between the holy place and the most holy.|Ngươi sẽ treo màn đó vào móc dưới bức bong, rồi ở phía trong màn để hòm bảng chứng; màn nầy dùng phân biệt cho các ngươi nơi thánh và nơi chí thánh.
You are to put the cover on the ark of the law, inside the most holy place.|Đoạn, hãy để cái nắp thi ân trên hòm bảng chứng, đặt trong nơi chí thánh.
And outside the veil you are to put the table, and the support for the lights opposite the table on the south side of the House; and the table is to be on the north side.|Bên ngoài bức màn về phía bắc đền tạm thì để cái bàn; còn cây chân đèn thì để về phía nam đối ngang cái bàn.
And you are to make a curtain for the doorway of the Tent, of the best linen with needlework of blue and purple and red.|Về cửa Trại ngươi hãy làm một bức màn bằng chỉ tím, đỏ điều, đỏ sặm, vải gai đậu mịn, có thêu cực xảo;
And make five pillars for the curtain, of hard wood plated with gold; their hooks are to be of gold and their bases of brass|rồi làm cho bức màn nầy năm cái trụ bằng cây si-tim, bọc vàng; đinh nó cũng bằng vàng, và đúc năm lỗ trụ bằng đồng.

					Exodus 27				|
						Xuất Hành 27					
And make an altar of hard wood, a square altar, five cubits long, five cubits wide and three cubits high.|Ngươi cũng hãy đóng một bàn thờ bằng cây si-tim, hình vuông, năm thước bề dài, năm thước bề ngang, và bề cao ba thước.
Put horns at the four angles of it, made of the same, plating it all with brass.|Nơi bốn góc bàn thờ hãy làm sừng ló ra và bọc đồng.
And make all its vessels, the baskets for taking away the dust of the fire, the spades and basins and meat-hooks and fire-trays, of brass.|Những đồ phụ tùng của bàn thờ thì hãy làm bằng đồng: bình đựng tro, vá, ảng, nỉa và bình hương.
And make a network of brass, with four brass rings at its four angles.|Lại làm cho bàn thờ một tấm rá bằng lưới đồng; và nơi bốn góc rá làm bốn cái khoen bằng đồng;
And put the network under the shelf round the altar so that the net comes half-way up the altar.|rồi để rá đó dưới thành bàn thờ, từ dưới chân lên đến nửa bề cao.
And make rods for the altar, of hard wood, plated with brass.|Cũng hãy chuốt đòn khiêng bàn thờ bằng cây si-tim, bọc đồng,
And put the rods through the rings at the two opposite sides of the altar, for lifting it.|rồi xỏ vào những khoen; khi khiêng đi, đòn sẽ ở hai bên bàn thờ.
The altar is to be hollow, boarded in with wood; make it from the design which you saw on the mountain.|Bàn thờ sẽ đóng bằng ván, trống bộng, làm y như đã chỉ cho ngươi trên núi vậy.
And let there be an open space round the House, with hangings for its south side of the best linen, a hundred cubits long.|Ngươi cũng hãy làm cái hành lang cho đền tạm. Về phía nam của hành lang làm bố vi bằng vải gai đậu mịn, dài trăm thước,
Their twenty pillars and their twenty bases are to be of brass; the hooks of the pillars and their bands are to be of silver.|cùng hai chục cây trụ và hai chục lỗ trụ bằng đồng; đinh và nuông trụ thì bằng bạc.
And on the north side in the same way, hangings a hundred cubits long, with twenty pillars of brass on bases of brass; their hooks and their bands are to be of silver.|Về phía bắc cũng vậy; bố vi đó có trăm thước bề dài, hai chục cây trụ và hai chục lỗ trụ bằng đồng; đinh và nuông trụ thì bằng bạc.
And for the open space on the west side, the hangings are to be fifty cubits wide, with ten pillars and ten bases;|Bố vi của hành lang về phía tây có năm chục thước bề dài, mười cây trụ và mười lỗ trụ.
