
					I Sa-mu-ên 1				|
Vậy, Giô-na-than nói binh Đa-vít cùng Sau-lơ, cha mình, mà rằng: Xin vua chớ phạm tội cùng Đa-vít, tôi tớ vua, vì người không có phạm tội cùng vua, mà lại có giúp công việc lớn lao cho vua nữa.|約 拿 單 向 他 父 親 掃 羅 替 大 衛 說 好 話 、 說 、 王 不 可 得 罪 王 的 僕 人 大 衛 ． 因 為 他 未 曾 得 罪 你 、 他 所 行 的 、 都 與 你 大 有 益 處 。
Người đã liều mạng mình mà giết người Phi-li-tin kia, nên Đức Giê-hô-va vì cớ người có làm sự giải cứu lớn cho cả Y-sơ-ra-ên. Vua có thấy và mừng rỡ điều đó; nhân sao lại toan phạm tội cùng huyết vô tội, mà giết Đa-vít vô lý?|他 拚 命 殺 那 非 利 士 人 、 耶 和 華 為 以 色 列 眾 人 大 行 拯 救 ． 那 時 你 看 見 、 甚 是 歡 喜 ． 現 在 為 何 無 故 要 殺 大 衛 、 流 無 辜 人 的 血 、 自 己 取 罪 呢 。
Sau-lơ lắng tai nghe lời Giô-na-than nói, bèn thề rằng: Ta chỉ Đức Giê-hô-va hằng sống mà thề, Đa-vít sẽ chẳng chết!|掃 羅 聽 了 約 拿 單 的 話 、 就 指 著 永 生 的 耶 和 華 起 誓 、 說 、 我 必 不 殺 他 。
Bấy giờ, Giô-na-than gọi Đa-vít, thuật lại các lời ấy cho người, đoạn dẫn Đa-vít đến gần Sau-lơ, và Đa-vít hầu việc Sau-lơ như trước.|約 拿 單 叫 大 衛 來 、 把 這 一 切 事 告 訴 他 ． 帶 他 去 見 掃 羅 、 他 就 仍 然 侍 立 在 掃 羅 面 前 。
Sự tranh chiến cứ liên tiếp luôn luôn, Đa-vít đi ra đánh dân Phi-li-tin, làm cho chúng nó bị thua chạy trốn.|此 後 又 有 爭 戰 的 事 ． 大 衛 出 去 、 與 非 利 士 人 打 仗 、 大 大 殺 敗 他 們 ． 他 們 就 在 他 面 前 逃 跑 。
Nhưng ác thần bởi Đức Giê-hô-va khiến nhập vào Sau-lơ lúc người ngồi trong điện, cầm cây giáo nơi tay; còn Đa-vít gảy đờn.|從 耶 和 華 那 裡 來 的 惡 魔 、 又 降 在 掃 羅 身 上 ． （ 掃 羅 手 裡 拿 槍 坐 在 屋 裡 ） 大 衛 就 用 手 彈 琴 。
Sau-lơ muốn lấy giáo đâm Đa-vít dính vào vách, nhưng Đa-vít tránh khỏi, giáo của Sau-lơ găm trong vách. Đa-vít trốn và được thoát khỏi buổi tối đó.|掃 羅 用 槍 想 要 刺 透 大 衛 、 釘 在 牆 上 ． 他 卻 躲 開 、 掃 羅 的 槍 刺 入 牆 內 ． 當 夜 大 衛 逃 走 躲 避 了 。
Sau-lơ sai người đi đến nhà Đa-vít đặng canh giữ người, để sáng ngày giết người đi. Song Mi-canh, vợ Đa-vít, cho người hay và nói rằng: Nếu đêm nay chàng không trốn khỏi, thì sáng mai chàng sẽ bị giết.|掃 羅 打 發 人 到 大 衛 的 房 屋 那 裡 、 窺 探 他 、 要 等 到 天 亮 殺 他 。 大 衛 的 妻 米 甲 對 他 說 、 你 今 夜 若 不 逃 命 、 明 日 你 要 被 殺 。
Mi-canh thòng Đa-vít xuống nơi cửa sổ; người trốn và thoát khỏi.|於 是 米 甲 將 大 衛 從 窗 戶 裡 縋 下 去 ． 大 衛 就 逃 走 、 躲 避 了 。
Kế ấy, Mi-canh lấy tượng thê-ra-phim mà để lên giường, dùng tấm nệm bằng lông dê bọc đầu nó, rồi bao phủ cái mình nó bằng một cái áo tơi.|米 甲 把 家 中 的 神 像 、 放 在 床 上 、 頭 枕 在 山 羊 毛 裝 的 枕 頭 上 、 用 被 遮 蓋 。
Khi Sau-lơ sai người đến bắt Đa-vít, thì nàng nói rằng: Chàng đau.|掃 羅 打 發 人 去 捉 拿 大 衛 、 米 甲 說 、 他 病 了 。
Sau-lơ lại sai người đến thăm Đa-vít, mà truyền chúng rằng: Hãy đem hắn ở trên giường đến cùng ta, hầu cho ta giết hắn đi.|掃 羅 又 打 發 人 去 看 大 衛 、 說 、 當 連 床 將 他 抬 來 、 我 好 殺 他 。
Vậy, những kẻ sai đi đến đó, thấy tượng thê-ra-phim ở trên giường, có một tấm nệm bằng lông dê ở nơi đầu nó.|使 者 進 去 、 看 見 床 上 有 神 像 、 頭 枕 在 山 羊 毛 裝 的 枕 頭 上 。
Sau-lơ nói với Mi-canh rằng: Sao ngươi gạt ta như vậy, làm cho kẻ thù nghịch ta trốn khỏi đi? Mi-canh thưa cùng Sau-lơ rằng: Người có bảo tôi: Hãy để cho ta đi, bằng không, ta sẽ giết mầy.|掃 羅 對 米 甲 說 、 你 為 甚 麼 這 樣 欺 哄 我 、 放 我 仇 敵 逃 走 呢 。 米 甲 回 答 說 、 他 對 我 說 、 你 放 我 走 、 不 然 、 我 要 殺 你 。
Vậy, Đa-vít trốn và thoát khỏi, đi đến nhà Sa-mu-ên tại Ra-ma, rồi thuật cho người mọi điều Sau-lơ đã làm cho mình. Đoạn, người và Sa-mu-ên đi, ở tại Na-giốt.|大 衛 逃 避 、 來 到 拉 瑪 、 見 撒 母 耳 、 將 掃 羅 向 他 所 行 的 事 、 述 說 了 一 遍 。 他 和 撒 母 耳 就 往 拿 約 去 居 住 。
Có người thuật lại điều đó cho Sau-lơ, mà rằng: Kìa, Đa-vít ở tại Na-giốt trong Ra-ma.|有 人 告 訴 掃 羅 說 、 大 衛 在 拉 瑪 的 拿 約 。
Sau-lơ sai người đi bắt Đa-vít; nhưng khi chúng thấy một đám tiên tri đương nói tiên tri, và Sa-mu-ên đứng đầu những người ấy, thì Thần của Đức Chúa Trời cảm động họ, họ cũng khởi nói tiên tri.|掃 羅 打 發 人 去 捉 拿 大 衛 ． 去 的 人 見 有 一 班 先 知 都 受 感 說 話 、 撒 母 耳 站 在 其 中 監 管 他 們 、 打 發 去 的 人 、 也 受 　 神 的 靈 感 動 說 話 。
Người ta cho Sau-lơ hay, người bèn sai những người khác; họ cũng nói tiên tri như các kẻ khác. Sau-lơ lại sai người đi lần thứ ba, đến phiên họ cũng nói tiên tri.|有 人 將 這 事 告 訴 掃 羅 、 他 又 打 發 人 去 、 他 們 也 受 感 說 話 。 掃 羅 第 三 次 打 發 人 去 、 他 們 也 受 感 說 話 。
Bấy giờ, Sau-lơ thân hành đến Ra-ma; tới nơi giếng nước lớn của Sê-cu, người hỏi rằng: Sa-mu-ên và Đa-vít ở đâu? Người ta thưa rằng: Hai người ở Na-giốt trong Ra-ma.|然 後 掃 羅 自 己 往 拉 瑪 去 、 到 了 西 沽 的 大 井 、 問 人 說 、 撒 母 耳 和 大 衛 在 那 裡 呢 ． 有 人 說 、 在 拉 瑪 的 拿 約 。
Vậy, người đi đến Na-giốt trong Ra-ma; Thần của Đức Chúa Trời cảm động đến phiên người, người cứ đi dọc đàng nói tiên tri cho đến khi tới Na-giốt trong Ra-ma.|他 就 往 拉 瑪 的 拿 約 去 ． 　 神 的 靈 也 感 動 他 、 一 面 走 、 一 面 說 話 、 直 到 拉 瑪 的 拿 約 。
Người cũng lột áo mình, nói tiên tri trước mặt Sa-mu-ên, rồi ở trần như vậy nằm dưới đất trọn ngày và đêm đó. Bởi cớ ấy, có câu tục ngữ rằng: Sau-lơ há cũng vào hàng các tiên tri sao?|他 就 脫 了 衣 服 、 在 撒 母 耳 面 前 受 感 說 話 、 一 晝 一 夜 、 露 體 躺 臥 。 因 此 有 句 俗 語 說 、 掃 羅 也 列 在 先 知 中 麼 。

					I Sa-mu-ên 20				|
						撒母耳記上 20					
Đa-vít trốn khỏi Na-giốt trong Ra-ma, đến cùng Giô-na-than, mà nói rằng: Tôi đã làm chi, tội ác tôi là gì? Tôi đã phạm tội chi cùng cha anh, mà người toan hại mạng sống tôi?|大 衛 從 拉 瑪 的 拿 約 逃 跑 、 來 到 約 拿 單 那 裡 、 對 他 說 、 我 作 了 甚 麼 ． 有 甚 麼 罪 孽 呢 ． 在 你 父 親 面 前 犯 了 甚 麼 罪 、 他 竟 尋 索 我 的 性 命 呢 。
Giô-na-than đáp cùng người rằng: Chẳng phải thế! anh không chết đâu. Cha tôi chẳng làm một sự gì, bất luận lớn hay nhỏ, mà chẳng nói trước với tôi. Vậy, nhân sao cha tôi giấu tôi sự nầy với tôi? Điều đó chẳng thể được.|約 拿 單 回 答 說 、 斷 然 不 是 ． 你 必 不 至 死 ． 我 父 作 事 、 無 論 大 小 、 沒 有 不 叫 我 知 道 的 ． 怎 麼 獨 有 這 事 隱 瞞 我 呢 ． 決 不 如 此 。
Nhưng Đa-vít lại thề nguyền mà rằng: Cha anh biết rõ rằng tôi được ơn trước mặt anh, nên có nói rằng: Chớ nên cho Giô-na-than biết gì, kẻo nó phải lo buồn chăng. Song ta chỉ Đức Giê-hô-va hằng sống và mạng sống của anh mà thề rằng, chỉ còn một bước cách tôi và sự chết mà thôi.|大 衛 又 起 誓 、 說 、 你 父 親 準 知 我 在 你 眼 前 蒙 恩 ． 他 心 裡 說 、 不 如 不 叫 約 拿 單 知 道 、 恐 怕 他 愁 煩 ． 我 指 著 永 生 的 耶 和 華 、 又 敢 在 你 面 前 起 誓 、 我 離 死 不 過 一 步 。
Giô-na-than đáp cùng Đa-vít rằng: Hễ anh muốn tôi làm điều gì, thì ta sẽ làm cho anh.|約 拿 單 對 大 衛 說 、 你 心 裡 所 求 的 、 我 必 為 你 成 就 。
Đa-vít tiếp rằng: Mai là ngày mồng một, tôi phải đi ngồi ăn chung bàn với vua. Hãy để cho tôi đi trốn trong đồng bằng cho đến chiều ngày thứ ba.|大 衛 對 約 拿 單 說 、 明 日 是 初 一 、 我 當 與 王 同 席 、 求 你 容 我 去 藏 在 田 野 、 直 到 第 三 日 晚 上 。
Nếu cha anh thấy tôi vắng mặt, thì hãy nói cùng người rằng: Đa-vít có cố nài xin tôi cho nó đi về Bết-lê-hem, quê hương nó, vì đó cả nhà nó dâng của lễ hằng năm.|你 父 親 若 見 我 不 在 席 上 、 你 就 說 、 大 衛 切 求 我 許 他 回 本 城 伯 利 恆 去 ． 因 為 他 全 家 在 那 裡 獻 年 祭 。
Nếu người đáp: Tốt, thì kẻ tôi tớ anh sẽ được bình yên. Còn nếu người nổi giận, thì hãy biết rằng người định ý hại tôi.|你 父 親 若 說 好 、 僕 人 就 平 安 了 ． 他 若 發 怒 、 你 就 知 道 他 決 意 要 害 我 。
Vậy, hãy tỏ lòng nhân từ cho kẻ tôi tớ anh, bởi vì anh đã nhơn danh Đức Giê-hô-va mà kết ước cùng kẻ tôi tớ anh. Song phần tôi ví có tội gì, xin chính anh hãy giết tôi đi; cớ sao anh lại dẫn tôi đến cha anh?|求 你 施 恩 與 僕 人 ． 因 你 在 耶 和 華 面 前 曾 與 僕 人 結 盟 ． 我 若 有 罪 、 不 如 你 自 己 殺 我 、 何 必 將 我 交 給 你 父 親 呢 。
Giô-na-than đáp lại rằng: Chớ có nghĩ như vậy! Trái lại, nếu tôi biết thật cha tôi định ý hại anh, dễ nào tôi chẳng cho anh hay?|約 拿 單 說 、 斷 無 此 事 ． 我 若 知 道 我 父 親 決 意 害 你 、 我 豈 不 告 訴 你 呢 。
Đa-vít đáp cùng Giô-na-than rằng: Nhưng nếu cha anh dùng lời nghiêm khắc đáp cùng anh, thì ai sẽ cho tôi hay?|大 衛 對 約 拿 單 說 、 你 父 親 若 用 厲 言 回 答 你 、 誰 來 告 訴 我 呢 。
Giô-na-than đáp cùng Đa-vít rằng: Hè, chúng ta hãy ra ngoài đồng. Cả hai đều đi ra ngoài đồng.|約 拿 單 對 大 衛 說 、 你 我 且 往 田 野 去 ． 二 人 就 往 田 野 去 了 。
Giô-na-than nói cùng Đa-vít rằng: Giê-hô-va, Đức Chúa Trời của Y-sơ-ra-ên, làm chứng! Ngày mai hay là ngày mốt, tại giờ nầy, tôi sẽ dọ ý cha tôi. Nếu thấy chẳng có điều chi nên sợ cho anh, thì tôi không sai người nào đến cho anh hay biết;|約 拿 單 對 大 衛 說 、 願 耶 和 華 以 色 列 的 　 神 為 證 。 明 日 約 在 這 時 候 、 或 第 三 日 、 我 探 我 父 親 的 意 思 、 若 向 你 有 好 意 、 我 豈 不 打 發 人 告 訴 你 麼 。
còn nếu cha tôi quyết lòng làm hại anh, tôi sẽ cho anh hay trước, biểu anh đi, và anh sẽ đi bình yên. Bằng chẳng, nguyện Đức Giê-hô-va phạt Giô-na-than cách nặng nề! Cầu xin Đức Giê-hô-va ở cùng anh, như Ngài đã ở cùng cha tôi!|我 父 親 若 有 意 害 你 、 我 不 告 訴 你 、 使 你 平 平 安 安 的 走 、 願 耶 和 華 重 重 的 降 罰 與 我 ． 願 耶 和 華 與 你 同 在 、 如 同 從 前 與 我 父 親 同 在 一 樣 。
Và ngày sau, nếu tôi còn sống, có phải anh sẽ lấy sự nhân từ của Đức Giê-hô-va mà đãi tôi chăng? Nhưng nếu tôi chết,|你 要 照 耶 和 華 的 慈 愛 恩 待 我 ． 不 但 我 活 著 的 時 候 、 免 我 死 亡 ．
dẫu khi Đức Giê-hô-va diệt hết thảy kẻ thù nghịch của Đa-vít khỏi mặt đất cho đến cùng, thì cũng chớ cất ơn thương nhà tôi đến đời đời.|就 是 我 死 後 、 耶 和 華 從 地 上 剪 除 你 仇 敵 的 時 候 、 你 也 永 不 可 向 我 家 絕 了 恩 惠 。
Như vậy, Giô-na-than kết giao ước cùng nhà Đa-vít mà rằng: Đức Giê-hô-va sẽ báo thù những thù nghịch của Đa-vít.|於 是 約 拿 單 與 大 衛 家 結 盟 、 說 、 願 耶 和 華 藉 大 衛 的 仇 敵 追 討 背 約 的 罪 。
Giô-na-than thương yêu Đa-vít như mạng sống mình vậy, nên khiến Đa-vít lại thề nữa.|約 拿 單 因 愛 大 衛 如 同 愛 自 己 的 性 命 、 就 使 他 再 起 誓 。
Giô-na-than tiếp rằng: Mai là ngày mồng một, sự vắng mặt anh người ta ắt sẽ thấy; vì chỗ anh sẽ trống.|約 拿 單 對 他 說 、 明 日 是 初 一 ． 你 的 座 位 空 設 、 人 必 理 會 你 不 在 那 裡 。
Ngày mốt, chớ quên đi xuống mau đến nơi anh đã ẩn ngày trước, là ngày định làm việc, và anh sẽ đợi gần bên hòn đá Ê-xe.|你 等 三 日 、 就 要 速 速 下 去 、 到 你 從 前 遇 事 所 藏 的 地 方 、 在 以 色 磐 石 那 裡 等 候 。
Tôi sẽ bắn ba mũi tên về phía hòn đá đó dường như tôi bắn vào một cái bia.|我 要 向 磐 石 旁 邊 射 三 箭 、 如 同 射 箭 靶 一 樣 。
Đoạn, tôi sẽ sai tôi tớ tôi, và bảo nó rằng: Hãy đi lượm các mũi tên. Nếu tôi nói với nó rằng: Kìa, các mũi tên ở bên nầy mầy, hãy lượm lấy đi, bấy giờ anh hãy đến; tôi chỉ Đức Giê-hô-va hằng sống mà thề, mọi việc đều bình an cho anh, chẳng có gì nên sợ hết!|我 要 打 發 童 子 、 說 、 去 把 箭 找 來 。 我 若 對 童 子 說 、 箭 在 後 頭 、 把 箭 拿 來 ． 你 就 可 以 回 來 ． 我 指 著 永 生 的 耶 和 華 起 誓 、 你 必 平 安 無 事 。
Nhưng nếu tôi nói cùng đứa trẻ rằng: Kìa, các mũi tên ở bên kia mầy, bấy giờ anh khá đi, vì Đức Giê-hô-va khiến anh đi.|我 若 對 童 子 說 、 箭 在 前 頭 ． 你 就 要 去 ． 因 為 是 耶 和 華 打 發 你 去 的 。
Còn về lời chúng ta đã nói nhau, nguyện Đức Giê-hô-va làm chứng giữa anh và tôi đến đời đời.|至 於 你 我 今 日 所 說 的 話 、 有 耶 和 華 在 你 我 中 間 為 證 、 直 到 永 遠 。
Vậy, Đa-vít ẩn trong đồng. Khi đến ngày mồng một, vua ngồi bàn đặng ăn bữa;|大 衛 就 去 藏 在 田 野 。 到 了 初 一 日 、 王 坐 席 要 喫 飯 。
người ngồi nơi chỗ thường ngồi ở gần bên vách. Giô-na-than đứng dậy, và Ap-ne ngồi bên Sau-lơ; còn chỗ của Đa-vít thì bỏ không.|王 照 常 坐 在 靠 牆 的 位 上 ． 約 拿 單 侍 立 、 押 尼 珥 坐 在 掃 羅 旁 邊 ． 大 衛 的 座 位 空 設 。
Ngày đó, Sau-lơ chẳng nói chi hết, vì tưởng rằng: Có sự gì rủi ro đã xảy đến cho hắn rồi! Chắc hẳn hắn không sạch, đã phải sự gì ô uế rồi.|然 而 這 日 掃 羅 沒 有 說 甚 麼 ． 他 想 大 衛 遇 事 、 偶 染 不 潔 ． 他 必 定 是 不 潔 。
Song ngày sau, là ngày mồng hai, chỗ của Đa-vít lại bỏ không nữa. Sau-lơ nói cùng Giô-na-than, con trai mình, rằng: Cớ sao con trai của Y-sai không đến dự ăn bữa hôm qua và ngày nay?|初 二 日 大 衛 的 座 位 還 空 設 ． 掃 羅 問 他 兒 子 約 拿 單 說 、 耶 西 的 兒 子 為 何 昨 日 今 日 、 沒 有 來 喫 飯 呢 。
Giô-na-than thưa cùng Sau-lơ rằng: Đa-vít có nài xin phép tôi đi đến Bết-lê-hem,|約 拿 單 回 答 掃 羅 說 、 大 衛 切 求 我 容 他 往 伯 利 恆 去 ．
mà rằng: Xin để tôi đi; vì nhà chúng tôi có một sự tế tự trong thành, mà anh tôi đã dặn tôi phải đi đến. Vậy bây giờ, nếu tôi được ơn trước mặt người, xin cho phép tôi lập tức đi đến đó đặng thăm các anh tôi. Ay bởi cớ đó người không đến ngồi bàn.|他 說 、 求 你 容 我 去 ． 因 為 我 家 在 城 裡 有 獻 祭 的 事 ． 我 長 兄 吩 咐 我 去 。 如 今 我 若 在 你 眼 前 蒙 恩 、 求 你 容 我 去 見 我 的 弟 兄 ． 所 以 大 衛 沒 有 赴 王 的 席 。
Bấy giờ, Sau-lơ nổi giận cùng Giô-na-than, mà rằng: Ớ con trai gian tà và bội nghịch kia, ta biết mầy có kết bạn cùng con trai của Y-sai, đáng hổ nhục cho mầy, và đáng hổ nhục cho mẹ đã đẻ mầy thay!|掃 羅 向 約 拿 單 發 怒 、 對 他 說 、 你 這 頑 梗 背 逆 之 婦 人 所 生 的 、 我 豈 不 知 道 你 喜 悅 耶 西 的 兒 子 、 自 取 羞 辱 、 以 至 你 母 親 露 體 蒙 羞 麼 。
Thật, hễ con trai Y-sai sống lâu trên mặt đất chừng nào, thì mầy và nước mầy chẳng vững bền chừng nấy. Vậy bây giờ, hãy sai đi kiếm nó, dẫn nó về cho ta; vì nó phải chết hẳn.|耶 西 的 兒 子 若 在 世 間 活 著 、 你 和 你 的 國 位 必 站 立 不 住 。 現 在 你 要 打 發 人 去 、 將 他 捉 拿 交 給 我 ． 他 是 該 死 的 。
Giô-na-than thưa cùng Sau-lơ, cha mình, rằng: Cớ sao giết nó đi? Nó có làm điều gì?|約 拿 單 對 父 親 掃 羅 說 、 他 為 甚 麼 該 死 呢 ． 他 作 了 甚 麼 呢 。
Sau-lơ phóng cây giáo đặng đâm người; Giô-na-than bèn nhìn biết cha mình đã nhứt định giết Đa-vít.|掃 羅 向 約 拿 單 掄 槍 要 刺 他 ． 約 拿 單 就 知 道 他 父 親 決 意 要 殺 大 衛 。
Giô-na-than bèn chổi dậy khỏi bàn, tức giận lắm, và trong ngày mồng hai chẳng ăn gì hết, lấy làm buồn bực về Đa-vít, vì cha mình đã sỉ nhục người.|於 是 約 拿 單 氣 忿 忿 的 從 席 上 起 來 、 在 這 初 二 日 沒 有 喫 飯 ． 他 因 見 父 親 羞 辱 大 衛 、 就 為 大 衛 愁 煩 。
