
					Sáng Thế 1				|
Gia-cốp hỏi: Xin cho tôi biết tên người. Đáp rằng: Làm sao ngươi hỏi tên ta? Rồi người nầy ban phước cho Gia-cốp tại đó.|雅 各 問 他 說 、 請 將 你 的 名 告 訴 我 ． 那 人 說 、 何 必 問 我 的 名 ． 於 是 在 那 裡 給 雅 各 祝 福 。
Gia-cốp đặt tên chỗ đó là Phê-ni-ên, và nói rằng: Tôi đã thấy Đức Chúa Trời đối mặt cùng tôi và linh hồn tôi được giải cứu.|雅 各 便 給 那 地 方 起 名 叫 毘 努 伊 勒 。 〔 就 是 　 神 之 面 的 意 思 〕 意 思 說 、 我 面 對 面 見 了 　 神 、 我 的 性 命 仍 得 保 全 。
Khi qua nơi Phi-ni-ên, thấy mặt trời mọc rồi; và người đi giẹo cẳng.|日 頭 剛 出 來 的 時 候 、 雅 各 經 過 毘 努 伊 勒 、 他 的 大 腿 就 瘸 了 。
Bởi cớ đó, cho đến ngày nay dân Y-sơ-ra-ên chẳng bao giờ ăn gân bắp vế của lối xương hông; vì người đó có đánh vào xương hông Gia-cốp, nơi gân của bắp vế.|故 此 以 色 列 人 不 喫 大 腿 窩 的 筋 、 直 到 今 日 、 因 為 那 人 摸 了 雅 各 大 腿 窩 的 筋 。

					Sáng Thế 33				|
						創世記 33					
Gia-cốp nhướng mắt lên và nhìn, kìa, Ê-sau dẫn bốn trăm người đi đến. Người bèn chia các con cho Lê -a, Ra-chên, và cho hai tên đòi;|雅 各 舉 目 觀 看 、 見 以 掃 來 了 、 後 頭 跟 著 四 百 人 ． 他 就 把 孩 子 們 分 開 交 給 利 亞 、 拉 結 、 和 兩 個 使 女 ．
sắp hai tên đòi và con cái họ ở trước; kế đến Lê -a và con cái nàng; Ra-chên cùng Giô-sép ở sau chót.|並 且 叫 兩 個 使 女 和 他 們 的 孩 子 在 前 頭 、 利 亞 和 他 的 孩 子 在 後 頭 、 拉 結 和 約 瑟 在 儘 後 頭 。
Còn người, thì đi trước họ và sấp mình xuống đất bảy lần cho đến khi tới gần anh mình.|他 自 己 在 他 們 前 頭 過 去 、 一 連 七 次 俯 伏 在 地 、 纔 就 近 他 哥 哥 。
Nhưng Ê-sau chạy đến trước mặt người, ôm choàng cổ mà hôn, rồi hai anh em đều khóc.|以 掃 跑 來 迎 接 他 、 將 他 抱 住 、 又 摟 著 他 的 頸 項 與 他 親 嘴 、 兩 個 人 就 哭 了 。
Đoạn, Ê-sau nhướng mắt lên thấy mấy người đờn bà và con cái, thì hỏi rằng: Các người mà em có đó là ai? Đáp rằng: Ay là con cái mà Đức Chúa Trời đã cho kẻ tôi tớ anh.|以 掃 舉 目 看 見 婦 人 孩 子 、 就 說 、 這 些 和 你 同 行 的 是 誰 呢 ． 雅 各 說 、 這 些 孩 子 是 　 神 施 恩 給 你 的 僕 人 的 。
Hai tên đòi và con cái họ lại gần người, sấp mình xuống.|於 是 兩 個 使 女 和 他 們 的 孩 子 前 來 下 拜 。
Lê -a và các con cái nàng cũng lại gần, sấp mình xuống; đoạn, Ra-chên và Giô-sép lại gần, và sấp mình xuống.|利 亞 和 他 的 孩 子 也 前 來 下 拜 ． 隨 後 約 瑟 和 拉 結 也 前 來 下 拜 。
Ê-sau hỏi: Toán quân anh đã gặp đi trước đó, em tính làm chi? Đáp rằng: Ay để nhờ được ơn trước mặt chúa tôi.|以 掃 說 、 我 所 遇 見 的 這 些 群 畜 是 甚 麼 意 思 呢 ． 雅 各 說 、 是 要 在 我 主 面 前 蒙 恩 的 。
Ê-sau nói: Hỡi em! anh đã được đủ rồi; vậy, hãy lấy lại vật chi của em đi.|以 掃 說 、 兄 弟 阿 、 我 的 已 經 彀 了 、 你 的 仍 歸 你 罷 。
Thưa rằng: Xin anh, không. Nếu em được ơn trước mặt anh, hãy nhậm lấy lễ vật bởi tay em làm ra đi; vì em thấy được mặt anh khác nào người ta thấy được mặt Đức Chúa Trời, và anh đã đẹp lòng tiếp rước em.|雅 各 說 、 不 然 、 我 若 在 你 眼 前 蒙 恩 、 就 求 你 從 我 手 裡 收 下 這 禮 物 、 因 為 我 見 了 你 的 面 、 如 同 見 了 　 神 的 面 、 並 且 你 容 納 了 我 。
Xin anh hãy nhậm lấy lễ vật em đã dâng cho anh, vì Đức Chúa Trời cho em đầy dẫy ân huệ, và em có đủ hết. Người nài xin Ê-sau quá đến đỗi phải chịu nhậm lấy.|求 你 收 下 我 帶 來 給 你 的 禮 物 、 因 為 　 神 恩 待 我 、 使 我 充 足 ． 雅 各 再 三 的 求 他 、 他 纔 收 下 了 。
Ê-sau nói: Hè, ta hãy lên đường! Anh sẽ đi trước em.|以 掃 說 、 我 們 可 以 起 身 前 往 、 我 在 你 前 頭 走 ．
Gia-cốp đáp: Chúa biết rằng các đứa trả yếu lắm, và em lại mắc coi chừng chiên và bò cái đương có con bú; nếu ép đi mau chỉ trong một ngày, chắc cả bầy phải chết hết.|雅 各 對 他 說 、 我 主 知 道 孩 子 們 年 幼 嬌 嫩 、 牛 羊 也 正 在 乳 養 的 時 候 、 若 是 催 趕 一 天 、 群 畜 都 必 死 了 。
Xin chúa hãy đi trước kẻ tôi tớ chúa, còn tôi sẽ đi tới chậm chậm theo bước một của súc vật đi trước và của các trẻ, cho đến chừng nào tới nhà chúa tại xứ Sê -i-rơ.|求 我 主 在 僕 人 前 頭 走 ． 我 要 量 著 在 我 面 前 群 畜 和 孩 子 的 力 量 慢 慢 的 前 行 、 直 走 到 西 珥 我 主 那 裡 。
Ê-sau nói: Vậy, anh xin để lại cùng em một vài người tùy tùng của anh. Gia-cốp đáp rằng: Chi vậy? miễn em được nhờ ơn trước mặt chúa thôi!|以 掃 說 、 容 我 把 跟 隨 我 的 人 留 幾 個 在 你 這 裡 ． 雅 各 說 、 何 必 呢 、 只 要 在 我 主 眼 前 蒙 恩 就 是 了 。
Nội ngày đó, Ê-sau bắt đường trở về Sê -i-rơ.|於 是 以 掃 當 日 起 行 、 回 往 西 珥 去 了 。
Gia-cốp đi đến Su-cốt; bèn cất một nhà cho mình ở, và mấy cái lều cho súc vật; cho nên họ đặt tên chốn nầy là Su-cốt.|雅 各 就 往 疏 割 去 、 在 那 裡 為 自 己 蓋 造 房 屋 、 又 為 牲 畜 搭 棚 ． 因 此 那 地 方 名 叫 疏 割 。 〔 就 是 棚 的 意 思 〕
Gia-cốp ở xứ Pha-ran -A-ram đến thành Si-chem thuộc về xứ Ca-na-an, được bình an. Người đóng tại trước thành,|雅 各 從 巴 旦 亞 蘭 回 來 的 時 候 、 平 平 安 安 的 到 了 迦 南 地 的 示 劍 城 、 在 城 東 支 搭 帳 棚 。
bèn mua miếng đất chỗ người đóng trại, giá một trăm miếng bạc của con Hê-mô, cha Si-chem.|就 用 一 百 塊 銀 子 向 示 劍 的 父 親 哈 抹 的 子 孫 、 買 了 支 帳 棚 的 那 塊 地 。
Nơi đó người lập một bàn thờ, đặt trên là En-En-ô-hê -Y-sơ-ra-ên.|在 那 裡 築 了 一 座 壇 、 起 名 叫 伊 利 伊 羅 伊 以 色 列 。 〔 就 是 　 神 以 色 列 　 神 的 意 思 〕

					Sáng Thế 34				|
						創世記 34					
Nàng Đi-na, con gái của Lê -a sanh cho Gia-cốp, đi ra thăm bọn con gái của xứ đó.|利 亞 給 雅 各 所 生 的 女 兒 底 拿 出 去 、 要 見 那 地 的 女 子 們 。
Si-chem, con trai Hê-mô, người Hê-vít, hoàng tử xứ đó, thấy nàng, thì cướp đi, nằm với nàng và làm điếm nhục nàng.|那 地 的 主 希 未 人 、 哈 抹 的 兒 子 示 劍 、 看 見 他 、 就 拉 住 他 、 與 他 行 淫 、 玷 辱 他 。
Tâm hồn chàng vấn-vít cùng Đi-na, con gái Gia-cốp, thương mến con gái tơ đó, lấy lời ngon ngọt nói cùng nàng.|示 劍 的 心 繫 戀 雅 各 的 女 兒 底 拿 、 喜 愛 這 女 子 、 甜 言 蜜 語 的 安 慰 他 。
Si-chem nói cùng Hê-mô, cha mình, rằng: Hãy cho tôi con gái nầy làm vợ.|示 劍 對 他 父 親 哈 抹 說 、 求 你 為 我 聘 這 女 子 為 妻 。
Vả, Gia-cốp hay được rằng chàng làm hư danh giá Đi-na, con gái mình, nhưng các con trai mình mắc ở ngoài đồng cùng súc vật, nên người làm thinh đến khi họ trở về.|雅 各 聽 見 示 劍 玷 污 了 他 的 女 兒 底 拿 ． 那 時 他 的 兒 子 們 正 和 群 畜 在 田 野 、 雅 各 就 閉 口 不 言 、 等 他 們 回 來 。
Lúc đó, Hê-mê, cha Si-chem, đến cùng Gia-cốp đặng nói chuyện cùng người.|示 劍 的 父 親 哈 抹 出 來 見 雅 各 、 要 和 他 商 議 。
Các con trai Gia-cốp ở ngoài đồng trở về, vừa hay được việc ấy, bèn nổi nóng và giận lắm, vì việc ô danh mà Si-chem đã xui cho họ Y-sơ-ra-ên, nằm cùng con gái của Gia-cốp, là việc chẳng bao giờ nên làm.|雅 各 的 兒 子 們 聽 見 這 事 、 就 從 田 野 回 來 、 人 人 忿 恨 、 十 分 惱 怒 、 因 示 劍 在 以 色 列 家 作 了 醜 事 、 與 雅 各 的 女 兒 行 淫 、 這 本 是 不 該 作 的 事 。
Hê-mô nói cùng họ rằng: Tâm hồn Si-chem, con trai tôi, đã dan-díu cùng con gái các ông; xin hãy gả nàng cho nó làm vợ.|哈 抹 和 他 們 商 議 說 、 我 兒 子 示 劍 的 心 戀 慕 這 女 子 、 求 你 們 將 他 給 我 的 兒 子 為 妻 。
Hãy kết sui-gia cùng nhau; các ông gả con gái cho chúng tôi, rồi cưới các con gái chúng tôi lại.|你 們 與 我 們 彼 此 結 親 、 你 們 可 以 把 女 兒 給 我 們 、 也 可 以 娶 我 們 的 女 兒 。
Hãy ở cùng chúng tôi; xứ sẵn dành cho các ông; hãy ở, buôn bán và dựng cơ nghiệp tại đó.|你 們 與 我 們 同 住 罷 、 這 地 都 在 你 們 面 前 、 只 管 在 此 居 住 、 作 買 賣 、 置 產 業 。
Si-chem thưa cùng cha và các anh em của người con gái rằng: Xin cho tôi được ơn trước mặt các ông, và điều chi các ông nói, tôi xin nạp cho.|示 劍 對 女 兒 的 父 親 和 弟 兄 們 說 、 但 願 我 在 你 們 眼 前 蒙 恩 ． 你 們 向 我 要 甚 麼 我 必 給 你 們 。
Xin hãy đòi một lễ cưới cho lớn, sính nghi cho cao, tôi xin nạp theo y lời các ông nói; nhưng hãy gả con gái đó cho tôi làm vợ.|任 憑 向 我 要 多 重 的 聘 金 和 禮 物 、 我 必 照 你 們 所 說 的 給 你 們 、 只 要 把 女 子 給 我 為 妻 。
Các con trai Gia-cốp đáp lại cùng Si-chem và Hê-mô, cha chàng, cùng dùng mưu nói chuyện với họ, vì Si-chem đã làm mất danh giá của Đi-na, em gái mình.|雅 各 的 兒 子 們 、 因 為 示 劍 玷 污 了 他 們 的 妹 子 底 拿 、 就 用 詭 詐 的 話 回 答 示 劍 、 和 他 父 親 哈 抹 ．
Các người ấy nói rằng: Gả em gái chúng tôi cho ai chẳng chịu phép cắt bì, ấy là một việc chúng tôi làm không được, vì sẽ là một nỗi nhuốc nha cho chúng tôi vậy.|對 他 們 說 、 我 們 不 能 把 我 們 的 妹 子 給 沒 有 受 割 禮 的 人 為 妻 、 因 為 那 是 我 們 的 羞 辱 ．
Chúng tôi sẽ nhậm lời các ông được, là khi nào các ông trở nên giống như chúng tôi, tức là mọi người nam chịu phép cắt bì;|惟 有 一 件 纔 可 以 應 允 、 若 你 們 所 有 的 男 丁 都 受 割 禮 、 和 我 們 一 樣 、
vậy, chúng tôi sẽ gả con gái chúng tôi cho các ông, và sẽ cưới con gái các ông lại; đoạn ta sẽ ở chung nhau, thành ra một dân mà thôi.|我 們 就 把 女 兒 給 你 們 、 也 娶 你 們 的 女 兒 、 我 們 便 與 你 們 同 住 、 兩 下 成
Còn nếu không khứng nghe theo lời, và không chịu phép cắt bì, thì chúng tôi bắt con gái lại và đi ở nơi khác.|為 一 樣 的 人 民 。 倘 若 你 們 不 聽 從 我 們 受 割 禮 、 我 們 就 帶 著 妹 子 走 了 。
Bao nhiêu lời họ nói làm cho đẹp dạ Hê-mô và Si-chem, con trai người.|哈 抹 和 他 的 兒 子 示 劍 喜 歡 這 話 。
Chàng trẻ tuổi đó không ngần ngại các việc họ đã định, vì con gái của Gia-cốp đẹp lòng chàng. Vả, chàng đây là một người quí trọng hơn mọi người trong nhà cha mình.|那 少 年 人 作 這 事 並 不 遲 延 、 因 為 他 喜 愛 雅 各 的 女 兒 ． 他 在 他 父 親 家 中 也 是 人 最 尊 重 的 。
Vậy, Hê-mô và Si-chem, con trai người, đi đến cửa thành mình, nói cùng dân trong thành như vầy:|哈 抹 和 他 兒 子 示 劍 到 本 城 的 門 口 、 對 本 城 的 人 說 、
Các người đó ăn ở hòa thuận giữa vòng chúng ta; vậy cho họ ở trong xứ đặng buôn bán. Nầy, xứ cũng rộng cho họ ở; chúng ta sẽ cưới con gái họ làm vợ, và gả các con gái chúng ta lại.|這 些 人 與 我 們 和 睦 、 不 如 許 他 們 在 這 地 居 住 作 買 賣 ． 這 地 也 寬 闊 、 足 可 容 下 他 們 、 我 們 可 以 娶 他 們 的 女 兒 為 妻 、 也 可 以 把 我 們 的 女 兒 嫁 給 他 們 。
Nhưng họ bằng lòng ở cùng chúng ta đặng thành một dân, miễn khi nào các người nam trong bọn mình phải chịu phép cắt bì chính như mọi người nam của họ vậy.|惟 有 一 件 事 我 們 必 須 作 、 他 們 纔 肯 應 允 、 和 我 們 同 住 、 成 為 一 樣 的 人 民 、 就 是 我 們 中 間 所 有 的 男 丁 、 都 要 受 割 禮 、 和 他 們 一 樣 。
Thế thì, há rằng các súc vật, các tài sản và các bầy của họ sẽ chẳng thuộc về chúng ta sao? thôi, ta hãy nhận theo họ điều đó đi, để họ ở chung cùng chúng ta.|他 們 的 群 畜 、 貨 財 、 和 一 切 的 牲 筘 、 豈 不 都 歸 我 們 麼 ． 只 要 依 從 他 們 、 他 們 就 與 我 們 同 住 。
Mọi người đi ra cửa thành mình đều nghe theo lời Hê-mô và Si-chem, con trai người, và hết thảy người nam đi ra cửa thành mình đều chịu phép cắt bì.|凡 從 城 門 出 入 的 人 、 就 都 聽 從 哈 抹 和 他 兒 子 示 劍 的 話 、 於 是 凡 從 城 門 出 入 的 男 丁 、 都 受 了 割 禮 。
Đến ngày thứ ba, khi mọi người đương đau đớn, thì hai con trai Gia-cốp, là Si-mê-ôn và Lê-vi, anh nàng Đi-na, cầm mỗi người một thanh gươm, thừa khi ai nấy yên ổn, xông vào thành giết hết thảy người nam.|到 第 三 天 、 眾 人 正 在 疼 痛 的 時 候 、 雅 各 的 兩 個 兒 子 、 就 是 底 拿 的 哥 哥 、 西 緬 和 利 未 、 各 拿 刀 劍 、 趁 著 眾 人 想 不 到 的 時 候 、 來 到 城 中 、 把 一 切 男 丁 都 殺 了 。
Hai người lại lấy gươm giết Hê-mô và Si-chem, con trai người, đem nàng Đi-na ra khỏi nhà Si-chem, rồi đi.|又 用 刀 殺 了 哈 抹 和 他 兒 子 示 劍 、 把 底 拿 從 示 劍 家 裡 帶 出 來 、 就 走 了 。
Vì cớ họ làm mất danh giá em gái mình, nên các con trai Gia-cốp xông vào những xác chết và phá cướp thành;|雅 各 的 兒 子 們 因 為 他 們 的 妹 子 受 了 玷 污 、 就 來 到 被 殺 的 人 那 裡 、 擄 掠 那 城 、
bắt các bầy chiên, bò, lừa, cùng vật chi trong thành và ngoài đồng;|奪 了 他 們 的 羊 群 、 牛 群 、 和 驢 、 並 城 裡 田 間 所 有 的 ．
cướp đem đi hết tài vật, các con trẻ và đờn bà, cùng mọi vật chi ở trong nhà vậy.|又 把 他 們 一 切 貨 財 、 孩 子 、 婦 女 、 並 各 房 中 所 有 的 、 都 擄 掠 去 了 。
Gia-cốp bèn nói cùng Si-mê-ôn và Lê-vi rằng: Bay xui cho tao bối rối, làm cho dân xứ nầy, là người Ca-na-an và người Phê-rê-sít, oán ghét tao vậy. Tao đây, chỉ có ít người; nếu họ hiệp lại đánh tao, thì chắc tao và nội nhà đều bị tàn hại.|雅 各 對 西 緬 和 利 未 說 、 你 們 連 累 我 、 使 我 在 這 地 的 居 民 中 、 就 是 在 迦 南 人 、 和 比 利 洗 人 中 、 有 了 臭 名 、 我 的 人 丁 既 然 稀 少 、 他 們 必 聚 集 來 擊 殺 我 、 我 和 全 家 的 人 、 都 必 滅 絕 。
Đáp rằng: Chúng tôi nỡ chịu người ta đãi em gái chúng tôi như con đĩ sao?|他 們 說 、 他 豈 可 待 我 們 的 妹 子 如 同 妓 女 麼 。

					Sáng Thế 35				|
						創世記 35					
Đức Chúa Trời phán cùng Gia-cốp rằng: Hãy chổi dậy, đi lên Bê-tên mà ở, và hãy lập nơi đó một bàn thờ cho Đức Chúa Trời, là Đấng hiện ra cùng ngươi đương lúc chạy trốn khỏi Ê-sau, anh ngươi.|　 神 對 雅 各 說 、 起 來 、 上 伯 特 利 去 、 住 在 那 裡 、 要 在 那 裡 築 一 座 壇 給 　 神 、 就 是 你 逃 避 你 哥 哥 以 掃 的 時 候 向 你 顯 現 的 那 位 。
Gia-cốp bèn nói cùng vợ con và mọi kẻ đi theo mình rằng: Hãy dẹp các tượng thần ngoại bang khỏi giữa các ngươi, làm cho mình được thanh sạch và thay áo xống đi.|雅 各 就 對 他 家 中 的 人 、 並 一 切 與 他 同 在 的 人 說 、 你 們 要 除 掉 你 們 中 間 的 外 邦 神 、 也 要 自 潔 、 更 換 衣 裳 。
