
					Lê-vi 1				|
Các ngươi chớ làm một trong mấy việc đó mà tự gây cho mình ô uế; bởi dân mà ta sẽ đuổi khỏi trước mặt các ngươi đã thành ô uế vì cớ làm các việc đó.|在 這 一 切 的 事 上 、 你 們 都 不 可 玷 污 自 己 、 因 為 我 在 你 們 面 前 所 逐 出 的 列 邦 、 在 這 一 切 的 事 上 、 玷 污 了 自 己 。
Đất vì chúng nó mà bị ô uế; ta sẽ phạt tội ác họ; đất sẽ mửa dân nó ra vậy.|連 地 也 玷 污 了 、 所 以 我 追 討 那 地 的 罪 孽 、 那 地 也 吐 出 他 的 居 民 。
Còn các ngươi, hoặc dân bổn xứ, hoặc kẻ khách kiều ngụ giữa các ngươi, phải giữ luật pháp và mạng lịnh ta, đừng làm một trong những điều quái gớm nầy.|故 此 、 你 們 要 守 我 的 律 例 、 典 章 ． 這 一 切 可 憎 惡 的 事 、 無 論 是 本 地 人 、 是 寄 居 在 你 們 中 間 的 外 人 、 都 不 可 行 。
Vì những điều quái gớm ấy, những người ở tại xứ trước các ngươi đã làm; và đất vì cớ đó phải thành ô uế.|（ 在 你 們 以 先 居 住 那 地 的 人 、 行 了 這 一 切 可 憎 惡 的 事 、 地 就 玷 污 了 。 ）
Vậy, chớ làm đất thành ô uế, e khi đất mửa các ngươi ra, như đã mửa dân cư trú tại xứ trước các ngươi chăng;|免 得 你 們 玷 污 那 地 的 時 候 、 地 就 把 你 們 吐 出 、 像 吐 出 在 你 們 以 先 的 國 民 一 樣 。
vì phàm ai làm một trong những điều quái gớm ấy sẽ bị truất khỏi dân sự mình.|無 論 甚 麼 人 、 行 了 其 中 可 憎 的 一 件 事 、 必 從 民 中 剪 除 。
Thế thì, các ngươi phải giữ điều ta phán dặn, để đừng làm theo một trong các thói tục gớm ghiếc nào đã làm trước các ngươi, và các ngươi chớ vì các thói tục đó mà gây cho mình ô uế. Ta là Giê-hô-va Đức Chúa Trời của các ngươi.|所 以 你 們 要 守 我 所 吩 咐 的 、 免 得 你 們 隨 從 那 些 可 憎 的 惡 俗 、 就 是 在 你 們 以 先 的 人 所 常 行 的 、 以 致 玷 污 了 自 己 ． 我 是 耶 和 華 你 們 的 　 神 。

					Lê-vi 19				|
						利未記 19					
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho cả hội chúng Y-sơ-ra-ên rằng: Hãy nên thánh, vì ta Giê-hô-va Đức Chúa Trời các người, vốn là thánh.|你 曉 諭 以 色 列 全 會 眾 說 、 你 們 要 聖 潔 、 因 為 我 耶 和 華 你 們 的 　 神 是 聖 潔 的 。
Ai nấy phải tôn kính cha mẹ mình và giữ những ngày sa-bát ta: Ta là Giê-hô-va Đức Chúa Trời của các ngươi.|你 們 各 人 都 當 孝 敬 父 母 ． 也 要 守 我 的 安 息 日 ． 我 是 耶 和 華 你 們 的 　 神 。
Chớ xây về hình tượng và cũng chớ đúc tượng tà thần: Ta là Giê-hô-va Đức Chúa Trời của các ngươi.|你 們 不 可 偏 向 虛 無 的 神 、 也 不 可 為 自 己 鑄 造 神 像 ． 我 是 耶 和 華 你 們 的 　 神 。
Khi các ngươi dâng của lễ thù ân cho Đức Giê-hô-va, thì phải dâng một cách cho được nhậm;|你 們 獻 平 安 祭 給 耶 和 華 的 時 候 、 要 獻 得 可 蒙 悅 納 。
ăn nội trong ngày dâng đó và ngày mai; còn phần chi dư lại qua ngày thứ ba, thì phải thiêu đi.|這 祭 物 要 在 獻 的 那 一 天 、 和 第 二 天 喫 、 若 有 剩 到 第 三 天 的 、 就 必 用 火 焚 燒 。
Nếu người ta để ăn đến ngày thứ ba, ấy là một điều gớm ghiếc chẳng được nhậm.|第 三 天 若 再 喫 、 這 就 為 可 憎 惡 的 、 必 不 蒙 悅 納 ．
Ai ăn của lễ như vậy sẽ mang lấy tội ác mình, vì đã làm vật thánh của Đức Giê-hô-va ra ô độc: người đó sẽ bị truất khỏi dân sự mình.|凡 喫 的 人 、 必 擔 當 他 的 罪 孽 、 因 為 他 褻 瀆 了 耶 和 華 的 聖 物 、 那 人 必 從 民 中 剪 除 。
Khi các ngươi gặt lúa trong xứ mình, chớ có gặt đến cuối đầu đồng, và chớ mót lại những bông còn sót;|在 你 們 的 地 收 割 莊 稼 、 不 可 割 盡 田 角 、 也 不 可 拾 取 所 遺 落 的 。
các ngươi chớ cắn mót nho mình, đừng nhặt những trái rớt rồi, hãy để cho mấy người nghèo và kẻ khách: Ta là Giê-hô-va Đức Chúa Trời của các ngươi.|不 可 摘 盡 葡 萄 園 的 果 子 、 也 不 可 拾 取 葡 萄 園 所 掉 的 果 子 、 要 留 給 窮 人 和 寄 居 的 ． 我 是 耶 和 華 你 們 的 　 神 。
Các ngươi chớ ăn trộm ăn cắp, chớ nói dối, và chớ lừa đảo nhau.|你 們 不 可 偷 盜 、 不 可 欺 騙 、 也 不 可 彼 此 說 謊 。
Các ngươi chớ chỉ danh ta mà thề dối, vì ngươi làm ô danh của Đức Chúa Trời mình: Ta là Đức Giê-hô-va.|不 可 指 著 我 的 名 起 假 誓 、 褻 瀆 你 　 神 的 名 ． 我 是 耶 和 華 。
Chớ ức hiếp kẻ lân cận mình, chớ cướp giựt của họ. Tiền công của kẻ làm mướn ngươi, chớ nên để lại trong nhà mình cho đến ngày mai.|不 可 欺 壓 你 的 鄰 舍 、 也 不 可 搶 奪 他 的 物 ． 雇 工 人 的 工 價 、 不 可 在 你 那 裡 過 夜 留 到 早 晨 。
Chớ nên rủa sả người điếc, chớ để trước mặt người mù vật chi làm cho người vấp té; nhưng hãy kính sợ Đức Chúa Trời ngươi: Ta là Đức Giê-hô-va.|不 可 咒 罵 聾 子 ． 也 不 可 將 絆 腳 石 放 在 瞎 子 面 前 ． 只 要 敬 畏 你 的 　 神 ． 我 是 耶 和 華 。
Các ngươi chớ phạm sự bất nghĩa trong việc xét đoán, chớ thiên vị người nghèo, chớ nể kẻ quyền thế; hãy cứ theo công bình mà xét đoán kẻ lân cận ngươi.|你 們 施 行 審 判 、 不 可 行 不 義 、 不 可 偏 護 窮 人 、 也 不 可 重 看 有 勢 力 的 人 ． 只 要 按 著 公 義 審 判 你 的 鄰 舍 。
Chớ buông lời phao vu trong dân sự mình, chớ lập mưu kế nghịch sự sống của kẻ lân cận mình: Ta là Đức Giê-hô-va.|不 可 在 民 中 往 來 搬 弄 是 非 ． 也 不 可 與 鄰 舍 為 敵 、 置 之 於 死 ． 〔 原 文 作 流 他 的 血 〕 我 是 耶 和 華 。
Chớ có lòng ghen ghét anh em mình; hãy sửa dạy kẻ lân cận mình, đừng vì cớ họ mà phải mắc tội.|不 可 心 裡 恨 你 的 弟 兄 ． 總 要 指 摘 你 的 鄰 舍 、 免 得 因 他 擔 罪 。
Chớ toan báo thù, chớ giữ sự báo thù cùng con cháu dân sự mình; nhưng hãy yêu thương kẻ lân cận ngươi như mình: Ta là Đức Giê-hô-va.|不 可 報 仇 、 也 不 可 埋 怨 你 本 國 的 子 民 、 卻 要 愛 人 如 己 ． 我 是 耶 和 華 。
Các ngươi hãy giữ những mạng lịnh ta. Chớ để loài vật khác giống phủ lẫn nhau; chớ gieo ruộng ngươi hai thứ giống, và chớ mặc mình bằng áo dệt nhiều thứ chỉ.|你 們 要 守 我 的 律 例 。 不 可 叫 你 的 牲 畜 與 異 類 配 合 ． 不 可 用 兩 樣 攙 雜 的 種 、 種 你 的 地 ． 也 不 可 用 兩 樣 攙 雜 的 料 作 衣 服 、 穿 在 身 上 。
Nếu một người nam nằm và cấu hiệp cùng một đứa tớ gái đã hứa gả cho một người, nhưng chưa chuộc ra, hoặc chưa được phóng mọi; thì hai người đều sẽ bị hình phạt, mà không phải đến chết, vì đứa tớ gái chưa được phóng mọi.|婢 女 許 配 了 丈 夫 、 還 沒 有 被 贖 得 釋 放 、 人 若 與 他 行 淫 、 二 人 要 受 刑 罰 、 卻 不 把 他 們 治 死 、 因 為 婢 女 還 沒 有 得 自 由 。
Người nam vì lỗi mình sẽ dẫn một con chiên đực đến trước mặt Đức Giê-hô-va tại cửa hội mạc, mà làm của lễ chuộc sự mắc lỗi.|那 人 要 把 贖 愆 祭 、 就 是 一 隻 公 綿 羊 、 牽 到 會 幕 門 口 、 耶 和 華 面 前 。
Thầy tế lễ sẽ dùng con chiên đực làm của lễ chuộc sự mắc lỗi đặng làm lễ chuộc tội cho người đã phạm, trước mặt Đức Giê-hô-va; vậy, tội người đã phạm sẽ được tha.|祭 司 要 用 贖 愆 祭 的 羊 、 在 耶 和 華 面 前 贖 他 所 犯 的 罪 ． 他 的 罪 就 必 蒙 赦 免 。
Khi các ngươi sẽ vào xứ Ca-na-an, và đã trồng các thứ cây trái rồi, hãy coi các trái chiếng nó không sạch, như chưa chịu phép cắt bì; trong ba năm các ngươi hãy coi nó không sạch, chớ nên ăn;|你 們 到 了 迦 南 地 、 栽 種 各 樣 結 果 子 的 樹 木 、 就 要 以 所 結 的 果 子 如 未 受 割 禮 的 一 樣 ． 三 年 之 久 、 你 們 要 以 這 些 果 子 、 如 未 受 割 禮 的 、 是 不 可 喫 的 。
nhưng qua năm thứ tư, các trái nó sẽ nên thánh làm của lễ khen ngợi Đức Giê-hô-va.|但 第 四 年 所 結 的 果 子 、 全 要 成 為 聖 、 用 以 讚 美 耶 和 華 。
Qua năm thứ năm, các ngươi phải ăn trái, hầu cho cây thêm hoa quả: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|第 五 年 你 們 要 喫 那 樹 上 的 果 子 、 好 叫 樹 給 你 們 結 果 子 更 多 ． 我 是 耶 和 華 你 們 的 　 神 。
Các ngươi chớ ăn vật chi có huyết, chớ dùng bói khoa, chớ làm thuật số.|你 們 不 可 喫 帶 血 的 物 ． 不 可 用 法 術 、 也 不 可 觀 兆 。
Chớ cắt mé tóc mình cho tròn, và chớ nên phá khóe râu mình.|頭 的 周 圍 不 可 剃 、 〔 周 圍 或 作 兩 鬢 〕 鬍 鬚 的 周 圍 也 不 可 損 壞 。
Chớ vì kẻ chết mà cắt thịt mình, chớ xăm vẽ trên mình: Ta là Đức Giê-hô-va.|不 可 為 死 人 用 刀 劃 身 、 也 不 可 在 身 上 刺 花 紋 ． 我 是 耶 和 華 。
Chớ nhục con gái ngươi khiến nó làm kỵ nữ, để trong xứ không có điều dâm loạn và đầy dẫy những ác dục.|不 可 辱 沒 你 的 女 兒 、 使 他 為 娼 妓 ． 恐 怕 地 上 的 人 專 向 淫 亂 、 地 就 滿 了 大 惡 。
Các ngươi phải giữ những sa-bát ta, và tôn kính nơi thánh ta: Ta là Đức Giê-hô-va.|你 們 要 守 我 的 安 息 日 、 敬 我 的 聖 所 ． 我 是 耶 和 華 。
Các ngươi chớ cầu đồng cốt hay là thầy bói; chớ hỏi chúng nó, e vì chúng nó mà các ngươi phải bị ô uế: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|不 可 偏 向 那 些 交 鬼 的 、 和 行 巫 術 的 ． 不 可 求 問 他 們 、 以 致 被 他 們 玷 污 了 ． 我 是 耶 和 華 你 們 的 　 神 。
Trước mặt người tóc bạc, ngươi hãy đứng dậy, kính người già cả, và kính sợ Đức Chúa Trời ngươi. Ta là Đức Giê-hô-va.|在 白 髮 的 人 面 前 、 你 要 站 起 來 、 也 要 尊 敬 老 人 、 又 要 敬 畏 你 的 　 神 ． 我 是 耶 和 華 。
Khi kẻ khách nào kiều ngụ trong xứ các ngươi, thì chớ hà hiếp người.|若 有 外 人 在 你 們 國 中 和 你 同 居 、 就 不 可 欺 負 他 。
Kẻ khách kiều ngụ giữa các ngươi sẽ kể như kẻ đã sanh đẻ giữa các ngươi; hãy thương yêu người như mình, vì các ngươi đã làm khách kiều ngụ trong xứ Ê-díp-tô: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|和 你 們 同 居 的 外 人 、 你 們 要 看 他 如 本 地 人 一 樣 、 並 要 愛 他 如 己 、 因 為 你 們 在 埃 及 地 也 作 過 寄 居 的 ． 我 是 耶 和 華 你 們 的 　 神 。
Các ngươi chớ phạm sự bất nghĩa trong việc xét đoán, hoặc sự đo, sự cân, hay là sự lường.|你 們 施 行 審 判 、 不 可 行 不 義 ． 在 尺 、 秤 、 升 、 斗 上 、 也 是 如 此 。
Các ngươi phải có cân thiệt, trái cân bằng đá đúng, một ê-pha thiệt, và một hin thiệt: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi, Đấng đã dẫn các ngươi ra khỏi xứ Ê-díp-tô.|要 用 公 道 天 平 、 公 道 法 碼 、 公 道 升 斗 、 公 道 秤 ． 我 是 耶 和 華 你 們 的 　 神 、 曾 把 你 們 從 埃 及 地 領 出 來 的 。
Vậy, các ngươi hãy gìn giữ làm theo các luật pháp và các mạng lịnh ta: Ta là Đức Giê-hô-va.|你 們 要 謹 守 遵 行 我 一 切 的 律 例 、 典 章 ． 我 是 耶 和 華 。

					Lê-vi 20				|
						利未記 20					
Đức Giê-hô-va phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Ngươi hãy nói cùng dân Y-sơ-ra-ên rằng: Phàm ai trong dân Y-sơ-ra-ên hay là kẻ khách kiều ngụ giữa vòng họ, dùng một trong các con mình dâng cho thần Mo-lóc, thì chắc sẽ bị xử tử: dân bổn xứ phải ném đá người ấy.|你 還 要 曉 諭 以 色 列 人 說 、 凡 以 色 列 人 、 或 是 在 以 色 列 中 寄 居 的 外 人 、 把 自 己 的 兒 女 獻 給 摩 洛 的 、 總 要 治 死 他 ． 本 地 人 要 用 石 頭 把 他 打 死 。
Còn ta sẽ nổi giận cùng người đó, truất nó khỏi dân sự mình, vì nó đã nộp con cái mình cho thần Mo-lóc, làm cho nơi thánh ta ô uế, và làm ô danh thánh ta.|我 也 要 向 那 人 變 臉 、 把 他 從 民 中 剪 除 、 因 為 他 把 兒 女 獻 給 摩 洛 、 玷 污 我 的 聖 所 、 褻 瀆 我 的 聖 名 。
Nếu dân bổn xứ nhắm mắt khi người đó dâng một trong các con cái nó cho thần Mo-lóc mà chẳng giết nó đi,|那 人 把 兒 女 獻 給 摩 洛 、 本 地 人 若 佯 為 不 見 、 不 把 他 治 死 、
thì ta đây sẽ nổi giận cùng người đó và nhà nó, rồi truất nó cùng những kẻ nào theo nó mà thông dâm cùng thần Mo-lóc, ra khỏi dân sự mình.|我 就 要 向 這 人 和 他 的 家 變 臉 、 把 他 和 一 切 隨 他 與 摩 洛 行 邪 淫 的 人 、 都 從 民 中 剪 除 。
Nếu ai xây về đồng cốt và thầy bói mà thông dâm cùng chúng nó, thì ta sẽ nổi giận cùng người đó, truất nó ra khỏi dân sự mình.|人 偏 向 交 鬼 的 、 和 行 巫 術 的 、 隨 他 們 行 邪 淫 、 我 要 向 那 人 變 臉 、 把 他 從 民 中 剪 除 。
Các ngươi hãy làm sạch mình, và hãy nên thánh, vì ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|所 以 你 們 要 自 潔 成 聖 、 因 為 我 是 耶 和 華 你 們 的 　 神 。
Các ngươi hãy giữ làm theo những luật pháp ta: Ta là Đức Giê-hô-va, Đấng làm cho các ngươi nên thánh.|你 們 要 謹 守 遵 行 我 的 律 例 ． 我 是 叫 你 們 成 聖 的 耶 和 華 。
Khi một người nào chửi cha mắng mẹ mình, thì phải bị xử tử: nó đã chửi rủa cha mẹ; huyết nó sẽ đổ lại trên mình nó.|凡 咒 罵 父 母 的 、 總 要 治 死 他 、 他 咒 罵 了 父 母 、 他 的 罪 要 歸 到 他 身 上 。 〔 罪 原 文 作 血 本 章 同 〕
Nếu người nào phạm tội tà dâm cùng vợ của người khác, hay là phạm tội tà dâm cùng vợ người lân cận mình, người nam cùng người nữ đó đều phải bị xử tử.|與 鄰 舍 之 妻 行 淫 的 、 姦 夫 淫 婦 、 都 必 治 死 。
Nếu người nào nằm cùng vợ cha mình, ấy là gây nhục cho cha mình, thì hai người đều hẳn phải bị xử tử; huyết họ sẽ đổ lại trên mình họ.|與 繼 母 行 淫 的 、 就 是 羞 辱 了 他 父 親 、 總 要 把 他 們 二 人 治 死 、 罪 要 歸 到 他 們 身 上 。
Nếu người nào nằm cùng dâu mình, hai người đều hẳn phải bị phạt xử tử; vì họ phạm một sự gớm ghiếc; huyết họ sẽ đổ lại trên mình họ.|與 兒 婦 同 房 的 、 總 要 把 他 們 二 人 治 死 、 他 們 行 了 逆 倫 的 事 、 罪 要 歸 到 他 們 身 上 。
Nếu một người nam nằm cùng một người nam khác, như nằm cùng người nữ, thì hai người đó đều hẳn phải bị xử tử, vì họ đã làm một sự gớm ghiếc; huyết họ sẽ đổ lại trên mình họ.|人 若 與 男 人 苟 合 、 像 與 女 人 一 樣 、 他 們 二 人 行 了 可 憎 的 事 、 總 要 把 他 們 治 死 、 罪 要 歸 到 他 們 身 上 。
Nếu một người nam lấy cả và mẹ con làm vợ; ấy là một sự tà ác; hãy thiêu cả ba đi, hầu cho sự tà ác đó không còn trong vòng các ngươi.|人 若 娶 妻 、 並 娶 其 母 、 便 是 大 惡 、 要 把 這 三 人 用 火 焚 燒 、 使 你 們 中 間 免 去 大 惡 。
Nếu một người nam cấu hiệp cùng thú vật, thì hẳn phải bị xử tử, và các ngươi hãy giết thú đó đi.|人 若 與 獸 淫 合 、 總 要 治 死 他 、 也 要 殺 那 獸 。
