
					Thánh Thi 1				|
Những người ở đồng vắng sẽ cúi lạy trước mặt người; Còn các kẻ thù nghịch người sẽ liếm bụi đất.|住 在 曠 野 的 、 必 在 他 面 前 下 拜 ． 他 的 仇 敵 必 要 餂 土 。
Các vua Ta-rê-si và những cù lao sẽ cống thuế cho người. Vua Sa-ba và vua Sê-ba sẽ cống lễ cho người.|他 施 和 海 島 的 王 要 進 貢 ． 示 巴 和 西 巴 的 王 要 獻 禮 物 。
Phải, hết thảy các vua sẽ sấp mình xuống trước mặt người; Các nước sẽ phục sự người.|諸 王 都 要 叩 拜 他 、 萬 國 都 要 事 奉 他 。
Vì người sẽ giải kẻ thiếu thốn khi nó kêu cầu, Và cứu người khốn cùng không có ai giúp đỡ.|因 為 窮 乏 人 呼 求 的 時 候 、 他 要 搭 救 、 沒 有 人 幫 助 的 困 苦 人 、 他 也 要 搭 救 。
Người sẽ thương xót kẻ khốn cùng, người thiếu thốn, Và cứu linh hồn của người thiếu thốn.|他 要 憐 恤 貧 寒 和 窮 乏 的 人 、 拯 救 窮 苦 人 的 性 命 。
Người sẽ chuộc linh hồn họ khỏi sự hà hiếp và sự hung bạo; Cũng sẽ xem huyết họ là quí báu.|他 要 救 贖 他 們 脫 離 欺 壓 和 強 暴 ． 他 們 的 血 在 他 眼 中 看 為 寶 貴 、
Người sẽ được sống, và thiên hạ sẽ dâng vàng Sa-ba cho người, Người ta sẽ cầu nguyện cho người luôn luôn, và hằng ngày chúc phước cho người.|他 們 要 存 活 。 示 巴 的 金 子 要 奉 給 他 ． 人 要 常 常 為 他 禱 告 、 終 日 稱 頌 他 。
Sẽ có dư dật ngũ cốc trên đất và trên đỉnh các núi; Bông trái nó sẽ lào xào như Li-ban; Còn người ở thành thị sẽ hưng thạnh như cỏ của đất.|在 地 的 山 頂 上 、 五 穀 必 然 茂 盛 ． 〔 五 穀 必 然 茂 盛 或 作 有 一 把 五 穀 〕 所 結 的 穀 實 、 要 響 動 如 利 巴 嫩 的 樹 林 ． 城 裡 的 人 、 要 發 旺 如 地 上 的 草 。
Danh người sẽ còn mãi mãi, Hễ mặt trời còn đến chừng nào, danh người sẽ noi theo chừng nầy: Người ta sẽ nhơn danh người mà chúc phước nhau! Các nước đều sẽ xưng người là có phước.|他 的 名 要 存 到 永 遠 、 要 留 傳 如 日 之 久 ． 人 要 因 他 蒙 福 ． 萬 國 要 稱 他 有 福 。
Đáng ngợi khen Giê-hô-va Đức Chúa Trời, là Đức Chúa Trời của Y-sơ-ra-ên, Chỉ một minh Ngài làm những sự lạ lùng!|獨 行 奇 事 的 耶 和 華 以 色 列 的 　 神 、 是 應 當 稱 頌 的 ．
Đáng ngợi khen danh vinh hiển Ngài đến đời đời! Nguyện khắp trái đất được đầy sự vinh hiển của Ngài! A-men! A-men!|他 榮 耀 的 名 、 也 當 稱 頌 、 直 到 永 遠 ． 願 他 的 榮 耀 、 充 滿 全 地 。 阿 們 、 阿 們 。
Chung các bài cầu nguyện của Đa-vít, con trai Y-sai.|耶 西 的 兒 子 大 衛 的 祈 禱 完 畢 。

					Thánh Thi 73				|
						詩篇 73					
Đức Chúa Trời thật đãi Y-sơ-ra-ên cách tốt lành, Tức là những người có lòng trong sạch.|〔 亞 薩 的 詩 。 〕 　 神 實 在 恩 待 以 色 列 那 些 清 心 的 人 。
Còn về phần tôi, chơn tôi đã gần vấp, Xuýt chút bước tôi phải trợt.|至 於 我 、 我 的 腳 幾 乎 失 閃 ． 我 的 腳 險 些 滑 跌 。
Vì khi tôi thấy sự hưng thạnh của kẻ ác, Thì có lòng ganh ghét kẻ kiêu ngạo.|我 見 惡 人 和 狂 傲 人 享 平 安 、 就 心 懷 不 平 。
Vì trong cơn chết chúng nó chẳng bị đau đớn; Sức lực của chúng nó vẫn danh dự.|他 們 死 的 時 候 、 沒 有 疼 痛 ． 他 們 的 力 氣 、 卻 也 壯 實 。
Chúng nó chẳng bị nạn khổ như người khác, Cũng không bị tai họa như người đời.|他 們 不 像 別 人 受 苦 、 也 不 像 別 人 遭 災 。
Bởi cớ ấy sự kiêu ngạo làm cây kiền cho cổ chúng nó; Sự hung bạo bao phủ chúng nó như cái áo.|所 以 、 驕 傲 如 鏈 子 戴 在 他 們 的 項 上 ． 強 暴 像 衣 裳 遮 住 他 們 的 身 體 。
Mắt chúng nó lộ ra trong mỡ; Tư tưởng lòng chúng nó tuôn tràn ra.|他 們 的 眼 睛 因 體 胖 而 凸 出 ． 他 們 所 得 的 、 過 於 心 裡 所 想 的 。
Chúng nó nhạo báng, nói về sự hà hiếp cách hung ác: Chúng nó nói cách cao kỳ.|他 們 譏 笑 人 、 憑 惡 意 說 欺 壓 人 的 話 ． 他 們 說 話 自 高 。
Miệng thì nói hành thiên thượng, Còn lưỡi lại phao vu thế gian.|他 們 的 口 褻 瀆 上 天 ． 他 們 的 舌 毀 謗 全 地 。
Vì cớ ấy dân sự Ngài xây về hướng đó, Và chúng nó uống nước cạn chén.|所 以 　 神 的 民 歸 到 這 裡 、 喝 盡 了 滿 杯 的 苦 水 。
Chúng nó rằng: Làm sao Đức Chúa Trời biết được? Há có sự tri thức nơi Đấng Chí cao sao?|他 們 說 、 　 神 怎 能 曉 得 ． 至 高 者 豈 有 知 識 呢 。
Kìa là những kẻ ác, Chúng nó bình an vô sự luôn luôn, nên của cải chúng nó thêm lên.|看 哪 、 這 就 是 惡 人 ． 他 們 既 是 常 享 安 逸 、 財 寶 便 加 增 。
Tôi đã làm cho lòng tôi tinh sạch, Và rửa tay tôi trong sự vô tội, việc ấy thật lấy làm luống công;|我 實 在 徒 然 潔 淨 了 我 的 心 、 徒 然 洗 手 表 明 無 辜 ．
Vì hằng ngày tôi phải gian nan, Mỗi buổi mai tôi bị sửa phạt.|因 為 我 終 日 遭 災 難 、 每 早 晨 受 懲 治 ．
Nếu tôi có nói rằng: Ta sẽ nói như vậy; At tôi đã phạm bất-trung cùng dòng dõi con cái Chúa.|我 若 說 、 我 要 這 樣 講 、 這 就 是 以 奸 詐 待 你 的 眾 子 。
Khi tôi suy gẫm để hiểu biết điều ấy, Bèn thấy là việc cực nhọc quá cho tôi,|我 思 索 怎 能 明 白 這 事 、 眼 看 實 係 為 難 ．
Cho đến khi tôi vào nơi thánh của Đức Chúa Trời, Suy lượng về sự cuối cùng của chúng nó.|等 我 進 了 　 神 的 聖 所 、 思 想 他 們 的 結 局 。
Chúa thật đặt chúng nó tại nơi trơn trợt, Khiến cho chúng nó hư nát.|你 實 在 把 他 們 安 在 滑 地 、 使 他 們 掉 在 沉 淪 之 中 。
Ua kìa, chúng nó bị hủy diệt trong một lát! Chúng nó vì kinh khiếp mà phải tiêu hao hết trọi.|他 們 轉 眼 之 間 、 成 了 何 等 的 荒 涼 ． 他 們 被 驚 恐 滅 盡 了 。
Hỡi Chúa, người ta khinh dể chiêm bao khi tỉnh thức thể nào, Chúa khi tỉnh thức cũng sẽ khinh dể hình dáng chúng nó thể ấy.|人 睡 醒 了 怎 樣 看 夢 、 主 阿 、 你 醒 了 、 也 必 照 樣 輕 看 他 們 的 影 像 。
Khi lòng tôi chua xót, Và dạ tôi xôn xao,|因 而 我 心 裡 發 酸 、 肺 腑 被 刺 ．
Thì bấy giờ tôi ở ngu muội, chẳng hiểu biết gì; Trước mặt Chúa tôi ở khác nào một thú vật vậy.|我 這 樣 愚 昧 無 知 、 在 你 面 前 如 畜 類 一 般 。
Song tôi cứ ở cùng Chúa luôn luôn: Chúa đã nắm lấy tay hữu tôi.|然 而 我 常 與 你 同 在 ． 你 攙 著 我 的 右 手 。
Chúa sẽ dùng sự khuyên dạy mà dẫn dắt tôi, Rồi sau tiếp rước tôi trong sự vinh hiển.|你 要 以 你 的 訓 言 引 導 我 、 以 後 必 接 我 到 榮 耀 裡 。
Ở trên trời tôi có ai trừ ra Chúa? Còn dưới đất tôi chẳng ước ao người nào khác hơn Chúa.|除 你 以 外 、 在 天 上 我 有 誰 呢 ． 除 你 以 外 、 在 地 上 我 也 沒 有 所 愛 慕 的 。
Thịt và lòng tôi bị tiêu hao; Nhưng Đức Chúa Trời là sức lực của lòng tôi, và là phần tôi đến đời đời.|我 的 肉 體 、 和 我 的 心 腸 衰 殘 ． 但 　 神 是 我 心 裡 的 力 量 、 又 是 我 的 福 分 、 直 到 永 遠 。
Vì, kìa, những kẻ xa Chúa sẽ hư mất; Chúa sẽ hủy diệt hết thảy kẻ nào thông dâm, xây bỏ Chúa.|遠 離 你 的 、 必 要 死 亡 ． 凡 離 棄 你 行 邪 淫 的 、 你 都 滅 絕 了 。
Nhưng lấy làm tốt thay cho tôi đến gần Đức Chúa Trời; Tôi nhờ Chúa Giê-hô-va làm nơi nương náu mình, Đặng thuật lại hất thảy các công việc Ngài.|但 我 親 近 　 神 是 與 我 有 益 ． 我 以 主 耶 和 華 為 我 的 避 難 所 、 好 叫 我 述 說 你 一 切 的 作 為 。

					Thánh Thi 74				|
						詩篇 74					
Đức Chúa Trời ôi! vì sao Chúa bỏ chúng tôi luôn luôn? Nhơn sao cơn giận Chúa nổi phừng cùng bầy chiên của đồng cỏ Chúa?|〔 亞 薩 的 訓 誨 詩 。 〕 　 神 阿 、 你 為 何 永 遠 丟 棄 我 們 呢 ． 你 為 何 向 你 草 場 的 羊 發 怒 如 煙 冒 出 呢 ．
Xin hãy nhớ lại hội Chúa mà Chúa đã được khi xưa, Và chuộc lại đặng làm phần cơ nghiệp của Chúa; Cũng hãy nhớ luôn núi Si-ôn, là nơi Chúa đã ở.|求 你 記 念 你 古 時 所 得 來 的 會 眾 、 就 是 你 所 贖 作 你 產 業 支 派 的 ． 並 記 念 你 向 來 所 居 住 的 錫 安 山 。
Cầu xin Chúa đưa bước đến các nơi hư nát đời đời: Kẻ thù nghịch đã phá tan hết trong nơi thánh.|求 你 舉 步 去 看 那 日 久 荒 涼 之 地 、 仇 敵 在 聖 所 中 所 行 的 一 切 惡 事 。
Các cừu địch Chúa đã gầm hét giữa hội Chúa; Chúng nó dựng cờ chúng nó để làm dấu hiệu.|你 的 敵 人 在 你 會 中 吼 叫 ． 他 們 豎 了 自 己 的 旗 為 記 號 。
Chúng nó giống như kẻ giơ rìu lên Trong đám rừng rậm kia.|他 們 好 像 人 揚 起 斧 子 、 砍 伐 林 中 的 樹 。
Bây giờ chúng nó dùng rìu và búa Đập bể hết thảy vật chạm-trổ.|聖 所 中 一 切 雕 刻 的 、 他 們 現 在 用 斧 子 錘 子 打 壞 了 。
Chúng nó đã lấy lửa đốt nơi thánh Chúa, Làm cho chỗ danh Chúa ở ra phàm đến đất.|他 們 用 火 焚 燒 你 的 聖 所 、 褻 瀆 你 名 的 居 所 、 拆 毀 到 地 。
Chúng nó nói trong lòng rằng: Chúng ta hãy hủy phá chung cả hết thảy đi. Chúng nó đã đốt các nhà hội của Đức Chúa Trời trong xứ.|他 們 心 裡 說 、 我 們 要 盡 行 毀 滅 、 他 們 就 在 遍 地 把 　 神 的 會 所 都 燒 燬 了 。
Chúng tôi chẳng còn thấy các ngọn cờ chúng tôi; Không còn đấng tiên tri nữa, Và giữa chúng tôi cũng chẳng có ai biết đến chừng nào.|我 們 不 見 我 們 的 標 幟 ． 不 再 有 先 知 ． 我 們 內 中 也 沒 有 人 知 道 這 災 禍 要 到 幾 時 呢 。
Đức Chúa Trời ôi! kẻ cừu địch sẽ nói sỉ nhục cho đến chừng nào? Kẻ thù nghịch há sẽ phạm danh Chúa hoài sao?|　 神 阿 、 敵 人 辱 罵 要 到 幾 時 呢 ． 仇 敵 褻 瀆 你 的 名 、 要 到 永 遠 麼 ．
Sao Chúa rứt tay lại, tức là tay hữu Chúa? Khá rút nó ra khỏi lòng, và tiêu diệt chúng nó đi!|你 為 甚 麼 縮 回 你 的 右 手 ． 求 你 從 懷 中 伸 出 來 、 毀 滅 他 們 。
Dầu vậy, Đức Chúa Trời là Vua tôi từ xưa, Vẫn làm sự cứu rỗi trên khắp trái đất.|　 神 自 古 以 來 為 我 的 王 、 在 地 上 施 行 拯 救 。
Chúa đã dùng quyền năng Chúa mà rẽ biển ra, Bẻ gãy đầu quái vật trong nước.|你 曾 用 能 力 將 海 分 開 、 將 水 中 大 魚 的 頭 打 破 。
Chúa chà nát đầu lê-vi -a-than, Ban nó làm thực vật cho dân ở đồng vắng.|你 曾 砸 碎 鱷 魚 的 頭 、 把 他 給 曠 野 的 禽 獸 為 食 物 。 〔 禽 獸 原 文 作 民 〕
Chúa khiến suối và khe phun nước, Và làm cho khô các sông lớn.|你 曾 分 裂 磐 石 、 水 便 成 了 溪 河 、 你 使 長 流 的 江 河 乾 了 。
Ngày thuộc về Chúa, đêm cũng vậy; Chúa đã sắm sửa mặt trăng và mặt trời.|白 晝 屬 你 、 黑 夜 也 屬 你 ． 亮 光 和 日 頭 、 是 你 所 豫 備 的 。
Chúa đã đặt các bờ cõi của đất, Và làm nên mùa hè và mùa đông.|地 的 一 切 疆 界 、 是 你 所 立 的 ． 夏 天 和 冬 天 、 是 你 所 定 的 。
Hỡi Đức Giê-hô-va, xin hãy nhớ rằng kẻ thù nghịch đã sỉ nhục, Và một dân ngu dại đã phạm đến danh Ngài.|耶 和 華 阿 、 仇 敵 辱 罵 、 愚 頑 民 褻 瀆 了 你 的 名 、 求 你 記 念 這 事 。
Xin chớ phó cho thú dữ linh hồn bò câu đất của Chúa; Cũng đừng quên hoài kẻ khốn cùng của Chúa.|不 要 將 你 斑 鳩 的 性 命 交 給 野 獸 ． 不 要 永 遠 忘 記 你 困 苦 人 的 性 命 。
Xin Chúa đoái đến sự giao ước; Vì các nơi tối tăm của đất đều đầy dẫy sự hung bạo.|求 你 顧 念 所 立 的 約 ． 因 為 地 上 黑 暗 之 處 、 都 滿 了 強 暴 的 居 所 。
Người kẻ bị hà hiếp chớ trở về hổ thẹn; Nguyện kẻ khốn cùng và người thiếu thốn ngợi khen danh Chúa.|不 要 叫 受 欺 壓 的 人 蒙 羞 回 去 ． 要 叫 困 苦 窮 乏 的 人 讚 美 你 的 名 。
Hỡi Đức Chúa Trời, hãy chổi dậy, binh vực duyên cớ Chúa. Hãy nhớ lại thể nào kẻ ngu dại hằng ngày sỉ nhục Chúa.|　 神 阿 、 求 你 起 來 、 為 自 己 伸 訴 ． 要 記 念 愚 頑 人 怎 樣 終 日 辱 罵 你 。
Xin chớ quên tiếng kẻ cừu địch Chúa: Sự ồn ào của kẻ dấy nghịch cùng Chúa thấu lên không ngớt.|不 要 忘 記 你 敵 人 的 聲 音 ． 那 起 來 敵 你 之 人 的 喧 嘩 時 常 上 升 。

					Thánh Thi 75				|
						詩篇 75					
Hỡi Đức Chúa Trời, chúng tôi cảm tạ Chúa; Chúng tôi cảm tạ vì danh Chúa ở gần: Người ta thuật lại công việc lạ lùng của Chúa.|〔 亞 薩 的 詩 歌 、 交 與 伶 長 、 調 用 休 要 毀 壞 。 〕 　 神 阿 、 我 們 稱 謝 你 、 我 們 稱 謝 你 。 因 為 你 的 名 相 近 、 人 都 述 說 你 奇 妙 的 作 為 。
Khi ta đến thì giờ đã định, Thì sẽ đoán xét cách ngay thẳng.|我 到 了 所 定 的 日 期 、 必 按 正 直 施 行 審 判 。
Đất với dân ở trên đất đều tan chảy; Còn ta đã dựng lên các trụ nó.|地 和 其 上 的 居 民 、 都 消 化 了 ． 我 曾 立 了 地 的 柱 子 ． 〔 細 拉 〕
Tôi nói cùng kẻ kiêu ngạo rằng: Chớ ở cách kiêu ngạo; Lại nói với kẻ ác rằng: Chớ ngước sừng lên;|我 對 狂 傲 人 說 、 不 要 行 事 狂 傲 ． 對 兇 惡 人 說 、 不 要 舉 角 ．
Chớ ngước sừng các ngươi cao lên, Cũng đừng cứng cổ mà nói cách kỳ khôi.|不 要 把 你 們 的 角 高 舉 ． 不 要 挺 著 頸 項 說 話 。
Vì chẳng phải từ phương đông, phương tây, Hay là từ phương nam, mà có sự tôn cao đến.|因 為 高 舉 非 從 東 、 非 從 西 、 也 非 從 南 而 來 。
Bèn là Đức Chúa Trời đoán xét: Ngài hạ kẻ nầy xuống, nhắc kẻ kia lên.|惟 有 　 神 斷 定 ． 他 使 這 人 降 卑 、 使 那 人 升 高 。
Vì trong tay Đức Giê-hô-va có cái chén Sôi bọt rượu; chén đầy rượu pha, Ngài rót nó ra: thật hết thảy kẻ ác nơi thế gian sẽ hút cặn rượu ấy, Và uống nó.|耶 和 華 手 裡 有 杯 ． 其 中 的 酒 起 沫 ． 杯 內 滿 了 攙 雜 的 酒 ． 他 倒 出 來 ． 地 上 的 惡 人 必 都 喝 這 酒 的 渣 滓 、 而 且 喝 盡 。
Song tôi sẽ thuật lại các điều đó luôn luôn, Cũng sẽ hát ngợi khen Đức Chúa Trời của Gia-cốp.|但 我 要 宣 揚 、 直 到 永 遠 ． 我 要 歌 頌 雅 各 的 　 神 。
Tôi sẽ chặt hết thảy các sừng kẻ ác; Còn các sừng của người công bình sẽ được ngước lên.|惡 人 一 切 的 角 、 我 要 砍 斷 ． 惟 有 義 人 的 角 、 必 被 高 舉 。

					Thánh Thi 76				|
						詩篇 76					
Trong Giu-đa người ta biết Đức Chúa Trời, Danh Ngài lớn tại Y-sơ-ra-ên.|〔 亞 薩 的 詩 歌 、 交 與 伶 長 、 用 絲 絃 的 樂 器 。 〕 在 猶 大 　 神 為 人 所 認 識 ． 在 以 色 列 他 的 名 為 大 。
Đền tạm Ngài ở Sa-lem, Và nơi ở Ngài tại Si-ôn.|在 撒 冷 有 他 的 帳 幕 、 在 錫 安 有 他 的 居 所 。
Tại nơi ấy Ngài đã bẻ gãy tên cung, Cái khiên, thanh gươm, và khí giới chiến.|他 在 那 裡 折 斷 弓 上 的 火 箭 、 並 盾 牌 、 刀 劍 、 和 爭 戰 的 兵 器 。 〔 細 拉 〕
Chúa rực rỡ oai vinh Hơn các núi sự cướp giựt.|你 從 有 野 食 之 山 而 來 、 有 光 華 和 榮 美 。
Các kẻ gan dạ đã bị cướp lột, Họ ngủ trong giấc mình, Chẳng một người mạnh dạn nào tìm được cánh tay mình.|心 中 勇 敢 的 人 、 都 被 搶 奪 ． 他 們 睡 了 長 覺 ． 沒 有 一 個 英 雄 能 措 手 。
Hỡi Đức Chúa Trời của Gia-cốp, khi Chúa quở trách, Xe và ngựa bèn bị ngủ mê.|雅 各 的 　 神 阿 、 你 的 斥 責 一 發 坐 車 的 、 騎 馬 的 都 沉 睡 了 。
Chính mình Chúa thật là đáng sợ; Cơn giận Chúa vừa nổi lên, ai đứng nổi trước mặt Chúa?|惟 獨 你 是 可 畏 的 ． 你 怒 氣 一 發 、 誰 能 在 你 面 前 站 得 住 呢 。
Từ trên trời Chúa truyền đoán ngữ; Khi Đức Chúa Trời chổi dậy đoán xét,|你 從 天 上 使 人 聽 判 斷 ． 　 神 起 來 施 行 審 判 、 要 救 地 上 一 切 謙 卑 的 人 ． 那 時 地 就 懼 怕 而 靜 默 。 〔 細 拉 〕
Để giải cứu các người hiền từ trên đất, Thì đất bèn sợ hãi, và yên lặng.|見 上 節
