
					Phục Truyền Luật Lệ 1				|
Khi ngươi vây một thành nào lâu đặng hãm chiếm, chớ lấy rìu chặt những cây của thành đó, vì ngươi có thể ăn được trái nó. Vậy, chớ chặt nó; vì cây ngoại đồng há là một người để bị ngươi vây sao?|你 若 許 久 圍 困 攻 打 所 要 取 的 一 座 城 、 就 不 可 舉 斧 子 砍 壞 樹 木 、 因 為 你 可 以 喫 那 樹 上 的 果 子 、 不 可 砍 伐 ． 田 間 的 樹 木 豈 是 人 、 叫 你 糟 蹋 麼 。
Ngươi chỉ phải phá hại và chặt những cây mình biết chẳng phải là cây ăn trái; hãy dùng nó cất đồn lũy để đánh thành đang làm giặc với mình đó, cho đến chừng nào nó đầu hàng.|惟 獨 你 所 知 道 不 是 結 果 子 的 樹 木 、 可 以 毀 壞 砍 伐 、 用 以 修 築 營 壘 、 攻 擊 那 與 你 打 仗 的 城 、 直 到 攻 塌 了 。

					Phục Truyền Luật Lệ 21				|
						申命記 21					
Khi nào trong đất mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi nhận lấy, người ta gặp một người nam bị giết, nằm sải trên đồng, chẳng biết ai đã giết,|在 耶 和 華 你 　 神 所 賜 你 為 業 的 地 上 、 若 遇 見 被 殺 的 人 倒 在 田 野 、 不 知 道 是 誰 殺 的 ．
thì các trưởng lão và quan án của ngươi phải đi ra, đo bề xa từ người bị giết đến các thành ở chung quanh người.|長 老 和 審 判 官 就 要 出 去 、 從 被 殺 的 人 那 裡 量 起 、 直 量 到 四 圍 的 城 邑 ．
Đoạn, các trưởng lão của thành gần người bị giết hơn hết, phải bắt một con bò cái tơ, chưa làm việc hay mang ách,|看 那 城 離 被 殺 的 人 最 近 、 那 城 的 長 老 就 要 從 牛 群 中 取 一 隻 未 曾 耕 地 、 未 曾 負 軛 的 母 牛 犢 、
dẫn nó đến một dòng nước hằng chảy, gần đó không ai cày và gieo; rồi, tại nơi ấy, trong khe, vặn cổ con bò cái tơ.|把 母 牛 犢 牽 到 流 水 未 曾 耕 種 的 山 谷 去 、 在 谷 中 打 折 母 牛 犢 的 頸 項 。
Những thầy tế lễ, là con trai Lê-vi, sẽ đến gần; vì Giê-hô-va Đức Chúa Trời ngươi đã chọn các người ấy đặng phục sự Ngài, và nhân danh Đức Giê-hô-va mà chúc phước cho; tùy lời miệng họ làm bằng, phải quyết phán các sự tranh tụng và thương tích.|祭 司 利 未 的 子 孫 要 近 前 來 、 因 為 耶 和 華 你 的 　 神 揀 選 了 他 們 事 奉 他 、 奉 耶 和 華 的 名 祝 福 、 所 有 爭 訟 毆 打 的 事 、 都 要 憑 他 們 判 斷 。
Bấy giờ, hết thảy những trưởng lão của thành ở gần người bị giết hơn hết, sẽ rửa tay mình trên con bò cái tơ mới bị vặn cổ trong khe;|那 城 的 眾 長 老 、 就 是 離 被 殺 的 人 最 近 的 、 要 在 那 山 谷 中 、 在 所 打 折 頸 項 的 母 牛 犢 以 上 洗 手 、
đoạn, cất tiếng nói rằng: Tay chúng tôi chẳng đổ huyết nầy ra; mắt chúng tôi chẳng thấy gì.|禱 告 〔 原 文 作 回 答 〕 說 、 我 們 的 手 未 曾 流 這 人 的 血 、 我 們 的 眼 也 未 曾 看 見 這 事 。
Lạy Đức Giê-hô-va cầu xin Ngài tha tội cho dân sự Ngài mà Ngài đã chuộc! Xin chớ kể huyết vô tội cho dân Y-sơ-ra-ên của Ngài! Rồi tội sát nhân sẽ được tha cho họ.|耶 和 華 阿 、 求 你 赦 免 你 所 救 贖 的 以 色 列 民 、 不 要 使 流 無 辜 血 的 罪 歸 在 你 的 百 姓 以 色 列 中 間 ． 這 樣 、 流 血 的 罪 必 得 赦 免 。
Như vậy, ngươi làm điều ngay thẳng tại trước mặt Đức Giê-hô-va, và cất huyết vô tội khỏi giữa mình.|你 行 耶 和 華 眼 中 看 為 正 的 事 、 就 可 以 從 你 們 中 間 除 掉 流 無 辜 血 的 罪 。
Khi nào ngươi ra chiến đấu cùng quân thù nghịch mình, nhờ Giê-hô-va Đức Chúa Trời ngươi phó chúng nó vào tay ngươi, và ngươi dẫn tù chúng nó,|你 出 去 與 仇 敵 爭 戰 的 時 候 、 耶 和 華 你 的 　 神 、 將 他 們 交 在 你 手 中 、 你 就 擄 了 他 們 去 。
nếu thấy trong những tù giặc một người nữ lịch sự mà mình ái mộ muốn lấy làm vợ,|若 在 被 擄 的 人 中 見 有 美 貌 的 女 子 、 戀 慕 他 要 娶 他 為 妻 ．
thì phải dẫn nàng về nhà mình. Nàng sẽ cạo đầu mình, cắt móng tay;|就 可 以 領 他 到 你 家 裡 去 、 他 便 要 剃 頭 髮 、 修 指 甲 、
lột áo tù, và ở trong nhà ngươi khóc cha mẹ mình trong một tháng; kế ấy, ngươi sẽ đến cùng nàng, làm chồng nàng, và nàng sẽ làm vợ ngươi.|脫 去 被 擄 時 所 穿 的 衣 服 、 住 在 你 家 裡 哀 哭 父 母 一 個 整 月 、 然 後 可 以 與 他 同 房 ． 你 作 他 的 丈 夫 、 他 作 你 的 妻 子 。
Nếu ngày sau ngươi không ưa nàng nữa, nàng muốn đi đâu, thì phải cho nàng đi mặc ý, và vì ngươi đã lấy nàng làm vợ, nên chẳng khá bán nàng lấy tiền, hay đãi nàng như nô lệ.|後 來 你 若 不 喜 悅 他 、 就 要 由 他 隨 意 出 去 、 決 不 可 為 錢 賣 他 、 也 不 可 當 婢 女 待 他 、 因 為 你 玷 污 了 他 。
Khi một người nam nào có hai vợ, vợ nầy được thương, vợ kia bị ghét, song cả hai đều có sanh con cho ngươi, và con trưởng nam thuộc về vợ bị ghét,|人 若 有 二 妻 、 一 為 所 愛 、 一 為 所 惡 、 所 愛 的 所 惡 的 、 都 給 他 生 了 兒 子 、 但 長 子 是 所 惡 之 妻 生 的 ．
khi ngươi chia sản nghiệp cho các con mình, thì chẳng được phép trao quyền trưởng nam cho con trai của vợ được thương thế cho con trai của vợ bị ghét, bởi nó vốn là trưởng nam.|到 了 把 產 業 分 給 兒 子 承 受 的 時 候 、 不 可 將 所 愛 之 妻 生 的 兒 子 立 為 長 子 、 在 所 惡 之 妻 生 的 兒 子 以 上 、
Nhưng ngươi phải nhận con trai của vợ bị ghét làm con đầu lòng, chia một phần bằng hai về mọi vật thuộc về mình; vì nó vốn là sự đầu tiên của sức mạnh ngươi; quyền trưởng nam thuộc về nó vậy.|卻 要 認 所 惡 之 妻 生 的 兒 子 為 長 子 、 將 產 業 多 加 一 分 給 他 、 因 這 兒 子 是 他 力 量 強 壯 的 時 候 生 的 、 長 子 的 名 分 本 當 歸 他 。
Khi ai có một đứa con khó dạy và bội nghịch, không nghe theo lời cha mẹ, và mặc dầu bị trừng trị, nó vẫn không khứng vâng lời,|人 若 有 頑 梗 悖 逆 的 兒 子 、 不 聽 從 父 母 的 話 、 他 們 雖 懲 治 他 、 他 仍 不 聽 從 。
thì cha mẹ phải bắt nó dẫn đến trước mặt các trưởng lão của thành mình, tại nơi cửa thành.|父 母 就 要 抓 住 他 、 將 他 帶 到 本 地 的 城 門 、 本 城 的 長 老 那 裡 ．
Đoạn, cha mẹ sẽ nói cùng các trưởng lão của thành mình rằng: Nầy con chúng tôi khó dạy và bội nghịch, không vâng lời chúng tôi, làm kẻ hoang đàng say sưa.|對 長 老 說 、 我 們 這 兒 子 頑 梗 悖 逆 、 不 聽 從 我 們 的 話 、 是 貪 食 好 酒 的 人 。
Bấy giờ, chúng dân thành ấy sẽ ném đá cho nó chết; như vậy ngươi sẽ cất sự ác khỏi giữa mình, và cả Y-sơ-ra-ên sẽ hay điều đó mà bắt sợ.|本 城 的 眾 人 就 要 用 石 頭 將 他 打 死 ． 這 樣 就 把 那 惡 從 你 們 中 間 除 掉 ． 以 色 列 眾 人 都 要 聽 見 害 怕 。
Khi một người nào phạm tội đáng chết, thì hãy giết nó, và treo lên trụ hình,|人 若 犯 該 死 的 罪 、 被 治 死 了 、 你 將 他 挂 在 木 頭 上 。
thây nó chớ để treo trên trụ hình cách đêm, song phải chôn trong nội ngày đó; vì kẻ nào bị treo ắt bị Đức Chúa Trời rủa sả. Như vậy, ngươi chẳng làm ô uế đất mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi làm sản nghiệp.|他 的 屍 首 不 可 留 在 木 頭 上 過 夜 、 必 要 當 日 將 他 葬 埋 、 免 得 玷 污 了 耶 和 華 你 　 神 所 賜 你 為 業 之 地 ． 因 為 被 掛 的 人 是 在 　 神 面 前 受 咒 詛 的 。

					Phục Truyền Luật Lệ 22				|
						申命記 22					
Nếu ngươi thấy bò hay là chiên của anh em mình bị lạc, thì chớ làm bộ chẳng thấy, phải dẫn nó về cho anh em mình.|你 若 看 見 弟 兄 的 牛 、 或 羊 、 失 迷 了 路 、 不 可 佯 為 不 見 、 總 要 把 他 牽 回 來 交 給 你 的 弟 兄 。
Ví bằng anh em ngươi không ở gần ngươi, và ngươi không quen biết người, thì phải dắt bò, chiên đó vào nhà ngươi, cho đến chừng anh em ngươi đến kiếm, bấy giờ, phải trả nó lại cho.|你 弟 兄 若 離 你 遠 、 或 是 你 不 認 識 他 、 就 要 牽 到 你 家 去 、 留 在 你 那 裡 、 等 你 弟 兄 來 尋 找 就 還 給 他 。
Ngươi làm như vậy cho con lừa, áo xống hay là mọi vật chi của anh em ngươi mất, là ngươi xí được; chớ làm bộ không thấy.|你 的 弟 兄 無 論 失 落 甚 麼 、 或 是 驢 、 或 是 衣 服 、 你 若 遇 見 、 都 要 這 樣 行 、 不 可 佯 為 不 見 。
Nếu ngươi thấy lừa hay bò của anh em mình té trên đường, chớ làm bộ không thấy; khá đỡ nó đứng dậy.|你 若 看 見 弟 兄 的 牛 、 或 驢 、 跌 倒 在 路 上 、 不 可 佯 為 不 見 、 總 要 幫 助 他 拉 起 來 。
Người nữ không phép mặc quần áo của người nam, và người nam cũng chẳng được mặc quần áo của người nữ; vì ai làm điều đó lấy làm gớm ghiếc cho Giê-hô-va Đức Chúa Trời ngươi.|婦 女 不 可 穿 戴 男 子 所 穿 戴 的 、 男 子 也 不 可 穿 婦 女 的 衣 服 、 因 為 這 樣 行 都 是 耶 和 華 你 　 神 所 憎 惡 的 。
Khi ngươi gặp ngoài đường, hoặc ở trên cây, hoặc ở dưới đất, một ổ chim với con hay là trứng, thì chớ bắt chim mẹ luôn với chim con.|你 若 路 上 遇 見 鳥 窩 、 或 在 樹 上 、 或 在 地 上 、 裡 頭 有 雛 、 或 有 蛋 、 母 鳥 伏 在 雛 上 、 或 在 蛋 上 、 你 不 可 連 母 帶 雛 一 併 取 去 ．
Phải để cho chim mẹ đi, bắt con cho phần mình, để ngươi được phước và sống lâu.|總 要 放 母 、 只 可 取 雛 ． 這 樣 你 就 可 以 享 福 、 日 子 得 以 長 久 。
Khi ngươi cất một cái nhà mới, thì phải làm câu lơn nơi mái nhà, kẻo nếu người nào ở trên đó té xuống, ngươi gây cho nhà mình can đến huyết chăng.|你 若 建 造 房 屋 、 要 在 房 上 的 四 圍 安 欄 杆 、 免 得 有 人 從 房 上 掉 下 來 、 流 血 的 罪 就 歸 於 你 家 。
Chớ trồng vườn nho mình hai thứ con giâm, e hết thảy hoặc con giâm ngươi đã trồng, hay là hoa lợi của vườn nho, đều thuộc về nơi thánh.|不 可 把 兩 樣 種 子 種 在 你 的 葡 萄 園 裡 、 免 得 你 撒 種 所 結 的 、 和 葡 萄 園 的 果 子 都 要 充 公 。
Chớ cày bằng một con bò thắng chung với một con lừa.|不 可 並 用 牛 驢 耕 地 。
Chớ mặc bằng vải gai pha lộn, lông chiên và gai với nhau.|不 可 穿 羊 毛 細 麻 兩 樣 攙 雜 料 作 的 衣 服 。
Ngươi phải kết tua nơi bốn chéo áo choàng của mình mặc.|你 要 在 所 披 的 外 衣 上 四 圍 作 繸 子 。
Khi một người nam đã cưới vợ, ăn ở cùng nàng, rồi sau lại ghét đi,|人 若 娶 妻 、 與 他 同 房 之 後 恨 惡 他 、
phao cho những chuyện khiến nàng mất danh giá, và gièm siểm nàng, mà rằng: Tôi có lấy người nữ đó, khi đã đến gần, thấy không còn đồng trinh,|信 口 說 他 、 將 醜 名 加 在 他 身 上 、 說 、 我 娶 了 這 女 子 與 他 同 房 、 見 他 沒 有 貞 潔 的 憑 據 。
bấy giờ, cha mẹ của người gái đó sẽ lấy và bày ra những dấu đồng trinh của nàng trước mặt các trưởng lão thành đó, tại nơi cửa thành.|女 子 的 父 母 就 要 把 女 子 貞 潔 的 憑 據 拿 出 來 、 帶 到 本 城 門 長 老 那 裡 。
Ngươi cha của người gái sẽ nói cùng các trưởng lão rằng: Tôi có gả con gái tôi cho người nầy làm vợ, mà người lại ghét nó:|女 子 的 父 親 要 對 長 老 說 、 我 將 我 的 女 兒 給 這 人 為 妻 、 他 恨 惡 他 、
nầy người phao những chuyện gây cho nó mất danh giá, mà rằng: Tôi không thấy con gái ông còn đồng trinh. Vả, nầy là các dấu về sự đồng trinh của con gái tôi. Rồi cha mẹ sẽ trải áo xống nàng trước mặt các trưởng lão của thành đó.|信 口 說 他 、 說 、 我 見 你 的 女 兒 沒 有 貞 潔 的 憑 據 、 其 實 這 就 是 我 女 兒 貞 潔 的 憑 據 ． 父 母 就 把 那 布 鋪 在 本 城 的 長 老 面 前 。
Bấy giờ, các trưởng lão thành đó sẽ bắt người chồng mà đánh phạt,|本 城 的 長 老 要 拿 住 那 人 懲 治 他 ．
và bởi vì có gièm siểm một người đồng trinh của Y-sơ-ra-ên, nên sẽ bắt vạ người một trăm siếc-lơ bạc, và giao cho cha người gái. Nàng sẽ làm vợ người, và người chẳng phép đuổi nàng đi ngày nào người còn sống.|並 要 罰 他 一 百 舍 客 勒 銀 子 、 給 女 子 的 父 親 、 因 為 他 將 醜 名 加 在 以 色 列 的 一 個 處 女 身 上 ． 女 子 仍 作 他 的 妻 、 終 身 不 可 休 他 。
Nhưng nếu chuyện người nói là thật, nàng chẳng phải đồng trinh,|但 這 事 若 是 真 的 、 女 子 沒 有 貞 潔 的 憑 據 、
thì các trưởng lão phải dẫn nàng ra đến cửa nhà cha nàng, bá tánh của thành ấy sẽ lấy đá ném cho nàng chết, vì nàng có phạm tội gian ác tại Y-sơ-ra-ên, mà hành dâm trong nhà cha mình. Ay, ngươi sẽ cất sự ác khỏi giữa mình là như vậy.|就 要 將 女 子 帶 到 他 父 家 的 門 口 、 本 城 的 人 要 用 石 頭 將 他 打 死 、 因 為 他 在 父 家 行 了 淫 亂 、 在 以 色 列 中 作 了 醜 事 ． 這 樣 、 就 把 那 惡 從 你 們 中 間 除 掉 。
Khi người ta gặp một người nam nằm cùng một người nữ có chồng, thì người nam luôn với người nữ, cả hai đều phải bị chết. Ay, ngươi sẽ cất sự ác khỏi Y-sơ-ra-ên là như vậy.|若 遇 見 人 與 有 丈 夫 的 婦 人 行 淫 、 就 要 將 姦 夫 、 淫 婦 、 一 併 治 死 ． 這 樣 、 就 把 那 惡 從 以 色 列 中 除 掉 。
Khi một con gái đồng trinh đã hứa gả cho một người nào, và có một người khác gặp nàng trong thành và nằm cùng,|若 有 處 女 已 經 許 配 丈 夫 、 有 人 在 城 裡 遇 見 他 、 與 他 行 淫 、
thì các ngươi phải dẫn cả hai người ra cửa thành đó, lấy đá ném cho cả hai đều chết: con gái trẻ, bởi vì không có la lên trong thành, người con trai, bởi vì làm mất danh giá vợ người lân cận mình. Ay, ngươi sẽ cất sự ác khỏi giữa mình là như vậy.|你 們 就 要 把 這 二 人 帶 到 本 城 門 、 用 石 頭 打 死 、 女 子 是 因 為 雖 在 城 裡 卻 沒 有 喊 叫 、 男 子 是 因 為 玷 污 別 人 的 妻 ． 這 樣 、 就 把 那 惡 從 你 們 中 間 除 掉 。
Nhưng nếu người nam gặp con gái hứa gả tại trong đồng ruộng, hành hung nằm với nàng, thì chỉ người nam phải chết một mình mà thôi;|若 有 男 子 在 田 野 遇 見 已 經 許 配 人 的 女 子 、 強 與 他 行 淫 、 只 要 將 那 男 子 治 死 。
chớ làm điều chi cho con gái trẻ dó, vì nàng không có phạm tội đáng chết. Việc nầy giống như sự một người dấy lên cùng kẻ lân cận mình và giết người đi;|但 不 可 辦 女 子 、 他 本 沒 有 該 死 的 罪 、 這 事 就 類 乎 人 起 來 攻 擊 鄰 舍 、 將 他 殺 了 一 樣 ．
vì người nam gặp con gái trẻ đã hứa gả đó ở ngoài đồng: nàng có thế la lên, mà không ai giải cứu.|因 為 男 子 是 在 田 野 遇 見 那 已 經 許 配 人 的 女 子 、 女 子 喊 叫 並 無 人 救 他 。
