
					Lu-ca 1				|
						路加福音 14					
Một ngày Sa-bát, Đức Chúa Jêsus vào nhà một người kẻ cả dòng Pha-ri-si để dùng bữa, những người ở đó dòm hành Ngài.|安 息 日 、 耶 穌 到 一 個 法 利 賽 人 的 首 領 家 裡 去 喫 飯 、 他 們 就 窺 探 他 。
Số là có một người mắc bịnh thủy thũng ở trước mặt Ngài.|在 他 面 前 有 一 個 患 水 臌 的 人 。
Đức Chúa Jêsus cất tiếng hỏi thầy dạy luật và người Pha-ri-si rằng: Trong ngày Sa-bát, có nên chữa bịnh hay không?|耶 穌 對 律 法 師 和 法 利 賽 人 說 、 安 息 日 治 病 、 可 以 不 可 以 ．
Họ đều làm thinh. Ngài bèn đem người bịnh chữa lành, rồi cho về.|他 們 卻 不 言 語 。 耶 穌 就 治 好 那 人 、 叫 他 走 了 ．
Đoạn, Ngài phán cùng họ rằng: Nào có ai trong các ngươi, đương ngày Sa-bát, nếu có con trai hay là bò mình té xuống giếng mà không kéo liền lên sao?|便 對 他 們 說 、 你 們 中 間 誰 有 驢 或 有 牛 、 在 安 息 日 掉 在 井 裡 、 不 立 時 拉 牠 上 來 呢 。
Họ không đối đáp gì về điều đó được.|他 們 不 能 對 答 這 話 。
Ngài thấy những kẻ được mời đều lựa chỗ ngồi trên, nên phán cùng họ thí dụ nầy:|耶 穌 見 所 請 的 客 揀 擇 首 位 、 就 用 比 喻 對 他 們 說 、
Khi người ta mời ngươi dự tiệc cưới, chớ ngồi chỗ cao nhứt, vì e rằng trong những khách mời có ai tôn trọng hơn ngươi,|你 被 人 請 去 赴 婚 姻 的 筵 席 、 不 要 坐 在 首 位 上 ． 恐 怕 有 比 你 尊 貴 的 客 、 被 他 請 來 ．
người đứng mời sẽ đến nói cùng ngươi rằng: Hãy nhường chỗ cho người nầy ngồi, mà ngươi xấu hổ vì phải xuống chỗ chót chăng.|那 請 你 們 的 人 前 來 對 你 說 、 讓 座 給 這 一 位 罷 ． 你 就 羞 羞 慚 慚 的 退 到 末 位 上 去 了 。
Nhưng khi ngươi được mời, hãy ngồi chỗ chót, người đứng mời sẽ đến nói cùng ngươi rằng: Hỡi bạn, xin ngồi lên cao hơn. Vậy thì điều đó sẽ làm cho ngươi được kính trọng trước mặt những người đồng bàn mình.|你 被 請 的 時 候 、 就 去 坐 在 末 位 上 、 好 叫 那 請 你 的 人 來 、 對 你 說 、 朋 友 、 請 上 坐 ． 那 時 你 在 同 席 的 人 面 前 、 就 有 光 彩 了 。
Bởi vì ai tự nhắc mình lên, sẽ phải hạ xuống, còn ai tự hạ mình xuống, sẽ được nhắc lên.|因 為 凡 自 高 的 必 降 為 卑 ． 自 卑 的 必 升 為 高 。
Ngài cũng phán với người mời Ngài rằng: Khi ngươi đãi bữa trưa hoặc bữa tối, đừng mời bạn hữu, anh em, bà con và láng giềng giàu, e rằng họ cũng mời lại mà trả cho ngươi chăng.|耶 穌 又 對 請 他 的 人 說 、 你 擺 設 午 飯 、 或 晚 飯 、 不 要 請 你 的 朋 友 、 弟 兄 、 親 屬 、 和 富 足 的 鄰 舍 ． 恐 怕 他 們 也 請 你 、 你 就 得 了 報 答 。
Song khi ngươi đãi tiệc, hãy mời những kẻ nghèo khó, tàn tật, què, đui,|你 擺 設 筵 席 、 倒 要 請 那 貧 窮 的 、 殘 廢 的 、 瘸 腿 的 、 瞎 眼 的 、 你 就 有 福 了 ．
thì ngươi sẽ được phước, vì họ không có thể trả lại cho ngươi; đến kỳ kẻ công bình sống lại, ngươi sẽ được trả.|因 為 他 們 沒 有 甚 麼 可 報 答 你 ． 到 義 人 復 活 的 時 候 、 你 要 得 著 報 答 。
Một người đồng tiệc nghe lời đó, thì thưa Ngài rằng: Phước cho kẻ sẽ được ăn bánh trong nước Đức Chúa Trời!|同 席 的 有 一 人 聽 見 這 話 、 就 對 耶 穌 說 、 在 　 神 國 裡 喫 飯 的 有 福 了 。
Nhưng Đức Chúa Jêsus đáp rằng: Có người kia dọn tiệc lớn, mời nhiều người ăn.|耶 穌 對 他 說 、 有 一 人 擺 設 大 筵 席 、 請 了 許 多 客 ．
Khi đến giờ ăn, sai đầy tớ mình đi nói với những kẻ được mời rằng: Hãy đến, mọi sự đã sẵn rồi.|到 了 坐 席 的 時 候 、 打 發 僕 人 去 對 所 請 的 人 說 、 請 來 罷 ． 樣 樣 都 齊 備 了 。
Song họ đồng tình xin kiếu hết. Người thứ nhứt nói rằng: Tôi có mua một đám ruộng, cần phải đi coi; xin cho tôi kiếu.|眾 人 一 口 同 音 的 推 辭 。 頭 一 個 說 、 我 買 了 一 塊 地 、 必 須 去 看 看 ． 請 你 准 我 辭 了 。
Kẻ khác rằng: Tôi có mua năm cặp bò, phải đi xem thử; xin cho tôi kiếu.|又 有 一 個 說 、 我 買 了 五 對 牛 、 要 去 試 一 試 ． 請 你 准 我 辭 了 。
Kẻ khác nữa rằng: Tôi mới cưới vợ, vậy tôi không đi được.|又 有 一 個 說 、 我 纔 娶 了 妻 、 所 以 不 能 去 。
Đầy tớ trở về, trình việc đó cho chủ mình. Chủ bèn nổi giận, biểu đầy tớ rằng: Hãy đi mau ra ngoài chợ, và các đường phố, đem những kẻ nghèo khó, tàn tật, đui, què vào đây.|那 僕 人 回 來 、 把 這 事 都 告 訴 了 主 人 ． 家 主 就 動 怒 、 對 僕 人 說 、 快 出 去 到 城 裡 大 街 小 巷 、 領 那 貧 窮 的 、 殘 廢 的 、 瞎 眼 的 、 瘸 腿 的 來 。
Sau lại đầy tớ trình rằng: Thưa chủ, điều chủ dạy, đã làm rồi, mà hãy còn thừa chỗ.|僕 人 說 、 主 阿 、 你 所 吩 咐 的 已 經 辦 了 、 還 有 空 座 。
Chủ nhà lại biểu rằng: Hãy ra ngoài đường và dọc hàng rào, gặp ai thì ép mời vào, cho được đầy nhà ta.|主 人 對 僕 人 說 、 你 出 去 到 路 上 和 籬 笆 那 裡 、 勉 強 人 進 來 、 坐 滿 我 的 屋 子 。
Vì, ta nói cùng các ngươi, trong những kẻ đã mời trước, không có ai được nếm bữa tiệc của ta đâu.|我 告 訴 你 們 、 先 前 所 請 的 人 、 沒 有 一 個 得 嘗 我 的 筵 席 。
Có đoàn dân đông cùng đi với Đức Chúa Jêsus; Ngài xây lại cùng họ mà phán rằng:|有 極 多 的 人 和 耶 穌 同 行 ． 他 轉 過 來 對 他 們 說 、
Nếu có ai đến theo ta mà không ghét cha mẹ, vợ con, anh em, chị em mình, và chính sự sống mình nữa, thì không được làm môn đồ ta.|人 到 我 這 裡 來 、 若 不 愛 我 勝 過 愛 自 己 的 父 母 、 妻 子 、 兒 女 、 弟 兄 、 姐 妹 和 自 己 的 性 命 、 就 不 能 作 我 的 門 徒 。 〔 愛 我 勝 過 愛 原 文 作 佷 〕
Còn ai không vác thập tự giá mình theo ta, cũng không được làm môn đồ ta.|凡 不 背 著 自 己 十 字 架 跟 從 我 的 、 也 不 能 作 我 的 門 徒 。
Vả, trong các ngươi có ai là người muốn xây một cái tháp, mà trước không ngồi tính phí tổn cho biết mình có đủ của đặng làm xong việc cùng chăng sao?|你 們 那 一 個 要 蓋 一 座 樓 、 不 先 坐 下 算 計 花 費 、 能 蓋 成 不 能 呢 。
e khi đã xây nền rồi, không làm xong được, thì mọi người thấy liền chê cười,|恐 怕 安 了 地 基 、 不 能 成 功 、 看 見 的 人 都 笑 話 他 、
và rằng: Người nầy khởi công xây, mà không thể làm xong được!|說 、 這 個 人 開 了 工 、 卻 不 能 完 工 。
Hay là có vua nào đi đánh trận cùng vua khác, mà trước không ngồi bàn luận xem mình đem đi một muôn lính có thể địch nổi vua kia đem hai muôn cùng chăng sao?|或 是 一 個 王 、 出 去 和 別 的 王 打 仗 、 豈 不 先 坐 下 酌 量 、 能 用 一 萬 兵 、 去 敵 那 領 二 萬 兵 來 攻 打 他 的 麼 。
Bằng chẳng nổi, khi vua kia còn ở xa, sai sứ đi xin hòa.|若 是 不 能 、 就 趁 敵 人 還 遠 的 時 候 、 派 使 者 去 求 和 息 的 條 款 。
Như vậy, nếu ai trong các ngươi không bỏ mọi sự mình có, thì không được làm môn đồ ta.|這 樣 、 你 們 無 論 甚 麼 人 、 若 不 撇 下 一 切 所 有 的 、 就 不 能 作 我 的 門 徒 。
Muối là giống tốt; nhưng nếu muối mất mặn, thì lấy chi làm cho nó mặn lại được?|鹽 本 是 好 的 ． 鹽 若 失 了 味 、 可 用 甚 麼 叫 它 再 鹹 呢 。
Không dùng chi được cho ruộng hoặc cho phân; người ta phải bỏ nó ra ngoài. Ai có tai mà nghe, hãy nghe.|或 用 在 田 裡 、 或 堆 在 糞 裡 、 都 不 合 式 ． 只 好 丟 在 外 面 。 有 耳 可 聽 的 、 就 應 當 聽 。

					Lu-ca 15				|
						路加福音 15					
Hết thảy các người thâu thuế và người có tội đến gần Đức Chúa Jêsus đặng nghe Ngài giảng.|眾 稅 吏 和 罪 人 、 都 挨 近 耶 穌 要 聽 他 講 道 。
Các người Pha-ri-si và các thầy thông giáo lằm bằm mà nói rằng: Người nầy tiếp những kẻ tội lỗi, và cùng ăn với họ!|法 利 賽 人 和 文 士 、 私 下 議 論 說 、 這 個 人 接 待 罪 人 、 又 同 他 們 喫 飯 。
Ngài bèn phán cho họ lời thí dụ nầy:|耶 穌 就 用 比 喻 、 說 、
Trong các ngươi ai là người có một trăm con chiên, nếu mất một con, mà không để chín mươi chín con nơi đồng vắng, đặng đi tìm con đã mất cho kỳ được sao?|你 們 中 間 誰 有 一 百 隻 羊 、 失 去 一 隻 、 不 把 這 九 十 九 隻 撇 在 曠 野 、 去 找 那 失 去 的 羊 直 到 找 著 呢 。
Khi đã kiếm được, thì vui mừng vác nó lên vai;|找 著 了 、 就 歡 歡 喜 喜 的 扛 在 肩 上 、 回 到 家 裡 。
đoạn, về đến nhà, kêu bạn hữu và kẻ lân cận, mà rằng: Hãy chung vui với ta, vì ta đã tìm được con chiên bị mất.|就 請 朋 友 鄰 舍 來 、 對 他 們 說 、 我 失 去 的 羊 已 經 找 著 了 、 你 們 和 我 一 同 歡 喜 罷 。
Ta nói cùng các ngươi, trên trời cũng như vậy, sẽ vui mừng cho một kẻ có tội ăn năn hơn là chín mươi chín kẻ công bình không cần phải ăn năn.|我 告 訴 你 們 、 一 個 罪 人 悔 改 、 在 天 上 也 要 這 樣 為 他 歡 喜 、 較 比 為 九 十 九 個 不 用 悔 改 的 義 人 、 歡 喜 更 大 。
Hay là, có người đờn bà nào có mười đồng bạc, mất một đồng, mà không thắp đèn, quét nhà, kiếm kỹ càng cho kỳ được sao?|或 是 一 個 婦 人 、 有 十 塊 錢 、 若 失 落 一 塊 、 豈 不 點 上 燈 、 打 掃 屋 子 、 細 細 的 找 、 直 到 找 著 麼 。
Khi tìm được rồi, gọi bầu bạn và người lân cận mình, mà rằng: Hãy chung vui với ta, vì ta đã tìm được đồng bạc bị mất.|找 著 了 、 就 請 朋 友 鄰 舍 來 、 對 他 們 說 、 我 失 落 的 那 塊 錢 已 經 找 著 了 、 你 們 和 我 一 同 歡 喜 罷 。
Ta nói cùng các ngươi, trước mặt thiên sứ của Đức Chúa Trời cũng như vậy, sẽ mừng rỡ cho một kẻ có tội ăn năn.|我 告 訴 你 們 、 一 個 罪 人 悔 改 、 在 　 神 的 使 者 面 前 、 也 是 這 樣 為 他 歡 喜 。
Ngài lại phán rằng: Một người kia có hai con trai.|耶 穌 又 說 、 一 個 人 有 兩 個 兒 子 。
Người em nói với cha rằng: Thưa cha, xin chia cho tôi phần của mà tôi sẽ được. Người cha liền chia của mình cho hai con.|小 兒 子 對 父 親 說 、 父 親 、 請 你 把 我 應 得 的 家 業 分 給 我 ． 他 父 親 就 把 產 業 分 給 他 們 。
Cách ít ngày, người em tóm thâu hết, đi phương xa, ở đó, ăn chơi hoang đàng, tiêu sạch gia tài mình.|過 了 不 多 幾 日 、 小 兒 子 就 把 他 一 切 所 有 的 、 都 收 拾 起 來 、 往 遠 方 去 了 ． 在 那 裡 任 意 放 蕩 、 浪 費 貲 財 。
Khi đã xài hết của rồi, trong xứ xảy có cơn đói lớn; nó mới bị nghèo thiếu,|既 耗 盡 了 一 切 所 有 的 、 又 遇 著 那 地 方 大 遭 饑 荒 、 就 窮 苦 起 來 。
bèn đi làm mướn cho một người bổn xứ, thì họ sai ra đồng chăn heo.|於 是 去 投 靠 那 地 方 的 一 個 人 ． 那 人 打 發 他 到 田 裡 去 放 豬 。
Nó muốn lấy vỏ đậu của heo ăn mà ăn cho no, nhưng chẳng ai cho.|他 恨 不 得 拿 豬 所 喫 的 豆 莢 充 飢 ． 也 沒 有 人 給 他 。
Vậy nó mới tỉnh ngộ, mà rằng: Tại nhà cha ta, biết bao người làm mướn được bánh ăn dư dật, mà ta đây phải chết đói!|他 醒 悟 過 來 、 就 說 、 我 父 親 有 多 少 的 雇 工 、 口 糧 有 餘 、 我 倒 在 這 裡 餓 死 麼 ．
Ta sẽ đứng dậy trở về cùng cha, mà rằng: Thưa cha, tôi đã đặng tội với trời và với cha,|我 要 起 來 、 到 我 父 親 那 裡 去 、 向 他 說 、 父 親 、 我 得 罪 了 天 、 又 得 罪 了 你 ．
không đáng gọi là con của cha nữa; xin cha đãi tôi như đứa làm mướn của cha vậy.|從 今 以 後 、 我 不 配 稱 為 你 的 兒 子 、 把 我 當 作 一 個 雇 工 罷 。
Nó bèn đứng dậy mà về cùng cha mình. Khi còn ở đàng xa, cho nó thấy thì động lòng thương xót, chạy ra ôm lấy cổ mà hôn.|於 是 起 來 往 他 父 親 那 裡 去 。 相 離 還 遠 、 他 父 親 看 見 、 就 動 了 慈 心 、 跑 去 抱 著 他 的 頸 項 、 連 連 與 他 親 嘴 。
Con thưa cùng cha rằng: Cha ơi, tôi đã đặng tội với trời và với cha, chẳng còn đáng gọi là con của cha nữa.|兒 子 說 、 父 親 、 我 得 罪 了 天 、 又 得 罪 了 你 ． 從 今 以 後 、 我 不 配 稱 為 你 的 兒 子 。
nhưng người cha bảo đầy tớ rằng: Hãy mau mau lấy áo tốt nhứt mặc cho nó; đeo nhẫn vào ngón tay, mang giày vào chơn.|父 親 卻 吩 咐 僕 人 說 、 把 那 上 好 的 袍 子 快 拿 出 來 給 他 穿 ． 把 戒 指 戴 在 他 指 頭 上 ． 把 鞋 穿 在 他 腳 上 ．
Hãy bắt bò con mập làm thịt đi. Chúng ta hãy ăn mừng,|把 那 肥 牛 犢 牽 來 宰 了 、 我 們 可 以 喫 喝 快 樂 ．
vì con ta đây đã chết mà bây giờ lại sống, đã mất mà bây giờ lại thấy được. Đoạn, họ khởi sự vui mừng.|因 為 我 這 個 兒 子 、 是 死 而 復 活 、 失 而 又 得 的 。 他 們 就 快 樂 起 來 。
Vả, con trai cả đương ở ngoài đồng. Khi trở về gần đến nhà, nghe tiếng đờn ca nhảy múa,|那 時 、 大 兒 子 正 在 田 裡 ． 他 回 來 離 家 不 遠 、 聽 見 作 樂 跳 舞 的 聲 音 ．
bèn gọi một đầy tớ mà hỏi cớ gì.|便 叫 過 一 個 僕 人 來 、 問 是 甚 麼 事 。
Đầy tớ thưa rằng: Em cậu bây giờ trở về, nên cha cậu đã làm thịt bò con mập, vì thấy em về được mạnh khỏe.|僕 人 說 、 你 兄 弟 來 了 ． 你 父 親 、 因 為 得 他 無 災 無 病 的 回 來 、 把 肥 牛 犢 宰 了 。
Con cả liền nổi giận, không muốn vào nhà. Vậy cha nó ra khuyên nó vào.|大 兒 子 卻 生 氣 、 不 肯 進 去 ． 他 父 親 就 出 來 勸 他 。
Nhưng nó thưa cha rằng: Nầy, tôi giúp việc cha đã bấy nhiêu năm, chưa từng trái phép, mà cha chẳng hề cho tôi một con dê con đặng ăn chơi với bạn hữu tôi.|他 對 父 親 說 、 我 服 事 你 這 多 年 、 從 來 沒 有 違 背 過 你 的 命 ． 你 並 沒 有 給 我 一 隻 山 羊 羔 、 叫 我 和 朋 友 、 一 同 快 樂 ．
Nhưng nay con của cha kia, là đứa đã ăn hết gia tài cha với phường điếm đĩ rồi trở về, thì cha vì nó làm thịt bò con mập!|但 你 這 個 兒 子 、 和 娼 妓 吞 盡 了 你 的 產 業 、 他 一 來 了 、 你 倒 為 他 宰 了 肥 牛 犢 。
Người cha nói rằng: Con ơi, con ở cùng cha luôn, hết thảy của cha là của con.|父 親 對 他 說 、 兒 阿 、 你 常 和 我 同 在 、 我 一 切 所 有 的 、 都 是 你 的 。
Nhưng thật nên dọn tiệc và vui mừng, vì em con đây đã chết mà lại sống, đã mất mà lại thấy được.|只 是 你 這 個 兄 弟 、 是 死 而 復 活 、 失 而 又 得 的 、 所 以 我 們 理 當 歡 喜 快 樂 。

					Lu-ca 16				|
						路加福音 16					
Đức Chúa Jêsus lại phán cùng môn đồ rằng: người giàu kia có một quản gia bị cáo với chủ rằng người tiêu phá của chủ.|耶 穌 又 對 門 徒 說 、 有 一 個 財 主 的 管 家 ． 別 人 向 他 主 人 告 他 浪 費 主 人 的 財 物 。
Vậy, chủ đòi người đó mà nói rằng: Ta nghe nói về ngươi nỗi chi? Hãy khai ra việc quản trị của ngươi, vì từ nay ngươi không được cai quản gia tài ta nữa.|主 人 叫 他 來 、 對 他 說 、 我 聽 見 你 這 事 怎 麼 樣 呢 ． 把 你 所 經 管 的 交 代 明 白 。 因 你 不 能 再 作 我 的 管 家 。
