
					I-sai-a 1				|
Ay chính ta đã phán trước nhứt cùng Si-ôn rằng: Nầy, chúng nó đây! Ta sẽ sai một kẻ báo tin lành đến Giê-ru-sa-lem.|我 首 先 對 錫 安 說 、 看 哪 、 我 要 將 一 位 報 好 信 息 的 賜 給 耶 路 撒 冷 。
Ta xem rồi, chẳng có ai hết; trong đám họ cũng chẳng có một người mưu sĩ, để mà khi ta hỏi họ, có thể đáp một lời.|我 看 的 時 候 並 沒 有 人 、 我 問 的 時 候 他 們 中 間 也 沒 有 謀 士 、 可 以 回 答 一 句 。
Thật, họ chỉ là hư vô hết thảy; công việc họ cũng thành không, tượng đúc của họ chẳng qua là gió và sự lộn lạo.|看 哪 、 他 們 和 他 們 的 工 作 、 都 是 虛 空 、 且 是 虛 無 ． 他 們 所 鑄 的 偶 像 都 是 風 、 都 是 虛 的 。

					I-sai-a 42				|
						以賽亞書 42					
Nầy, đầy tớ ta đây, là kẻ ta nâng đỡ; là kẻ ta chọn lựa, là kẻ mà linh hồn ta lấy làm đẹp lòng. Ta đã đặt Thần ta trên người, người sẽ tỏ ra sự công bình cho các dân ngoại.|看 哪 、 我 的 僕 人 、 我 所 扶 持 、 所 揀 選 、 心 裡 所 喜 悅 的 、 我 已 將 我 的 靈 賜 給 他 、 他 必 將 公 理 傳 給 外 邦 。
Người sẽ chẳng kêu la, chẳng lên tiếng, chẳng để ngoài đường phố nghe tiếng mình.|他 不 喧 嚷 、 不 揚 聲 、 也 不 使 街 上 聽 見 他 的 聲 音 。
Người sẽ chẳng bẻ cây sậy đã giập, và chẳng dụt tim đèn còn hơi cháy. Người sẽ lấy lẽ thật mà tỏ ra sự công bình.|壓 傷 的 蘆 葦 、 他 不 折 斷 ． 將 殘 的 燈 火 、 他 不 吹 滅 ． 他 憑 真 實 將 公 理 傳 開 。
Người chẳng mòn mỏi, chẳng ngã lòng, cho đến chừng nào lập xong sự công bình trên đất; các cù lao sẽ trông đợi luật pháp người.|他 不 灰 心 、 也 不 喪 膽 、 直 到 他 在 地 上 設 立 公 理 ． 海 島 都 等 候 他 的 訓 誨 。
Giê-hô-va Đức Chúa Trời, là Đấng đã dựng nên các từng trời và giương ra, đã trải đất với mọi sự ra bởi nó, đã ban hơi sống cho dân ở trên nó, và thần linh cho mọi loài đi trên nó, có phán như vầy:|創 造 諸 天 、 鋪 張 穹 蒼 、 將 地 和 地 所 出 的 一 併 鋪 開 、 賜 氣 息 給 地 上 的 眾 人 、 又 賜 靈 性 給 行 在 其 上 之 人 的 　 神 耶 和 華 、 他 如 此 說 、
Ta, Đức Giê-hô-va, đã kêu gọi ngươi trong sự công bình; ta sẽ nắm tay ngươi và giữ lấy ngươi. Ta sẽ phó ngươi làm giao ước của dân nầy, làm sự sáng cho các dân ngoại,|我 耶 和 華 憑 公 義 召 你 、 必 攙 扶 你 的 手 、 保 守 你 、 使 你 作 眾 民 的 中 保 、 〔 中 保 原 文 作 約 〕 作 外 邦 人 的 光 、
để mở mắt kẻ mù, làm cho kẻ tù ra khỏi khám, kẻ ngồi trong tối tăm ra khỏi ngục.|開 瞎 子 的 眼 、 領 被 囚 的 出 牢 獄 、 領 坐 黑 暗 的 出 監 牢 。
Ta là Đức Giê-hô-va; ấy là danh ta. Ta chẳng nhường sự vinh hiển ta cho một đấng nào khác, cũng không nhường sự tôn trọng ta cho những tượng chạm!|我 是 耶 和 華 、 這 是 我 的 名 ． 我 必 不 將 我 的 榮 耀 歸 給 假 神 、 也 不 將 我 的 稱 讚 歸 給 雕 刻 的 偶 像 。
Nầy, những sự đầu tiên đã ứng nghiệm rồi, nay ta lại rao cho các ngươi sự mới; ta làm cho các ngươi biết trước khi nó nổ ra.|看 哪 、 先 前 的 事 已 經 成 就 、 現 在 我 將 新 事 說 明 、 這 事 未 發 以 先 、 我 就 說 給 你 們 聽 。
Các ngươi là kẻ đi biển cùng mọi vật ở trong biển, các cù lao cùng dân cư nó, hãy hát bài ca tụng mới cho Đức Giê-hô-va, hãy từ nơi đầu cùng đất ngợi khen Ngài!|航 海 的 、 和 海 中 所 有 的 、 海 島 、 和 其 上 的 居 民 、 都 當 向 耶 和 華 唱 新 歌 、 從 地 極 讚 美 他 。
Đồng vắng cùng các thành nó hãy cất tiếng lên; các làng Kê-đa ở cũng vậy; dân cư Sê-la hãy hát, hãy kêu lên từ trên chót núi!|曠 野 和 其 中 的 城 邑 、 並 基 達 人 居 住 的 村 莊 、 都 當 揚 聲 ． 西 拉 的 居 民 當 歡 呼 、 在 山 頂 上 吶 喊 。
Hãy dâng vinh hiển cho Đức Giê-hô-va, và rao sự ngợi khen Chúa trong các cù lao!|他 們 當 將 榮 耀 歸 給 耶 和 華 、 在 海 島 中 傳 揚 他 的 頌 讚 。
Đức Giê-hô-va sẽ ra như người mạnh dạn; giục lòng sốt sắng như người lính chiến; kêu la quát tháo; ra sức cự lại kẻ thù nghịch mình.|耶 和 華 必 像 勇 士 出 去 、 必 像 戰 士 激 動 熱 心 、 要 喊 叫 、 大 聲 吶 喊 、 要 用 大 力 攻 擊 仇 敵 。
Ta làm thinh đã lâu; ta đã nín lặng, ta đã cầm mình. Nhưng bây giờ, ta rên la, thở hào hễn, như đờn bà sanh đẻ.|我 許 久 閉 口 不 言 、 靜 默 不 語 、 現 在 我 要 喊 叫 像 產 難 的 婦 人 、 我 要 急 氣 而 喘 哮 。
Ta sắp phá hoang núi và đồi, làm cho cỏ cây khô héo; biến sông thành cù lao, làm cho hồ ao cạn tắt.|我 要 使 大 山 小 岡 變 為 荒 場 、 使 其 上 的 花 草 都 枯 乾 、 我 要 使 江 河 變 為 洲 島 、 使 水 池 都 乾 涸 。
Ta sẽ khiến kẻ mù đi trên con đường mình không thuộc, dắt họ bởi các nẻo chẳng quen; ta sẽ đổi bóng tối trước mặt họ ra ánh sáng, nơi cong quẹo ra ngay thẳng. Thật, ta sẽ làm các sự đó, và không lìa bỏ chúng nó đâu.|我 要 引 瞎 子 行 不 認 識 的 道 、 領 他 們 走 不 知 道 的 路 ． 在 他 們 面 前 使 黑 暗 變 為 光 明 、 使 彎 曲 變 為 平 直 ． 這 些 事 我 都 要 行 、 並 不 離 棄 他 們 。
Song những kẻ cậy các tượng chạm, xưng các tượng đúc rằng: Các ngài là thần chúng tôi, thì sẽ đều giựt lùi và mang xấu hổ!|倚 靠 雕 刻 的 偶 像 、 對 鑄 造 的 偶 像 說 、 你 是 我 們 的 神 、 這 等 人 要 退 後 、 全 然 蒙 羞 。
Hỡi những kẻ điếc, hãy nghe; còn các ngươi là kẻ mù, hãy mở mắt và thấy!|你 們 這 耳 聾 的 聽 罷 ． 你 們 這 眼 瞎 的 看 罷 ． 使 你 們 能 看 見 。
Ai là mù, há chẳng phải đầy tớ ta sao? Ai là điếc như sứ giả mà ta đã sai đi? Ai là mù như kẻ đã hòa thuận cùng ta! Ai là mù như đầy tớ của Đức Giê-hô-va?|誰 比 我 的 僕 人 眼 瞎 呢 、 誰 比 我 差 遣 的 使 者 耳 聾 呢 、 誰 瞎 眼 像 那 與 我 和 好 的 、 誰 瞎 眼 像 耶 和 華 的 僕 人 呢 。
Ngươi thấy nhiều sự, mà không giữ chi hết; ngươi vận có lỗ tai ngỏ, mà không nghe chi hết.|你 看 見 許 多 事 卻 不 領 會 ． 耳 朵 開 通 卻 不 聽 見 。
Đức Giê-hô-va vui lòng vì sự công bình mình, làm cho luật pháp cả sáng và tôn trọng.|耶 和 華 因 自 己 公 義 的 緣 故 、 喜 歡 使 律 法 〔 或 作 訓 誨 〕 為 大 、 為 尊 。
Nhưng ấy là một dân bị cướp bị giựt: hết thảy đều bị mắc lưới trong hang và giam trong ngục; chúng nó làm của cướp mà chẳng ai giải cứu; làm mồi mà chẳng ai nói rằng: Hãy trả lại!|但 這 百 姓 是 被 搶 被 奪 的 、 都 牢 籠 在 坑 中 、 隱 藏 在 獄 裡 、 他 們 作 掠 物 、 無 人 拯 救 、 作 擄 物 、 無 人 說 交 還 。
Trong vòng các ngươi ai là kẻ lắng tai nghe điều nầy, ai để ý đến và nghe sự xảy có về sau?|你 們 中 間 誰 肯 側 耳 聽 此 、 誰 肯 留 心 而 聽 、 以 防 將 來 呢 。
Ai đã phó Gia-cốp cho sự cướp bóc, và Y-sơ-ra-ên cho quân trộm cướp? Há chẳng phải Đức Giê-hô-va, là Đấng mà chúng ta phạm tội nghịch cùng, đường lối Ngài chúng nó chẳng noi theo, luật pháp Ngài chúng nó chẳng vâng giữ?|誰 將 雅 各 交 出 當 作 擄 物 、 將 以 色 列 交 給 搶 奪 的 呢 、 豈 不 是 耶 和 華 麼 、 就 是 我 們 所 得 罪 的 那 位 ． 他 們 不 肯 遵 行 他 的 道 、 也 不 聽 從 他 的 訓 誨 ．
Cho nên Chúa đã trút cơn thạnh nộ và sự chiến tranh dữ dội trên nó; lửa đốt tứ bề mà nó không biết; lửa thiêu cháy nó, mà cũng chẳng lấy làm lo.|所 以 他 將 猛 烈 的 怒 氣 、 和 爭 戰 的 勇 力 、 傾 倒 在 以 色 列 的 身 上 ． 在 他 四 圍 如 火 ? 起 、 他 還 不 知 道 、 燒 著 他 、 他 也 不 介 意 。

					I-sai-a 43				|
						以賽亞書 43					
Bây giờ, hỡi Gia-cốp! Đức Giê-hô-va là Đấng đã dựng nên ngươi, hỡi Y-sơ-ra-ên! Ngài là Đấng đã tạo thành ngươi, phán như vầy: Đừng sợ, vì ta đã chuộc ngươi. Ta đã lấy tên ngươi gọi ngươi; ngươi thuộc về ta.|雅 各 阿 、 創 造 你 的 耶 和 華 、 以 色 列 阿 、 造 成 你 的 那 位 、 現 在 如 此 說 、 你 不 要 害 怕 、 因 為 我 救 贖 了 你 ． 我 曾 題 你 的 名 召 你 、 你 是 屬 我 的 。
Khi ngươi vượt qua các dòng nước, ta sẽ ở cùng; khi ngươi lội qua sông, sẽ chẳng che lấp. Khi ngươi bước qua lửa, sẽ chẳng bị cháy, ngọn lửa chẳng đốt ngươi.|你 從 水 中 經 過 、 我 必 與 你 同 在 ． 你 ? 過 江 河 、 水 必 不 漫 過 你 ． 你 從 火 中 行 過 、 必 不 被 燒 、 火 燄 也 不 ? 在 你 身 上 。
Vì ta là Giê-hô-va Đức Chúa Trời ngươi, Đấng Thánh của Y-sơ-ra-ên, Cứu Chúa ngươi. Ta ban Ê-díp-tô làm giá chuộc ngươi, Ê-thi-ô-bi và Sê-ba làm của thay ngươi.|因 為 我 是 耶 和 華 你 的 　 神 、 是 以 色 列 的 聖 者 你 的 救 主 ． 我 已 經 使 埃 及 作 你 的 贖 價 、 使 古 實 和 西 巴 代 替 你 。
Vì ta đã coi ngươi là quí báu, đáng chuộng, và ta đã yêu ngươi, nên ta sẽ ban những người thế ngươi, và các dân tộc thay mạng sống ngươi.|因 我 看 你 為 寶 為 尊 、 又 因 我 愛 你 、 所 以 我 使 人 代 替 你 、 使 列 邦 人 替 換 你 的 生 命 。
Đừng sợ, vì ta ở cùng ngươi: ta sẽ khiến dòng dõi ngươi đến từ phương tây.|不 要 害 怕 、 因 我 與 你 同 在 ． 我 必 領 你 的 後 裔 從 東 方 來 、 又 從 西 方 招 聚 你 。
Ta sẽ bảo phương bắc rằng: Hãy buông ra! và bảo phương nam rằng: Chớ cầm lại làm chi! Hãy đem các con trai ta về từ nơi xa, đem các con gái ta về từ nơi đầu cùng đất,|我 要 對 北 方 說 、 交 出 來 ． 對 南 方 說 、 不 要 拘 留 ． 將 我 的 眾 子 從 遠 方 帶 來 、 將 我 的 眾 女 從 地 極 領 回 、
tức là những kẻ xưng bằng tên ta, ta đã dựng nên họ vì vinh quang ta; ta đã tạo thành và đã làm nên họ.|就 是 凡 稱 為 我 名 下 的 人 、 是 我 為 自 己 的 榮 耀 創 造 的 、 是 我 所 作 成 、 所 造 作 的 。
Hãy đem dân nầy ra, là dân có mắt mà đui, và những kẻ có tai mà điếc!|你 要 將 有 眼 而 瞎 、 有 耳 而 聾 的 民 都 帶 出 來 。
Các nước hãy nhóm lại, các dân tộc hãy hiệp lại! Trong vòng họ, ai có thể rao truyền sự nầy, và tỏ cho chúng ta những sự từ trước? Họ hãy dẫn người làm chứng, hầu cho mình được xưng công bình, và cho người ta nghe mà nói rằng: Ay là thật!|任 憑 萬 國 聚 集 、 任 憑 眾 民 會 合 、 其 中 誰 能 將 此 聲 明 、 並 將 先 前 的 事 說 給 我 們 聽 呢 ． 他 們 可 以 帶 出 見 證 來 、 自 顯 為 是 、 或 者 他 們 聽 見 便 說 、 這 是 真 的 。
Đức Giê-hô-va phán: Các ngươi là kẻ làm chứng ta, và là đầy tớ ta đã chọn, hầu cho các ngươi được biết và tin ta, và hiểu rằng ta là Chúa! Chẳng có Đức Chúa Trời nào tạo thành trước ta, và cũng chẳng có sau ta nữa.|耶 和 華 說 、 你 們 是 我 的 見 證 、 我 所 揀 選 的 僕 人 ． 既 是 這 樣 、 便 可 以 知 道 、 且 信 服 我 、 又 明 白 我 就 是 耶 和 華 、 在 我 以 前 沒 有 真 神 、 〔 真 原 文 作 造 作 的 〕 在 我 以 後 也 必 沒 有 。
Ay chính ta, chính ta là Đức Giê-hô-va, ngoài ta không có cứu chúa nào khác.|惟 有 我 是 耶 和 華 、 除 我 以 外 沒 有 救 主 。
Ay chính ta là Đấng đã rao truyền, đã giải cứu, và đã chỉ bảo, chẳng có thần nào lạ giữa các ngươi. Đức Giê-hô-va phán: Các ngươi đều là người làm chứng, và ta là Đức Chúa Trời!|我 曾 指 示 、 我 曾 拯 救 、 我 曾 說 明 ． 並 且 在 你 們 中 間 沒 有 別 神 、 所 以 耶 和 華 說 、 你 們 是 我 的 見 證 、 我 也 是 　 神 。
Thật, từ khi có ngày ta đã là Đức Chúa Trời, chẳng ai có thể giải cứu khỏi tay ta. Ta làm ra, ai ngăn cấm ta được?|自 從 有 日 子 以 來 、 我 就 是 　 神 ． 誰 也 不 能 救 人 脫 離 我 手 、 我 要 行 事 、 誰 能 阻 止 呢 。
Đức Giê-hô-va, Đấng Cứu chuộc các ngươi, Đấng Thánh của Y-sơ-ra-ên, phán như vầy: Vì cớ các ngươi, ta đã sai đến Ba-by-lôn, lên chúng nó, tức là người Canh-đê, như là người chạy trốn, xuống các tàu mình đã lấy làm vui mừng.|耶 和 華 你 們 的 救 贖 主 、 以 色 列 的 聖 者 如 此 說 、 因 你 們 的 緣 故 、 我 已 經 打 發 人 到 巴 比 倫 去 、 並 且 我 要 使 迦 勒 底 人 如 逃 民 、 都 坐 自 己 喜 樂 的 船 下 來 。
Ta, Đức Giê-hô-va, là Đấng Thánh của các ngươi, Đấng tạo thành Y-sơ-ra-ên, tức Vua các ngươi.|我 是 耶 和 華 你 們 的 聖 者 、 是 創 造 以 色 列 的 、 是 你 們 的 君 王 。
Đức Giê-hô-va, là Đấng đã mở lối trong biển và đường vượt qua dòng nước mạnh,|耶 和 華 在 滄 海 中 開 道 、 在 大 水 中 開 路 ．
khiến xe, ngựa, cơ binh và lính mạnh nhóm lại, thảy đều nằm cả tại đó, sẽ không dậy nữa, bị ngột và tắt đi như tim đèn, phán như vầy:|使 車 輛 、 馬 匹 、 軍 兵 、 勇 士 、 都 出 來 、 一 同 躺 下 不 再 起 來 、 他 們 滅 沒 好 像 熄 滅 的 燈 火 ．
Đừng nhớ lại sự đã qua, và chớ nghĩ đến sự đời trước.|耶 和 華 如 此 說 、 你 們 不 要 記 念 從 前 的 事 、 也 不 要 思 想 古 時 的 事 。
Nầy, ta sắp làm một việc mới, việc nầy sẽ hiện ra ngay; các ngươi há chẳng biết sao? Ay là ta sẽ vạch một con đường trong đồng vắng, và khiến những sông chảy trong nơi sa mạc.|看 哪 、 我 要 作 一 件 新 事 、 如 今 要 發 現 、 你 們 豈 不 知 道 麼 ． 我 必 在 曠 野 開 道 路 、 在 沙 漠 開 江 河 。
Những thú đồng, với muông rừng và chim đà, sẽ tôn vinh ta; vì ta đặt các dòng nước trong đồng vắng và các sông trong sa mạc, đặng cho dân ta đã chọn được uống.|野 地 的 走 獸 必 尊 重 我 、 野 狗 和 鴕 鳥 也 必 如 此 、 因 我 使 曠 野 有 水 、 使 沙 漠 有 河 、 好 賜 給 我 的 百 姓 我 的 選 民 喝 。
Ta đã làm nên dân nầy cho ta, nó sẽ hát khen ngợi ta.|這 百 姓 是 我 為 自 己 所 造 的 、 好 述 說 我 的 美 德 。
Song, hỡi Gia-cốp, ngươi chẳng từng kêu cầu ta! Hỡi Y-sơ-ra-ên, ngươi đã chán ta!|雅 各 阿 、 你 並 沒 有 求 告 我 ． 以 色 列 阿 、 你 倒 厭 煩 我 。
Ngươi chẳng dùng chiên làm của lễ thiêu dâng cho ta, chẳng dùng hi sinh tôn kính ta. Ta chẳng làm phiền ngươi mà khiến dâng lễ vật, cũng chẳng làm nhọc ngươi mà khiến đốt hương.|你 沒 有 將 你 的 羊 帶 來 給 我 作 燔 祭 、 也 沒 有 用 祭 物 尊 敬 我 ． 我 沒 有 因 供 物 使 你 服 勞 、 也 沒 有 因 乳 香 使 你 厭 煩 。
Ngươi chẳng lấy tiền mua xương bồ cho ta, và chẳng lấy mỡ của hi sinh làm cho ta no; nhưng lại lấy tội lỗi mình làm cho ta phiền, lấy sự gian ác làm cho ta nhọc.|你 沒 有 用 銀 子 為 我 買 菖 蒲 、 也 沒 有 用 祭 物 的 脂 油 使 我 飽 足 、 倒 使 我 因 你 的 罪 惡 服 勞 、 使 我 因 你 的 罪 孽 厭 煩 。
Ay chính ta, là Đấng vì mình ta mà xóa sự phạm tội ngươi; ta sẽ không nhớ đến tội lỗi ngươi nữa.|惟 有 我 為 自 己 的 緣 故 塗 抹 你 的 過 犯 、 我 也 不 記 念 你 的 罪 惡 。
Hãy nhắc lại cho ta nhớ; chúng ta hãy bình luận cùng nhau; hãy luận lẽ đi, hầu cho ngươi được xưng công bình.|你 要 題 醒 我 、 你 我 可 以 一 同 辯 論 、 你 可 以 將 你 的 理 陳 明 、 自 顯 為 義 。
Thỉ tổ ngươi đã phạm tội, các thầy giáo ngươi lại phạm phép nghịch cùng ta.|你 的 始 祖 犯 罪 、 你 的 師 傅 違 背 我 。
Vậy nên ta làm nhục các quan trưởng của nơi thánh; ta sẽ bắt Gia-cốp làm sự rủa sả, và Y-sơ-ra-ên làm sự gièm chê.|所 以 我 要 辱 沒 聖 所 的 首 領 、 使 雅 各 成 為 咒 詛 、 使 以 色 列 成 為 辱 罵 。
