
					Ê-xê-ki-ên 1				|
Tại đó có Ê-lam với cả dân sự nó ở chung quanh mồ mả nó. Hết thảy đều đã bị giết, và đã ngã xuống bởi gươm. Những kẻ chưa chịu cắt bì ấy đã xuống trong vực sâu của đất, tức là những kẻ từng rải sự khiếp sợ ra trên đất người sống; chúng nó chịu nhơ nhuốc trong vòng những kẻ xuống nơi hầm hố.|以 攔 也 在 那 裡 、 他 的 群 眾 在 他 墳 墓 的 四 圍 ． 都 是 被 殺 倒 在 刀 下 、 未 受 割 禮 而 下 陰 府 的 ． 他 們 曾 在 活 人 之 地 使 人 驚 恐 ． 並 且 與 下 坑 的 人 一 同 擔 當 羞 辱 。
Giường của nó và dân sự đã đặt ở giữa những kẻ bị giết, trong những mồ mả ở chung quanh nó. Hết thảy những kẻ chưa chịu cắt bì ấy đã chết bởi gươm, vì chúng nó từng rải sự khiếp sợ ra trên đất người sống. Chúng nó chịu nhơ nhuốc trong vòng những kẻ xuống nơi hầm hố, và người ta đã sắp hàng nó ở giữa mọi kẻ bị giết.|人 給 他 和 他 的 群 眾 在 被 殺 的 人 中 設 立 床 榻 ． 他 民 的 墳 墓 在 他 四 圍 ． 他 們 都 是 未 受 割 禮 、 被 刀 殺 的 ． 他 們 曾 在 活 人 之 地 使 人 驚 恐 ． 並 且 與 下 坑 的 人 一 同 擔 當 羞 辱 ． 以 攔 已 經 放 在 被 殺 的 人 中 。
Tại đó có Mê-siếc và Tu-banh, và cả dân chúng nó; mạnh mẽ chúng nó ở chung quanh chúng nó; hết thảy đều là những kẻ chưa chịu cắt bì bị giết bởi gươm; vì chúng nó từng rải sự khiếp sợ trên đất người sống.|米 設 、 土 巴 、 和 他 們 的 群 眾 都 在 那 裡 ． 他 民 的 墳 墓 在 他 四 圍 ． 他 們 都 是 未 受 割 禮 被 刀 殺 的 ． 他 們 曾 在 活 人 之 地 使 人 驚 恐 。
Chúng nó không nằm chung với những lính chiến mạnh bạo đã ngã xuống trong vòng những kẻ chưa chịu cắt bì, những lính chiến ấy đã xuống nơi âm phủ với khí giới đánh giặc của mình, và người ta đã đặt gươm dưới đầu chúng nó. Song những kẻ kia, tội ác đã như giắt vào hài cốt mình; vì chúng nó rải sự sợ hãi cho những lính chiến mạnh bạo trên đất người sống.|他 們 不 得 與 那 未 受 割 禮 仆 倒 的 勇 士 一 同 躺 臥 ． 這 些 勇 士 帶 著 兵 器 下 陰 間 、 頭 枕 刀 劍 、 骨 頭 上 有 本 身 的 罪 孽 ． 他 們 曾 在 活 人 之 地 使 勇 士 驚 恐 。
Nhưng ngươi sẽ bị gãy ở giữa những kẻ chưa chịu cắt bì, và sẽ nằm chung với những kẻ bị giết bởi gươm.|法 老 阿 、 你 必 在 未 受 割 禮 的 人 中 敗 壞 、 與 那 些 被 殺 的 人 一 同 躺 臥 。
Tại đó có Ê-đôm, với các vua và cả các quan trưởng nó, những người nầy mạnh bạo mặc dầu, đã bị sắp hàng với những kẻ bị giết bởi gươm, và nằm chung với những kẻ chưa chịu cắt bì, và với những kẻ xuống trong hầm hố.|以 東 也 在 那 裡 ． 他 君 王 和 一 切 首 領 、 雖 然 仗 著 勢 力 、 還 是 放 在 被 殺 的 人 中 ． 他 們 必 與 未 受 割 禮 的 、 和 下 坑 的 人 、 一 同 躺 臥 。
Tại đó cũng có hết thảy quan trưởng ở phương bắc và hết thảy dân Si-đôn đều xuống với những kẻ bị giết, dầu sự mạnh bạo của chúng nó đã làm cho khiếp sợ mặt lòng. Chúng nó mang xấu hổ; chúng nó, là những kẻ chưa chịu cắt bì ấy, đã nằm sóng sượt với những kẻ chịu nhơ nhuốc trong vòng những kẻ đã xuống nơi hầm hố.|在 那 裡 有 北 方 的 眾 王 子 、 和 一 切 西 頓 人 、 都 與 被 殺 的 人 下 去 ． 他 們 雖 然 仗 著 勢 力 使 人 驚 恐 、 還 是 蒙 羞 ． 他 們 未 受 割 禮 、 和 被 刀 殺 的 一 同 躺 臥 、 與 下 坑 的 人 一 同 擔 當 羞 辱 。
Pha-ra-ôn sẽ thấy vậy, thì được yên ủi về cả đoàn dân mình, tức là Pha-ra-ôn và cả đạo binh mình bị giết bởi gươm, Chúa Giê-hô-va phán vậy;|法 老 看 見 他 們 、 便 為 他 被 殺 的 軍 隊 受 安 慰 ． 這 是 主 耶 和 華 說 的 。
vì ta rải sự khiếp sợ người ra trên đất người sống. Thật, Pha-ra-ôn và cả dân người sẽ nằm giữa những kẻ chưa chịu cắt bì, với những kẻ đã bị giết bởi gươm, Chúa Giê-hô-va phán vậy.|我 任 憑 法 老 在 活 人 之 地 使 人 驚 恐 ． 法 老 和 他 的 群 眾 、 必 放 在 未 受 割 禮 、 和 被 殺 的 人 中 ． 這 是 主 耶 和 華 說 的 。

					Ê-xê-ki-ên 33				|
						以西結書 33					
Có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, hãy nói cùng con cái dân ngươi mà rằng: Khi ta sai gươm đến trên một đất nào, và dân đất ấy chọn một người trong chúng nó để đặt làm kẻ canh giữ,|人 子 阿 、 你 要 告 訴 本 國 的 子 民 說 、 我 使 刀 劍 臨 到 那 一 國 、 那 一 國 的 民 從 他 們 中 間 選 立 一 人 為 守 望 的 ．
nếu người nầy thấy gươm đến trong đất, thì thổi kèn để răn bảo dân sự.|他 見 刀 劍 臨 到 那 地 、 若 吹 角 、 警 戒 眾 民 ．
Bấy giờ, hễ ai nghe tiếng kèn mà không chịu răn bảo, và nếu gươm đến bắt lấy nó, thì máu của người ấy sẽ đổ lại trên nó;|凡 聽 見 角 聲 不 受 警 戒 的 、 刀 劍 若 來 除 滅 了 他 、 他 的 罪 就 必 歸 到 自 己 的 頭 上 。 〔 罪 原 文 作 血 〕
vì nó có nghe tiếng kèn mà không chịu răn bảo, vậy máu nó đổ lại trên nó; nhưng nếu nó chịu răn bảo thì cứu được mạng sống mình.|他 聽 見 角 聲 、 不 受 警 戒 ． 他 的 罪 必 歸 到 自 己 的 身 上 ． 他 若 受 警 戒 、 便 是 救 了 自 己 的 性 命 。
Nhưng nếu kẻ canh giữ thấy gươm đến mà không thổi kèn, đến nỗi dân sự chẳng được răn bảo, và gươm đến mà cất sự sống của người nầy hoặc người kia đi, thì người đó sẽ chết trong sự gian ác mình; song ta sẽ đòi lại máu nó nơi người canh giữ.|倘 若 守 望 的 人 見 刀 劍 臨 到 、 不 吹 角 、 以 致 民 不 受 警 戒 、 刀 劍 來 殺 了 他 們 中 間 的 一 個 人 ． 他 雖 然 死 在 罪 孽 之 中 、 我 卻 要 向 守 望 的 人 討 他 喪 命 的 罪 。 〔 罪 原 文 作 血 〕
Nầy, hỡi con người, ta đã lập ngươi được làm kẻ canh giữ cho nhà Y-sơ-ra-ên; nên hãy nghe lời từ miệng ta, và thay ta răn bảo trước cho chúng nó.|人 子 阿 、 我 照 樣 立 你 作 以 色 列 家 守 望 的 人 ． 所 以 你 要 聽 我 口 中 的 話 、 替 我 警 戒 他 們 。
Khi ta phán cùng kẻ dữ rằng: Hỡi kẻ dữ, mầy chắc chết! nếu ngươi không răn bảo để cho kẻ dữ xây bỏ đường lối xấu của nó, thì kẻ dự ấy sẽ chết trong sự gian ác mình; nhưng ta sẽ đòi máu nó nơi tay ngươi.|我 對 惡 人 說 、 惡 人 哪 、 你 必 要 死 ． 你 以 西 結 若 不 開 口 警 戒 惡 人 、 使 他 離 開 所 行 的 道 、 這 惡 人 必 死 在 罪 孽 之 中 、 我 卻 要 向 你 討 他 喪 命 的 罪 。 〔 罪 原 文 作 血 〕
Nếu, trái lại, ngươi đã răn bảo kẻ dữ đặng xây bỏ đường lối xấu của nó mà nó không xây bỏ, thì nó sẽ chết trong sự gian ác nó, còn ngươi đã giải cứu mạng sống mình.|倘 若 你 警 戒 惡 人 轉 離 所 行 的 道 、 他 仍 不 轉 離 、 他 必 死 在 罪 孽 之 中 、 你 卻 救 自 己 脫 離 了 罪 。
Hỡi con người, hãy nói cùng nhà Y-sơ-ra-ên rằng: Các ngươi nói như vầy mà rằng: Vì gian ác và tội lỗi chúng tôi chất nặng trên chúng tôi, và chúng tôi hao mòn vì cớ nó, thì thế nào chúng tôi còn sống được?|人 子 阿 、 你 要 對 以 色 列 家 說 、 你 們 常 說 、 我 們 的 過 犯 罪 惡 在 我 們 身 上 、 我 們 必 因 此 消 滅 、 怎 能 存 活 呢 。
Hãy nói cùng chúng nó rằng: Chúa Giê-hô-va phán: Thật như ta hằng sống, ta chẳng lấy sự kẻ dữ chết làm vui, nhưng vui về nó xây bỏ đường lối mình và được sống. Các ngươi khá xây bỏ, xây bỏ đường lối xấu của mình. Sao các ngươi muốn chết, hỡi nhà Y-sơ-ra-ên?|你 對 他 們 說 、 主 耶 和 華 說 、 我 指 著 我 的 永 生 起 誓 、 我 斷 不 喜 悅 惡 人 死 亡 ． 惟 喜 悅 惡 人 轉 離 所 行 的 道 而 活 ． 以 色 列 家 阿 、 你 們 轉 回 、 轉 回 罷 、 離 開 惡 道 ． 何 必 死 亡 呢 。
Hỡi con người, khá nói cùng con cái của dân ngươi rằng: Sự công bình của người công bình sẽ không cứu được nó trong ngày nó phạm tội, và sự dữ của kẻ dữ sẽ không làm cho nó sa ngã nơi ngày nó đã xây bỏ sự dữ ấy, cũng như người công bình sẽ không nhờ sự công bình đã qua rồi mà sống được nơi ngày mình phạm tội.|人 子 阿 、 你 要 對 本 國 的 人 民 說 、 義 人 的 義 、 在 犯 罪 之 日 不 能 救 他 ． 至 於 惡 人 的 惡 、 在 他 轉 離 惡 行 之 日 也 不 能 使 他 傾 倒 ． 義 人 在 犯 罪 之 日 也 不 能 因 他 的 義 存 活 。
Dầu mà ta có nói với người công bình rằng nó chắc sẽ sống, nếu nó cậy sự công bình mình mà phạm tội, thì sẽ không nhớ đến một việc công bình nào của nó nữa; nhưng nó sẽ chết trong sự gian ác mình đã phạm.|我 對 義 人 說 、 你 必 定 存 活 ． 他 若 倚 靠 他 的 義 而 作 罪 孽 、 他 所 行 的 義 、 都 不 被 記 念 ． 他 必 因 所 作 的 罪 孽 死 亡 。
Khi ta nói cùng kẻ dữ rằng: Mầy chắc chết! nếu kẻ dữ ấy xây bỏ tội lỗi mình, theo luật pháp và hiệp với lẽ thật;|再 者 、 我 對 惡 人 說 、 你 必 定 死 亡 ． 他 若 轉 離 他 的 罪 、 行 正 直 與 合 理 的 事 ．
nếu nó trả lại của cầm, đền bồi vật nó đã cướp lấy, bước theo lệ luật của sự sống, và không phạm sự gian ác nữa, thì chắc nó sẽ sống và không chết đâu.|還 人 的 當 頭 和 所 搶 奪 的 、 遵 行 生 命 的 律 例 、 不 作 罪 孽 ． 他 必 定 存 活 、 不 至 死 亡 。
Chẳng có một tội nào nó đã phạm sẽ được nhớ lại nghịch cùng nó; nó đã làm theo luật pháp và hiệp với lẽ thật, chắc nó sẽ sống.|他 所 犯 的 一 切 罪 、 必 不 被 記 念 ． 他 行 了 正 直 與 合 理 的 事 、 必 定 存 活 。
Nhưng con cái của dân ngươi nói rằng: Đường của Chúa không bằng phẳng. Ay là được của chúng nó bằng phẳng cho chúng nó!|你 本 國 的 子 民 還 說 、 主 的 道 不 公 平 ． 其 實 他 們 的 道 不 公 平 。
Nếu người công bình xây bỏ sự công bình của mình mà phạm sự gian ác, thì nó sẽ chết trong đó.|義 人 轉 離 他 的 義 而 作 罪 孽 、 就 必 因 此 死 亡 。
Nếu kẻ dữ xây bỏ sự dữ của mình mà làm theo luật pháp và hiệp với lẽ thật, ấy là bởi cớ đó mà nó sẽ sống.|惡 人 轉 離 他 的 惡 、 行 正 直 與 合 理 的 事 、 就 必 因 此 存 活 。
Nhưng các ngươi nói rằng: Đường của Chúa không bằng phẳng! Hỡi nhà Y-sơ-ra-ên, ta sẽ xét đoán các ngươi, mỗi người theo việc làm của nó.|你 們 還 說 、 主 的 道 不 公 平 。 以 色 列 家 阿 、 我 必 按 你 們 各 人 所 行 的 審 判 你 們 。
Năm thứ mười hai sau khi chúng ta bị bắt làm phu tù, ngày mồng năm tháng mười, một người đã trốn khỏi Giê-ru-sa-lem đến nói cùng ta rằng: Thành hãm rồi!|我 們 被 擄 之 後 十 二 年 十 月 初 五 日 、 有 人 從 耶 路 撒 冷 逃 到 我 這 裡 、 說 、 城 已 攻 破 。
Vả! buổi chiều trước khi người đi trốn ấy chưa đến, thì tay Đức Giê-hô-va ở trên ta; và Ngài đã mở miệng ta cho đến khi sớm mai người ấy đến cùng ta; thì miệng ta đã được mở, ta không câm nữa.|逃 來 的 人 未 到 前 一 日 的 晚 上 、 耶 和 華 的 靈 〔 原 文 作 手 〕 降 在 我 身 上 、 開 我 的 口 ． 到 第 二 日 早 晨 、 那 人 來 到 我 這 裡 、 我 口 就 開 了 、 不 再 緘 默 。
Có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, những kẻ ở trong nơi đổ nát chất đống trên đất Y-sơ-ra-ên nói rằng: Ap-ra-ham chỉ có một mình mà đã hưởng được đất nầy; chúng ta đông người, thì đất nầy sẽ được ban cho chúng ta làm cơ nghiệp.|人 子 阿 、 住 在 以 色 列 荒 廢 之 地 的 人 說 、 亞 伯 拉 罕 獨 自 一 人 能 得 這 地 為 業 ． 我 們 人 數 眾 多 、 這 地 更 是 給 我 們 為 業 的 。
Vậy nên, khá bảo chúng nó rằng: Chúa Giê-hô-va phán như vầy: Các ngươi ăn huyết của thú vật, nhướng mắt hướng về thần tượng mình, và làm cho đổ máu; các ngươi há sẽ được đất nầy sao?|所 以 你 要 對 他 們 說 、 主 耶 和 華 如 此 說 、 你 們 喫 帶 血 的 物 、 仰 望 偶 像 、 並 且 殺 人 流 血 ． 你 們 還 能 得 這 地 為 業 麼 。
Các ngươi cậy gươm mình, phạm những điều gớm ghiếc, mỗi người trong các ngươi làm nhục vợ của kẻ lân cận mình; các ngươi há sẽ được đất nầy sao?|你 們 倚 仗 自 己 的 刀 劍 、 行 可 憎 的 事 、 人 人 玷 污 鄰 舍 的 妻 ． 你 們 還 能 得 這 地 為 業 麼 。
Vậy ngươi khá nói cùng chúng nó rằng: Chúa Giê-hô-va phán như vầy: Thật như ta hằng sống, những người ở nơi đổ nát chắc sẽ ngã bởi gươm, và ta sẽ phó những kẻ ở ngoài đồng cho thú vật cắn nuốt; còn những kẻ ở trong các đồn lũy hang hố thì sẽ chết dịch.|你 要 對 他 們 這 樣 說 、 主 耶 和 華 如 此 說 、 我 指 著 我 的 永 生 起 誓 、 在 荒 場 中 的 必 倒 在 刀 下 ． 在 田 野 間 的 必 交 給 野 獸 吞 喫 ． 在 保 障 和 洞 裡 的 必 遭 瘟 疫 而 死 。
Ta sẽ làm đất nầy ra hoang vu và gở lạ; quyền thế nó cậy mà kiêu ngạo sẽ dứt đi; các núi của Y-sơ-ra-ên sẽ hoang vu đến nỗi chẳng có ai qua lại nữa.|我 必 使 這 地 荒 涼 、 令 人 驚 駭 ． 他 因 勢 力 而 有 的 驕 傲 、 也 必 止 息 ． 以 色 列 的 山 都 必 荒 涼 、 無 人 經 過 。
Bấy giờ chúng nó sẽ biết ta la Đức Giê-hô-va, khi ta đã làm cho đất nầy ra hoang vu và gở lạ, vì cớ mọi sự gớm ghiếc mà chúng nó đã phạm.|我 因 他 們 所 行 一 切 可 憎 的 事 使 地 荒 涼 、 令 人 驚 駭 ． 那 時 他 們 就 知 道 我 是 耶 和 華 。
Hỡi con người, những con cái của dân ngươi ở dọc tường thành và cửa các nhà mà nói chuyện về ngươi; chúng nó nói với nhau, mỗi người cùng anh em mình rằng: Xin hãy đến nghe lời ra từ Đức Giê-hô-va là thể nào!|人 子 阿 、 你 本 國 的 子 民 在 牆 垣 旁 邊 、 在 房 屋 門 口 、 談 論 你 、 弟 兄 對 弟 兄 彼 此 說 、 來 罷 、 聽 聽 有 甚 麼 話 從 耶 和 華 而 出 。
Đoạn chúng nó kéo cả đoàn cả lũ mà đến cùng ngươi; dân ta ngồi trước mặt ngươi, và nghe lời ngươi; nhưng chúng nó không làm theo. Miệng chúng nó tỏ ra nhiều sự yêu mến, mà lòng chúng nó chỉ tìm lợi.|他 們 來 到 你 這 裡 如 同 民 來 聚 會 、 坐 在 你 面 前 彷 彿 是 我 的 民 ． 他 們 聽 你 的 話 卻 不 去 行 、 因 為 他 們 的 口 多 顯 愛 情 、 心 卻 追 隨 財 利 。
Nầy, chúng nó coi ngươi như là kẻ hát hay có tiếng vui và kẻ đờn giỏi; chúng nó nghe lời ngươi, nhưng không làm theo.|他 們 看 你 如 善 於 奏 樂 聲 音 幽 雅 之 人 所 唱 的 雅 歌 ． 他 們 聽 你 的 話 卻 不 去 行 。
Vì vậy, khi tai nạn nầy sẽ đến, và kìa, nó đến, chúng nó sẽ biết đã có một tiên tri ở giữa mình.|看 哪 、 所 說 的 快 要 應 驗 ． 應 驗 了 、 他 們 就 知 道 在 他 們 中 間 有 了 先 知 。

					Ê-xê-ki-ên 34				|
						以西結書 34					
Có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, hãy nói tiên tri nghịch cùng những kẻ chăn của Y-sơ-ra-ên; hãy nói tiên tri, và bảo những kẻ chăn ấy rằng: Chúa Giê-hô-va phán như vầy: Khốn nạn cho kẻ chăn của Y-sơ-ra-ên, là kẻ chỉ nuôi mình! Há chẳng phải những kẻ chăn nên cho bầy chiên ăn sao?|人 子 阿 、 你 要 向 以 色 列 的 牧 人 發 豫 言 攻 擊 他 們 、 說 、 主 耶 和 華 如 此 說 、 禍 哉 、 以 色 列 的 牧 人 、 只 知 牧 養 自 己 ． 牧 人 豈 不 當 牧 養 群 羊 麼 。
