
					Giê-rê-mi-a 1				|
Bấy giờ gái đồng trinh sẽ vui mừng nhảy múa, các người trai trẻ và các ông già cũng sẽ vui chung; vì ta sẽ đổi sự sầu thảm chúng nó ra vui mừng, yên ủi chúng nó, khiến được hớn hở khỏi buồn rầu.|那 時 處 女 必 歡 樂 跳 舞 、 年 少 的 年 老 的 、 也 必 一 同 歡 樂 、 因 為 我 要 使 他 們 的 悲 哀 變 為 歡 喜 、 並 要 安 慰 他 們 、 使 他 們 的 愁 煩 轉 為 快 樂 。
Ta sẽ làm cho lòng các thầy tế lễ chán chê vì đồ ăn béo; dân ta sẽ no nê về ơn phước của ta, Đức Giê-hô-va phán vậy.|我 必 以 肥 油 使 祭 司 的 心 滿 足 ． 我 的 百 姓 也 要 因 我 的 恩 惠 知 足 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va phán như vầy: Tại Ra-ma nghe có tiếng than thở, khóc lóc đắng cay. Ra-chên khóc con cái mình, vì chúng nó không còn nữa!|耶 和 華 如 此 說 、 在 拉 瑪 聽 見 號 咷 痛 哭 的 聲 音 、 是 拉 結 哭 他 兒 女 不 肯 受 安 慰 、 因 為 他 們 都 不 在 了 。
Đức Giê-hô-va phán như vầy: Hãy nín tiếng ngươi, đừng than khóc, mắt ngươi đừng sa lụy, vì công việc của ngươi sẽ được thương; chúng nó sẽ trở về từ xứ kẻ thù, Đức Giê-hô-va phán vậy.|耶 和 華 如 此 說 、 你 禁 止 聲 音 不 要 哀 哭 、 禁 止 眼 目 不 要 流 淚 、 因 你 所 作 之 工 、 必 有 賞 賜 ． 他 們 必 從 敵 國 歸 回 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va phán: Sẽ có sự trông mong cho kỳ sau rốt của ngươi; con cái ngươi sẽ trở về bờ cõi mình.|耶 和 華 說 、 你 末 後 必 有 指 望 、 你 的 兒 女 必 回 到 自 己 的 境 界 。
Ta nghe Ep-ra-im vì mình than thở rằng: Ngài đã sửa phạt tôi, tôi bị sửa phạt như con bò tơ chưa quen ách. Xin Chúa cho tôi trở lại, thì tôi sẽ được trở lại; vì Chúa là Giê-hô-va Đức Chúa Trời tôi!|我 聽 見 以 法 蓮 為 自 己 悲 歎 、 說 、 你 責 罰 我 、 我 便 受 責 罰 、 像 不 慣 負 軛 的 牛 犢 一 樣 、 求 你 使 我 回 轉 、 我 便 回 轉 、 因 為 你 是 耶 和 華 我 的 　 神 。
Thật, sau khi tôi bị trở lại, tôi đã ăn năn; sau khi tôi được dạy dỗ, tôi đã vỗ đùi. Tôi nhuốc nha hổ thẹn, vì đã mang sự sỉ nhục của tuổi trẻ.|我 回 轉 以 後 、 就 真 正 懊 悔 、 受 教 以 後 、 就 拍 腿 歎 息 、 我 因 擔 當 幼 年 的 凌 辱 、 就 抱 愧 蒙 羞 。
Vậy thì Ep-ra-im há là con rất thiết của ta, là con mà ta ưa thích sao? Mỗi khi ta nói nghịch cùng nó, ta còn nhớ đến nó lắm. Cho nên ta đã động lòng vì nó; phải, ta sẽ thương xót nó, Đức Giê-hô-va phán vậy.|耶 和 華 說 、 以 法 蓮 是 我 的 愛 子 麼 、 是 可 喜 悅 的 孩 子 麼 、 我 每 逢 責 備 他 、 仍 深 顧 念 他 、 所 以 我 的 心 腸 戀 慕 他 、 我 必 要 憐 憫 他 。
Hãy dựng nêu, đặt trụ chỉ lối; hãy để lòng về đường cái, nơi đường ngươi đã noi theo. Hỡi gái đồng trinh Y-sơ-ra-ên, hãy trở về các thành nầy thuộc về ngươi!|以 色 列 民 哪 、 〔 民 原 文 作 處 女 〕 你 當 為 自 己 設 立 指 路 碑 、 豎 起 引 路 柱 、 你 要 留 心 向 大 路 、 就 是 你 所 去 的 原 路 ． 你 當 回 轉 、 回 轉 到 你 這 些 城 邑 。
Hỡi gái bội nghịch, ngươi sẽ đi dông dài cho đến chừng nào? Vì Đức Giê-hô-va đã dựng nên một sự mới trên đất: ấy là người nữ sẽ bao bọc người nam.|背 道 的 民 哪 、 〔 民 原 文 作 女 子 〕 你 反 來 復 去 要 到 幾 時 呢 ． 耶 和 華 在 地 上 造 了 一 件 新 事 、 就 是 女 子 護 衛 男 子 。
Đức Giê-hô-va vạn quân, Đức Chúa Trời Y-sơ-ra-ên, phán như vầy: Khi ta đã đem những phu tù trở về, thì trong đất Giu-đa và các thành nó, người ta sẽ còn nói lời nầy: Hỡi chỗ ở của sự công bình, núi của sự thánh khiết kia, nguyền xin Đức Giê-hô-va ban phước cho ngươi!|萬 軍 之 耶 和 華 以 色 列 的 　 神 如 此 說 、 我 使 被 擄 之 人 歸 回 的 時 候 、 他 們 在 猶 大 地 和 其 中 的 城 邑 、 必 再 這 樣 說 、 公 義 的 居 所 阿 、 聖 山 哪 、 願 耶 和 華 賜 福 給 你 。
Giu-đa cùng mọi thành nó, những người làm ruộng và những kẻ dẫn bầy sẽ ở chung tại đó.|猶 大 和 屬 猶 大 城 邑 的 人 、 農 夫 和 放 羊 的 人 、 要 一 同 住 在 其 中 。
Vì ta đã làm cho lòng một mỏi được no nê, và mỗi lòng buồn rầu lại được đầy dẫy.|疲 乏 的 人 、 我 使 他 飽 飫 、 愁 煩 的 人 、 我 使 他 知 足 。
Bấy giờ tôi thức dậy, thấy giấc ngủ tôi ngon lắm.|先 知 說 、 我 醒 了 、 覺 著 睡 得 香 甜 。
Đức Giê-hô-va phán: Nầy, những ngày đến, bấy giờ ta sẽ lấy giống người và giống thú vật mà gieo nơi nhà Y-sơ-ra-ên và nhà Giu-đa.|耶 和 華 說 、 日 子 將 到 、 我 要 把 人 的 種 、 和 牲 畜 的 種 、 播 種 在 以 色 列 家 、 和 猶 大 家 。
Như ta đã canh giữ chúng nó đặng nhổ, phá, đổ, diệt và làm khốn khổ thể nào, thì ta cũng sẽ canh giữ để dựng và trồng thể ấy, Đức Giê-hô-va phán vậy.|我 先 前 怎 樣 留 意 將 他 們 拔 出 、 拆 毀 、 毀 壞 、 傾 覆 、 苦 害 、 也 必 照 樣 留 意 將 他 們 建 立 、 栽 植 ． 這 是 耶 和 華 說 的 。
Trong những ngày đó, người ta sẽ không còn nói: Ong cha ăn trái nho chua mà con cháu phải ghê răng.|當 那 些 日 子 、 人 不 再 說 、 父 親 喫 了 酸 葡 萄 、 兒 子 的 牙 酸 倒 了 ．
Nhưng mỗi người sẽ chết vì sự gian ác mình; hễ ai ăn trái nho chua, thì nầy phải ghê răng vậy.|但 各 人 必 因 自 己 的 罪 死 亡 、 凡 喫 酸 葡 萄 的 、 自 己 的 牙 必 酸 倒 。
Đức Giê-hô-va phán: Nầy, những ngày đến, bấy giờ ta sẽ lập một giao ước mới với nhà Y-sơ-ra-ên và với nhà Giu-đa.|耶 和 華 說 、 日 子 將 到 、 我 要 與 以 色 列 家 和 猶 大 家 、 另 立 新 約 。
Giao ước nầy sẽ không theo giao ước mà ta đã kết với tổ phụ chúng nó trong ngày ta nắm tay dắt ra khỏi đất Ê-díp-tô, tức giao ước mà chúng nó đã phá đi, dầu rằng ta làm chồng chúng nó, Đức Giê-hô-va phán vậy.|不 像 我 拉 著 他 們 祖 宗 的 手 、 領 他 們 出 埃 及 地 的 時 候 、 與 他 們 所 立 的 約 ． 我 雖 作 他 們 的 丈 夫 、 他 們 卻 背 了 我 的 約 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va phán: Nầy là giao ước mà ta sẽ lập với nhà Y-sơ-ra-ên sau những ngày đó. Ta sẽ đặt luật pháp ta trong bụng chúng nó và chép vào lòng. Ta sẽ làm Đức Chúa Trời chúng nó, chúng nó sẽ làm dân ta.|耶 和 華 說 、 那 些 日 子 以 後 、 我 與 以 色 列 家 所 立 的 約 、 乃 是 這 樣 ． 我 要 將 我 的 律 法 放 在 他 們 裡 面 、 寫 在 他 們 心 上 ． 我 要 作 他 們 的 　 神 、 他 們 要 作 我 的 子 民 。
Chúng nó ai nấy sẽ chẳng dạy kẻ lân cận mình hay là anh em mình, mà rằng: Hãy nhận biết Đức Giê-hô-va! vì chúng nó thảy đều sẽ biết ta, kẻ nhỏ cũng như kẻ lớn. Đức Giê-hô-va phán: Ta sẽ tha sự gian ác chúng nó, và chẳng nhớ tội chúng nó nữa.|他 們 各 人 不 再 教 導 自 己 的 鄰 舍 、 和 自 己 的 弟 兄 、 說 、 你 該 認 識 耶 和 華 ． 因 為 他 們 從 最 小 的 、 到 至 大 的 、 都 必 認 識 我 ． 我 要 赦 免 他 們 的 罪 孽 、 不 再 記 念 他 們 的 罪 惡 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va, là Đấng đã ban mặt trời làm sự sáng ban ngày, ban thứ tự mặt trăng và ngôi sao soi ban đêm, lật biển lên, đến nỗi sóng nó gầm thét, Đức Giê-hô-va vạn quân là danh của Ngài phán rằng:|那 使 太 陽 白 日 發 光 、 使 星 月 有 定 例 、 黑 夜 發 亮 、 又 攪 動 大 海 、 使 海 中 波 浪 匉 訇 的 、 萬 軍 之 耶 和 華 是 他 的 名 、 他 如 此 說 、
Nếu lệ luật đó mất đi khỏi trước mặt ta, thì bấy giờ dòng giống Y-sơ-ra-ên cũng sẽ thôi không làm một nước trước mặt ta đời đời, Đức Giê-hô-va phán vậy.|這 些 定 例 、 若 能 在 我 面 前 廢 掉 、 以 色 列 的 後 裔 也 就 在 我 面 前 斷 絕 、 永 遠 不 再 成 國 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va phán như vầy: Nếu trên có thể đo được trời, dưới có thể dò được nền đất; thì cũng vậy, ta sẽ bỏ trọn cả dòng giống Y-sơ-ra-ên vì cớ mọi đều chúng nó đã làm, Đức Giê-hô-va phán vậy.|耶 和 華 如 此 說 、 若 能 量 度 上 天 、 尋 察 下 地 的 根 基 、 我 就 因 以 色 列 後 裔 一 切 所 行 的 棄 絕 他 們 ． 這 是 耶 和 華 說 的 。
Đức Giê-hô-va phán: Nầy, những ngày đến, khi thành sẽ được xây lại cho Đức Giê-hô-va, từ tháp Ha-na-nê-ên cho đến cửa góc.|耶 和 華 說 、 日 子 將 到 、 這 城 必 為 耶 和 華 建 造 、 從 哈 楠 業 樓 、 直 到 角 門 。
Dây đo sẽ giăng thẳng qua trên đồi Ga-rép, và vòng quanh đến đất Gô -a.|準 繩 要 往 外 量 出 、 直 到 迦 立 山 、 又 轉 到 歌 亞 。
Cả nơi trũng của thây chết và tro, hết thảy đồng ruộng cho đến kho Xết-rôn và đến góc cửa ngựa về phía đông, đều sẽ được biệt riêng ra thánh cho Đức Giê-hô-va, và đời đời sẽ không bị nhổ đi và đổ xuống nữa.|拋 屍 的 全 谷 、 和 倒 灰 之 處 、 並 一 切 田 地 、 直 到 汲 淪 溪 、 又 直 到 東 方 馬 門 的 拐 角 、 都 要 歸 耶 和 華 為 聖 、 不 再 拔 出 、 不 再 傾 覆 、 直 到 永 遠 。

					Giê-rê-mi-a 32				|
						耶利米書 32					
Năm thứ mười về đời vua Sê-đê-kia nước Giu-đa, có lời Đức Giê-hô-va phán cho Giê-rê-mi. Ay là năm thứ mười tám về đời vua Nê-bu-cát-nết-sa.|猶 大 王 西 底 家 第 十 年 、 就 是 尼 布 甲 尼 撒 十 八 年 、 耶 和 華 的 話 臨 到 耶 利 米 。
Bấy giờ đạo binh của vua Ba-by-lôn vây thành Giê-ru-sa-lem; còn tiên tri Giê-rê-mi thì đã bị giam nơi hành lang lính canh trong cung vua Giu-đa.|那 時 巴 比 倫 王 的 軍 隊 圍 困 耶 路 撒 冷 、 先 知 耶 利 米 囚 在 護 衛 兵 的 院 內 、 在 猶 大 王 的 宮 中 ．
Vì Sê-đê-kia, vua Giu-đa, đã giam người, nói rằng: Làm sao ngươi nói tiên tri rằng: Đức Giê-hô-va phán như vầy: Nầy, ta sẽ phó thành nầy vào tay vua Ba-by-lôn, người sẽ chiếm lấy;|因 為 猶 大 王 西 底 家 已 將 他 囚 禁 、 說 、 你 為 甚 麼 豫 言 說 、 耶 和 華 如 此 說 、 我 必 將 這 城 交 在 巴 比 倫 王 的 手 中 、 他 必 攻 取 這 城 。
Sê-đê-kia, vua Giu-đa, sẽ chẳng tránh khỏi tay người Canh-đê, nhưng chắc sẽ bị nộp trong tay vua Ba-by-lôn, sẽ nói cùng vua ấy miệng đối miệng, mắt nhìn mắt;|猶 大 王 西 底 家 必 不 能 逃 脫 迦 勒 底 人 的 手 、 定 要 交 在 巴 比 倫 王 的 手 中 、 要 口 對 口 彼 此 說 話 、 眼 對 眼 彼 此 相 看 。
vua ấy sẽ bắt Sê-đê-kia về Ba-by-lôn, người sẽ ở đó cho đến chừng nào ta thăm viếng nó, Đức Giê-hô-va phán vậy; các ngươi dầu đánh với người Canh-đê sẽ chẳng được may mắn?|巴 比 倫 王 必 將 西 底 家 帶 到 巴 比 倫 、 西 底 家 必 住 在 那 裡 、 直 到 我 眷 顧 他 的 時 候 ． 你 們 雖 與 迦 勒 底 人 爭 戰 、 卻 不 順 利 ． 這 是 耶 和 華 說 的 。
Giê-rê-mi nói: Có lời của Đức Giê-hô-va phán cho tôi rằng:|耶 利 米 說 、 耶 和 華 的 話 臨 到 我 說 、
Nầy, Ha-na-nê-ên, con trai Sa-lum chú ngươi, sẽ đến nơi ngươi mà nói rằng: Hãy mua ruộng của ta tại A-na-tốt; vì ngươi có phép chuộc để mua lấy.|你 叔 叔 沙 龍 的 兒 子 哈 拿 篾 、 必 來 見 你 、 說 、 我 在 亞 拿 突 的 那 塊 地 、 求 你 買 來 、 因 你 買 這 地 、 是 合 乎 贖 回 之 理 。
Ha-na-nê-ên, con trai chú tôi, bèn theo lời Đức Giê-hô-va, đến thăm tôi trong hành lang lính canh, và nói rằng: Ta xin ngươi hãy mua ruộng của ta ở A-na-tốt, trong đất Bên-gia-min, vì ngươi có phép hưởng gia tài và chuộc lấy, khá mua lấy cho mình. Bấy giờ tôi nhìn biết rằng ấy là lời của Đức Giê-hô-va.|我 叔 叔 的 兒 子 哈 拿 篾 、 果 然 照 耶 和 華 的 話 、 來 到 護 衛 兵 的 院 內 、 對 我 說 、 我 在 便 雅 憫 境 內 、 亞 拿 突 的 那 塊 地 、 求 你 買 來 、 因 你 買 來 是 合 乎 承 受 之 理 、 是 你 當 贖 的 、 你 為 自 己 買 來 罷 ． 我 耶 利 米 就 知 道 這 是 耶 和 華 的 話 。
Vậy tôi mua ruộng ở A-na-tốt của Ha-na-mê-ên, con trai chú tôi, và tôi cân mười bảy siếc-lơ bạc cho người.|我 便 向 我 叔 叔 的 兒 子 哈 拿 篾 、 買 了 亞 拿 突 的 那 塊 地 、 平 了 十 七 舍 客 勒 銀 子 給 他 。
Tôi viết khế và niêm phong, mời người làm chứng và cân bạc trong cái cân.|我 在 契 上 畫 押 、 將 契 封 緘 、 又 請 見 證 人 來 、 並 用 天 平 將 銀 子 平 給 他 。
Tôi liền lấy tờ khế bán, cả khế đã niêm phong theo lề luật và thói tục, và khế để ngỏ nữa.|我 便 將 照 例 按 規 所 立 的 買 契 、 就 是 封 緘 的 那 一 張 、 和 敞 著 的 那 一 張 、
Tôi trao khế mua cho Ba-rúc, con trai Nê-ri-gia, cháu Ma -a-sê-gia, trước mặt Ha-na-mê-ên, con trai chú tôi, và trước mặt những kẻ làm chứng có ký tên vào khế nữa, cũng ở trước mặt mọi người Giu-đa đương ngồi trong hành lang lính canh.|當 著 我 叔 叔 的 兒 子 哈 拿 篾 、 和 畫 押 作 見 證 的 人 、 並 坐 在 護 衛 兵 院 內 的 一 切 猶 大 人 眼 前 、 交 給 瑪 西 雅 的 孫 子 尼 利 亞 的 兒 子 巴 錄 、
Đoạn, tại trước mặt họ tôi dặn Ba-rúc rằng:|當 著 他 們 眾 人 眼 前 、 我 囑 咐 巴 錄 說 、
Đức Giê-hô-va vạn quân Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Hãy lấy những tờ khế nầy, khế mua niêm phong, và khế để ngỏ, và để trong một cái bình đất, đặng những tờ khế ấy còn được lâu ngày.|萬 軍 之 耶 和 華 以 色 列 的 　 神 如 此 說 、 要 將 這 封 緘 的 、 和 敞 著 的 兩 張 契 、 放 在 瓦 器 裡 、 可 以 存 留 多 日 ．
Vì Đức Giê-hô-va vạn quân, Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Người ta sẽ còn mua nhà, ruộng, và vườn nho trong đất nầy.|因 為 萬 軍 之 耶 和 華 以 色 列 的 　 神 如 此 說 、 將 來 在 這 地 必 有 人 再 買 房 屋 、 田 地 、 和 葡 萄 園 。
Khi tôi đã trao tờ khế mua cho Ba-rúc, con trai Nê-ri-gia, thì tôi cầu nguyện cùng Đức Giê-hô-va rằng:|我 將 買 契 交 給 尼 利 亞 的 兒 子 巴 錄 以 後 、 便 禱 告 耶 和 華 說 、
Oi! Hỡi Chúa Giê-hô-va! Chính Ngài đã dùng quyền phép lớn và cánh tay giơ ra mà làm nên trời và đất; chẳng có sự gì là khó quá cho Ngài cả.|主 耶 和 華 阿 、 你 曾 用 大 能 和 伸 出 來 的 膀 臂 創 造 天 地 、 在 你 沒 有 難 成 的 事 ．
Ngài to sự thương xót ra cho muôn vàn, báo trả sự gian ác ông cha vào mình con cháu nối sau. Ngài là Đức Chúa Trời lớn, là Đấng toàn năng, danh Ngài là Đức Giê-hô-va vạn quân.|你 施 慈 愛 與 千 萬 人 、 又 將 父 親 的 罪 孽 報 應 在 他 後 世 子 孫 的 懷 中 、 是 至 大 全 能 的 　 神 、 萬 軍 之 耶 和 華 是 你 的 名 。
Mưu mô Ngài lớn lao, và công việc thì có phép tắc. Mắt Ngài mở soi trên mọi đường lối con trai loài người, đặng báo cho mỗi người theo đường lối nó, và theo quả của việc làm.|謀 事 有 大 略 、 行 事 有 大 能 、 注 目 觀 看 世 人 一 切 的 舉 動 、 為 要 照 各 人 所 行 的 、 和 他 作 事 的 結 果 報 應 他 。
Ngài đã làm nên những dấu lại sự lạ trong đất Ê-díp-tô, cho đến ngày nay, trong Y-sơ-ra-ên cũng như trong những người khác, Ngài đã được danh tiếng như mình hiện có.|在 埃 及 地 顯 神 蹟 奇 事 、 直 到 今 日 在 以 色 列 和 別 人 中 間 也 是 如 此 、 使 自 己 得 了 名 聲 、 正 如 今 日 一 樣 。
Ngài đã dùng dấu lạ, sự lạ, tay mạnh, và cánh tay giơ ra cùng sự kinh khiếp lớn mà đem dân Y-sơ-ra-ên mình ra khỏi đất Ê-díp-tô.|用 神 蹟 奇 事 、 和 大 能 的 手 、 並 伸 出 來 的 膀 臂 、 與 大 可 畏 的 事 、 領 你 的 百 姓 以 色 列 出 了 埃 及 、
Ngài ban cho họ đất nầy, là đất đượm sữa và mật, mà Ngài đã thề ban cho tổ phụ họ xưa kia.|將 這 地 賜 給 他 們 、 就 是 你 向 他 們 列 祖 起 誓 應 許 賜 給 他 們 流 奶 與 蜜 之 地 。
Họ đã vào lấy đất nầy làm sản nghiệp, nhưng không vâng theo tiếng Ngài, không bước theo luật Ngài, chẳng hề làm một điều gì về mọi sự mà Ngài đã dặn phải làm. Vì vậy Ngài đã giáng mọi tai vạ nầy trên họ.|他 們 進 入 這 地 得 了 為 業 、 卻 不 聽 從 你 的 話 、 也 不 遵 行 你 的 律 法 、 你 一 切 所 吩 咐 他 們 行 的 、 他 們 一 無 所 行 、 因 此 你 使 這 一 切 的 災 禍 臨 到 他 們 。
