
					I Các Vua 1				|
Sa-lô-môn ở Giê-ru-sa-lem cai trị trên cả Y-sơ-ra-ên trong bốn mươi năm.|所 羅 門 在 耶 路 撒 冷 作 以 色 列 眾 人 的 王 共 四 十 年 。
Đoạn, Sa-lô-môn an giấc cùng các tổ phụ người, và được chôn trong thành Đa-vít, cha người. Rô-bô-am, con trai người, cai trị thế cho người.|所 羅 門 與 他 列 祖 同 睡 、 葬 在 他 父 親 大 衛 的 城 裡 ． 他 兒 子 羅 波 安 接 續 他 作 王 。

					I Các Vua 12				|
						列王紀上 12					
Rô-bô-am đến Si-chem vì cả Y-sơ-ra-ên đã hiệp lại tại Si-chem đặng tôn người làm vua.|羅 波 安 往 示 劍 去 ． 因 為 以 色 列 人 都 到 了 示 劍 、 要 立 他 作 王 。
Khi Giê-rô-bô-am, con trai của Nê-bát, hay điều đó, thì còn ở Ê-díp-tô, là nơi người trốn để thoát khỏi vua Sa-lô-môn.|尼 八 的 兒 子 耶 羅 波 安 先 前 躲 避 所 羅 門 王 、 逃 往 埃 及 、 住 在 那 裡 。 （ 他 聽 見 這 事 ）
Người ta sai tìm người tại đó. Giê-rô-bô-am cùng cả hội chúng Y-sơ-ra-ên đều đến tâu với Rô-bô-am rằng:|以 色 列 人 打 發 人 去 請 他 來 、 他 就 和 以 色 列 會 眾 都 來 見 羅 波 安 、 對 他 說 、
Thân phụ vua đã làm cho ách chúng tôi nặng quá nhưng bây giờ vua hãy giảm nhẹ sự phục dịch khó nhọc và cái ách nặng mà thân phụ vua đã gán cho chúng tôi, thì chúng tôi sẽ phục dịch vua.|你 父 親 使 我 們 負 重 軛 、 作 苦 工 ． 現 在 求 你 使 我 們 作 的 苦 工 、 負 的 重 軛 、 輕 鬆 些 、 我 們 就 事 奉 你 。
Người đáp với chúng rằng: Hãy lui về, trong ba ngày sẽ trở lại cùng ta. Dân sự bèn lui về.|羅 波 安 對 他 們 說 、 你 們 暫 且 去 、 第 三 日 再 來 見 我 。 民 就 去 了 。
Vua Rô-bô-am bàn với các trưởng lão đã hầu hạ Sa-lô-môn, cha mình, trong lúc người còn sống, mà rằng: Các ngươi bàn luận cho ta phải đáp với dân sự này làm sao?|羅 波 安 之 父 所 羅 門 在 世 的 日 子 、 有 侍 立 在 他 面 前 的 老 年 人 、 羅 波 安 王 和 他 們 商 議 、 說 、 你 們 給 我 出 個 甚 麼 主 意 、 我 好 回 覆 這 民 。
Chúng thưa lại rằng: Nếu ngày nay vua làm như người đầy tớ của dân sự này, phục sự họ, đáp lời, trò chuyện tử tế cùng họ, thì họ sẽ làm tôi tớ vua mãi mãi.|老 年 人 對 他 說 、 現 在 王 若 服 事 這 民 如 僕 人 、 用 好 話 回 答 他 們 、 他 們 就 永 遠 作 王 的 僕 人 。
Nhưng Rô-bô-am không theo mưu của các trưởng lão đã bàn cho mình; bàn nghị cùng các kẻ trai trẻ đồng lớn lên với mình, và hầu hạ mình,|王 卻 不 用 老 年 人 給 他 出 的 主 意 、 就 和 那 些 與 他 一 同 長 大 在 他 面 前 侍 立 的 少 年 人 商 議 、
mà rằng: Dân sự này đã tâu với ta rằng: Hãy giảm nhẹ cái ách mà thân phụ vua đã gán cho chúng tôi; vậy, các ngươi bàn luận cho ta phải đáp với chúng nó làm sao?|說 、 這 民 對 我 說 、 你 父 親 使 我 們 負 重 軛 、 求 你 使 我 們 輕 鬆 些 ． 你 們 給 我 出 個 甚 麼 主 意 、 我 好 回 覆 他 們 。
Các gã trai trẻ đồng lớn lên với người đáp rằng: dân sự này đã tâu với vua rằng: Thân phụ vua khiến ách chúng tôi nặng vua hãy làm cho nó ra nhẹ; vua phải đáp lại cùng chúng như vầy: Ngón tay út ta cón lớn hơn lưng của cha ta.|那 同 他 長 大 的 少 年 人 說 、 這 民 對 王 說 、 你 父 親 使 我 們 負 重 軛 、 求 你 使 我 們 輕 鬆 些 ． 王 要 對 他 們 如 此 說 、 我 的 小 拇 指 頭 、 比 我 父 親 的 腰 還 粗 。
Vậy, cha ta đã gác một cái ách nặng cho các ngươi, ta sẽ làm cái ách các ngươi thêm nặng hơn nữa; cha ta sửa phạt các ngươi bằng roi da, ta sẽ sửa phạt các ngươi bằng roi bọ cạp.|我 父 親 使 你 們 負 重 軛 、 我 必 使 你 們 負 更 重 的 軛 ． 我 父 親 用 鞭 子 責 打 你 們 、 我 要 用 蠍 子 鞭 責 打 你 們 。
Ngày thứ ba, Giê-rô-bô-am và cả dân sự đều đi đến Rô-bô-am, y như vua đã biểu rằng: Hãy trở lại cùng ta trong ba ngày.|耶 羅 波 安 和 眾 百 姓 遵 著 羅 波 安 王 所 說 、 你 們 第 三 日 再 來 見 我 的 那 話 、 第 三 日 他 們 果 然 來 了 。
Vua đáp lời với dân sự cách xẳng xớm, không kể các lời bàn luận của các trưởng lão,|王 用 嚴 厲 的 話 回 答 百 姓 、 不 用 老 年 人 給 他 所 出 的 主 意 、
và theo mưu các kẻ trai trẻ mà đáp lại cùng chúng rằng: Cha ta đã khiến cho ách các ngươi nặng nề; ta sẽ làm ách các ngươi càng nặng nề hơn nữa. Cha ta có sửa phạt các ngươi bằng roi da, ta sẽ sửa phạt các ngươi bằng roi bọ cạp.|照 著 少 年 人 所 出 的 主 意 對 民 說 、 我 父 親 使 你 們 負 重 軛 、 我 必 使 你 們 負 更 重 的 軛 ． 我 父 親 用 鞭 子 責 打 你 們 、 我 要 用 蠍 子 鞭 責 打 你 們 。
Như vậy, vua không khứng nghe lời dân sự, vì điều đó bởi Đức Giê-hô-va dẫn đến, đặng làm cho ứng nghiệm lời Ngài cậy A-hi-gia ở Si-lô mà phán cho Giê-rô-bô-am, con trai của Nê-bát.|王 不 肯 依 從 百 姓 、 這 事 乃 出 於 耶 和 華 、 為 要 應 驗 他 藉 示 羅 人 亞 希 雅 對 尼 八 的 兒 子 耶 羅 波 安 所 說 的 話 。
Khi cả Y-sơ-ra-ên thấy vua không khứng nghe lời họ, bèn đáp cùng người rằng: Chúng ta có phần gì cùng Đa-vít? Chúng ta chẳng có cơ nghiệp chi với con trai Y-sai. Hỡi Y-sơ-ra-ên! hãy trở về trại mình đi. Ớ Đa-vít! từ rày ngươi khá coi chừng nhà của ngươi. Như vậy Y-sơ-ra-ên đều rút về các trại của họ.|以 色 列 眾 民 見 王 不 依 從 他 們 、 就 對 王 說 、 我 們 與 大 衛 有 甚 麼 分 兒 呢 、 與 耶 西 的 兒 子 並 沒 有 關 涉 ． 以 色 列 人 哪 、 各 回 各 家 去 罷 ． 大 衛 家 阿 、 自 己 顧 自 己 罷 。 於 是 以 色 列 人 都 回 自 己 家 裡 去 了 。
Nhưng về dân Y-sơ-ra-ên ở tại các thành Giu-đa, thì Rô-bô-am cai trị họ.|惟 獨 住 猶 大 城 邑 的 以 色 列 人 、 羅 波 安 仍 作 他 們 的 王 。
Bấy giờ, Rô-bô-am sai A-đô-ram là người coi sóc việc cống thuế đến cùng chúng; nhưng cả Y-sơ -r-ên ném đá người chết. Vua Rô-bô-am lật đật lên xe, trốn về Giê-ru-sa-lem.|羅 波 安 王 差 遣 掌 管 服 苦 之 人 的 亞 多 蘭 、 往 以 色 列 人 那 裡 去 ． 以 色 列 人 就 用 石 頭 打 死 他 。 羅 波 安 王 急 忙 上 車 、 逃 回 耶 路 撒 冷 去 了 。
Ay vậy, Y-sơ-ra-ên phản nghịch nhà Đa-vít cho đến ngày nay.|這 樣 、 以 色 列 人 背 叛 大 衛 家 、 直 到 今 日 。
Khi dân Y-sơ-ra-ên hay rằng Giê-rô-bô-am đã trở về, bèn sai sứ mời người đến hội mình, và lập người làm vua trên Y-sơ-ra-ên. Chỉ có chi phái Giu-đa cứ theo nhà Đa-vít mà thôi.|以 色 列 眾 人 聽 見 耶 羅 波 安 回 來 了 、 就 打 發 人 去 請 他 到 會 眾 面 前 、 立 他 作 以 色 列 眾 人 的 王 ． 除 了 猶 大 支 派 以 外 、 沒 有 順 從 大 衛 家 的 。
Rô-bô-am đến Giê-ru-sa-lem nhóm hết thảy nhà Giu-đa và chi phái Bên-gia-minh, số là một tăm tám mươi ngàn người lính chiến kén chọn, toan tranh chiến cùng nhà Y-sơ-ra-ên đặng bắt nước phục lại Rô-bô-am, con trai Sa-lô-môn.|羅 波 安 來 到 耶 路 撒 冷 、 招 聚 猶 大 全 家 、 和 便 雅 憫 支 派 的 人 、 共 十 八 萬 、 都 是 挑 選 的 戰 士 、 要 與 以 色 列 家 爭 戰 、 好 將 國 奪 回 、 再 歸 所 羅 門 的 兒 子 羅 波 安 。
Nhưng Đức Chúa Trời phán cùng Sê-ma-gia, người của Đức Chúa Trời, rằng:|但 　 神 的 話 臨 到 神 人 示 瑪 雅 、 說 、
Hãy nói cùng Rô-bô-am, con trai Sa-lô-môn, vua Giu-đa, cùng hết thảy nhà Giu-đa, Bên-gia-min, và phần dân sự còn lại, mà rằng:|你 去 告 訴 所 羅 門 的 兒 子 、 猶 大 王 羅 波 安 、 和 猶 大 、 便 雅 憫 全 家 、 並 其 餘 的 民 、 說 、
Đức Giê-hô-va phán như vầy: Các ngươi chớ đi lên đánh anh em mình, là dân Y-sơ-ra-ên. Mỗi người hãy trở về nhà mình, vì sự này bởi ta mà xảy đến. Chúng vâng theo lời Đức Giê-hô-va mà trở về theo mạng lịnh của Ngài.|耶 和 華 如 此 說 、 你 們 不 可 上 去 、 與 你 們 的 弟 兄 以 色 列 人 爭 戰 ． 各 歸 各 家 去 罷 、 因 為 這 事 出 於 我 。 眾 人 就 聽 從 耶 和 華 的 話 、 遵 著 耶 和 華 的 命 回 去 了 。
Giê-rô-bô-am bèn xây cất Si-chem trên núi Ep-ra-im, và ở tại đó. Đoạn từ đó người đi ra xây cất Phê-nu-ên.|耶 羅 波 安 在 以 法 蓮 山 地 建 築 示 劍 、 就 住 在 其 中 ． 又 從 示 劍 出 去 、 建 築 毘 努 伊 勒 。
Bấy giờ, Giê-rô-bô-am nói thầm rằng: Hoặc nước sẽ trở về nhà Đa-vít chăng.|耶 羅 波 安 心 裡 說 、 恐 怕 這 國 仍 歸 大 衛 家 ．
Nếu dân sự này đi lên Giê-ru-sa-lem đặng tế lễ tại trong đền của Đức giê-hô-va, thì lòng họ chắc sẽ trở về chúa của họ, là Rô-bô-am, vua Giu-đa; người ta sẽ giết ta đi và trở về với Rô-bô-am, vua Giu-đa.|這 民 若 上 耶 路 撒 冷 去 、 在 耶 和 華 的 殿 裡 獻 祭 、 他 們 的 心 必 歸 向 他 們 的 主 猶 大 王 羅 波 安 、 就 把 我 殺 了 、 仍 歸 猶 大 王 羅 波 安 。
Vậy, vua bàn định, rồi truyền làm hai con bò con bằng vàng, và nói với dân sự rằng: Các ngươi đi lên Giê-ru-sa-lem thật khó thay! Hỡi Y-sơ-ra-ên! nầy là các thần ngươi, đã đem ngươi ra khỏi xứ Ê-díp-tô.|耶 羅 波 安 王 就 籌 畫 定 妥 、 鑄 造 了 兩 個 金 牛 犢 、 對 眾 民 說 、 以 色 列 人 哪 、 你 們 上 耶 路 撒 冷 去 、 實 在 是 難 ． 這 就 是 領 你 們 出 埃 及 地 的 神 。
Người đặt con này tại Bê-tên, và con kia tại Đan.|他 就 把 牛 犢 一 隻 安 在 伯 特 利 、 一 隻 安 在 但 。
Việc đó thành nên tội lỗi, vì dân chúng đi đến Đan đặng thờ lạy bò con ấy.|這 事 叫 百 姓 陷 在 罪 裡 ． 因 為 他 們 往 但 去 、 拜 那 牛 犢 。
Giê-rô-bô-am cũng cất chùa miễu trên các nơi cao, chọn lấy người trong vòng dân chúng lập làm thầy tế lễ, không thuộc về chi phái Lê-vi.|耶 羅 波 安 在 邱 壇 那 裡 建 殿 、 將 那 不 屬 利 未 人 的 凡 民 立 為 祭 司 。
Người lại định lập trong tuần tháng tám ngày rằm, một lễ giống như lễ người ta thường dự trong xứ Giu-đa, và người dâng các của lễ trên bàn thờ. Người cũng làm như vậy tại Bê-tên, tế lễ cho hai bò con mà người đã làm nên; lại để tại Bê-tên những thầy tế lễ của các nơi cao mà người đã cất.|耶 羅 波 安 定 八 月 十 五 日 為 節 期 、 像 在 猶 大 的 節 期 一 樣 、 自 己 上 壇 獻 祭 ． 他 在 伯 特 利 也 這 樣 向 他 所 鑄 的 牛 犢 獻 祭 、 又 將 立 為 邱 壇 的 祭 司 安 置 在 伯 特 利 。
Ngày rằm tháng tám, tức là tháng người tự chọn lấy, Giê-rô-bô-am đi lên bàn thờ mình đã cất tại Bê-tên. Người lập một lễ cho dân Y-sơ-ra-ên, rồi đi lên bàn thờ đặng xông hương.|他 在 八 月 十 五 日 、 就 是 他 私 自 所 定 的 月 日 、 為 以 色 列 人 立 作 節 期 的 日 子 、 在 伯 特 利 上 壇 燒 香 。

					I Các Vua 13				|
						列王紀上 13					
Đương khi Giê-rô-bô-am đứng gần bàn thờ, đặng xông hương, kìa, có một người của Đức Chúa Trời ở Giu-đa, vâng mạng Đức Giê-hô-va mà đến Bê-tên.|那 時 有 一 個 神 人 奉 耶 和 華 的 命 從 猶 大 來 到 伯 特 利 ． 耶 羅 波 安 正 站 在 壇 旁 、 要 燒 香 。
Người vâng theo lời phán của Đức Giê-hô-va, quở trách bàn thờ mà nói rằng: Hỡi bàn thờ, bàn thờ! Đức Giê-hô-va phán như vầy: Một đứa con trai sẽ sanh ra cho nhà Đa-vít, tên nó là Giô-si -a. Nó sẽ dâng trên mầy những thầy tế lễ của các nơi cao, là người xông hương trên mầy, và người ta sẽ thiêu trên mầy hài cốt của người chết.|神 人 奉 耶 和 華 的 命 向 壇 呼 叫 、 說 、 壇 哪 、 壇 哪 、 耶 和 華 如 此 說 、 大 衛 家 裡 必 生 一 個 兒 子 、 名 叫 約 西 亞 ． 他 必 將 邱 壇 的 祭 司 、 就 是 在 你 上 面 燒 香 的 、 殺 在 你 上 面 、 人 的 骨 頭 也 必 燒 在 你 上 面 。
Trong ngày đó, thầy tiên tri tỏ một dấu lạ, rằng: Nầy là dấu lạ mà Đức Giê-hô-va đã phán: Bàn thờ sẽ nứt, tro trên bàn thờ sẽ đổ xuống đất.|當 日 神 人 設 個 豫 兆 、 說 、 這 壇 必 破 裂 、 壇 上 的 灰 必 傾 撒 ． 這 是 耶 和 華 說 的 豫 兆 。
Khi vua Giê-rô-bô-am nghe lời hăm dọa mà người của Đức chúa Trời nói nghịch cùng bàn thờ tại Bê-tên, thì người giơ tay ra trên bàn thờ mà bảo rằng: Hãy bắt nó đi. Nhưng cánh tay vua giơ ra đối cùng tiên tri bèn trở nên khô, không thế co lại vào mình được.|耶 羅 波 安 王 聽 見 神 人 向 伯 特 利 的 壇 所 呼 叫 的 話 、 就 從 壇 上 伸 手 、 說 、 拿 住 他 罷 。 王 向 神 人 所 伸 的 手 就 枯 乾 了 、 不 能 彎 回 。
Bàn thờ cũng nứt ra, và tro ở trên đổ xuống, y như dấu lạ mà người của Đức Chúa Trời đã vâng mạng Đức Giê-hô-va tỏ ra.|壇 也 破 裂 了 、 壇 上 的 灰 傾 撒 了 、 正 如 神 人 奉 耶 和 華 的 命 所 設 的 豫 兆 。
Bấy giờ, vua cất tiếng nói với người của Đức Chúa Trời rằng: Xin hãy nài xin Giê-hô-va Đức Chúa Trời ngươi và cầu nguyện cho ta, hầu cho tay ta được lại như cũ. Người của Đức Chúa Trời cầu khẩn Đức Giê-hô-va, thì tay vua bèn co vào được, trở lại y như trước.|王 對 神 人 說 、 請 你 為 我 禱 告 、 求 耶 和 華 你 　 神 的 恩 典 、 使 我 的 手 復 原 。 於 是 神 人 祈 禱 耶 和 華 、 王 的 手 就 復 了 原 、 仍 如 尋 常 一 樣 。
Vua bèn nói cùng người của Đức Chúa Trời rằng: Ngươi hãy về cung với ta đặng bổ sức lại, và ta sẽ dâng cho ngươi một lễ vật.|王 對 神 人 說 、 請 你 同 我 回 去 喫 飯 、 加 添 心 力 、 我 也 必 給 你 賞 賜 。
Người của Đức Chúa Trời đáp lại cùng vua rằng: Dẫu vua ban cho tôi phân nửa gia sản vua, tôi cũng chẳng vào cung với vua, hoặc ăn bánh hay là uống nước tại nơi này;|神 人 對 王 說 、 你 就 是 把 你 的 宮 一 半 給 我 、 我 也 不 同 你 進 去 、 也 不 在 這 地 方 喫 飯 喝 水 、
vì Đức Giê-hô-va đã phán dặn ta như vầy, rằng: Ngươi chớ ăn bánh, chớ uống nước, chớ noi con đường ngươi đã đi mà trở về.|因 為 有 耶 和 華 的 話 囑 咐 我 、 說 、 不 可 在 伯 特 利 喫 飯 喝 水 、 也 不 可 從 你 去 的 原 路 回 來 。
Ay vậy, người đi đường khác, chẳng trở lại đường người đã bắt đi đến Bê-tên.|於 是 神 人 從 別 的 路 回 去 、 不 從 伯 特 利 來 的 原 路 回 去 。
Vả, có một tiên tri già ở tại Bê-tên. Một con trai người đến học lại cho người mọi điều người của Đức Chúa Trời đã làm tại Bê-tên trong ngày đó, và các lời người đã nói với vua. Người cha nghe lời thuật này, thì hỏi con mình rằng:|有 一 個 老 先 知 住 在 伯 特 利 、 他 兒 子 們 來 將 神 人 當 日 在 伯 特 利 所 行 的 一 切 事 、 和 向 王 所 說 的 話 、 都 告 訴 了 父 親 。
Người ấy đi đường nào? Các con trai người chỉ con đường mà người của Đức Chúa Trời ở Giu-đa đã noi đi về.|父 親 問 他 們 說 、 神 人 從 那 條 路 去 了 呢 ． 兒 子 們 就 告 訴 他 。 原 來 他 們 看 見 那 從 猶 大 來 的 神 人 所 去 的 路 。
Người bèn nói cùng các con trai mình rằng: Hãy thắng lừa ta; chúng bèn thắng lừa, rồi người lên cỡi,|老 先 知 就 吩 咐 他 兒 子 們 說 、 你 們 為 我 備 驢 ． 他 們 備 好 了 驢 、 他 就 騎 上 、
đi theo người của Đức Chúa Trời, gặp người ngồi dưới gốc cây thông, thì nói rằng: Có phải ngươi là người của Đức Chúa Trời ở Giu-đa đến chăng? Người đáp: Ay là tôi.|去 追 趕 神 人 、 遇 見 他 坐 在 橡 樹 底 下 、 就 問 他 說 、 你 是 從 猶 大 來 的 神 人 不 是 ． 他 說 、 是 。
Tiên tri già tiếp rằng: Hãy đến nhà với ta đặng dùng bữa.|老 先 知 對 他 說 、 請 你 同 我 回 家 喫 飯 。
